Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description
1052,148605,ETNP_120,36.31,15,15,2.42E6,1,1,1,,9944,hypothetical protein
1052,148606,ETNP_100,36.31,15,15,2.42E6,1,1,1,,9934,hypothetical protein
1052,148607,ETNP14_68,36.31,15,15,2.42E6,1,1,1,,9966,hypothetical protein
1052,148608,NP_30,36.31,15,15,2.42E6,1,1,1,,9887,hypothetical protein
1052,148609,WP_006172906,36.31,15,15,2.42E6,1,1,1,,9944,hypothetical protein Synechococcus sp WH 5701
917,146615,ETNP_70,36.27,7,7,1.2E7,2,2,2,,26993,ATP phosphoribosyltransferase
783,148641,WP_042850525,36.25,7,7,2.26E7,1,1,3,,15913,cysteine desufuration protein SufE Prochlorococcus sp MIT 0604
1226,148659,ETNP_70,35.99,5,5,1.16E6,1,1,1,,47553,Beta-monoglucosyldiacylglycerol synthase
939,148666,XP_003061196,35.91,2,2,6.57E7,1,1,2,,75875,predicted protein  Micromonas pusilla CCMP1545
939,148667,XP_003080530,35.91,2,2,6.57E7,1,1,2,,80894,Transketolase ISS  Ostreococcus tauri
919,146634,NP_30,35.71,12,12,3.3E6,2,2,2,Carbamidomethylation,16940,Aminodeoxychorismate synthase component 1
919,146636,WP_042851234,35.71,4,4,3.3E6,2,2,2,Carbamidomethylation,50360,aminobenzoate synthetase Prochlorococcus sp MIT 0604
864,150420,ETNP_120,35.60,2,2,4.62E6,2,2,2,,63725,Type II secretion system protein E
958,149970,WP_042849750,35.57,4,4,1.96E6,1,1,1,,22951,peptidyl-tRNA hydrolase Prochlorococcus sp MIT 0604
821,147785,WP_042851109,35.54,4,4,1.41E5,1,1,1,,39544,coproporphyrinogen III oxidase Prochlorococcus sp MIT 0604
786,148773,KJS04235,35.50,2,2,1.35E7,1,1,3,,72003,molecular chaperone Hsp90 Flavobacteriales bacterium BRH_c54
818,146728,WP_042851192,35.49,6,6,5.14E5,1,1,1,Carbamidomethylation,63055,aspartate kinase Prochlorococcus sp MIT 0604
1227,148829,ETNP_120,35.35,8,8,2.88E6,1,1,1,,13087,NAD(P)H-quinone oxidoreductase subunit 2  chloroplastic
1227,148830,ETNP_70,35.35,7,7,2.88E6,1,1,1,,15990,NADH-quinone oxidoreductase subunit 14
1227,148834,WP_042849899,35.35,2,2,2.88E6,1,1,1,,54056,NADPH-quinone oxidoreductase subunit 2 Prochlorococcus sp MIT 0604
1227,148835,ETNP14_68,35.35,2,2,2.88E6,1,1,1,,55027,NADH-quinone oxidoreductase subunit N
1227,148836,ETNP14_68,35.35,2,2,2.88E6,1,1,1,,55582,NADH-quinone oxidoreductase subunit N
1228,148837,ETNP_120,35.28,10,10,6.55E5,1,1,1,,13411,Light-independent protochlorophyllide reductase subunit B
1228,148838,ETNP_100,35.28,7,7,6.55E5,1,1,1,,18747,Light-independent protochlorophyllide reductase subunit B
1228,148839,ETNP_110,35.28,6,6,6.55E5,1,1,1,,22489,Light-independent protochlorophyllide reductase subunit B
1228,148840,ETNP14_68,35.28,4,4,6.55E5,1,1,1,,36456,Light-independent protochlorophyllide reductase subunit B
1228,148841,ETNP_140,35.28,2,2,6.55E5,1,1,1,,57664,Light-independent protochlorophyllide reductase subunit B
1228,148842,WP_011128584,35.28,2,2,6.55E5,1,1,1,,57658,light-independent protochlorophyllide reductase subunit B Synechococcus
1228,148843,WP_038543735,35.28,2,2,6.55E5,1,1,1,,57858,light-independent protochlorophyllide reductase subunit B Synechococcus sp KORDI-100
1228,148844,ETNP14_68,35.28,2,2,6.55E5,1,1,1,,59862,Light-independent protochlorophyllide reductase subunit B
1228,148845,ETNP_120,35.28,2,2,6.55E5,1,1,1,,58883,Light-independent protochlorophyllide reductase subunit B
1228,148846,WP_006171068,35.28,2,2,6.55E5,1,1,1,,58327,light-independent protochlorophyllide reductase subunit B Synechococcus sp WH 5701
1228,148847,ETNP_90,35.28,2,2,6.55E5,1,1,1,,59462,Light-independent protochlorophyllide reductase subunit B
1228,148848,ETNP_100,35.28,2,2,6.55E5,1,1,1,,59255,Light-independent protochlorophyllide reductase subunit B
1229,148864,ETNP_60,35.22,12,12,2.5E6,1,1,1,,12103,hypothetical protein
1229,148865,ETNP_70,35.22,8,8,2.5E6,1,1,1,,18006,Phosphoserine phosphatase 1
941,148935,WP_042850246,34.76,8,8,2.02E7,1,1,2,,15029,hypothetical protein Prochlorococcus sp MIT 0604
995,148819,WP_013046172,34.71,2,2,6.02E6,1,1,1,,73776,hypothetical protein Candidatus Puniceispirillum marinum
1230,148937,ETNP_70,34.57,9,9,5.13E6,1,1,1,,14307,Glycine cleavage system H protein
1230,148938,WP_042851212,34.57,9,9,5.13E6,1,1,1,,14243,glycine cleavage system protein H Prochlorococcus sp MIT 0604
855,148828,ETNP_70,34.44,7,7,1.23E7,1,1,2,,15503,hypothetical protein
942,148942,WP_006172708,34.43,12,12,1.12E8,1,1,2,,9412,hypothetical protein Synechococcus sp WH 5701
807,150049,WP_042850891,34.35,1,1,5.07E6,1,1,1,,77952,membrane protein Prochlorococcus sp MIT 0604
943,148943,NP_30,34.29,9,9,3.71E7,1,1,2,,20390,hypothetical protein
943,148944,WP_011818296,34.29,9,9,3.71E7,1,1,2,,20390,hypothetical protein Prochlorococcus
1231,148957,ETNP14_120,34.22,6,6,3.23E6,1,1,1,,23618,Dihydrolipoyl dehydrogenase 3
944,148958,ETNP14_68,34.16,9,9,6.81E7,1,1,2,,16548,50S ribosomal protein L9
1232,148961,WP_002805540,34.15,17,17,2.57E7,1,1,1,Carbamidomethylation,7502,50S ribosomal protein L33 Prochlorococcus
824,149599,WP_042849590,34.00,13,13,8.5E6,2,2,2,Carbamidomethylation,14907,hypothetical protein Prochlorococcus sp MIT 0604
824,149600,NP_30,34.00,13,13,8.5E6,2,2,2,Carbamidomethylation,14991,hypothetical protein
826,150153,ETNP_160,33.84,3,3,7.72E6,1,1,1,Oxidation (M),57117,60 kDa chaperonin
1234,148989,ETNP14_68,33.82,3,3,1.59E7,1,1,1,,42808,Citrate synthase
1233,148983,WP_042850991,33.79,3,3,1.22E6,1,1,1,Deamidation (NQ),37703,hypothetical protein Prochlorococcus sp MIT 0604
1053,148857,WP_042850415,33.78,3,3,9.48E5,1,1,1,Carbamidomethylation,49657,peptidase C69 Prochlorococcus sp MIT 0604
946,149061,NP_30,33.61,6,6,6.3E7,1,1,2,,15373,Putative peroxiredoxin bcp
946,149070,WP_042849567,33.61,5,5,6.3E7,1,1,2,,17836,alkyl hydroperoxide reductase Prochlorococcus sp MIT 0604
945,149055,EJK48712,33.47,4,4,8.47E6,1,1,2,,32418,hypothetical protein THAOC_32466  Thalassiosira oceanica
945,149057,WP_044280713,33.47,3,3,8.47E6,1,1,2,,45496,acetylornithine aminotransferase Myxococcus stipitatus
963,150548,ETNP_120,33.35,8,8,9.59E5,1,1,1,,12691,50S ribosomal protein L7/L12
963,150549,ETNP_140,33.35,8,8,9.59E5,1,1,1,,12691,50S ribosomal protein L7/L12
963,150550,ETNP_160,33.35,8,8,9.59E5,1,1,1,,12691,50S ribosomal protein L7/L12
963,150551,ETNP_180,33.35,8,8,9.59E5,1,1,1,,12691,50S ribosomal protein L7/L12
963,150552,ETNP_120,33.35,8,8,9.59E5,1,1,1,,12691,50S ribosomal protein L7/L12
963,150553,ETNP_100,33.35,8,8,9.59E5,1,1,1,,12691,50S ribosomal protein L7/L12
1054,148966,ETNP_70,33.31,7,7,1.38E6,1,1,1,,21500,Tetratricopeptide repeat protein
1055,149056,WP_042850016,33.23,2,2,2.06E6,1,1,1,,50387,glutathione reductase Prochlorococcus sp MIT 0604
1056,149086,WP_042850089,33.16,2,2,8.88E5,1,1,1,,46083,glucosylglycerolphosphate phosphatase Prochlorococcus sp MIT 0604
947,149116,ETNP14_120,32.99,4,4,1.17E7,1,1,2,,28872,GDP-mannose 6-dehydrogenase
862,150353,WP_042849742,32.87,2,2,2.06E6,1,1,1,,50275,phosphoglucosamine mutase Prochlorococcus sp MIT 0604
1057,149111,WP_042850252,32.84,6,6,2.08E6,1,1,1,,18867,haloacid dehalogenase Prochlorococcus sp MIT 0604
1235,149137,WP_042851047,32.73,5,5,1.44E6,1,1,1,,25055,ATP-dependent protease Prochlorococcus sp MIT 0604
1236,149143,WP_011818542,32.69,9,9,2.81E5,1,1,1,,14773,hypothetical protein Prochlorococcus
948,149151,WP_042849670,32.58,7,7,6.09E6,1,1,2,,26571,Mg-protoporphyrin IX methyl transferase Prochlorococcus sp MIT 0604
1237,149178,NP_300,32.56,7,7,4.01E6,1,1,1,,20300,Phosphoribosylglycinamide formyltransferase
1237,149179,ETNP_160,32.56,6,6,4.01E6,1,1,1,,23596,Phosphoribosylglycinamide formyltransferase
1237,149180,ETNP_120,32.56,6,6,4.01E6,1,1,1,,23596,Phosphoribosylglycinamide formyltransferase
1237,149181,ETNP_120,32.56,6,6,4.01E6,1,1,1,,23596,Phosphoribosylglycinamide formyltransferase
1237,149182,ETNP_140,32.56,6,6,4.01E6,1,1,1,,23596,Phosphoribosylglycinamide formyltransferase
1237,149183,ETNP_180,32.56,6,6,4.01E6,1,1,1,,23596,Phosphoribosylglycinamide formyltransferase
1237,149184,ETNP_300,32.56,6,6,4.01E6,1,1,1,,24860,Phosphoribosylglycinamide formyltransferase
1237,149185,WP_038652565,32.56,6,6,4.01E6,1,1,1,,26157,phosphoribosylglycinamide formyltransferase Prochlorococcus sp MIT 0801
1237,149186,ETNP_60,32.56,6,6,4.01E6,1,1,1,,26339,Phosphoribosylglycinamide formyltransferase
1238,149215,XP_003062090,32.26,3,3,1.85E6,1,1,1,,36140,predicted protein  Micromonas pusilla CCMP1545
1238,149216,XP_003075104,32.26,3,3,1.85E6,1,1,1,,38849,Anthranilate synthase component II ISS partial  Ostreococcus tauri
950,149218,EJP72654,32.14,10,10,1.33E7,1,1,2,,12350,histidine triad nucleotide-binding protein 2 SAR86 cluster bacterium SAR86B
1239,149219,WP_025049026,32.09,11,11,4.46E6,1,1,1,Carbamidomethylation,20909,anthranilate synthase Sulfitobacter mediterraneus
996,149110,WP_038547365,32.05,1,1,1.41E6,1,1,1,,71508,arginine decarboxylase Synechococcus sp KORDI-100
996,149167,ETNP_120,32.05,2,2,1.41E6,1,1,1,,55038,Biosynthetic arginine decarboxylase
996,149196,WP_011129212,32.05,1,1,1.41E6,1,1,1,,70760,biosynthetic arginine decarboxylase Synechococcus sp WH 8102
996,149262,ETNP_120,32.05,4,4,1.41E6,1,1,1,,24689,Biosynthetic arginine decarboxylase
996,149267,ETNP_90,32.05,3,3,1.41E6,1,1,1,,30903,Biosynthetic arginine decarboxylase
996,149268,ETNP_120,32.05,3,3,1.41E6,1,1,1,,32831,Biosynthetic arginine decarboxylase
996,149288,ETNP_90,32.05,2,2,1.41E6,1,1,1,,59137,Biosynthetic arginine decarboxylase
996,149306,ETNP_120,32.05,2,2,1.41E6,1,1,1,,65350,Biosynthetic arginine decarboxylase
996,149307,ETNP_100,32.05,1,1,1.41E6,1,1,1,,71148,Biosynthetic arginine decarboxylase
996,149308,WP_038650503,32.05,1,1,1.41E6,1,1,1,,72501,arginine decarboxylase Prochlorococcus sp MIT 0801
996,149309,ETNP_120,32.05,1,1,1.41E6,1,1,1,,71176,Biosynthetic arginine decarboxylase
996,149310,NP_85,32.05,1,1,1.41E6,1,1,1,,71302,Biosynthetic arginine decarboxylase
996,149311,WP_011131514,32.05,1,1,1.41E6,1,1,1,,71364,biosynthetic arginine decarboxylase Prochlorococcus marinus
996,149312,WP_036914768,32.05,1,1,1.41E6,1,1,1,,71439,arginine decarboxylase Prochlorococcus
996,149313,WP_006173201,32.05,1,1,1.41E6,1,1,1,,71203,arginine decarboxylase Synechococcus sp WH 5701
1241,149266,ETNP14_120,32.01,6,6,3.51E6,1,1,1,,16987,Glutamine transport ATP-binding protein GlnQ
1240,149222,NP_30,32.00,24,24,8.12E5,1,1,1,,6807,Urease subunit gamma
1240,149223,WP_011818334,32.00,15,15,8.12E5,1,1,1,,11142,urease subunit gamma Prochlorococcus
1242,149274,ETNP14_120,31.91,22,22,2.39E5,1,1,1,Carbamidomethylation,5536,hypothetical protein
1242,149275,WP_042850049,31.91,4,4,2.39E5,1,1,1,Carbamidomethylation,28232,manganese transporter Prochlorococcus sp MIT 0604
1242,149276,NP_30,31.91,4,4,2.39E5,1,1,1,Carbamidomethylation,28256,putative ABC transporter ATP-binding protein
1243,149278,ETNP14_68,31.90,3,3,1.13E7,1,1,1,,41471,3-dehydroquinate synthase
1243,149279,WP_013046782,31.90,3,3,1.13E7,1,1,1,,37962,3-dehydroquinate synthase Candidatus Puniceispirillum marinum
951,149280,ETNP_120,31.89,16,16,6.92E6,1,1,2,,5904,hypothetical protein
961,150432,ETNP_60,31.88,5,5,4.56E5,1,1,1,,20680,Shikimate kinase
798,150525,WP_042849632,31.80,2,2,8.09E5,1,1,1,,49873,DNA repair protein RadA Prochlorococcus sp MIT 0604
1058,149221,WP_036904244,31.79,7,7,4.22E6,1,1,1,,12751,hypothetical protein Prochlorococcus
952,149314,ETNP_100,31.74,5,5,5.61E6,1,1,1,Methylation(KR),42957,Elongation factor Tu
952,149315,ETNP14_68,31.74,5,5,5.61E6,1,1,1,Methylation(KR),42950,Elongation factor Tu
1244,149316,WP_042850257,31.74,8,8,1.04E6,1,1,1,,20619,thioredoxin Prochlorococcus sp MIT 0604
787,149328,WP_042851377,31.68,6,6,7.87E7,1,1,3,,23608,hypothetical protein Prochlorococcus sp MIT 0604
1062,149377,WP_042850226,31.62,1,1,1.94E6,1,1,1,,82551,glycyl-tRNA synthetase subunit beta Prochlorococcus sp MIT 0604
1059,149269,WP_006171473,31.57,1,1,1.14E5,1,1,1,,134943,cobaltochelatase Synechococcus sp WH 5701
1060,149337,ETNP_90,31.54,6,6,3.38E6,1,1,1,,18346,Acetolactate synthase isozyme 2 large subunit
1060,149338,ETNP_100,31.54,3,3,3.38E6,1,1,1,,36995,Acetolactate synthase isozyme 2 large subunit
1060,149339,ETNP_90,31.54,3,3,3.38E6,1,1,1,,38849,Acetolactate synthase isozyme 2 large subunit
1060,149344,ETNP_120,31.54,2,2,3.38E6,1,1,1,,66144,Acetolactate synthase isozyme 2 large subunit
1060,149345,ETNP_120,31.54,1,1,3.38E6,1,1,1,,71912,Acetolactate synthase isozyme 2 large subunit
1060,149362,ETNP_120,31.54,8,8,3.38E6,1,1,1,,14562,Acetolactate synthase isozyme 2 large subunit
1060,149363,ETNP_140,31.54,7,7,3.38E6,1,1,1,,16587,Acetolactate synthase isozyme 2 large subunit
1060,149364,ETNP_100,31.54,7,7,3.38E6,1,1,1,,16576,Acetolactate synthase isozyme 2 large subunit
1060,149365,ETNP_110,31.54,7,7,3.38E6,1,1,1,,16587,Acetolactate synthase isozyme 2 large subunit
1060,149366,ETNP_120,31.54,6,6,3.38E6,1,1,1,,19159,Acetolactate synthase isozyme 2 large subunit
1060,149367,ETNP_100,31.54,5,5,3.38E6,1,1,1,,22007,Acetolactate synthase isozyme 2 large subunit
1060,149368,ETNP_110,31.54,5,5,3.38E6,1,1,1,,22055,Acetolactate synthase isozyme 2 large subunit
1060,149369,NP_30,31.54,5,5,3.38E6,1,1,1,,23037,Acetolactate synthase isozyme 2 large subunit
1060,149370,ETNP_100,31.54,3,3,3.38E6,1,1,1,,36856,Acetolactate synthase isozyme 2 large subunit
1060,149372,ETNP_140,31.54,2,2,3.38E6,1,1,1,,55399,Acetolactate synthase large subunit
1060,149374,ETNP_90,31.54,2,2,3.38E6,1,1,1,,63376,Acetolactate synthase large subunit
1060,149375,ETNP_90,31.54,2,2,3.38E6,1,1,1,,69946,Acetolactate synthase isozyme 2 large subunit
1060,149376,ETNP_120,31.54,2,2,3.38E6,1,1,1,,69714,Acetolactate synthase large subunit
1245,149381,NP_125,31.49,7,7,4.71E5,1,1,1,,28137,putative ATP-dependent transporter SufC
1245,149382,NP_100,31.49,7,7,4.71E5,1,1,1,,28147,putative ATP-dependent transporter SufC
1245,149383,ETNP_160,31.49,2,2,4.71E5,1,1,1,,87577,FeS cluster assembly protein SufB
1061,149348,WP_011398417,31.48,5,5,2.08E6,1,1,1,Carbamidomethylation; Methylation(KR),36304,glyceraldehyde-3-phosphate dehydrogenase Hahella chejuensis
1061,149384,WP_013961612,31.48,5,5,2.08E6,1,1,1,Carbamidomethylation; Methylation(KR),35838,glyceraldehyde-3-phosphate dehydrogenase Roseobacter litoralis
1061,149385,WP_011127664,31.48,5,5,2.08E6,1,1,1,Carbamidomethylation; Methylation(KR),36850,glyceraldehyde-3-phosphate dehydrogenase Synechococcus
1061,149386,WP_038652891,31.48,5,5,2.08E6,1,1,1,Carbamidomethylation; Methylation(KR),37807,glyceraldehyde-3-phosphate dehydrogenase Prochlorococcus sp MIT 0801
1061,149387,WP_038653339,31.48,5,5,2.08E6,1,1,1,Carbamidomethylation; Methylation(KR),37871,glyceraldehyde-3-phosphate dehydrogenase Prochlorococcus sp MIT 0801
1061,149388,NP_30,31.48,5,5,2.08E6,1,1,1,Carbamidomethylation; Methylation(KR),37250,Glyceraldehyde-3-phosphate dehydrogenase 3
1246,149389,ETNP_70,31.46,20,20,7.84E5,1,1,1,,7580,Dihydrolipoyl dehydrogenase
1247,149390,WP_042850870,31.46,12,12,1.73E7,1,1,1,,8872,high light inducible protein Prochlorococcus sp MIT 0604
1248,149417,WP_012842940,31.42,1,1,1.98E6,1,1,1,,93297,sodiumhydrogen exchanger Rhodothermus marinus
970,150825,ETNP_60,31.41,24,24,2.37E5,1,1,1,,8132,Nitrogen fixation protein of unknown function
856,149371,WP_042849486,31.14,5,5,5.81E6,1,1,2,,23489,antitermination protein NusB Prochlorococcus sp MIT 0604
1249,149427,WP_042849961,31.11,7,7,2.62E7,1,1,1,,16055,single-stranded DNA-binding protein Prochlorococcus sp MIT 0604
669,149428,ETNP_70,31.08,23,23,1.23E8,1,1,4,,5097,Nitrogen regulatory protein P-II
1250,149534,NP_30,30.84,4,4,2.67E6,1,1,1,,28415,NmrA-like family protein
1251,149564,WP_005009773,30.74,4,4,1.42E7,1,1,1,,25900,membrane hypothetical protein Nitrospina gracilis
954,149567,ETNP_60,30.70,8,8,5.24E6,1,1,1,,21455,Riboflavin synthase
858,149486,WP_007277308,30.45,2,2,3.8E6,1,1,1,,56318,alanine glycine permease Lentisphaera araneosa
858,149622,ETNP_140,30.45,8,8,3.8E6,1,1,1,,13359,Fructose-1-phosphate phosphatase YqaB
858,149623,NP_125,30.45,6,6,3.8E6,1,1,1,,18091,Fructose-1-phosphate phosphatase YqaB
858,149624,NP_85,30.45,6,6,3.8E6,1,1,1,,18063,Fructose-1-phosphate phosphatase YqaB
858,149636,ETNP_90,30.45,4,4,3.8E6,1,1,1,,25106,Fructose-1-phosphate phosphatase YqaB
858,149637,ETNP_100,30.45,4,4,3.8E6,1,1,1,,29820,Fructose-1-phosphate phosphatase YqaB
858,149638,ETNP_110,30.45,4,4,3.8E6,1,1,1,,29834,Phosphorylated carbohydrates phosphatase
691,149490,WP_042851103,30.44,3,3,4.69E6,1,1,3,,57219,anthranilate synthase Prochlorococcus sp MIT 0604
868,150706,ETNP_60,30.44,8,8,1.7E7,1,1,1,Carbamidomethylation,14070,Enamine/imine deaminase
1063,149700,WP_042850470,30.06,13,13,3.6E6,1,1,1,Carbamidomethylation,12188,hypothetical protein Prochlorococcus sp MIT 0604
678,150679,EJK73254,30.06,1,1,1.09E7,1,1,1,Methylation(KR),117256,hypothetical protein THAOC_05131  Thalassiosira oceanica
678,150682,XP_002176534,30.06,1,1,1.09E7,1,1,1,Methylation(KR),117338,predicted protein  Phaeodactylum tricornutum CCAP 1055
1252,149754,XP_002179920,30.02,4,4,3.46E6,1,1,1,,33292,predicted protein  Phaeodactylum tricornutum CCAP 1055
510,149755,ETNP_60,30.02,7,7,9.98E7,1,1,6,,17835,Phosphoglycerate kinase
1253,149758,WP_042851306,30.02,3,3,7.62E6,1,1,1,,41931,carbamoyl phosphate synthase small subunit Prochlorococcus sp MIT 0604
1067,149759,ETNP_70,30.01,4,4,2.68E6,1,1,1,,34417,Aspartate carbamoyltransferase
1254,149760,ETNP14_68,29.97,3,3,3.51E6,1,1,1,,52409,ATP-dependent zinc metalloprotease FtsH
791,150732,ETNP_60,29.92,7,7,3.4E5,1,1,1,,18852,Peptide methionine sulfoxide reductase MsrB
997,149477,ETNP14_68,29.88,8,8,2.38E5,1,1,1,,18618,Global nitrogen regulator
997,149478,WP_011127149,29.88,6,6,2.38E5,1,1,1,,26123,CrpFnr family transcriptional regulator Synechococcus
997,149479,WP_038542949,29.88,6,6,2.38E5,1,1,1,,26266,global nitrogen regulator Synechococcus sp KORDI-100
997,149702,NP_30,29.88,7,7,2.38E5,1,1,1,,23279,Global nitrogen regulator
997,149703,WP_038651114,29.88,6,6,2.38E5,1,1,1,,26886,global nitrogen regulator Prochlorococcus sp MIT 0801
997,149704,ETNP_120,29.88,6,6,2.38E5,1,1,1,,26711,Global nitrogen regulator
997,149705,ETNP_100,29.88,6,6,2.38E5,1,1,1,,26711,Global nitrogen regulator
997,149706,WP_042849746,29.88,6,6,2.38E5,1,1,1,,27123,global nitrogen regulator Prochlorococcus sp MIT 0604
997,149707,ETNP_120,29.88,6,6,2.38E5,1,1,1,,26711,Global nitrogen regulator
997,149708,ETNP_90,29.88,6,6,2.38E5,1,1,1,,26711,Global nitrogen regulator
997,149783,ETNP_60,29.88,18,18,2.38E5,1,1,1,,8614,Global nitrogen regulator
997,149784,WP_037981011,29.88,6,6,2.38E5,1,1,1,,26112,global nitrogen regulator Synechococcus sp WH 5701
1255,149785,ETNP14_68,29.88,13,13,2.89E7,1,1,1,,8933,putative glutaredoxin
1065,149728,WP_042849973,29.84,5,5,2.71E5,1,1,1,Carbamidomethylation,25375,signal peptidase I Prochlorococcus sp MIT 0604
1256,149786,ETNP_60,29.81,10,10,5.41E5,1,1,1,Carbamidomethylation,17868,Isoleucine--tRNA ligase
1064,149710,ETNP14_68,29.75,9,9,1.46E6,1,1,1,,15843,Acetolactate synthase large subunit IlvG
1257,149850,ETNP_300,29.61,8,8,6.6E2,1,1,1,Oxidation (M); Deamidation (NQ); Methylation(KR),34166,Thioredoxin reductase
1257,149851,ETNP_180,29.61,8,8,6.6E2,1,1,1,Oxidation (M); Deamidation (NQ); Methylation(KR),34166,Thioredoxin reductase
1066,149753,ETNP_60,29.59,4,4,6.81E5,1,1,1,,27051,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
1258,149852,NP_30,29.59,12,12,2.26E7,1,1,1,Carbamidomethylation,9341,hypothetical protein
957,149873,WP_011863020,29.31,16,16,2.79E7,1,1,2,Deamidation (NQ); Methylation(KR),8461,hypothetical protein Prochlorococcus
1259,149874,WP_048106161,29.26,4,4,1.23E7,1,1,1,Carbamidomethylation,29260,imidazole glycerol phosphate synthase Candidatus Nitrosopelagicus brevis
1259,149875,ETNP14_68,29.26,4,4,1.23E7,1,1,1,Carbamidomethylation,29240,Imidazole glycerol phosphate synthase subunit HisF
1259,149876,ETNP14_120,29.26,4,4,1.23E7,1,1,1,Carbamidomethylation,29300,Imidazole glycerol phosphate synthase subunit HisF
1259,149877,ETNP14_120,29.26,4,4,1.23E7,1,1,1,Carbamidomethylation,29333,Imidazole glycerol phosphate synthase subunit HisF
1259,149878,ETNP14_68,29.26,4,4,1.23E7,1,1,1,Carbamidomethylation,29346,Imidazole glycerol phosphate synthase subunit HisF
1259,149879,ETNP14_68,29.26,4,4,1.23E7,1,1,1,Carbamidomethylation,29345,Imidazole glycerol phosphate synthase subunit HisF
1260,149884,WP_037981116,29.20,2,2,1.83E6,1,1,1,,63135,hypothetical protein Synechococcus sp WH 5701
1068,149883,WP_042850559,29.17,2,2,1.35E6,1,1,1,,59311,4-alpha-glucanotransferase Prochlorococcus sp MIT 0604
1069,149899,ETNP_120,29.12,2,2,1.33E6,1,1,1,,57062,60 kDa chaperonin
1261,149902,NP_30,29.04,8,8,1.13E6,1,1,1,,18927,Bifunctional protein PyrR
1070,149904,WP_042849790,28.89,5,5,4.86E6,1,1,1,,20429,NADPH-quinone oxidoreductase subunit J Prochlorococcus sp MIT 0604
792,150901,ETNP_120,28.55,4,4,1.04E6,1,1,1,Deamidation (NQ),28420,Phosphoribosylaminoimidazole-succinocarboxamide synthase
1071,150042,WP_006171428,28.46,13,13,0E0,1,1,1,Carbamidomethylation; Deamidation (NQ),21624,peroxiredoxin Synechococcus sp WH 5701
1262,150046,ETNP14_68,28.41,5,5,2.73E6,1,1,1,,20642,hypothetical protein
1262,150047,ETNP14_120,28.41,4,4,2.73E6,1,1,1,,29503,hypothetical protein
1072,150043,WP_042849564,28.35,2,2,4.23E6,1,1,1,,59956,phosphoglucomutase Prochlorococcus sp MIT 0604
1074,150048,ETNP14_68,28.27,3,3,1.17E6,1,1,1,,45070,UDP-glucose 6-dehydrogenase YwqF
1074,150066,ETNP_90,28.27,7,7,1.17E6,1,1,1,,18734,UDP-glucose 6-dehydrogenase TuaD
1074,150067,ETNP14_68,28.27,4,4,1.17E6,1,1,1,,32357,UDP-glucose 6-dehydrogenase TuaD
1263,150070,ETNP14_68,28.25,4,4,2.48E5,1,1,1,,32338,Sporulation kinase A
959,150081,ETNP14_120,28.19,5,5,1.24E6,1,1,2,Deamidation (NQ),22117,Decarbamoylnovobiocin carbamoyltransferase
1075,150050,ETNP_70,28.16,7,7,6.38E5,1,1,1,,15203,Hemolysin C
491,150096,WP_013961356,28.14,2,2,1.28E8,1,1,6,,41281,phosphoglycerate kinase Roseobacter litoralis
1264,150152,ETNP14_120,27.87,4,4,1.93E6,1,1,1,,24222,tRNA-dihydrouridine synthase A
1077,150138,WP_042850254,27.78,3,3,2.84E6,1,1,1,,40949,hypothetical protein Prochlorococcus sp MIT 0604
1076,150136,ETNP_120,27.76,6,6,9.33E5,1,1,1,,25664,Chaperone protein ClpB
1265,150168,ETNP_70,27.70,4,4,3.05E5,1,1,1,,26465,hypothetical protein
1266,150169,WP_042851063,27.68,2,2,1.73E6,1,1,1,,66797,precorrin-3 methylase Prochlorococcus sp MIT 0604
1268,150183,WP_011294180,27.65,7,7,1.92E7,1,1,1,Carbamidomethylation,10861,glutaredoxin Prochlorococcus
1267,150172,NP_85,27.61,9,9,5.18E6,1,1,1,,13851,Phosphate import ATP-binding protein PstB 3
1267,150173,ETNP14_68,27.61,6,6,5.18E6,1,1,1,,19200,Phosphate import ATP-binding protein PstB 3
1269,150190,WP_042850207,27.50,10,10,8.44E5,1,1,1,,10817,hypothetical protein Prochlorococcus sp MIT 0604
1270,150207,ETNP_120,27.33,4,4,7.28E5,1,1,1,,32199,Lipopolysaccharide heptosyltransferase 1
1270,150208,ETNP_180,27.33,4,4,7.28E5,1,1,1,,38440,Lipopolysaccharide heptosyltransferase 1
1270,150209,ETNP_160,27.33,4,4,7.28E5,1,1,1,,41027,Lipopolysaccharide heptosyltransferase 1
1271,150243,WP_042851198,27.17,3,3,1.1E7,1,1,1,,32341,4-hydroxy-tetrahydrodipicolinate synthase Prochlorococcus sp MIT 0604
998,150213,WP_042850844,26.91,2,2,2.57E6,1,1,1,,57561,sugar kinase Prochlorococcus sp MIT 0604
998,150257,NP_30,26.91,15,15,2.57E6,1,1,1,,8453,hypothetical protein
998,150258,ETNP_60,26.91,4,4,2.57E6,1,1,1,,31492,Bifunctional NAD(P)H-hydrate repair enzyme Nnr
1078,150232,WP_005010654,26.87,2,2,2.33E7,1,1,1,,51773,UDP-glucose 6-dehydrogenase Nitrospina gracilis
1272,150265,WP_036915656,26.79,10,10,1.08E7,1,1,1,,9443,hypothetical protein Prochlorococcus
