Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 231_JA2_100m_0.3um_SKQ17_P2,Coverage (%) 233_JA4_265m_0.3_SKQ17_P2,Coverage (%) 243_JA14_965m_0.3um_SKQ17_P2,Coverage (%) 378_100m_trap_SKQ17_P2,Coverage (%) 278_265m_trap_SKQ17_P2,Coverage (%) 273_965m_trap_SKQ17_P2,Area 231_JA2_100m_0.3um_SKQ17_P2,Area 233_JA4_265m_0.3_SKQ17_P2,Area 243_JA14_965m_0.3um_SKQ17_P2,Area 378_100m_trap_SKQ17_P2,Area 278_265m_trap_SKQ17_P2,Area 273_965m_trap_SKQ17_P2,#Peptides,#Unique,#Spec 231_JA2_100m_0.3um_SKQ17_P2,#Spec 233_JA4_265m_0.3_SKQ17_P2,#Spec 243_JA14_965m_0.3um_SKQ17_P2,#Spec 378_100m_trap_SKQ17_P2,#Spec 278_265m_trap_SKQ17_P2,#Spec 273_965m_trap_SKQ17_P2,PTM,Avg. Mass,Description
689,1494,ETNP_140,35.99,16,16,0,0,0,0,0,9.61E5,,,,,,2,2,2,0,0,0,0,0,,13239,Photosystem II reaction center Psb28 protein
689,1496,ETNP_120,35.99,16,16,0,0,0,0,0,9.61E5,,,,,,2,2,2,0,0,0,0,0,,13239,Photosystem II reaction center Psb28 protein
675,2227,ETNP14_68,35.88,17,17,0,0,0,0,0,1.3E6,,,,,,1,1,2,0,0,0,0,0,,9994,DNA-binding protein HU 1
675,2225,ETNP_90,35.88,17,17,0,0,0,0,0,1.3E6,,,,,,1,1,2,0,0,0,0,0,,10024,DNA-binding protein HU 1
675,2224,ETNP14_120,35.88,17,17,0,0,0,0,0,1.3E6,,,,,,1,1,2,0,0,0,0,0,,10008,DNA-binding protein HU 1
675,2226,ETNP_100,35.88,17,17,0,0,0,0,0,1.3E6,,,,,,1,1,2,0,0,0,0,0,,9978,DNA-binding protein HU 1
687,2235,ETNP_100,35.68,14,14,0,0,0,0,0,8.99E5,,,,,,1,1,2,0,0,0,0,0,,10162,hypothetical protein
687,2236,ETNP_120,35.68,14,14,0,0,0,0,0,8.99E5,,,,,,1,1,2,0,0,0,0,0,,10192,hypothetical protein
687,2235,ETNP_100,35.68,14,14,0,0,0,0,0,8.99E5,,,,,,1,1,2,0,0,0,0,0,,10162,hypothetical protein
687,2238,ETNP_90,35.68,13,13,0,0,0,0,0,8.99E5,,,,,,1,1,2,0,0,0,0,0,,10770,hypothetical protein
643,59587,ETNP14_68,35.63,9,0,0,0,0,9,9,,,,,2.15E6,7.11E5,1,1,0,0,0,0,1,1,,14087,putative peroxiredoxin
643,59638,ETNP14_68,35.63,9,0,0,0,0,9,9,,,,,2.15E6,7.11E5,1,1,0,0,0,0,1,1,,14079,putative peroxiredoxin
515,3139,ETNP_140,35.55,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,7976,hypothetical protein
515,3140,ETNP_160,35.55,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,7976,hypothetical protein
515,3137,ETNP_120,35.55,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,7976,hypothetical protein
515,3142,ETNP_300,35.55,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,7976,hypothetical protein
515,3136,NP_300,35.55,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,7976,hypothetical protein
515,3137,ETNP_120,35.55,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,7976,hypothetical protein
515,3138,ETNP_180,35.55,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,7976,hypothetical protein
515,3143,NP_100,35.55,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,7976,hypothetical protein
678,20780,ETNP14_120,35.45,5,0,5,0,0,0,0,,,,,,,1,0,0,1,0,0,0,0,Oxidation (M); Deamidation (NQ),33650,Receptor family ligand binding region
658,20063,ETNP14_120,35.40,13,0,13,0,0,0,0,,,,,,,1,0,0,1,0,0,0,0,,8100,hypothetical protein
407,19926,ETNP_120,35.35,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,104346,Multicopper oxidase
407,19919,ETNP_110,35.35,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,66462,Multicopper oxidase
497,20057,ETNP_180,35.30,5,0,2,3,0,0,0,,5.98E5,8.05E4,,,,2,2,0,1,1,0,0,0,,48131,hypothetical protein
497,20056,ETNP_160,35.30,5,0,2,3,0,0,0,,5.98E5,8.05E4,,,,2,2,0,1,1,0,0,0,,48130,hypothetical protein
1233,2313,ETNP_120,35.30,29,29,0,0,0,0,0,3.46E4,,,,,,1,1,1,0,0,0,0,0,,4837,Flagellar filament 33 kDa core protein
1233,2319,ETNP_120,35.30,7,7,0,0,0,0,0,3.46E4,,,,,,1,1,1,0,0,0,0,0,,19673,Flagellar filament 35 kDa core protein
966,20506,ETNP_300,35.24,3,0,3,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,,56916,Heme-binding protein A precursor
966,20508,ETNP_120,35.24,3,0,3,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,,56935,Heme-binding protein A precursor
966,20509,ETNP_180,35.24,3,0,3,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,,56916,Heme-binding protein A precursor
966,20505,NP_300,35.24,3,0,3,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,,56916,Heme-binding protein A precursor
966,20507,ETNP_160,35.24,3,0,3,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,,56916,Heme-binding protein A precursor
966,20875,ETNP_120,35.24,8,0,8,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,,25726,Heme-binding protein A precursor
966,20876,ETNP_140,35.24,6,0,6,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,,35907,Heme-binding protein A precursor
499,60013,ETNP14_68,34.88,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,13115,50S ribosomal protein L7/L12
499,60808,WP_013047253,34.88,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,12738,50S ribosomal protein L7 L12 Candidatus Puniceispirillum marinum
677,2378,ETNP_120,34.84,7,7,0,0,0,0,0,1.26E5,,,,,,1,1,1,0,0,0,0,0,,24942,Hemolysin  chromosomal
1039,20691,ETNP14_120,34.82,2,0,2,0,0,0,0,,2.36E5,,,,,1,1,0,1,0,0,0,0,,57610,Glutathione-binding protein GsiB precursor
1039,20849,ETNP_300,34.82,5,0,5,0,0,0,0,,2.36E5,,,,,1,1,0,1,0,0,0,0,,28206,Glutathione-binding protein GsiB precursor
1039,20850,ETNP_160,34.82,5,0,5,0,0,0,0,,2.36E5,,,,,1,1,0,1,0,0,0,0,,28518,Glutathione-binding protein GsiB precursor
1039,20848,ETNP_180,34.82,5,0,5,0,0,0,0,,2.36E5,,,,,1,1,0,1,0,0,0,0,,25755,Glutathione-binding protein GsiB precursor
1039,20832,NP_125,34.82,21,0,21,0,0,0,0,,2.36E5,,,,,1,1,0,1,0,0,0,0,,7104,hypothetical protein
784,20230,NP_125,34.78,6,0,6,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,17723,Pyruvate synthase subunit PorA
784,20472,NP_300,34.78,3,0,3,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,34983,Pyruvate synthase subunit PorA
784,20903,ETNP14_120,34.78,3,0,3,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,36725,Pyruvate synthase subunit PorA
784,20285,NP_85,34.78,7,0,7,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,15250,Pyruvate synthase subunit PorA
784,20485,NP_100,34.78,7,0,7,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,15277,Pyruvate synthase subunit PorA
784,20217,ETNP_150,34.78,6,0,6,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,17715,Pyruvate synthase subunit PorA
784,20592,ETNP14_120,34.78,12,0,12,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,9174,hypothetical protein
784,20200,NP_300,34.78,3,0,3,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,36510,Pyruvate synthase subunit PorA
784,20218,NP_85,34.78,2,0,2,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,45567,Pyruvate synthase subunit PorA
784,20219,ETNP14_68,34.78,2,0,2,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,45600,NADH-dependent phenylglyoxylate dehydrogenase subunit alpha
784,20495,ETNP14_68,34.78,2,0,2,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,45504,Pyruvate synthase subunit PorA
784,20897,NP_100,34.78,12,0,12,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,9373,hypothetical protein
784,20898,NP_85,34.78,11,0,11,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,10133,hypothetical protein
784,20590,ETNP14_68,34.78,22,0,22,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,5342,hypothetical protein
784,20280,ETNP14_120,34.78,18,0,18,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,6335,hypothetical protein
784,20282,NP_100,34.78,18,0,18,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,6335,hypothetical protein
784,20283,ETNP14_120,34.78,18,0,18,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,6285,hypothetical protein
784,20281,NP_300,34.78,18,0,18,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,6285,hypothetical protein
784,20591,ETNP14_120,34.78,12,0,12,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,9131,hypothetical protein
784,20480,NP_85,34.78,12,0,12,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,9442,hypothetical protein
784,20477,ETNP_110,34.78,12,0,12,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,9546,hypothetical protein
784,20478,ETSP_PROKKA,34.78,12,0,12,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,9467,hypothetical protein
784,20479,NP_85,34.78,12,0,12,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,9546,hypothetical protein
784,20284,NP_125,34.78,11,0,11,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,10092,hypothetical protein
784,20481,NP_300,34.78,11,0,11,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,10096,hypothetical protein
784,20482,ETNP14_120,34.78,8,0,8,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,14156,pyruvate ferredoxin oxidoreductase subunit alpha
784,20484,NP_125,34.78,8,0,8,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,14167,pyruvate ferredoxin oxidoreductase subunit alpha
784,20483,ETNP14_120,34.78,8,0,8,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,14156,pyruvate ferredoxin oxidoreductase subunit alpha
784,20899,ETNP_300,34.78,10,0,10,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,11568,hypothetical protein
784,20900,ETNP_160,34.78,10,0,10,0,0,0,0,,2.83E6,,,,,1,1,0,1,0,0,0,0,,11568,hypothetical protein
1040,2262,ETNP_90,34.78,10,10,0,0,0,0,0,3.8E4,,,,,,1,1,1,0,0,0,0,0,,13190,hypothetical protein
1040,2263,ETNP_120,34.78,10,10,0,0,0,0,0,3.8E4,,,,,,1,1,1,0,0,0,0,0,,13190,hypothetical protein
1040,2264,ETNP_100,34.78,10,10,0,0,0,0,0,3.8E4,,,,,,1,1,1,0,0,0,0,0,,13190,hypothetical protein
1040,2261,ETNP_120,34.78,14,14,0,0,0,0,0,3.8E4,,,,,,1,1,1,0,0,0,0,0,,9060,hypothetical protein
413,50544,XP_002181593,34.63,3,0,0,0,3,3,3,,,,6.48E5,4.07E6,5.62E6,1,1,0,0,0,1,1,1,,48056,predicted protein  Phaeodactylum tricornutum CCAP 1055
413,50545,XP_002186303,34.63,3,0,0,0,3,3,3,,,,6.48E5,4.07E6,5.62E6,1,1,0,0,0,1,1,1,,48082,translation elongation factor EF-1 alpha subunit  Phaeodactylum tricornutum CCAP 1055
676,2257,ETNP_90,34.59,19,19,0,0,0,0,0,1.45E6,,,,,,1,1,2,0,0,0,0,0,,6887,hypothetical protein
1049,82687,ETNP_120,34.48,3,0,0,0,0,0,3,,,,,,1.37E5,1,1,0,0,0,0,0,1,,47985,Enolase
565,50875,NP_85,34.17,2,0,0,0,0,2,0,,,,,,,1,0,0,0,0,0,1,0,,51284,ATP synthase subunit beta
565,50876,NP_300,34.17,2,0,0,0,0,2,0,,,,,,,1,0,0,0,0,0,1,0,,51284,ATP synthase subunit beta
565,50951,NP_100,34.17,5,0,0,0,0,5,0,,,,,,,1,0,0,0,0,0,1,0,,24270,ATP synthase subunit beta
640,104550,ETNP14_120,34.15,5,0,5,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,,14846,Rubrerythrin
370,1717,WP_011823147,34.09,4,4,0,0,0,0,0,,,,,,,1,0,3,0,0,0,0,0,Oxidation (M),19298,bleomycin hydrolase Prochlorococcus
370,1718,ETNP_70,34.09,4,4,0,0,0,0,0,,,,,,,1,0,3,0,0,0,0,0,Oxidation (M),19186,R-phycoerythrin subunit beta
1129,104478,ETNP_120,34.04,4,0,4,0,0,0,0,,8.86E4,,,,,1,1,0,1,0,0,0,0,Deamidation (NQ); Dehydration,50274,hypothetical protein
1129,104479,ETNP_300,34.04,4,0,4,0,0,0,0,,8.86E4,,,,,1,1,0,1,0,0,0,0,Deamidation (NQ); Dehydration,50274,hypothetical protein
1129,104480,ETNP_100,34.04,4,0,4,0,0,0,0,,8.86E4,,,,,1,1,0,1,0,0,0,0,Deamidation (NQ); Dehydration,50274,hypothetical protein
1129,104481,ETNP_180,34.04,4,0,4,0,0,0,0,,8.86E4,,,,,1,1,0,1,0,0,0,0,Deamidation (NQ); Dehydration,50274,hypothetical protein
1129,104478,ETNP_120,34.04,4,0,4,0,0,0,0,,8.86E4,,,,,1,1,0,1,0,0,0,0,Deamidation (NQ); Dehydration,50274,hypothetical protein
427,1137,ETNP14_120,33.96,12,12,0,0,0,0,0,3.62E5,,,,,,1,1,1,0,0,0,0,0,,10997,NADH dehydrogenase subunit I
427,1138,ETNP_120,33.96,12,12,0,0,0,0,0,3.62E5,,,,,,1,1,1,0,0,0,0,0,,10983,NAD(P)H-quinone oxidoreductase subunit I  chloroplastic
427,1139,ETNP14_120,33.96,11,11,0,0,0,0,0,3.62E5,,,,,,1,1,1,0,0,0,0,0,,12229,NADH dehydrogenase subunit I
427,1396,ETNP_100,33.96,12,12,0,0,0,0,0,3.62E5,,,,,,1,1,1,0,0,0,0,0,,10983,NAD(P)H-quinone oxidoreductase subunit I  chloroplastic
587,104578,ETNP_120,33.65,2,2,0,0,0,0,0,,,,,,,1,0,1,0,0,0,0,0,,58577,60 kDa chaperonin 2
541,60297,NP_300,33.56,2,0,0,0,0,2,0,,,,,,,1,0,0,0,0,0,1,0,,49467,ATP synthase subunit beta
688,2340,ETNP_100,33.17,9,9,0,0,0,0,0,6.2E4,,,,,,1,1,2,0,0,0,0,0,,21316,Ferritin
514,1163,ETNP14_68,33.10,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,10431,10 kDa chaperonin 1
624,804,ETNP14_68,33.05,17,17,0,0,0,0,0,1.72E5,,,,,,1,1,1,0,0,0,0,0,,8171,Coproporphyrinogen-III oxidase  aerobic
624,637,ETNP14_68,33.05,11,11,0,0,0,0,0,1.72E5,,,,,,1,1,1,0,0,0,0,0,,12420,Coproporphyrinogen-III oxidase  aerobic
624,638,ETNP_100,33.05,10,10,0,0,0,0,0,1.72E5,,,,,,1,1,1,0,0,0,0,0,,13336,Coproporphyrinogen-III oxidase  aerobic
1042,20922,ETNP_120,33.01,2,0,2,0,0,0,0,,2.57E5,,,,,1,1,0,1,0,0,0,0,,69557,B-type flagellin
1042,20920,ETNP_300,33.01,8,0,8,0,0,0,0,,2.57E5,,,,,1,1,0,1,0,0,0,0,,16127,Flagellin
1042,20921,ETNP_160,33.01,3,0,3,0,0,0,0,,2.57E5,,,,,1,1,0,1,0,0,0,0,,44824,Flagellin
679,2699,ETNP14_68,32.95,7,7,0,0,0,0,0,3.74E5,,,,,,1,1,1,0,0,0,0,0,,10352,10 kDa chaperonin
970,59637,ETNP14_120,32.94,4,0,0,0,0,4,0,,,,,3.74E5,,1,1,0,0,0,0,1,0,,34120,Cysteine synthase A
970,59636,WP_012518655,32.94,4,0,0,0,0,4,0,,,,,3.74E5,,1,1,0,0,0,0,1,0,,34106,cysteine synthase A Alteromonas mediterranea
617,59805,XP_002180322,32.90,2,0,0,0,0,2,0,,,,,7.34E5,,1,1,0,0,0,0,1,0,,53504,glutathione reductase  Phaeodactylum tricornutum CCAP 1055
642,20059,ETNP14_120,32.87,20,0,20,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,Oxidation (M),8999,DNA-binding protein HU
642,20060,NP_300,32.87,20,0,20,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,Oxidation (M),9012,DNA-binding protein HU
644,82753,ETNP14_68,32.75,2,0,0,0,0,0,2,,,,,,,1,0,0,0,0,0,0,1,,51893,Adenosylhomocysteinase
912,20460,ETNP_120,32.46,5,0,5,0,0,0,0,,6.04E5,,,,,1,1,0,1,0,0,0,0,,27915,Cystine-binding periplasmic protein precursor
912,20261,ETNP_160,32.46,5,0,5,0,0,0,0,,6.04E5,,,,,1,1,0,1,0,0,0,0,,30025,Cystine-binding periplasmic protein precursor
912,20263,ETNP_180,32.46,5,0,5,0,0,0,0,,6.04E5,,,,,1,1,0,1,0,0,0,0,,30025,Cystine-binding periplasmic protein precursor
912,20262,ETNP_120,32.46,5,0,5,0,0,0,0,,6.04E5,,,,,1,1,0,1,0,0,0,0,,30025,Cystine-binding periplasmic protein precursor
912,20264,ETNP_300,32.46,5,0,5,0,0,0,0,,6.04E5,,,,,1,1,0,1,0,0,0,0,,30025,Cystine-binding periplasmic protein precursor
566,83496,WP_012564156,32.23,1,0,0,0,0,1,0,,,,,,,1,0,0,0,0,0,1,0,Carbamidomethylation,60525,isocitrate lyase Oligotropha carboxidovorans
547,104888,EJK70519,32.13,0,0,0,0,0,0,0,,,,4.87E5,,,1,1,0,0,0,1,0,0,Dimethylation(KR),217000,hypothetical protein THAOC_08112 partial  Thalassiosira oceanica
680,1607,ETNP_140,31.97,2,2,0,0,0,0,0,0E0,,,,,,1,1,1,0,0,0,0,0,,66767,PA14 domain protein
1242,59544,WP_020744472,31.94,3,0,0,0,0,3,0,,,,,1.28E5,,1,1,0,0,0,0,1,0,,43237,OmpAMotB protein Alteromonas mediterranea
971,59535,WP_007231575,31.69,3,0,0,0,0,3,0,,,,,5.78E5,,1,1,0,0,0,0,1,0,,45555,enolase gamma proteobacterium HTCC2207
971,59543,ETNP_120,31.69,3,0,0,0,0,3,0,,,,,5.78E5,,1,1,0,0,0,0,1,0,,45903,Enolase
971,59539,WP_011784437,31.69,3,0,0,0,0,3,0,,,,,5.78E5,,1,1,0,0,0,0,1,0,,45653,enolase Marinobacter
971,59652,WP_015403446,31.69,3,0,0,0,0,3,0,,,,,5.78E5,,1,1,0,0,0,0,1,0,,45485,enolase Desulfocapsa sulfexigens
971,59598,ETNP_140,31.69,10,0,0,0,0,10,0,,,,,5.78E5,,1,1,0,0,0,0,1,0,,12166,Enolase
971,59599,ETNP_300,31.69,7,0,0,0,0,7,0,,,,,5.78E5,,1,1,0,0,0,0,1,0,,16127,Enolase
971,59600,ETNP_120,31.69,5,0,0,0,0,5,0,,,,,5.78E5,,1,1,0,0,0,0,1,0,,24098,Enolase
553,5637,NP_300,31.49,2,0,0,2,0,0,0,,,0E0,,,,1,1,0,0,1,0,0,0,Deamidation (NQ); Dehydration,76197,Chaperone protein ClpB
553,5638,ETNP_120,31.49,2,0,0,2,0,0,0,,,0E0,,,,1,1,0,0,1,0,0,0,Deamidation (NQ); Dehydration,76197,Chaperone protein ClpB
553,5639,ETNP_160,31.49,2,0,0,2,0,0,0,,,0E0,,,,1,1,0,0,1,0,0,0,Deamidation (NQ); Dehydration,76197,Chaperone protein ClpB
553,5640,ETNP_300,31.49,2,0,0,2,0,0,0,,,0E0,,,,1,1,0,0,1,0,0,0,Deamidation (NQ); Dehydration,76197,Chaperone protein ClpB
553,5627,ETNP_180,31.49,4,0,0,4,0,0,0,,,0E0,,,,1,1,0,0,1,0,0,0,Deamidation (NQ); Dehydration,44966,Chaperone protein ClpB
553,5629,ETNP_100,31.49,3,0,0,3,0,0,0,,,0E0,,,,1,1,0,0,1,0,0,0,Deamidation (NQ); Dehydration,52247,Chaperone protein ClpB
553,5630,ETNP14_120,31.49,3,0,0,3,0,0,0,,,0E0,,,,1,1,0,0,1,0,0,0,Deamidation (NQ); Dehydration,59376,Chaperone protein ClpB
553,5625,NP_125,31.49,6,0,0,6,0,0,0,,,0E0,,,,1,1,0,0,1,0,0,0,Deamidation (NQ); Dehydration,29918,Chaperone protein ClpB
553,5624,ETNP_100,31.49,6,0,0,6,0,0,0,,,0E0,,,,1,1,0,0,1,0,0,0,Deamidation (NQ); Dehydration,29886,Chaperone protein ClpB
1132,21018,NP_100,31.46,4,0,4,0,0,0,0,,9.73E4,,,,,1,1,0,1,0,0,0,0,,38222,Pyruvate synthase subunit PorA
1132,21019,NP_125,31.46,3,0,3,0,0,0,0,,9.73E4,,,,,1,1,0,1,0,0,0,0,,44931,Pyruvate synthase subunit PorA
1132,21017,NP_85,31.46,5,0,5,0,0,0,0,,9.73E4,,,,,1,1,0,1,0,0,0,0,,32123,Pyruvate synthase subunit PorA
1132,21014,ETNP14_120,31.46,24,0,24,0,0,0,0,,9.73E4,,,,,1,1,0,1,0,0,0,0,,6612,hypothetical protein
1132,21015,NP_300,31.46,16,0,16,0,0,0,0,,9.73E4,,,,,1,1,0,1,0,0,0,0,,9293,hypothetical protein
1132,21016,ETNP_110,31.46,13,0,13,0,0,0,0,,9.73E4,,,,,1,1,0,1,0,0,0,0,,11466,hypothetical protein
616,104507,ETNP_120,31.43,10,0,10,0,0,0,0,,0E0,,,,,1,1,0,2,0,0,0,0,Deamidation (NQ),20795,Cytochrome c oxidase subunit 2
616,104507,ETNP_120,31.43,10,0,10,0,0,0,0,,0E0,,,,,1,1,0,2,0,0,0,0,Deamidation (NQ),20795,Cytochrome c oxidase subunit 2
616,104509,ETNP_160,31.43,10,0,10,0,0,0,0,,0E0,,,,,1,1,0,2,0,0,0,0,Deamidation (NQ),20795,Cytochrome c oxidase subunit 2
616,104510,ETNP_300,31.43,10,0,10,0,0,0,0,,0E0,,,,,1,1,0,2,0,0,0,0,Deamidation (NQ),20795,Cytochrome c oxidase subunit 2
616,104511,ETNP_140,31.43,10,0,10,0,0,0,0,,0E0,,,,,1,1,0,2,0,0,0,0,Deamidation (NQ),20795,Cytochrome c oxidase subunit 2
616,104512,ETNP_180,31.43,10,0,10,0,0,0,0,,0E0,,,,,1,1,0,2,0,0,0,0,Deamidation (NQ),20795,Cytochrome c oxidase subunit 2
616,21599,NP_300,31.43,10,0,10,0,0,0,0,,0E0,,,,,1,1,0,2,0,0,0,0,Deamidation (NQ),20795,Cytochrome c oxidase subunit 2
616,104515,NP_100,31.43,15,0,15,0,0,0,0,,0E0,,,,,1,1,0,2,0,0,0,0,Deamidation (NQ),14292,Cytochrome c oxidase subunit 2
616,22128,ETNP14_120,31.43,15,0,15,0,0,0,0,,0E0,,,,,1,1,0,2,0,0,0,0,Deamidation (NQ),14292,Cytochrome c oxidase subunit 2
479,104675,NP_869524,31.36,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,57512,heat shock protein GroEL Rhodopirellula baltica SH 1
614,2358,ETNP_140,31.34,14,14,0,0,0,0,0,3.69E5,,,,,,1,1,1,0,0,0,0,0,,10026,30S ribosomal protein S17
614,2360,ETNP_100,31.34,14,14,0,0,0,0,0,3.69E5,,,,,,1,1,1,0,0,0,0,0,,10026,30S ribosomal protein S17
614,2360,ETNP_100,31.34,14,14,0,0,0,0,0,3.69E5,,,,,,1,1,1,0,0,0,0,0,,10026,30S ribosomal protein S17
614,2359,ETNP_160,31.34,14,14,0,0,0,0,0,3.69E5,,,,,,1,1,1,0,0,0,0,0,,10026,30S ribosomal protein S17
614,2361,ETNP_120,31.34,14,14,0,0,0,0,0,3.69E5,,,,,,1,1,1,0,0,0,0,0,,10026,30S ribosomal protein S17
614,2363,NP_100,31.34,14,14,0,0,0,0,0,3.69E5,,,,,,1,1,1,0,0,0,0,0,,10026,30S ribosomal protein S17
598,20121,WP_013045324,31.34,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,36189,amino acid ABC transporter substrate-binding protein Candidatus Puniceispirillum marinum
597,2305,ETNP_180,30.99,2,2,0,0,0,0,0,9.89E4,,,,,,1,1,2,0,0,0,0,0,,92714,hypothetical protein
597,2306,ETNP_300,30.99,1,1,0,0,0,0,0,9.89E4,,,,,,1,1,2,0,0,0,0,0,,134406,PA14 domain protein
597,2302,ETNP_120,30.99,2,2,0,0,0,0,0,9.89E4,,,,,,1,1,2,0,0,0,0,0,,62024,hypothetical protein
597,2303,ETNP_160,30.99,2,2,0,0,0,0,0,9.89E4,,,,,,1,1,2,0,0,0,0,0,,63035,hypothetical protein
597,2304,ETNP_90,30.99,2,2,0,0,0,0,0,9.89E4,,,,,,1,1,2,0,0,0,0,0,,73568,PA14 domain protein
641,1677,ETNP_160,30.74,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,38202,Dihydroxy-acid dehydratase
641,1678,ETNP14_68,30.74,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,46552,Dihydroxy-acid dehydratase
641,1673,ETNP_140,30.74,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,16430,Dihydroxy-acid dehydratase
641,1674,ETNP_100,30.74,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,16430,Dihydroxy-acid dehydratase
641,1675,NP_85,30.74,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,21109,Dihydroxy-acid dehydratase
641,1676,ETNP_100,30.74,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,22675,Dihydroxy-acid dehydratase
470,50862,XP_003074861,30.48,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,73277,Bip Luminal binding protein precursor probable IC  Ostreococcus tauri
470,50661,ETNP_70,30.48,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,53909,Chaperone protein DnaK
913,20415,ETNP_110,30.27,10,0,10,0,0,0,0,,3.05E5,,,,,1,1,0,1,0,0,0,0,,12506,Nitrogen regulatory protein P-II
913,20416,NP_85,30.27,10,0,10,0,0,0,0,,3.05E5,,,,,1,1,0,1,0,0,0,0,,12521,Nitrogen regulatory protein P-II
913,20412,ETNP_100,30.27,10,0,10,0,0,0,0,,3.05E5,,,,,1,1,0,1,0,0,0,0,,12506,Nitrogen regulatory protein P-II
913,20413,ETNP_140,30.27,10,0,10,0,0,0,0,,3.05E5,,,,,1,1,0,1,0,0,0,0,,12506,Nitrogen regulatory protein P-II
