Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 231_JA2_100m_0.3um_SKQ17_P2,Area 231_JA2_100m_0.3um_SKQ17_P2,#Peptides,#Unique,#Spec 231_JA2_100m_0.3um_SKQ17_P2,PTM,Avg. Mass,Description
215,1177,XP_003082036,49.38,11,11,3.26E6,3,3,3,,18865,Histones H3 and H4 ISS  Ostreococcus tauri
215,1619,EJK48130,49.38,10,10,3.26E6,3,3,3,,18750,hypothetical protein THAOC_33105  Thalassiosira oceanica
215,393200,ETNP_100m_particle_PROKKA_140021,49.38,10,10,3.26E6,3,3,3,,21085,Core histone H2A/H2B/H3/H4
215,1181,XP_003079482,49.38,8,8,3.26E6,3,3,3,,23974,Histones H3 and H4 ISS  Ostreococcus tauri
261,392733,NP_300m_PROKKA_29559,48.34,6,6,4.64E4,2,1,2,,35723,General L-amino acid-binding periplasmic protein AapJ precursor
261,392734,NP_300m_PROKKA_31612,48.34,6,6,4.64E4,2,1,2,,35624,General L-amino acid-binding periplasmic protein AapJ precursor
286,728,WP_052041225,47.76,14,14,5.09E5,3,3,3,,23484,antitermination protein NusG Prochlorococcus sp MIT 0801
286,358249,WP_011823060.1,47.76,14,14,5.09E5,3,3,3,,24902,transcription termination/antitermination factor NusG [Prochlorococcus marinus]
286,392625,ETNP_100m_PROKKA_46616,47.76,13,13,5.09E5,3,3,3,,24584,hypothetical protein
286,392626,ETNP_110m_PROKKA_49117,47.76,13,13,5.09E5,3,3,3,,24584,hypothetical protein
286,392627,ETNP_140m_PROKKA_39734,47.76,13,13,5.09E5,3,3,3,,24584,hypothetical protein
286,392628,ETNP_90m_PROKKA_165104,47.76,13,13,5.09E5,3,3,3,,24584,hypothetical protein
198,392806,ETNP_140m_PROKKA_154199,47.59,8,8,1.12E6,2,1,5,Oxidation (M),18960,R-phycoerythrin subunit beta
198,392807,ETNP14_68maa_PROKKA_85196,47.59,8,8,1.12E6,2,1,5,Oxidation (M),18751,R-phycoerythrin subunit beta
198,392808,ETNP_100m_PROKKA_50420,47.59,8,8,1.12E6,2,1,5,Oxidation (M),18751,R-phycoerythrin subunit beta
198,392809,ETNP_120m_particle_PROKKA_234095,47.59,8,8,1.12E6,2,1,5,Oxidation (M),18907,R-phycoerythrin subunit beta
198,392810,ETNP_90m_PROKKA_34236,47.59,8,8,1.12E6,2,1,5,Oxidation (M),18751,R-phycoerythrin subunit beta
198,392811,ETNP_140m_PROKKA_35143,47.59,8,8,1.12E6,2,1,5,Oxidation (M),18751,R-phycoerythrin subunit beta
198,392812,NP_85m_PROKKA_10912,47.59,8,8,1.12E6,2,1,5,Oxidation (M),18796,R-phycoerythrin subunit beta
198,392824,ETNP14_68mB_PROKKA_131805,47.59,8,8,1.12E6,2,1,5,Oxidation (M),19133,R-phycoerythrin subunit beta
198,392827,ETNP14_68maa_PROKKA_155432,47.59,7,7,1.12E6,2,1,5,Oxidation (M),21801,R-phycoerythrin subunit beta
131,392587,ETNP_70m_PROKKA_54543,47.56,16,16,5.75E6,3,2,6,,16840,Core histone H2A/H2B/H3/H4
131,697,XP_003062035,47.56,21,21,5.75E6,3,2,6,,12701,predicted protein  Micromonas pusilla CCMP1545
131,698,XP_003058519,47.56,21,21,5.75E6,3,2,6,,12701,predicted protein  Micromonas pusilla CCMP1545
131,699,XP_003055512,47.56,21,21,5.75E6,3,2,6,,12701,histone H2B  Micromonas pusilla CCMP1545
131,392589,ETNP_70m_PROKKA_120394,47.56,20,20,5.75E6,3,2,6,,13742,Core histone H2A/H2B/H3/H4
131,701,XP_003080759,47.56,19,19,5.75E6,3,2,6,,13731,histone H2B ISS  Ostreococcus tauri
131,702,XP_003082252,47.56,17,17,5.75E6,3,2,6,,15314,histone H2B ISS  Ostreococcus tauri
197,858,WP_011128867,47.48,13,13,2.64E5,2,1,2,,17729,C-phycoerythrin class 2 subunit alpha Synechococcus
242,392731,ETNP14_120maa_PROKKA_140717,47.37,6,6,4.24E5,2,2,2,,33714,glycine betaine transporter periplasmic subunit
330,392972,ETNP14_120mab_PROKKA_99293,46.95,20,20,3.62E5,2,1,2,,10997,NADH dehydrogenase subunit I
330,392973,ETNP_120m_PROKKA_308104,46.95,20,20,3.62E5,2,1,2,,10983,NAD(P)H-quinone oxidoreductase subunit I  chloroplastic
330,392974,ETNP14_120mab_PROKKA_129766,46.95,18,18,3.62E5,2,1,2,,12229,NADH dehydrogenase subunit I
330,393071,ETNP_100m_PROKKA_37311,46.95,20,20,3.62E5,2,1,2,,10983,NAD(P)H-quinone oxidoreductase subunit I  chloroplastic
279,393103,ETNP_120m_free_PROKKA_311372,46.87,14,14,4.34E6,2,2,2,Oxidation (M),11234,hypothetical protein
299,393152,ETNP14_68mB_PROKKA_35144,46.61,19,19,3.73E6,2,2,3,Oxidation (M),8665,Ubiquitin family protein
299,393153,ETNP_90m_PROKKA_68089,46.61,19,19,3.73E6,2,2,3,Oxidation (M),8704,Ubiquitin family protein
299,393154,ETNP14_120maa_PROKKA_156172,46.61,19,19,3.73E6,2,2,3,Oxidation (M),8704,Ubiquitin family protein
299,393155,ETNP_100m_particle_PROKKA_103710,46.61,19,19,3.73E6,2,2,3,Oxidation (M),8674,Ubiquitin family protein
299,393156,ETNP_100m_particle_PROKKA_99529,46.61,19,19,3.73E6,2,2,3,Oxidation (M),9076,Ubiquitin family protein
299,393157,ETNP_100m_particle_PROKKA_86548,46.61,19,19,3.73E6,2,2,3,Oxidation (M),9064,Ubiquitin family protein
299,393158,ETNP_60m_PROKKA_14007,46.61,19,19,3.73E6,2,2,3,Oxidation (M),9047,Ubiquitin family protein
299,1665,XP_002182250,46.61,12,12,3.73E6,2,2,3,Oxidation (M),14454,ubiquitin extension protein 1 2  Phaeodactylum tricornutum CCAP 1055
299,393159,gi|1377599979,46.61,10,10,3.73E6,2,2,3,Oxidation (M),16948,Ubiquitin [Hondaea fermentalgiana]
299,1666,XP_002179851,46.61,10,10,3.73E6,2,2,3,Oxidation (M),17809,ubiquitin extension protein 3  Phaeodactylum tricornutum CCAP 1055
299,393161,ETNP_100m_particle_PROKKA_19093,46.61,10,10,3.73E6,2,2,3,Oxidation (M),18197,Ubiquitin family protein
299,393163,gi|1377604304,46.61,8,8,3.73E6,2,2,3,Oxidation (M),22187,Polyubiquitin [Hondaea fermentalgiana]
299,1669,XP_002183736,46.61,7,7,3.73E6,2,2,3,Oxidation (M),22982,predicted protein  Phaeodactylum tricornutum CCAP 1055
299,1670,EJK68681,46.61,7,7,3.73E6,2,2,3,Oxidation (M),23088,hypothetical protein THAOC_10112  Thalassiosira oceanica
299,1671,EJK62831,46.61,6,6,3.73E6,2,2,3,Oxidation (M),26844,hypothetical protein THAOC_16543  Thalassiosira oceanica
299,1684,XP_002180198,46.61,4,4,3.73E6,2,2,3,Oxidation (M),42876,ubiquitin extension protein 4 partial  Phaeodactylum tricornutum CCAP 1055
299,1685,XP_002180197,46.61,4,4,3.73E6,2,2,3,Oxidation (M),42876,predicted protein  Phaeodactylum tricornutum CCAP 1055
283,358335,WP_011824173.1,46.50,4,4,2.27E6,1,1,3,,39929,photosystem II D2 protein (photosystem q(a) protein) [Prochlorococcus marinus]
283,358334,virus_ANPENILN_00105,46.50,4,4,2.27E6,1,1,3,,39461,hypothetical protein
283,1911,YP_007673882.1,46.50,4,4,2.27E6,1,1,3,,40191,photosystem II reaction center D2 [Prochlorococcus phage MED4-213]
283,1912,AGH26237.1,46.50,4,4,2.27E6,1,1,3,,40191,photosystem II reaction center D2 [Prochlorococcus phage MED4-213]
283,1913,YP_004323582.1,46.50,4,4,2.27E6,1,1,3,,40173,photosystem II D2 protein [Prochlorococcus phage P-HM2]
283,1914,ADO99991.1,46.50,4,4,2.27E6,1,1,3,,40173,photosystem II D2 protein [Prochlorococcus phage P-HM2]
283,1915,YP_009213745.1,46.50,4,4,2.27E6,1,1,3,,40145,photosystem II D2 protein [Prochlorococcus phage P-TIM68]
283,1916,AIR93570.1,46.50,4,4,2.27E6,1,1,3,,40145,photosystem II D2 protein [Prochlorococcus phage P-TIM68]
283,393522,NP_300m_PROKKA_46512,46.50,8,8,2.27E6,1,1,3,,17444,Photosystem II D2 protein
283,2170,AOO11929.1,46.50,4,4,2.27E6,1,1,3,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
283,2171,YP_004324588.1,46.50,4,4,2.27E6,1,1,3,,39267,photosystem II D2 protein [Prochlorococcus phage Syn1]
283,2172,AOO11697.1,46.50,4,4,2.27E6,1,1,3,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
283,2173,AOO12630.1,46.50,4,4,2.27E6,1,1,3,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
283,2174,AGH57838.1,46.50,4,4,2.27E6,1,1,3,,39411,photosystem II D2 protein [Synechococcus phage KBS-M-1A]
283,2175,AOO12398.1,46.50,4,4,2.27E6,1,1,3,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
283,358363,ACS36809.1,46.50,4,4,2.27E6,1,1,3,,39122,photosystem II D2 protein (chloroplast) [Aureococcus anophagefferens]
283,2176,YP_004323821.1,46.50,4,4,2.27E6,1,1,3,,39295,photosystem II D2 protein [Prochlorococcus phage Syn33]
283,2177,ADO99318.1,46.50,4,4,2.27E6,1,1,3,,39267,photosystem II D2 protein [Prochlorococcus phage Syn1]
283,358364,cyanophage_EEBLHMBA_02086,46.50,4,4,2.27E6,1,1,3,,39278,hypothetical protein
283,2178,AOO12163.1,46.50,4,4,2.27E6,1,1,3,,39201,photosystem II protein D2 [Cyanophage S-RIM44]
283,2179,AOO13096.1,46.50,4,4,2.27E6,1,1,3,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
283,358365,CAK24665.1,46.50,4,4,2.27E6,1,1,3,,39283,Photosystem II D2 protein [Synechococcus sp. WH 7803]
283,2180,ADO99569.1,46.50,4,4,2.27E6,1,1,3,,39295,photosystem II D2 protein [Prochlorococcus phage Syn33]
283,358366,CAK24073.1,46.50,4,4,2.27E6,1,1,3,,39283,Photosystem II D2 protein [Synechococcus sp. WH 7803]
283,2181,AOO12863.1,46.50,4,4,2.27E6,1,1,3,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
283,2182,AMO43457.1,46.50,4,4,2.27E6,1,1,3,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
283,2184,YP_003097254.1,46.50,4,4,2.27E6,1,1,3,,39639,D2 [Synechococcus phage S-RSM4]
283,2185,CAR63217.1,46.50,4,4,2.27E6,1,1,3,,39639,D2 [Synechococcus phage S-RSM4]
283,358368,WP_002807316.1,46.50,4,4,2.27E6,1,1,3,,39975,MULTISPECIES: photosystem II D2 protein (photosystem q(a) protein) [Prochlorococcus]
283,358369,WP_011132791.1,46.50,4,4,2.27E6,1,1,3,,39943,photosystem II D2 protein (photosystem q(a) protein) [Prochlorococcus marinus]
235,392813,ETNP14_68mB_PROKKA_14434,46.37,5,5,1.91E6,2,2,3,,32816,Taurine-binding periplasmic protein precursor
235,392817,ETNP14_68maa_PROKKA_50723,46.37,7,7,1.91E6,2,2,3,,27242,Taurine-binding periplasmic protein precursor
235,392822,ETNP14_120mab_PROKKA_10297,46.37,5,5,1.91E6,2,2,3,,33256,Taurine-binding periplasmic protein precursor
235,392823,ETNP14_120maa_PROKKA_33031,46.37,5,5,1.91E6,2,2,3,,33133,Taurine-binding periplasmic protein precursor
259,392744,NP_85m_PROKKA_25077,46.16,6,6,2.92E5,2,1,2,,32906,ATP synthase subunit beta
386,1730,WP_038542491,45.15,3,3,0E0,1,1,1,,44199,NAD-dependent dehydratase Synechococcus sp KORDI-100
386,358313,WP_011824630.1,45.15,3,3,0E0,1,1,1,,44256,NAD-dependent dehydratase [Prochlorococcus marinus]
386,1716,WP_038654757,45.15,3,3,0E0,1,1,1,,44233,NAD-dependent dehydratase Prochlorococcus sp MIT 0801
386,393342,ETNP_90m_PROKKA_184989,45.15,4,4,0E0,1,1,1,,36395,NAD dependent epimerase/dehydratase family protein
386,393343,ETNP_140m_PROKKA_71410,45.15,4,4,0E0,1,1,1,,36329,UDP-glucose 4-epimerase
386,393344,ETNP_100m_particle_PROKKA_88078,45.15,4,4,0E0,1,1,1,,41592,NAD dependent epimerase/dehydratase family protein
386,358318,CAK22479.1,45.15,3,3,0E0,1,1,1,,44162,sulfolipid biosynthesis protein (UDP-sulfoquinovose synthase) [Synechococcus sp. WH 7803]
386,1744,WP_011129429,45.15,3,3,0E0,1,1,1,,44267,NAD-dependent dehydratase Prochlorococcus marinus
386,393345,ETNP14_68maa_PROKKA_100518,45.15,3,3,0E0,1,1,1,,44370,UDP-glucose 4-epimerase
386,393346,ETNP_100m_PROKKA_52706,45.15,3,3,0E0,1,1,1,,44321,UDP-glucose 4-epimerase
386,393347,ETNP14_68maa_PROKKA_33812,45.15,3,3,0E0,1,1,1,,44360,CDP-paratose 2-epimerase
386,1746,WP_036913158,45.15,3,3,0E0,1,1,1,,44175,NAD-dependent dehydratase Prochlorococcus
386,393348,NP_85m_PROKKA_09886,45.15,3,3,0E0,1,1,1,,44431,UDP-glucose 4-epimerase
386,393349,ETNP_100m_PROKKA_63048,45.15,3,3,0E0,1,1,1,,44327,UDP-glucose 4-epimerase
386,393350,ETNP_120m_PROKKA_132250,45.15,3,3,0E0,1,1,1,,44327,UDP-glucose 4-epimerase
386,1749,WP_011126930,45.15,3,3,0E0,1,1,1,,44291,NAD-dependent dehydratase Synechococcus
386,393351,ETNP_90m_PROKKA_152250,45.15,3,3,0E0,1,1,1,,44327,UDP-glucose 4-epimerase
386,393352,ETNP_100m_particle_PROKKA_100066,45.15,3,3,0E0,1,1,1,,44554,UDP-glucose 4-epimerase
386,393353,ETNP_120m_PROKKA_191601,45.15,3,3,0E0,1,1,1,,44554,UDP-glucose 4-epimerase
386,393449,ETNP_90m_PROKKA_144555,45.15,14,14,0E0,1,1,1,,10506,hypothetical protein
386,393525,ETNP_120m_particle_PROKKA_35018,45.15,14,14,0E0,1,1,1,,9812,hypothetical protein
386,393526,NP_30m_PROKKA_09932,45.15,14,14,0E0,1,1,1,,9774,hypothetical protein
386,393527,ETNP_120m_PROKKA_47453,45.15,14,14,0E0,1,1,1,,9896,hypothetical protein
386,393528,ETNP_90m_PROKKA_04979,45.15,14,14,0E0,1,1,1,,10548,hypothetical protein
386,393529,ETNP_120m_PROKKA_84858,45.15,9,9,0E0,1,1,1,,16010,hypothetical protein
386,393530,ETNP_120m_particle_PROKKA_35915,45.15,8,8,0E0,1,1,1,,17161,hypothetical protein
386,393531,ETNP_120m_free_PROKKA_88768,45.15,6,6,0E0,1,1,1,,26007,NAD dependent epimerase/dehydratase family protein
298,393113,ETNP_110m_PROKKA_24638,45.11,17,17,9.93E5,2,2,2,Carbamidomethylation,11767,50S ribosomal protein L20
298,393114,ETNP_100m_particle_PROKKA_64892,45.11,16,16,9.93E5,2,2,2,Carbamidomethylation,13123,50S ribosomal protein L20
298,393115,ETNP_90m_PROKKA_184984,45.11,16,16,9.93E5,2,2,2,Carbamidomethylation,13104,50S ribosomal protein L20
298,1457,WP_011129434,45.11,16,16,9.93E5,2,2,2,Carbamidomethylation,13205,50S ribosomal protein L20 Prochlorococcus
298,393116,ETNP_120m_particle_PROKKA_09925,45.11,16,16,9.93E5,2,2,2,Carbamidomethylation,13161,50S ribosomal protein L20
298,393117,ETNP_90m_PROKKA_57376,45.11,16,16,9.93E5,2,2,2,Carbamidomethylation,13123,50S ribosomal protein L20
298,393118,ETNP_120m_PROKKA_191606,45.11,16,16,9.93E5,2,2,2,Carbamidomethylation,13123,50S ribosomal protein L20
298,393119,ETNP_90m_PROKKA_152244,45.11,16,16,9.93E5,2,2,2,Carbamidomethylation,13161,50S ribosomal protein L20
298,393120,ETNP_120m_PROKKA_47446,45.11,16,16,9.93E5,2,2,2,Carbamidomethylation,13104,50S ribosomal protein L20
298,1169,WP_006172775,45.11,16,16,9.93E5,2,2,2,Carbamidomethylation,13069,50S ribosomal protein L20 Synechococcus sp WH 5701
298,393121,ETNP_120m_PROKKA_276298,45.11,16,16,9.93E5,2,2,2,Carbamidomethylation,13161,50S ribosomal protein L20
352,393536,ETNP_100m_particle_PROKKA_73227,45.08,7,7,4.49E5,1,1,2,,25582,Poly(beta-D-mannuronate) C5 epimerase 7
493,393537,ETNP_160m_PROKKA_10312,45.01,8,8,2.82E4,1,1,1,Carbamidomethylation,23585,Substrate binding domain of ABC-type glycine betaine transport system
493,393538,ETNP_120m_particle_PROKKA_107560,45.01,6,6,2.82E4,1,1,1,Carbamidomethylation,29408,glycine betaine transporter periplasmic subunit
493,393539,ETNP_120m_PROKKA_72050,45.01,6,6,2.82E4,1,1,1,Carbamidomethylation,32648,glycine betaine transporter periplasmic subunit
493,393540,ETNP_180m_PROKKA_17359,45.01,5,5,2.82E4,1,1,1,Carbamidomethylation,34636,glycine betaine transporter periplasmic subunit
353,393541,ETNP_90m_PROKKA_11722,44.83,19,19,1.45E6,1,1,2,,6887,hypothetical protein
346,393166,ETNP_140m_PROKKA_15602,44.16,4,4,1.19E5,2,2,2,,66767,PA14 domain protein
354,393560,ETNP_100m_PROKKA_13914,44.03,14,14,8.99E5,1,1,2,,10162,hypothetical protein
354,393561,ETNP_120m_PROKKA_140329,44.03,14,14,8.99E5,1,1,2,,10192,hypothetical protein
354,393562,ETNP_100m_particle_PROKKA_47732,44.03,14,14,8.99E5,1,1,2,,10162,hypothetical protein
354,393563,ETNP_90m_PROKKA_151410,44.03,13,13,8.99E5,1,1,2,,10770,hypothetical protein
246,393167,ETNP_120m_PROKKA_244526,43.96,8,8,2.34E6,1,1,2,,10266,hypothetical protein
210,392771,ETNP_100m_PROKKA_95374,43.94,4,4,4.93E5,2,1,2,,39510,Coproporphyrinogen-III oxidase  aerobic
210,392772,ETNP_160m_PROKKA_50944,43.94,4,4,4.93E5,2,1,2,,39480,Coproporphyrinogen-III oxidase  aerobic
319,393140,ETNP_90m_PROKKA_74262,43.68,14,14,1.25E6,2,2,2,,15901,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
319,393141,NP_85m_PROKKA_20061,43.68,14,14,1.25E6,2,2,2,,15847,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
319,393142,ETNP_120m_PROKKA_230355,43.68,14,14,1.25E6,2,2,2,,15884,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
319,393143,ETNP_140m_PROKKA_89841,43.68,14,14,1.25E6,2,2,2,,15901,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
319,393144,ETNP_110m_PROKKA_06943,43.68,14,14,1.25E6,2,2,2,,15901,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
319,974,WP_011131367,43.68,14,14,1.25E6,2,2,2,,15879,RNA-binding protein Prochlorococcus marinus
319,975,WP_036911511,43.68,14,14,1.25E6,2,2,2,,15879,RNA-binding protein Prochlorococcus
494,393566,ETNP_120m_PROKKA_157322,43.63,7,7,3.16E4,1,1,1,,26987,3-oxoacyl-[acyl-carrier-protein] reductase FabG
494,393567,ETNP_90m_PROKKA_43773,43.63,7,7,3.16E4,1,1,1,,26987,3-oxoacyl-[acyl-carrier-protein] reductase FabG
494,393568,ETNP_100m_particle_PROKKA_106873,43.63,7,7,3.16E4,1,1,1,,26987,3-oxoacyl-[acyl-carrier-protein] reductase FabG
494,393569,ETNP_120m_PROKKA_203243,43.63,7,7,3.16E4,1,1,1,,26987,3-oxoacyl-[acyl-carrier-protein] reductase FabG
494,393570,ETNP_90m_PROKKA_50633,43.63,7,7,3.16E4,1,1,1,,26987,3-oxoacyl-[acyl-carrier-protein] reductase FabG
345,1407,WP_011127181,43.46,15,15,3.73E5,2,2,2,,15773,hypothetical protein Synechococcus
345,1408,WP_038542998,43.46,13,13,3.73E5,2,2,2,,17414,protein family PM-3 Synechococcus sp KORDI-100
345,1409,WP_052043467,43.46,11,11,3.73E5,2,2,2,,19960,hypothetical protein  partial Prochlorococcus sp MIT 0701
495,393582,ETNP14_68maa_PROKKA_25273,43.10,2,2,1.86E5,1,1,1,,61417,Periplasmic dipeptide transport protein precursor
437,393394,ETNP_140m_PROKKA_130144,43.05,8,8,2.34E5,1,1,1,,21057,glycine betaine transporter periplasmic subunit
437,393395,ETNP14_120mab_PROKKA_65990,43.05,8,8,2.34E5,1,1,1,,22211,glycine betaine transporter periplasmic subunit
437,393396,ETNP_120m_PROKKA_275941,43.05,6,6,2.34E5,1,1,1,,30036,glycine betaine transporter periplasmic subunit
437,393397,ETNP_120m_free_PROKKA_235836,43.05,5,5,2.34E5,1,1,1,,36432,glycine betaine transporter periplasmic subunit
437,393576,ETNP_120m_free_PROKKA_182392,43.05,5,5,2.34E5,1,1,1,,34119,glycine betaine transporter periplasmic subunit
437,393577,ETNP_180m_PROKKA_61735,43.05,5,5,2.34E5,1,1,1,,36437,glycine betaine transporter periplasmic subunit
437,393578,ETNP_120m_PROKKA_150239,43.05,5,5,2.34E5,1,1,1,,36437,glycine betaine transporter periplasmic subunit
437,393579,NP_300m_PROKKA_22777,43.05,5,5,2.34E5,1,1,1,,36437,glycine betaine transporter periplasmic subunit
437,393580,ETNP_300m_PROKKA_25221,43.05,5,5,2.34E5,1,1,1,,36437,glycine betaine transporter periplasmic subunit
437,393581,ETNP_160m_PROKKA_158752,43.05,5,5,2.34E5,1,1,1,,36437,glycine betaine transporter periplasmic subunit
347,393196,ETNP_120m_PROKKA_91980,42.92,67,67,1.1E5,2,2,2,,7033,hypothetical protein
347,393197,ETNP_110m_PROKKA_24387,42.92,67,67,1.1E5,2,2,2,,7019,hypothetical protein
347,393198,ETNP_100m_particle_PROKKA_42501,42.92,67,67,1.1E5,2,2,2,,7033,hypothetical protein
374,393309,ETNP_100m_PROKKA_53918,42.85,13,13,8.03E5,1,1,1,,11988,30S ribosomal protein S16
374,393310,ETNP_120m_particle_PROKKA_08583,42.85,11,11,8.03E5,1,1,1,,14348,30S ribosomal protein S16
374,393311,ETNP_110m_PROKKA_33928,42.85,11,11,8.03E5,1,1,1,,14348,30S ribosomal protein S16
374,393312,ETNP_100m_particle_PROKKA_128796,42.85,11,11,8.03E5,1,1,1,,14334,30S ribosomal protein S16
374,393313,NP_85m_PROKKA_37212,42.85,11,11,8.03E5,1,1,1,,14348,30S ribosomal protein S16
332,393164,ETNP_120m_particle_PROKKA_38718,42.77,10,10,4.31E5,2,2,2,,27177,hypothetical protein
281,1593,WP_038650981,42.68,3,3,9.04E5,1,1,2,,42529,phosphoglycerate kinase Prochlorococcus sp MIT 0801
281,393415,ETNP14_68mB_PROKKA_70157,42.68,8,8,9.04E5,1,1,2,,15720,Phosphoglycerate kinase
281,393416,ETNP_90m_PROKKA_32372,42.68,7,7,9.04E5,1,1,2,,18175,Phosphoglycerate kinase
281,393417,NP_85m_PROKKA_15760,42.68,5,5,9.04E5,1,1,2,,29376,Phosphoglycerate kinase
281,1546,WP_006173249,42.68,3,3,9.04E5,1,1,2,,42000,phosphoglycerate kinase Synechococcus sp WH 5701
281,1547,WP_011131470,42.68,3,3,9.04E5,1,1,2,,42103,phosphoglycerate kinase Prochlorococcus marinus
281,1548,WP_038547249,42.68,3,3,9.04E5,1,1,2,,41958,phosphoglycerate kinase Synechococcus sp KORDI-100
438,393584,ETNP_100m_particle_PROKKA_122669,42.37,8,8,1.25E6,1,1,1,,24259,Ribulose-phosphate 3-epimerase
438,2426,WP_036915413,42.37,8,8,1.25E6,1,1,1,,24176,ribulose-phosphate 3-epimerase Prochlorococcus
438,393585,NP_85m_PROKKA_26014,42.37,8,8,1.25E6,1,1,1,,24218,Ribulose-phosphate 3-epimerase
438,393586,ETNP_90m_PROKKA_100473,42.37,8,8,1.25E6,1,1,1,,24218,Ribulose-phosphate 3-epimerase
438,393587,ETNP_120m_PROKKA_275680,42.37,8,8,1.25E6,1,1,1,,24218,Ribulose-phosphate 3-epimerase
438,393588,ETNP_140m_PROKKA_119303,42.37,8,8,1.25E6,1,1,1,,24259,Ribulose-phosphate 3-epimerase
438,393589,ETNP_140m_PROKKA_11570,42.37,8,8,1.25E6,1,1,1,,24218,Ribulose-phosphate 3-epimerase
438,393590,ETNP_100m_PROKKA_49679,42.37,8,8,1.25E6,1,1,1,,24218,Ribulose-phosphate 3-epimerase
438,393591,ETNP_100m_PROKKA_50284,42.37,8,8,1.25E6,1,1,1,,24259,Ribulose-phosphate 3-epimerase
438,2431,WP_011129948,42.37,8,8,1.25E6,1,1,1,,24673,ribulose-phosphate 3-epimerase Prochlorococcus marinus
438,393592,ETNP_120m_free_PROKKA_318897,42.37,7,7,1.25E6,1,1,1,,26722,Ribulose-phosphate 3-epimerase
293,393598,ETNP_120m_free_PROKKA_168453,41.42,20,20,1.05E6,1,1,3,,8660,hypothetical protein
293,393599,ETNP_120m_PROKKA_50926,41.42,20,20,1.05E6,1,1,3,,8660,hypothetical protein
439,393621,ETNP_120m_free_PROKKA_159977,41.23,14,14,3.8E4,1,1,1,,9060,hypothetical protein
439,393622,ETNP_90m_PROKKA_103720,41.23,10,10,3.8E4,1,1,1,,13190,hypothetical protein
439,393623,ETNP_120m_PROKKA_239313,41.23,10,10,3.8E4,1,1,1,,13190,hypothetical protein
439,393624,ETNP_100m_particle_PROKKA_01097,41.23,10,10,3.8E4,1,1,1,,13190,hypothetical protein
405,393339,ETNP_100m_particle_PROKKA_12044,41.17,6,6,1.67E5,1,1,1,,24911,Translation initiation factor IF-3
405,393340,ETNP_90m_PROKKA_34785,41.17,6,6,1.67E5,1,1,1,,24911,Translation initiation factor IF-3
405,1064,WP_036913285,41.17,6,6,1.67E5,1,1,1,,25309,translation initiation factor IF-3 Prochlorococcus
405,393452,ETNP_90m_PROKKA_93999,41.17,6,6,1.67E5,1,1,1,,25293,Translation initiation factor IF-3
405,1066,WP_011129498,41.17,6,6,1.67E5,1,1,1,,25323,translation initiation factor IF-3 Prochlorococcus marinus
355,393635,ETNP14_120mab_PROKKA_56798,41.00,17,17,1.3E6,1,1,2,,10008,DNA-binding protein HU 1
355,393636,ETNP_90m_PROKKA_103266,41.00,17,17,1.3E6,1,1,2,,10024,DNA-binding protein HU 1
355,393637,ETNP_100m_PROKKA_30766,41.00,17,17,1.3E6,1,1,2,,9978,DNA-binding protein HU 1
355,393638,ETNP14_68mB_PROKKA_53390,41.00,17,17,1.3E6,1,1,2,,9994,DNA-binding protein HU 1
254,358476,WP_011131808.1,40.99,5,5,1.72E6,1,1,3,,27426,DNA-binding response regulator [Prochlorococcus marinus]
254,1825,WP_042849671,40.99,5,5,1.72E6,1,1,3,,27466,chemotaxis protein CheY Prochlorococcus sp MIT 0604
254,358477,WP_011375737.1,40.99,5,5,1.72E6,1,1,3,,27371,DNA-binding response regulator [Prochlorococcus marinus]
334,393235,ETNP_120m_PROKKA_64098,40.71,14,14,1.46E6,2,2,2,,15100,30S ribosomal protein S4
334,393236,ETNP_140m_PROKKA_136793,40.71,14,14,1.46E6,2,2,2,,15100,30S ribosomal protein S4
334,393237,ETNP_100m_PROKKA_53615,40.71,14,14,1.46E6,2,2,2,,15114,30S ribosomal protein S4
334,393238,ETNP_100m_particle_PROKKA_117517,40.71,14,14,1.46E6,2,2,2,,15114,30S ribosomal protein S4
334,393239,ETNP_90m_PROKKA_69470,40.71,14,14,1.46E6,2,2,2,,15100,30S ribosomal protein S4
334,393240,ETNP_90m_PROKKA_167324,40.71,14,14,1.46E6,2,2,2,,15100,30S ribosomal protein S4
334,393241,ETNP_100m_PROKKA_66131,40.71,14,14,1.46E6,2,2,2,,15100,30S ribosomal protein S4
334,393242,ETNP_110m_PROKKA_48098,40.71,14,14,1.46E6,2,2,2,,15100,30S ribosomal protein S4
334,393243,ETNP_140m_PROKKA_102512,40.71,14,14,1.46E6,2,2,2,,15114,30S ribosomal protein S4
