Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja09-20170531,Coverage (%) etnp-ja10-20170531,Coverage (%) etnp-ja11-20170531,Coverage (%) etnp-ja12-20170531,Coverage (%) etnp-ja13-20170531,Coverage (%) etnp-ja14-20170531,Coverage (%) etnp-ja15-20170531,Coverage (%) etnp-ja16-20170531,Area etnp-ja09-20170531,Area etnp-ja10-20170531,Area etnp-ja11-20170531,Area etnp-ja12-20170531,Area etnp-ja13-20170531,Area etnp-ja14-20170531,Area etnp-ja15-20170531,Area etnp-ja16-20170531,#Peptides,#Unique,#Spec etnp-ja09-20170531,#Spec etnp-ja10-20170531,#Spec etnp-ja11-20170531,#Spec etnp-ja12-20170531,#Spec etnp-ja13-20170531,#Spec etnp-ja14-20170531,#Spec etnp-ja15-20170531,#Spec etnp-ja16-20170531,PTM,Avg. Mass,Description
1030,69133,ETNP14_68maa_PROKKA_48127,33.52,13,0,13,13,13,0,0,0,0,,1.52E5,2.42E4,2.11E4,,,,,1,1,0,1,1,1,0,0,0,0,,11182,hypothetical protein
1030,5171,ETNP_60m_PROKKA_17883,33.52,13,0,13,13,13,0,0,0,0,,1.52E5,2.42E4,2.11E4,,,,,1,1,0,1,1,1,0,0,0,0,,11419,hypothetical protein
2128,68998,ETNP_140m_PROKKA_160034,33.52,3,0,3,0,0,0,0,0,0,,1.02E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,38680,Xylose isomerase-like TIM barrel
2128,68999,ETNP_120m_PROKKA_282438,33.52,3,0,3,0,0,0,0,0,0,,1.02E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,38680,Xylose isomerase-like TIM barrel
2128,69000,ETNP_300m_PROKKA_168753,33.52,3,0,3,0,0,0,0,0,0,,1.02E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,38680,Xylose isomerase-like TIM barrel
2128,69001,ETNP_180m_PROKKA_111012,33.52,3,0,3,0,0,0,0,0,0,,1.02E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,38679,Xylose isomerase-like TIM barrel
2128,69002,ETNP_120m_particle_PROKKA_246696,33.52,3,0,3,0,0,0,0,0,0,,1.02E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,38680,Xylose isomerase-like TIM barrel
1781,4579,ETNP14_68maa_PROKKA_145963,33.23,10,0,10,0,0,0,0,0,0,,2.87E5,,,,,,,1,1,0,1,0,0,0,0,0,0,,13264,molybdopterin biosynthesis protein MoeB
1781,4619,ETNP14_120mac_PROKKA_53315,33.23,11,0,11,0,0,0,0,0,0,,2.87E5,,,,,,,1,1,0,1,0,0,0,0,0,0,,11847,molybdopterin biosynthesis protein MoeB
1781,4620,ETNP_120m_PROKKA_159350,33.23,10,0,10,0,0,0,0,0,0,,2.87E5,,,,,,,1,1,0,1,0,0,0,0,0,0,,13240,molybdopterin biosynthesis protein MoeB
1780,68997,KHE91533,33.05,3,0,0,0,3,0,0,0,0,,,,5.74E3,,,,,1,1,0,0,0,1,0,0,0,0,Deamidation (NQ),57721,hypothetical protein SCABRO_02743 Candidatus Scalindua brodae
1780,16524,NP_100m_PROKKA_08030,33.05,3,0,0,0,3,0,0,0,0,,,,5.74E3,,,,,1,1,0,0,0,1,0,0,0,0,Deamidation (NQ),57505,hypothetical protein
1780,16526,ETNP_120m_PROKKA_126243,33.05,3,0,0,0,3,0,0,0,0,,,,5.74E3,,,,,1,1,0,0,0,1,0,0,0,0,Deamidation (NQ),57527,hypothetical protein
1780,69260,NP_300m_PROKKA_21188,33.05,3,0,0,0,3,0,0,0,0,,,,5.74E3,,,,,1,1,0,0,0,1,0,0,0,0,Deamidation (NQ),57559,hypothetical protein
813,69714,ETNP_120m_free_PROKKA_53764,32.95,2,0,1,0,0,1,0,0,0,,4.29E4,,,0E0,,,,3,3,0,2,0,0,2,0,0,0,Deamidation (NQ),164600,Putative Ig domain protein
1227,6334,ETNP_300m_PROKKA_19153,32.62,6,4,0,0,2,0,0,0,0,7.02E4,,,1.85E4,,,,,2,2,1,0,0,1,0,0,0,0,,36581,General L-amino acid-binding periplasmic protein AapJ precursor
857,69656,NP_85m_PROKKA_12632,32.50,3,0,2,3,2,0,0,0,0,,,3.04E4,,,,,,2,1,0,1,2,1,0,0,0,0,,63828,Bacterial extracellular solute-binding protein
857,69657,ETNP14_120maa_PROKKA_111782,32.50,3,0,2,3,2,0,0,0,0,,,3.04E4,,,,,,2,1,0,1,2,1,0,0,0,0,,63801,Bacterial extracellular solute-binding protein
2129,69074,ETNP_140m_PROKKA_147248,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,13109,hypothetical protein
2129,4966,NP_85m_PROKKA_24138,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,13038,hypothetical protein
2129,69075,ETNP14_68maa_PROKKA_175090,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,13109,hypothetical protein
2129,69076,ETNP_100m_particle_PROKKA_147005,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,13109,hypothetical protein
2129,4967,ETNP_120m_PROKKA_312292,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,13077,hypothetical protein
2129,69077,ETNP_90m_PROKKA_214842,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,13109,hypothetical protein
2129,69078,ETNP_100m_PROKKA_21104,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,13109,hypothetical protein
2129,69171,ETNP_90m_PROKKA_78843,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,12930,hypothetical protein
2129,69172,ETNP_120m_PROKKA_38052,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,12930,hypothetical protein
2129,69173,WP_036914246,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,13006,hypothetical protein Prochlorococcus
2129,69174,ETNP_90m_PROKKA_130655,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,12993,hypothetical protein
2129,69175,ETNP_120m_particle_PROKKA_134011,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,13025,hypothetical protein
2129,69176,WP_011130772,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,13135,hypothetical protein Prochlorococcus marinus
2129,5221,ETNP_90m_PROKKA_17878,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,13006,hypothetical protein
2129,5249,ETNP_110m_PROKKA_26024,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,12993,hypothetical protein_ETNP_90m_PROKKA_130655 hypothetical protein
2129,5338,ETNP14_68maa_PROKKA_138625,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,12925,hypothetical protein
2129,69177,ETNP_100m_PROKKA_20976,32.36,12,0,12,0,0,0,0,0,0,,7.22E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,13025,hypothetical protein
1303,69620,ETNP_120m_PROKKA_311922,32.26,17,0,17,0,0,0,0,0,0,,2.23E6,,,,,,,2,2,0,2,0,0,0,0,0,0,,7867,hypothetical protein
1303,69621,ETNP_100m_particle_PROKKA_106630,32.26,17,0,17,0,0,0,0,0,0,,2.23E6,,,,,,,2,2,0,2,0,0,0,0,0,0,,7867,hypothetical protein
1303,69622,ETNP_140m_PROKKA_87656,32.26,17,0,17,0,0,0,0,0,0,,2.23E6,,,,,,,2,2,0,2,0,0,0,0,0,0,,7867,hypothetical protein
1303,69623,ETNP_100m_PROKKA_14147,32.26,17,0,17,0,0,0,0,0,0,,2.23E6,,,,,,,2,2,0,2,0,0,0,0,0,0,,7867,hypothetical protein
1032,4483,ETNP_120m_free_PROKKA_284646,31.98,29,10,29,0,0,0,0,0,0,1.51E4,1.03E5,,,,,,,2,2,1,2,0,0,0,0,0,0,,8529,hypothetical protein
1032,4484,NP_85m_PROKKA_34768,31.98,19,7,19,0,0,0,0,0,0,1.51E4,1.03E5,,,,,,,2,2,1,2,0,0,0,0,0,0,,13213,hypothetical protein
905,69542,XP_003061928,31.91,0,0,0,0,0,0,0,0,0,3.52E5,5.01E4,0E0,,,,,,2,2,1,1,1,0,0,0,0,0,Deamidation (NQ),529948,inner dynein arm heavy chain 1-alpha  Micromonas pusilla CCMP1545
1690,4678,ETNP14_68mB_PROKKA_71778,31.80,11,0,11,0,0,0,0,0,0,,7.36E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,10168,hypothetical protein
1690,5178,ETNP_90m_PROKKA_158669,31.80,11,0,11,0,0,0,0,0,0,,7.36E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,10219,hypothetical protein
1690,69179,WP_036912396,31.80,11,0,11,0,0,0,0,0,0,,7.36E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,10175,hypothetical protein Prochlorococcus
1224,69412,ETNP_90m_PROKKA_183897,31.67,17,0,17,0,0,0,0,0,0,,1.99E5,,,,,,,2,1,0,2,0,0,0,0,0,0,,16801,PEP-CTERM motif protein
1000,69599,ETNP_70m_PROKKA_72238,31.48,8,0,8,0,0,0,0,0,0,,6.88E5,,,,,,,3,3,0,3,0,0,0,0,0,0,,38306,General L-amino acid-binding periplasmic protein AapJ precursor
1000,69600,ETNP14_68maa_PROKKA_07815,31.48,8,0,8,0,0,0,0,0,0,,6.88E5,,,,,,,3,3,0,3,0,0,0,0,0,0,,38306,General L-amino acid-binding periplasmic protein AapJ precursor
946,69521,ETNP_120m_free_PROKKA_188124,31.28,3,0,0,2,2,3,0,0,0,,,4.83E4,7.22E4,0E0,,,,2,2,0,0,1,1,1,0,0,0,,60073,Oligopeptide-binding protein AppA precursor
946,69522,ETNP_180m_PROKKA_58247,31.28,3,0,0,2,2,3,0,0,0,,,4.83E4,7.22E4,0E0,,,,2,2,0,0,1,1,1,0,0,0,,60073,Oligopeptide-binding protein AppA precursor
946,69523,ETNP_300m_PROKKA_31110,31.28,3,0,0,2,2,3,0,0,0,,,4.83E4,7.22E4,0E0,,,,2,2,0,0,1,1,1,0,0,0,,60073,Oligopeptide-binding protein AppA precursor
946,69524,ETNP_120m_PROKKA_92789,31.28,3,0,0,2,2,3,0,0,0,,,4.83E4,7.22E4,0E0,,,,2,2,0,0,1,1,1,0,0,0,,60073,Oligopeptide-binding protein AppA precursor
946,69525,ETNP_160m_PROKKA_214416,31.28,3,0,0,2,2,3,0,0,0,,,4.83E4,7.22E4,0E0,,,,2,2,0,0,1,1,1,0,0,0,,60073,Oligopeptide-binding protein AppA precursor
946,69526,ETNP_140m_PROKKA_79063,31.28,3,0,0,2,2,3,0,0,0,,,4.83E4,7.22E4,0E0,,,,2,2,0,0,1,1,1,0,0,0,,60073,Oligopeptide-binding protein AppA precursor
946,4764,NP_300m_PROKKA_36614,31.28,5,0,0,4,4,5,0,0,0,,,4.83E4,7.22E4,0E0,,,,2,2,0,0,1,1,1,0,0,0,,33731,Periplasmic dipeptide transport protein precursor
2269,69243,WP_006169947,31.25,23,0,23,0,0,0,0,0,0,,3.25E5,,,,,,,1,1,0,1,0,0,0,0,0,0,,7606,photosystem I reaction center subunit IV Synechococcus sp WH 5701
1987,68885,ETNP_120m_PROKKA_25665,31.12,4,0,4,0,0,0,0,0,0,,7.33E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,33214,Apocytochrome f precursor
1987,68886,ETNP_100m_particle_PROKKA_35465,31.12,4,0,4,0,0,0,0,0,0,,7.33E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,33214,Apocytochrome f precursor
1987,68887,ETNP_90m_PROKKA_98206,31.12,4,0,4,0,0,0,0,0,0,,7.33E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,33214,Apocytochrome f precursor
1987,4464,ETNP_110m_PROKKA_38805,31.12,4,0,4,0,0,0,0,0,0,,7.33E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,33171,Apocytochrome f precursor_120mF_megahit_EODJEIIO_120158 Cytochrome f
1987,68921,NP_85m_PROKKA_10091,31.12,4,0,4,0,0,0,0,0,0,,7.33E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,33215,Apocytochrome f precursor
1987,4467,ETNP_140m_PROKKA_150247,31.12,4,0,4,0,0,0,0,0,0,,7.33E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,33219,Apocytochrome f precursor
1987,69166,ETNP_90m_PROKKA_03589,31.12,4,0,4,0,0,0,0,0,0,,7.33E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,33201,Apocytochrome f precursor
1987,69167,ETNP_120m_PROKKA_242636,31.12,4,0,4,0,0,0,0,0,0,,7.33E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,33201,Apocytochrome f precursor
1527,4282,ETNP_140m_PROKKA_13333,31.10,2,0,2,0,0,0,0,0,0,,8.6E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,72090,Acetyl-coenzyme A synthetase
964,6131,ETNP_120m_free_PROKKA_188441,31.04,2,1,2,0,0,0,0,0,0,1.4E4,6.38E5,,,,,,,2,2,1,2,0,0,0,0,0,0,Deamidation (NQ),108863,DNA polymerase I_120mF_megahit_ILDJFKLB_106194 DNA polymerase I
2135,69434,ETNP_120m_particle_PROKKA_01074,31.01,10,0,0,0,0,10,0,0,0,,,,,0E0,,,,1,1,0,0,0,0,1,0,0,0,Oxidation (M),15759,hypothetical protein
930,69802,WP_019307623,30.97,1,0,1,0,0,0,0,0,0,,5.77E4,,,,3.09E4,,,3,3,0,2,0,0,0,1,0,0,Deamidation (NQ),260446,hypothetical protein SAR324 cluster bacterium SCGC AAA240-J09
890,4792,ETNP14_120mab_PROKKA_78964,30.84,7,0,0,7,7,7,0,0,0,,,8.04E5,1.58E5,3.93E5,,,,1,1,0,0,2,1,1,0,0,0,Oxidation (M),17233,Arsenite oxidase subunit AioB precursor
890,69221,ETNP_120m_free_PROKKA_202751,30.84,6,0,0,6,6,6,0,0,0,,,8.04E5,1.58E5,3.93E5,,,,1,1,0,0,2,1,1,0,0,0,Oxidation (M),21979,Arsenite oxidase subunit AioB precursor
890,69222,ETNP_120m_PROKKA_314990,30.84,6,0,0,6,6,6,0,0,0,,,8.04E5,1.58E5,3.93E5,,,,1,1,0,0,2,1,1,0,0,0,Oxidation (M),21979,Arsenite oxidase subunit AioB precursor
890,69223,ETNP_100m_PROKKA_53762,30.84,6,0,0,6,6,6,0,0,0,,,8.04E5,1.58E5,3.93E5,,,,1,1,0,0,2,1,1,0,0,0,Oxidation (M),21979,Arsenite oxidase subunit AioB precursor
890,69224,ETNP_160m_PROKKA_73489,30.84,6,0,0,6,6,6,0,0,0,,,8.04E5,1.58E5,3.93E5,,,,1,1,0,0,2,1,1,0,0,0,Oxidation (M),21979,Arsenite oxidase subunit AioB precursor
938,69771,NP_300m_PROKKA_33020,30.68,24,0,24,0,0,0,0,0,0,,0E0,,,,,,,3,1,0,3,0,0,0,0,0,0,Oxidation (M),10433,10 kDa chaperonin 1
938,69783,ETNP14_68mB_PROKKA_15743,30.68,24,0,24,0,0,0,0,0,0,,0E0,,,,,,,3,1,0,3,0,0,0,0,0,0,Oxidation (M),10403,10 kDa chaperonin 1
1261,70186,ETNP14_68maa_PROKKA_125570,30.47,5,3,0,0,0,0,2,0,0,4.12E4,,,,,0E0,,,2,2,1,0,0,0,0,1,0,0,,35142,Sialic acid-binding periplasmic protein SiaP precursor
1003,69925,ETNP_140m_PROKKA_137652,30.43,4,2,0,2,2,0,0,0,0,7.67E4,,,,,,,,2,1,1,0,1,1,0,0,0,0,,47964,Mandelamide hydrolase
1003,69926,ETNP_180m_PROKKA_203063,30.43,4,2,0,2,2,0,0,0,0,7.67E4,,,,,,,,2,1,1,0,1,1,0,0,0,0,,47916,Mandelamide hydrolase
1003,69927,ETNP_120m_free_PROKKA_123965,30.43,4,2,0,2,2,0,0,0,0,7.67E4,,,,,,,,2,1,1,0,1,1,0,0,0,0,,47916,Mandelamide hydrolase
1003,69928,ETNP_160m_PROKKA_80308,30.43,4,2,0,2,2,0,0,0,0,7.67E4,,,,,,,,2,1,1,0,1,1,0,0,0,0,,47916,Mandelamide hydrolase
1198,69837,NP_100m_PROKKA_12523,30.16,5,0,2,0,0,0,3,0,0,,2.17E6,,,,2.12E5,,,2,2,0,1,0,0,0,1,0,0,Deamidation (NQ),43268,flagellar basal body rod modification protein
1116,4239,ETNP_120m_PROKKA_127959,30.11,3,0,3,0,0,0,0,0,0,,3.22E5,,,,,,,2,2,0,2,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),91573,DNA-dependent RNA polymerase
940,70317,ADO99115.1,30.06,3,0,0,2,2,0,1,0,0,,,0E0,0E0,,0E0,,,3,3,0,0,1,1,0,1,0,0,,74024,hypothetical protein Syn1_013 [Prochlorococcus phage Syn1]
940,70318,YP_004324385.1,30.06,3,0,0,2,2,0,1,0,0,,,0E0,0E0,,0E0,,,3,3,0,0,1,1,0,1,0,0,,74024,hypothetical protein Syn1_013 [Prochlorococcus phage Syn1]
1194,69470,ETNP_120m_particle_PROKKA_182733,30.03,2,0,2,0,0,0,0,0,0,,4.94E5,,,,,,,2,2,0,2,0,0,0,0,0,0,Deamidation (NQ),101231,Peptidase M16 inactive domain protein
2270,4722,ETNP_110m_PROKKA_12886,29.94,10,0,10,0,0,0,0,0,0,,4.84E5,,,,,,,1,1,0,1,0,0,0,0,0,0,,16858,hypothetical protein
2270,4723,ETNP_90m_PROKKA_73488,29.94,10,0,10,0,0,0,0,0,0,,4.84E5,,,,,,,1,1,0,1,0,0,0,0,0,0,,16856,hypothetical protein_NP_85m_PROKKA_20470 hypothetical protein
2270,69262,NP_85m_PROKKA_20470,29.94,10,0,10,0,0,0,0,0,0,,4.84E5,,,,,,,1,1,0,1,0,0,0,0,0,0,,16856,hypothetical protein
929,69514,NP_863671,29.86,2,0,1,0,1,1,0,0,0,,1.37E6,,1.86E4,0E0,,,,2,2,0,1,0,1,1,0,0,0,Deamidation (NQ),88217,myosin heavy chain Rhodopirellula baltica SH 1
1284,70160,EJK65803,29.84,1,0,0,1,0,1,0,0,0,,,,,3.22E4,,,,2,1,0,0,1,0,1,0,0,0,,98967,hypothetical protein THAOC_13304  Thalassiosira oceanica
1117,69566,WP_029388937,29.81,2,0,0,0,0,2,2,0,0,,,,,1.32E5,1.72E4,,,1,1,0,0,0,0,1,1,0,0,,48780,ABC transporter substrate-binding protein SAR324 cluster bacterium SCGC AAA001-C10
1117,5766,ETNP_160m_PROKKA_220356,29.81,2,0,0,0,0,2,2,0,0,,,,,1.32E5,1.72E4,,,1,1,0,0,0,0,1,1,0,0,,50210,Bacterial extracellular solute-binding protein
1117,5767,ETNP_120m_PROKKA_296350,29.81,2,0,0,0,0,2,2,0,0,,,,,1.32E5,1.72E4,,,1,1,0,0,0,0,1,1,0,0,,50215,Bacterial extracellular solute-binding protein
1117,5765,NP_300m_PROKKA_16547,29.81,2,0,0,0,0,2,2,0,0,,,,,1.32E5,1.72E4,,,1,1,0,0,0,0,1,1,0,0,,50237,Bacterial extracellular solute-binding protein
1117,69673,ETNP_120m_PROKKA_296351,29.81,19,0,0,0,0,19,19,0,0,,,,,1.32E5,1.72E4,,,1,1,0,0,0,0,1,1,0,0,,5801,hypothetical protein
1117,6024,ETNP14_120maa_PROKKA_111893,29.81,11,0,0,0,0,11,11,0,0,,,,,1.32E5,1.72E4,,,1,1,0,0,0,0,1,1,0,0,,9971,hypothetical protein
1117,6025,ETNP_180m_PROKKA_52058,29.81,9,0,0,0,0,9,9,0,0,,,,,1.32E5,1.72E4,,,1,1,0,0,0,0,1,1,0,0,,12775,hypothetical protein
1571,69186,WP_013263198,29.80,2,0,0,2,0,0,0,0,0,,,2.34E5,,,,,,1,1,0,0,1,0,0,0,0,0,,56820,flagellin gamma proteobacterium HdN1
1571,69187,WP_006000356,29.80,1,0,0,1,0,0,0,0,0,,,2.34E5,,,,,,1,1,0,0,1,0,0,0,0,0,,79639,flagellin-like Desulfuromonas acetoxidans
1571,69336,WP_015405328,29.80,2,0,0,2,0,0,0,0,0,,,2.34E5,,,,,,1,1,0,0,1,0,0,0,0,0,,60651,flagellinflagellar hook associated protein Desulfocapsa sulfexigens
1571,69337,WP_006000351,29.80,2,0,0,2,0,0,0,0,0,,,2.34E5,,,,,,1,1,0,0,1,0,0,0,0,0,,60111,flagellin-like Desulfuromonas acetoxidans
1571,69338,WP_006000353,29.80,1,0,0,1,0,0,0,0,0,,,2.34E5,,,,,,1,1,0,0,1,0,0,0,0,0,,93285,flagellin-like Desulfuromonas acetoxidans
2271,5206,ETNP14_120mab_PROKKA_99920,29.80,7,0,7,0,0,0,0,0,0,,1.24E5,,,,,,,1,1,0,1,0,0,0,0,0,0,,21451,Flagellin
758,69571,ETNP_100m_PROKKA_60360,29.79,18,8,18,8,0,0,0,0,0,3.35E4,6.19E5,1.18E5,,,,,,2,2,1,3,1,0,0,0,0,0,Deamidation (NQ),11780,hypothetical protein
1873,69244,ETNP_180m_PROKKA_137273,29.71,3,0,0,3,0,0,0,0,0,,,2.17E4,,,,,,1,1,0,0,1,0,0,0,0,0,,43623,Multiple sugar-binding protein precursor
1873,5355,ETNP_300m_PROKKA_169133,29.71,3,0,0,3,0,0,0,0,0,,,2.17E4,,,,,,1,1,0,0,1,0,0,0,0,0,,43607,Multiple sugar-binding protein precursor
1873,69390,ETNP_120m_free_PROKKA_68982,29.71,11,0,0,11,0,0,0,0,0,,,2.17E4,,,,,,1,1,0,0,1,0,0,0,0,0,,12406,Bacterial extracellular solute-binding protein
1984,68771,WP_013261733,29.71,16,0,16,0,0,0,0,0,0,,5.66E4,,,,,,,1,1,0,1,0,0,0,0,0,0,,9437,transcriptional regulator gamma proteobacterium HdN1
1254,69343,ETNP_180m_PROKKA_61531,29.68,9,0,0,9,9,0,0,0,0,,,3.12E5,2.38E5,,,,,1,1,0,0,1,1,0,0,0,0,,11317,Cytochrome c4 precursor
1254,69344,ETNP_120m_PROKKA_40550,29.68,9,0,0,9,9,0,0,0,0,,,3.12E5,2.38E5,,,,,1,1,0,0,1,1,0,0,0,0,,11317,Cytochrome c4 precursor
1254,69345,NP_300m_PROKKA_38731,29.68,9,0,0,9,9,0,0,0,0,,,3.12E5,2.38E5,,,,,1,1,0,0,1,1,0,0,0,0,,11317,Cytochrome c4 precursor
1228,69723,AKM80100,29.59,5,0,0,5,0,0,0,0,0,,,1.77E6,,,,,,2,2,0,0,2,0,0,0,0,0,,47043,tig Trigger factor Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17
1228,69724,WP_052544595,29.59,5,0,0,5,0,0,0,0,0,,,1.77E6,,,,,,2,2,0,0,2,0,0,0,0,0,,47043,trigger factor Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17
1260,70152,WP_007281179,29.58,8,0,0,4,0,4,0,0,0,,,0E0,,0E0,,,,2,2,0,0,1,0,1,0,0,0,Deamidation (NQ),33329,phosphatase Lentisphaera araneosa
1060,69762,ETNP_180m_PROKKA_00680,29.51,3,2,0,0,0,1,0,0,0,5.04E4,,,,0E0,,,,2,2,1,0,0,0,1,0,0,0,Oxidation (M),87273,Colicin I receptor precursor
1126,69796,ETNP_160m_PROKKA_190908,29.47,1,0,1,0,0,0,0,0,0,,1.51E3,,,,,,,2,1,0,1,1,0,0,0,0,0,,158790,ATP-dependent RNA helicase DbpA
1225,5346,ETNP14_68mB_PROKKA_148606,29.32,8,0,4,0,0,0,4,0,0,,,,,,2.03E5,,,2,1,0,1,0,0,0,1,0,0,,19241,Phosphoglycerate kinase
1268,10221,ETNP_60m_PROKKA_31623,29.31,3,0,0,0,1,2,0,0,0,,,,2.94E5,2.72E5,,,,2,2,0,0,0,1,1,0,0,0,,54211,Ribonuclease G
231,69357,ETNP_100m_particle_PROKKA_84158,29.17,1,1,1,1,1,1,0,0,0,7.88E4,1.94E6,5.56E5,7.31E5,1.11E6,,,,1,1,4,7,5,8,5,0,0,0,,95571,Chaperone protein ClpB 1
231,69358,ETNP_120m_PROKKA_28569,29.17,1,1,1,1,1,1,0,0,0,7.88E4,1.94E6,5.56E5,7.31E5,1.11E6,,,,1,1,4,7,5,8,5,0,0,0,,98353,Chaperone protein ClpB 1
231,69359,ETNP_160m_PROKKA_173561,29.17,1,1,1,1,1,1,0,0,0,7.88E4,1.94E6,5.56E5,7.31E5,1.11E6,,,,1,1,4,7,5,8,5,0,0,0,,98353,Chaperone protein ClpB 1
1037,70309,WP_015440837,29.13,0,0,0,0,0,0,0,0,0,,,,0E0,,,,,2,1,0,0,1,1,0,0,0,0,,516984,hypothetical protein Ilumatobacter coccineus
1569,68861,WP_011396571,28.90,3,0,3,0,0,0,0,0,0,,1.19E6,,,,,,,1,1,0,1,0,0,0,0,0,0,,57379,hypothetical protein Hahella chejuensis
1466,69162,NP_300m_PROKKA_31272,28.85,15,0,0,15,0,0,0,0,0,,,4.08E4,,,,,,1,1,0,0,1,0,0,0,0,0,,10104,DNA-binding protein HU
1466,69163,ETNP_120m_particle_PROKKA_02633,28.85,15,0,0,15,0,0,0,0,0,,,4.08E4,,,,,,1,1,0,0,1,0,0,0,0,0,,10072,DNA-binding protein HU
1466,69164,ETNP_140m_PROKKA_95384,28.85,15,0,0,15,0,0,0,0,0,,,4.08E4,,,,,,1,1,0,0,1,0,0,0,0,0,,10072,DNA-binding protein HU
1466,69165,ETNP14_120maa_PROKKA_03559,28.85,15,0,0,15,0,0,0,0,0,,,4.08E4,,,,,,1,1,0,0,1,0,0,0,0,0,,10104,DNA-binding protein HU
1466,4803,ETNP_100m_PROKKA_58714,28.85,15,0,0,15,0,0,0,0,0,,,4.08E4,,,,,,1,1,0,0,1,0,0,0,0,0,,10072,DNA-binding protein HU_ETNP_120m_particle_PROKKA_02633 DNA-binding protein HU_ETNP_140m_PROKKA_95384 DNA-binding protein HU
1466,4788,ETNP_120m_PROKKA_74167,28.85,15,0,0,15,0,0,0,0,0,,,4.08E4,,,,,,1,1,0,0,1,0,0,0,0,0,,9670,DNA-binding protein HU_ETNP_300m_PROKKA_162760 DNA-binding protein HU
1466,69180,ETNP_300m_PROKKA_162760,28.85,15,0,0,15,0,0,0,0,0,,,4.08E4,,,,,,1,1,0,0,1,0,0,0,0,0,,9670,DNA-binding protein HU
1466,69211,ETNP_300m_PROKKA_142855,28.85,15,0,0,15,0,0,0,0,0,,,4.08E4,,,,,,1,1,0,0,1,0,0,0,0,0,,9998,DNA-binding protein HU
1466,69212,ETNP_160m_PROKKA_227732,28.85,15,0,0,15,0,0,0,0,0,,,4.08E4,,,,,,1,1,0,0,1,0,0,0,0,0,,9998,DNA-binding protein HU
1466,5236,ETNP_120m_PROKKA_81276,28.85,15,0,0,15,0,0,0,0,0,,,4.08E4,,,,,,1,1,0,0,1,0,0,0,0,0,,9998,DNA-binding protein HU_ETNP_160m_PROKKA_227732 DNA-binding protein HU_ETNP_300m_PROKKA_142855 DNA-binding protein HU
1171,70091,WP_011339792,28.74,1,0,1,1,0,0,0,0,0,,7.84E5,,,,,,,2,1,0,1,1,0,0,0,0,0,,109380,hypothetical protein Pelobacter carbinolicus
