Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_2,Area RAL95_trypsin_MED_2,#Peptides,#Unique,#Spec RAL95_trypsin_MED_2,PTM,Avg. Mass,Description
1259,147213,ETNP_60,34.22,8,8,1.02E7,1,1,1,,18751,hypothetical protein
1260,160607,WP_042849985,34.19,6,6,5.88E5,1,1,1,Methylation(KR),34857,hypothetical protein Prochlorococcus sp MIT 0604
1084,148487,ETNP_60,34.03,6,6,2.39E6,1,1,1,,23461,hypothetical protein
1084,148484,WP_042849605,34.03,9,9,2.39E6,1,1,1,,16387,hypothetical protein Prochlorococcus sp MIT 0604
1084,148485,NP_30,34.03,9,9,2.39E6,1,1,1,,16421,hypothetical protein
1084,148486,ETNP_70,34.03,9,9,2.39E6,1,1,1,,16442,hypothetical protein
1261,160609,NP_30,33.95,10,10,1.34E6,1,1,1,,12793,hypothetical protein
1261,160610,WP_012007422,33.95,10,10,1.34E6,1,1,1,,12793,hypothetical protein Prochlorococcus
1262,148937,ETNP_70,33.85,9,9,4.53E6,1,1,1,,14307,Glycine cleavage system H protein
1262,148938,WP_042851212,33.85,9,9,4.53E6,1,1,1,,14243,glycine cleavage system protein H Prochlorococcus sp MIT 0604
1089,160611,WP_006170283,33.84,7,7,5.22E6,1,1,1,Methylation(KR),23083,riboflavin synthase subunit alpha Synechococcus sp WH 5701
960,148989,ETNP14_68,33.64,3,3,1.73E7,1,1,2,,42808,Citrate synthase
1263,160613,WP_042851158,33.63,3,3,2.64E6,1,1,1,Carbamidomethylation,37048,carbohydrate kinase Prochlorococcus sp MIT 0604
866,160598,ETNP_120,33.55,16,16,2.9E5,1,1,2,Deamidation (NQ),15798,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
866,160625,ETNP14_68,33.55,14,14,2.9E5,1,1,2,Deamidation (NQ),18497,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
866,160626,ETNP_140,33.55,13,13,2.9E5,1,1,2,Deamidation (NQ),19228,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
866,160627,NP_100,33.55,12,12,2.9E5,1,1,2,Deamidation (NQ),22318,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
866,160628,ETNP_90,33.55,9,9,2.9E5,1,1,2,Deamidation (NQ),27252,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
866,160629,NP_85,33.55,8,8,2.9E5,1,1,2,Deamidation (NQ),32488,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
866,160630,ETNP_90,33.55,6,6,2.9E5,1,1,2,Deamidation (NQ),39979,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
866,160631,ETNP_140,33.55,5,5,2.9E5,1,1,2,Deamidation (NQ),45721,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
1027,149675,WP_012562824,33.53,2,2,2.08E6,1,1,1,,72697,multidrug ABC transporter ATPase Oligotropha carboxidovorans
1027,149825,ETNP_180,33.53,1,1,2.08E6,1,1,1,,107526,Toxin RTX-I translocation ATP-binding protein
1027,149826,ETNP_300,33.53,1,1,2.08E6,1,1,1,,107526,Toxin RTX-I translocation ATP-binding protein
1027,149709,WP_015404599,33.53,2,2,2.08E6,1,1,1,,64087,multidrug ABC transporter ATPasepermease Desulfocapsa sulfexigens
1027,146555,WP_042851277,33.53,5,5,2.08E6,1,1,1,,26605,peptidase S16 Prochlorococcus sp MIT 0604
1027,149819,ETNP14_68,33.53,2,2,2.08E6,1,1,1,,62548,Lipid A export ATP-binding/permease protein MsbA
1027,149803,BAL59780,33.53,7,7,2.08E6,1,1,1,,16121,molybdopterin-guanine dinucleotide biosynthesis protein B Candidatus Acetothermus autotrophicum
1027,149804,ETNP_70,33.53,5,5,2.08E6,1,1,1,,21974,Lipoprotein-releasing system ATP-binding protein LolD
1027,149805,ETNP14_68,33.53,5,5,2.08E6,1,1,1,,25516,Lipoprotein-releasing system ATP-binding protein LolD
1027,149806,ETNP14_68,33.53,5,5,2.08E6,1,1,1,,25765,Lipoprotein-releasing system ATP-binding protein LolD
1027,149807,ETNP_300,33.53,5,5,2.08E6,1,1,1,,24752,Lipoprotein-releasing system ATP-binding protein LolD
1027,149808,ETNP_160,33.53,5,5,2.08E6,1,1,1,,24752,Lipoprotein-releasing system ATP-binding protein LolD
1027,149809,ETNP_180,33.53,5,5,2.08E6,1,1,1,,24752,Lipoprotein-releasing system ATP-binding protein LolD
1027,149810,ETNP14_120,33.53,5,5,2.08E6,1,1,1,,25368,Lipoprotein-releasing system ATP-binding protein LolD
1027,149811,WP_007232886,33.53,5,5,2.08E6,1,1,1,,24643,ABC transporter ATP-binding protein gamma proteobacterium HTCC2207
1027,149812,ETNP_180,33.53,5,5,2.08E6,1,1,1,,24964,Lipoprotein-releasing system ATP-binding protein LolD
1027,149813,ETNP_300,33.53,5,5,2.08E6,1,1,1,,24934,Lipoprotein-releasing system ATP-binding protein LolD
1027,149814,ETNP14_120,33.53,5,5,2.08E6,1,1,1,,25650,Putative multidrug export ATP-binding/permease protein
1027,149815,WP_002655849,33.53,5,5,2.08E6,1,1,1,,26571,ABC transporter  Blastopirellula marina
1027,149723,WP_052041228,33.53,4,4,2.08E6,1,1,1,,27371,peptidase S16 Prochlorococcus sp MIT 0801
1027,149816,ETNP14_68,33.53,4,4,2.08E6,1,1,1,,27981,putative ABC transporter ATP-binding protein
1027,149817,ETNP14_68,33.53,4,4,2.08E6,1,1,1,,32898,Putative multidrug export ATP-binding/permease protein
1027,149818,WP_014706511,33.53,3,3,2.08E6,1,1,1,,40280,ABC transporter Methylophaga nitratireducenticrescens
1027,149820,KJS04424,33.53,2,2,2.08E6,1,1,1,,65169,multidrug ABC transporter ATPase Flavobacteriales bacterium BRH_c54
1027,149724,WP_009604429,33.53,2,2,2.08E6,1,1,1,,63433,ABC transporter permease SAR116 cluster alpha proteobacterium HIMB100
1027,149821,ETNP_90,33.53,2,2,2.08E6,1,1,1,,67151,putative ABC transporter ATP-binding protein
1027,149822,WP_036914938,33.53,2,2,2.08E6,1,1,1,,71060,multidrug ABC transporter Prochlorococcus
1027,149823,WP_011131507,33.53,2,2,2.08E6,1,1,1,,71067,multidrug ABC transporter Prochlorococcus marinus
1027,149824,KHE90382,33.53,2,2,2.08E6,1,1,1,,74047,ABC transporter ATP-binding component Candidatus Scalindua brodae
1027,149828,XP_002176228,33.53,1,1,2.08E6,1,1,1,,129390,predicted protein partial  Phaeodactylum tricornutum CCAP 1055
1264,148389,WP_042849664,33.51,8,8,4.59E6,1,1,1,,13545,rhodanese Prochlorococcus sp MIT 0604
1264,148390,NP_30,33.51,8,8,4.59E6,1,1,1,,13522,hypothetical protein
1090,148124,ETNP_120,33.36,3,3,4.08E6,1,1,1,,44318,Cysteine desulfurase
1090,147651,WP_042849557,33.36,3,3,4.08E6,1,1,1,,47145,cysteine desulfurase Prochlorococcus sp MIT 0604
1090,148125,WP_037980890,33.36,3,3,4.08E6,1,1,1,,45652,cysteine desulfurase Synechococcus sp WH 5701
1088,151031,WP_042850284,33.35,5,5,3.64E6,1,1,1,,22118,urease accessory protein UreG Prochlorococcus sp MIT 0604
1088,151038,WP_006172931,33.35,5,5,3.64E6,1,1,1,,21944,urease accessory protein UreG Synechococcus sp WH 5701
1091,160619,ETNP_90,33.22,12,12,2.72E6,1,1,1,,13294,hypothetical protein
1091,160654,ETNP_140,33.22,11,11,2.72E6,1,1,1,,15146,hypothetical protein
672,160655,ETNP14_68,33.14,5,5,2.14E7,1,1,4,Oxidation (M); Deamidation (NQ); Methylation(KR),36316,Enolase
672,160656,ETNP14_120,33.14,4,4,2.14E7,1,1,4,Oxidation (M); Deamidation (NQ); Methylation(KR),46194,Enolase
1028,146655,WP_018048177,33.08,3,3,4.43E6,1,1,1,,42439,hypothetical protein Nitrospina sp AB-629-B18
1028,149173,ETNP14_120,33.08,3,3,4.43E6,1,1,1,,42406,S-adenosylmethionine synthase
1028,149212,ETNP14_68,33.08,6,6,4.43E6,1,1,1,,20410,S-adenosylmethionine synthase
1028,149213,NP_100,33.08,6,6,4.43E6,1,1,1,,22068,S-adenosylmethionine synthase
1028,149214,ETNP14_120,33.08,3,3,4.43E6,1,1,1,,42454,S-adenosylmethionine synthase
1265,160657,ETNP_70,33.06,6,6,2.43E6,1,1,1,,24131,Glucose-1-phosphate adenylyltransferase
1266,149055,EJK48712,32.55,4,4,8.14E6,1,1,1,,32418,hypothetical protein THAOC_32466  Thalassiosira oceanica
1266,149057,WP_044280713,32.55,3,3,8.14E6,1,1,1,,45496,acetylornithine aminotransferase Myxococcus stipitatus
962,149280,ETNP_120,32.41,16,16,7.24E6,1,1,2,,5904,hypothetical protein
982,151786,WP_052044729,32.37,2,2,3.09E7,1,1,1,,43413,sirohydrochlorin cobaltochelatase Prochlorococcus sp MIT 0604
1267,148490,WP_032521616,32.32,11,11,5.94E5,1,1,1,,10624,hypothetical protein Prochlorococcus
1092,147752,WP_011129003,32.30,3,3,3.19E6,1,1,1,,43887,LL-diaminopimelate aminotransferase Synechococcus
1092,145741,ETNP_90,32.30,3,3,3.19E6,1,1,1,,39401,LL-diaminopimelate aminotransferase
1092,145742,ETNP_120,32.30,3,3,3.19E6,1,1,1,,44148,LL-diaminopimelate aminotransferase
1092,145742,ETNP_120,32.30,3,3,3.19E6,1,1,1,,44148,LL-diaminopimelate aminotransferase
831,144869,WP_052646245,32.25,3,3,3.12E6,2,1,2,Carbamidomethylation; Deamidation (NQ),103101,valine--tRNA ligase Prochlorococcus marinus
831,144870,WP_052039583,32.25,3,3,3.12E6,2,1,2,Carbamidomethylation; Deamidation (NQ),103131,valine--tRNA ligase Prochlorococcus
831,146533,ETNP_120,32.25,8,8,3.12E6,2,1,2,Carbamidomethylation; Deamidation (NQ),43559,Valine--tRNA ligase
831,146532,ETNP_100,32.25,8,8,3.12E6,2,1,2,Carbamidomethylation; Deamidation (NQ),40493,Valine--tRNA ligase
831,144867,WP_038542132,32.25,3,3,3.12E6,2,1,2,Carbamidomethylation; Deamidation (NQ),101754,valine--tRNA ligase Synechococcus sp KORDI-100
831,144868,WP_011129249,32.25,3,3,3.12E6,2,1,2,Carbamidomethylation; Deamidation (NQ),101672,valine--tRNA ligase Synechococcus sp WH 8102
1093,149215,XP_003062090,32.21,3,3,1.93E6,1,1,1,,36140,predicted protein  Micromonas pusilla CCMP1545
1093,149216,XP_003075104,32.21,3,3,1.93E6,1,1,1,,38849,Anthranilate synthase component II ISS partial  Ostreococcus tauri
832,151534,WP_042851189,32.16,1,1,2.08E5,1,1,1,,103378,DNA mismatch repair protein MutS Prochlorococcus sp MIT 0604
643,149328,WP_042851377,32.09,6,6,8.94E7,1,1,4,,23608,hypothetical protein Prochlorococcus sp MIT 0604
1095,148595,WP_038654535,31.94,16,16,2.88E6,1,1,1,,9596,hypothetical protein Prochlorococcus sp MIT 0801
1095,148596,ETNP_140,31.94,15,15,2.88E6,1,1,1,,9944,hypothetical protein
1095,148597,WP_006851112,31.94,15,15,2.88E6,1,1,1,,9887,hypothetical protein Synechococcus
1095,148598,ETNP_120,31.94,15,15,2.88E6,1,1,1,,9944,hypothetical protein
1095,148599,WP_006042532,31.94,15,15,2.88E6,1,1,1,,9944,hypothetical protein Cyanobacteria
1095,148600,NP_85,31.94,15,15,2.88E6,1,1,1,,9944,hypothetical protein
1095,148601,ETNP_120,31.94,15,15,2.88E6,1,1,1,,9934,hypothetical protein
1095,148602,ETNP14_68,31.94,15,15,2.88E6,1,1,1,,9962,hypothetical protein
1095,148603,ETNP_100,31.94,15,15,2.88E6,1,1,1,,9944,hypothetical protein
1095,148596,ETNP_140,31.94,15,15,2.88E6,1,1,1,,9944,hypothetical protein
1095,148598,ETNP_120,31.94,15,15,2.88E6,1,1,1,,9944,hypothetical protein
1095,148606,ETNP_100,31.94,15,15,2.88E6,1,1,1,,9934,hypothetical protein
1095,148607,ETNP14_68,31.94,15,15,2.88E6,1,1,1,,9966,hypothetical protein
1095,148608,NP_30,31.94,15,15,2.88E6,1,1,1,,9887,hypothetical protein
1095,148609,WP_006172906,31.94,15,15,2.88E6,1,1,1,,9944,hypothetical protein Synechococcus sp WH 5701
964,160673,ETNP_120,31.91,3,3,8.42E6,1,1,2,,54805,Glutamate--tRNA ligase
1096,151892,WP_042850149,31.90,9,9,4.75E6,1,1,1,Deamidation (NQ),28216,phosphonate ABC transporter Prochlorococcus sp MIT 0604
868,149218,EJP72654,31.79,10,10,1.32E7,1,1,2,,12350,histidine triad nucleotide-binding protein 2 SAR86 cluster bacterium SAR86B
1268,147940,WP_014103127,31.77,2,2,8.37E6,1,1,1,,120690,carbamoyl phosphate synthase large subunit Micavibrio aeruginosavorus
1268,147941,WP_025047855,31.77,2,2,8.37E6,1,1,1,,120259,carbamoyl phosphate synthase large subunit Sulfitobacter mediterraneus
1094,148966,ETNP_70,31.77,7,7,1.48E6,1,1,1,,21500,Tetratricopeptide repeat protein
1269,149785,ETNP14_68,31.75,13,13,2.96E7,1,1,1,,8933,putative glutaredoxin
1270,160685,WP_042850048,31.69,4,4,2.58E6,1,1,1,,33590,metal ABC transporter substrate-binding protein Prochlorococcus sp MIT 0604
592,149490,WP_042851103,31.62,3,3,5.22E6,1,1,3,,57219,anthranilate synthase Prochlorococcus sp MIT 0604
965,149417,WP_012842940,31.54,1,1,2.18E6,1,1,2,,93297,sodiumhydrogen exchanger Rhodothermus marinus
983,161032,ETNP_90,31.52,20,20,5.56E6,1,1,1,,9133,Carbon dioxide concentrating mechanism protein CcmL
983,161033,ETNP_120,31.52,19,19,5.56E6,1,1,1,,9571,Carbon dioxide concentrating mechanism protein CcmL
983,161034,WP_036914411,31.52,19,19,5.56E6,1,1,1,,9552,carboxysome shell protein Prochlorococcus
983,161035,WP_011294514,31.52,19,19,5.56E6,1,1,1,,9699,carboxysome shell protein Prochlorococcus
983,161036,WP_011130572,31.52,19,19,5.56E6,1,1,1,,9480,carboxysome shell protein Prochlorococcus marinus
983,161037,ETNP_120,31.52,19,19,5.56E6,1,1,1,,9572,Carbon dioxide concentrating mechanism protein CcmL
983,161038,ETNP14_68,31.52,19,19,5.56E6,1,1,1,,9656,Carbon dioxide concentrating mechanism protein CcmL
983,161039,ETNP_100,31.52,19,19,5.56E6,1,1,1,,9656,Carbon dioxide concentrating mechanism protein CcmL
984,150903,ETNP_300,31.39,5,5,7.24E6,1,1,1,,38508,Decarbamoylnovobiocin carbamoyltransferase
829,160670,ETNP14_68,31.33,5,5,7.64E7,1,1,2,,17821,Putative peroxiredoxin bcp
829,149061,NP_30,31.33,6,6,7.64E7,1,1,2,,15373,Putative peroxiredoxin bcp
829,160722,ETNP14_68,31.33,5,5,7.64E7,1,1,2,,17782,Putative peroxiredoxin bcp
829,149070,WP_042849567,31.33,5,5,7.64E7,1,1,2,,17836,alkyl hydroperoxide reductase Prochlorococcus sp MIT 0604
1271,150169,WP_042851063,31.24,2,2,1.83E6,1,1,1,,66797,precorrin-3 methylase Prochlorococcus sp MIT 0604
966,148990,NP_30,31.19,8,8,7.01E6,1,1,2,,16732,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
966,145663,WP_042850888,31.19,8,8,7.01E6,1,1,2,,16796,3-hydroxyacyl-ACP dehydratase Prochlorococcus sp MIT 0604
1097,149390,WP_042850870,31.06,12,12,1.74E7,1,1,1,,8872,high light inducible protein Prochlorococcus sp MIT 0604
1098,160728,ETNP14_68,31.04,5,5,1.4E7,1,1,1,,19648,Rod shape-determining protein RodA
1098,160729,ETNP14_120,31.04,4,4,1.4E7,1,1,1,,26331,Rod shape-determining protein RodA
1272,149786,ETNP_60,31.01,10,10,6.87E5,1,1,1,Carbamidomethylation,17868,Isoleucine--tRNA ligase
506,149755,ETNP_60,30.92,7,7,1.05E8,1,1,6,,17835,Phosphoglycerate kinase
1274,160733,ETNP_120,30.88,2,2,7.68E5,1,1,1,,44220,Glutamyl-tRNA(Gln) amidotransferase subunit A
1273,150168,ETNP_70,30.88,4,4,3.53E5,1,1,1,,26465,hypothetical protein
1275,150243,WP_042851198,30.70,3,3,1.17E7,1,1,1,,32341,4-hydroxy-tetrahydrodipicolinate synthase Prochlorococcus sp MIT 0604
1099,160738,WP_006172338,30.62,5,5,4.92E6,1,1,1,,37671,aspartate carbamoyltransferase Synechococcus sp WH 5701
967,149754,XP_002179920,30.57,4,4,3.35E6,1,1,2,,33292,predicted protein  Phaeodactylum tricornutum CCAP 1055
1100,149219,WP_025049026,30.56,11,11,4.49E6,1,1,1,Carbamidomethylation,20909,anthranilate synthase Sulfitobacter mediterraneus
1101,149221,WP_036904244,30.28,7,7,3.82E6,1,1,1,,12751,hypothetical protein Prochlorococcus
1276,149111,WP_042850252,30.23,6,6,1.69E6,1,1,1,,18867,haloacid dehalogenase Prochlorococcus sp MIT 0604
968,149852,NP_30,30.22,12,12,2.2E7,1,1,2,Carbamidomethylation,9341,hypothetical protein
1277,149534,NP_30,30.06,4,4,2.57E6,1,1,1,,28415,NmrA-like family protein
970,160745,ETNP_140,30.03,5,5,7.27E5,1,1,1,Carbamidomethylation,34534,putative oxidoreductase YvaA
970,160746,WP_041375225,30.03,4,4,7.27E5,1,1,1,Carbamidomethylation,36362,oxidoreductase Prochlorococcus marinus
970,160747,WP_036913896,30.03,4,4,7.27E5,1,1,1,Carbamidomethylation,36361,oxidoreductase Prochlorococcus
970,160748,ETNP_90,30.03,4,4,7.27E5,1,1,1,Carbamidomethylation,37054,Inositol 2-dehydrogenase
970,160749,ETNP_100,30.03,4,4,7.27E5,1,1,1,Carbamidomethylation,36924,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
970,151754,ETNP14_68,30.03,4,4,7.27E5,1,1,1,Carbamidomethylation,36924,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
972,150374,ETNP_90,30.00,4,4,7.17E6,1,1,2,,20297,Lysine--tRNA ligase
1278,149759,ETNP_70,29.97,4,4,2.1E6,1,1,1,,34417,Aspartate carbamoyltransferase
1279,160756,ETNP_60,29.96,8,8,1.25E6,1,1,1,,17536,Polyketide cyclase / dehydrase and lipid transport
1279,160757,WP_042849603,29.96,8,8,1.25E6,1,1,1,,18054,membrane protein Prochlorococcus sp MIT 0604
1280,160758,ETNP_70,29.90,3,3,1.83E7,1,1,1,,56439,putative oxidoreductase
1280,160759,ETNP_90,29.90,2,2,1.83E7,1,1,1,,85834,putative oxidoreductase
1281,150863,ETNP_120,29.89,3,3,1.71E7,1,1,1,,43641,Beta-galactosidase trimerisation domain protein
971,150081,ETNP14_120,29.86,5,5,5.29E5,1,1,1,Deamidation (NQ),22117,Decarbamoylnovobiocin carbamoyltransferase
869,148935,WP_042850246,29.85,8,8,2.13E7,1,1,2,,15029,hypothetical protein Prochlorococcus sp MIT 0604
699,161201,ETNP14_68,29.84,3,3,3.43E6,1,1,1,,37241,von Willebrand factor type A domain protein
699,161202,ETNP_70,29.84,3,3,3.43E6,1,1,1,,37214,von Willebrand factor type A domain protein
1102,146261,WP_042850579,29.84,2,2,1.93E6,1,1,1,,66705,ABC transporter Prochlorococcus sp MIT 0604
1282,150929,ETNP14_68,29.84,34,34,1.52E7,1,1,1,Oxidation (M); Deamidation (NQ),8260,transcriptional regulator BolA
973,147880,WP_042502720,29.65,3,3,3.89E6,1,1,2,,40660,class V aminotransferase Synechococcus
973,147881,WP_006172763,29.65,3,3,3.89E6,1,1,2,,41002,class V aminotransferase Synechococcus sp WH 5701
973,147375,ETNP_100,29.65,3,3,3.89E6,1,1,2,,42231,Soluble hydrogenase 42 kDa subunit
974,147891,WP_042850549,29.64,7,7,3.09E6,1,1,1,,17345,hypothetical protein Prochlorococcus sp MIT 0604
1029,149904,WP_042849790,29.61,5,5,5.22E6,1,1,1,,20429,NADPH-quinone oxidoreductase subunit J Prochlorococcus sp MIT 0604
1103,160743,ETNP_70,29.55,9,9,2.64E6,1,1,1,,15932,Ribonuclease Z
1283,149700,WP_042850470,29.55,13,13,3.57E6,1,1,1,Carbamidomethylation,12188,hypothetical protein Prochlorococcus sp MIT 0604
1285,160800,ETNP_70,29.42,3,3,2.16E6,1,1,1,,34896,Bifunctional polymyxin resistance protein ArnA
1014,150120,WP_042850242,29.38,3,3,3.37E5,1,1,1,,40306,cobalamin biosynthesis protein CobW Prochlorococcus sp MIT 0604
1014,150140,ETNP_70,29.38,12,12,3.37E5,1,1,1,,10298,hypothetical protein
1014,150141,ETNP_60,29.38,12,12,3.37E5,1,1,1,,10252,hypothetical protein
1284,149753,ETNP_60,29.27,4,4,8.08E5,1,1,1,,27051,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
804,144845,WP_042850816,28.99,3,3,5.11E6,1,1,3,,34542,ornithine carbamoyltransferase Prochlorococcus sp MIT 0604
1286,149389,ETNP_70,28.98,20,20,8.86E5,1,1,1,,7580,Dihydrolipoyl dehydrogenase
1287,147251,WP_042850859,28.97,4,4,0E0,1,1,1,Carbamidomethylation; Deamidation (NQ),52671,dimethylallyladenosine tRNA methylthiotransferase Prochlorococcus sp MIT 0604
674,149428,ETNP_70,28.75,23,23,1.56E8,1,1,4,,5097,Nitrogen regulatory protein P-II
1288,149883,WP_042850559,28.67,2,2,1.21E6,1,1,1,,59311,4-alpha-glucanotransferase Prochlorococcus sp MIT 0604
1290,160822,WP_042849700,28.54,2,2,8.53E5,1,1,1,,43405,dihydroorotate dehydrogenase Prochlorococcus sp MIT 0604
1289,160821,WP_042850591,28.52,17,17,8.22E6,1,1,1,Methylation(KR),12014,glutaredoxin Prochlorococcus sp MIT 0604
805,148773,KJS04235,28.48,2,2,1.29E7,1,1,2,,72003,molecular chaperone Hsp90 Flavobacteriales bacterium BRH_c54
1291,149371,WP_042849486,28.40,5,5,7.18E6,1,1,1,,23489,antitermination protein NusB Prochlorococcus sp MIT 0604
1104,149383,ETNP_160,28.37,2,2,8.72E5,1,1,1,,87577,FeS cluster assembly protein SufB
1104,160831,ETNP_180,28.37,8,8,8.72E5,1,1,1,,23784,putative ATP-dependent transporter SufC
1104,149381,NP_125,28.37,7,7,8.72E5,1,1,1,,28137,putative ATP-dependent transporter SufC
1104,149382,NP_100,28.37,7,7,8.72E5,1,1,1,,28147,putative ATP-dependent transporter SufC
1104,160832,ETNP_300,28.37,6,6,8.72E5,1,1,1,,33128,putative ATP-dependent transporter SufC
1292,160833,WP_042850979,28.35,3,3,1.36E6,1,1,1,Deamidation (NQ),60163,phosphoglyceromutase Prochlorococcus sp MIT 0604
1293,149362,ETNP_120,28.23,8,8,3.36E6,1,1,1,,14562,Acetolactate synthase isozyme 2 large subunit
1293,149363,ETNP_140,28.23,7,7,3.36E6,1,1,1,,16587,Acetolactate synthase isozyme 2 large subunit
1293,149364,ETNP_100,28.23,7,7,3.36E6,1,1,1,,16576,Acetolactate synthase isozyme 2 large subunit
1293,149365,ETNP_110,28.23,7,7,3.36E6,1,1,1,,16587,Acetolactate synthase isozyme 2 large subunit
1293,149337,ETNP_90,28.23,6,6,3.36E6,1,1,1,,18346,Acetolactate synthase isozyme 2 large subunit
1293,149366,ETNP_120,28.23,6,6,3.36E6,1,1,1,,19159,Acetolactate synthase isozyme 2 large subunit
1293,149367,ETNP_100,28.23,5,5,3.36E6,1,1,1,,22007,Acetolactate synthase isozyme 2 large subunit
1293,149368,ETNP_110,28.23,5,5,3.36E6,1,1,1,,22055,Acetolactate synthase isozyme 2 large subunit
1293,149369,NP_30,28.23,5,5,3.36E6,1,1,1,,23037,Acetolactate synthase isozyme 2 large subunit
1293,149370,ETNP_100,28.23,3,3,3.36E6,1,1,1,,36856,Acetolactate synthase isozyme 2 large subunit
1293,149338,ETNP_100,28.23,3,3,3.36E6,1,1,1,,36995,Acetolactate synthase isozyme 2 large subunit
1293,149339,ETNP_90,28.23,3,3,3.36E6,1,1,1,,38849,Acetolactate synthase isozyme 2 large subunit
1293,149372,ETNP_140,28.23,2,2,3.36E6,1,1,1,,55399,Acetolactate synthase large subunit
1293,149374,ETNP_90,28.23,2,2,3.36E6,1,1,1,,63376,Acetolactate synthase large subunit
1293,149344,ETNP_120,28.23,2,2,3.36E6,1,1,1,,66144,Acetolactate synthase isozyme 2 large subunit
1293,149375,ETNP_90,28.23,2,2,3.36E6,1,1,1,,69946,Acetolactate synthase isozyme 2 large subunit
1293,149376,ETNP_120,28.23,2,2,3.36E6,1,1,1,,69714,Acetolactate synthase large subunit
1293,149345,ETNP_120,28.23,1,1,3.36E6,1,1,1,,71912,Acetolactate synthase isozyme 2 large subunit
1105,150511,WP_042849503,28.18,6,6,2.14E6,1,1,1,,18781,carboxylesterase Prochlorococcus sp MIT 0604
1294,160834,ETNP_70,28.16,9,9,2.3E6,1,1,1,,13028,5-formyltetrahydrofolate cyclo-ligase family protein
1294,160835,WP_042850527,28.16,5,5,2.3E6,1,1,1,,21493,5-formyltetrahydrofolate cyclo-ligase Prochlorococcus sp MIT 0604
1106,160849,NP_30,27.82,14,14,4.39E6,1,1,1,,9952,hypothetical protein
1106,160850,ETNP_90,27.82,12,12,4.39E6,1,1,1,,11907,hypothetical protein
1106,160851,ETNP_120,27.82,6,6,4.39E6,1,1,1,,22831,hypothetical protein
1106,160852,ETNP_100,27.82,6,6,4.39E6,1,1,1,,22831,hypothetical protein
1106,160853,ETNP_70,27.82,5,5,4.39E6,1,1,1,,30166,hypothetical protein
1106,160854,ETNP_60,27.82,5,5,4.39E6,1,1,1,,30205,hypothetical protein
1106,160855,ETNP_60,27.82,5,5,4.39E6,1,1,1,,30383,hypothetical protein
1106,160856,ETNP14_68,27.82,4,4,4.39E6,1,1,1,,37782,hypothetical protein
1295,160858,ETNP_180,27.77,3,3,3.89E6,1,1,1,Methylation(KR),95160,ATP-dependent Clp protease ATP-binding subunit ClpC
976,149873,WP_011863020,27.65,16,16,2.84E7,1,1,2,Deamidation (NQ); Methylation(KR),8461,hypothetical protein Prochlorococcus
1107,160866,WP_042851145,27.63,2,2,6.45E6,1,1,1,,42472,hydrolase Prochlorococcus sp MIT 0604
1108,146636,WP_042851234,27.56,2,2,3.09E6,1,1,1,,50360,aminobenzoate synthetase Prochlorococcus sp MIT 0604
1108,146634,NP_30,27.56,6,6,3.09E6,1,1,1,,16940,Aminodeoxychorismate synthase component 1
1298,150265,WP_036915656,27.36,10,10,1.01E7,1,1,1,,9443,hypothetical protein Prochlorococcus
1298,150266,WP_011129820,27.36,10,10,1.01E7,1,1,1,,9431,hypothetical protein Prochlorococcus marinus
1297,160873,NP_30,27.36,8,8,4.45E5,1,1,1,,16426,Phosphate transport system permease protein PstA
1297,160874,WP_042850187,27.36,4,4,4.45E5,1,1,1,,31675,phosphate ABC transporter permease Prochlorococcus sp MIT 0604
977,160875,ETNP_120,27.31,19,19,6.16E6,1,1,1,,9347,Mg-protoporphyrin IX methyl transferase
977,160876,WP_036912967,27.31,7,7,6.16E6,1,1,1,,26299,Mg-protoporphyrin IX methyl transferase Prochlorococcus
1109,150257,NP_30,27.27,15,15,2.07E6,1,1,1,,8453,hypothetical protein
1109,150258,ETNP_60,27.27,4,4,2.07E6,1,1,1,,31492,Bifunctional NAD(P)H-hydrate repair enzyme Nnr
1109,150213,WP_042850844,27.27,2,2,2.07E6,1,1,1,,57561,sugar kinase Prochlorococcus sp MIT 0604
978,150431,WP_005009577,27.24,1,1,3.99E7,1,1,2,,60681,putative Histidine kinase Nitrospina gracilis
978,161026,ETNP_140,27.24,0,0,3.99E7,1,1,2,,269654,hypothetical protein
