Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description
473,16400,PMM1549,135.94,45,45,8.73E7,6,6,12,Carbamidomethylation,10164,| rpsQ | 30S ribosomal protein S17
664,10676,PMM1692,135.83,24,24,6.89E6,7,7,8,Carbamidomethylation,50006,| PMM1692 | putative p-aminobenzoate synthetase
820,16295,PMM1372,135.82,68,68,7.1E6,5,5,6,Carbamidomethylation,10782,| PMM1372 | hypothetical protein
635,13038,PMM1271,135.78,24,24,1.94E7,6,6,8,Carbamidomethylation,29572,| surE | stationary phase survival protein SurE
770,16284,PMM1670,135.69,16,16,8.42E6,5,5,6,,47354,| PMM1670 | cystathionine beta-lyase family aluminum resistance protein
805,16453,PMM0588,135.62,33,33,3.05E7,4,4,6,,16630,| PMM0588 | hypothetical protein
646,10699,PMM0256,135.38,19,19,6.51E6,6,6,8,Carbamidomethylation,51475,| leuC | isopropylmalate isomerase large subunit
691,10724,PMM0150,135.34,7,7,2.17E7,4,3,7,,59932,| ndhD | NAD(P)H-quinone oxidoreductase subunit 4
655,13245,PMM1649,135.33,16,16,2.92E6,7,7,8,,77247,| uvrB | excinuclease ABC subunit B
496,10393,PMM0780,135.29,53,53,4.88E7,8,8,11,Carbamidomethylation,24127,| purQ | phosphoribosylformylglycinamidine synthase I
744,16407,PMM1008,134.94,39,39,1.56E7,5,4,7,,14889,| PMM1008 | hypothetical protein
649,16366,PMM0154,134.62,65,65,2.49E7,4,4,8,Oxidation (M),10291,| PMM0154 | LuxR family regulatory protein
762,10430,PMM0585,134.61,14,14,1.28E7,6,6,6,,59394,| PMM0585 | hypothetical protein
332,10502,PMM1203,134.61,36,36,4.82E7,15,15,16,Carbamidomethylation,41707,| rfbG | CDP-glucose 4 6-dehydratase
505,16207,PMM0159,134.51,35,35,1.04E8,6,6,11,,24228,| ndhI | NADH dehydrogenase subunit I
641,9783,PMM0131,134.43,10,10,1.76E7,7,7,8,,83261,| PMM0131 | putative P-type ATPase transporter for copper
774,16433,PMM0974,134.32,18,18,9.64E6,4,4,6,,26092,| urtE | putative ATP-binding subunit of urea ABC transport system
692,9713,|#CONTAM#K22E_HUMAN|,134.28,13,13,7.45E6,7,6,7,,65865,sp|#CONTAM#K22E_HUMAN|
234,16422,PMM0988,134.27,45,45,3.65E8,11,11,22,,11955,| PMM0988 | helix-hairpin-helix DNA-binding motif-containing protein
775,10599,PMM1686,133.98,22,22,1.13E7,5,5,6,Carbamidomethylation,32571,| PMM1686 | arginase
619,13069,PMM1590,133.84,22,22,1.86E7,8,8,9,Carbamidomethylation,58295,| panC | bifunctional pantoate ligase/cytidylate kinase
799,16385,PMM0387,133.67,39,39,1.77E7,4,4,6,Carbamidomethylation,16128,| aroD | 3-dehydroquinate dehydratase
694,9714,|#CONTAM#K1C9_HUMAN|,133.38,18,18,1.35E7,7,7,7,,62129,sp|#CONTAM#K1C9_HUMAN|
710,10411,PMM1269,133.29,23,23,2.91E7,5,5,7,Carbamidomethylation,33004,| ppnK | inorganic polyphosphate/ATP-NAD kinase
469,16222,PMM0992,133.02,52,52,5.22E7,7,7,12,,15363,| PMM0992 | hypothetical protein
734,16238,PMM0863,132.63,46,46,6.39E6,7,7,7,,20848,| cobU/cobP | putative cobinamide kinase
647,16297,PMM1603,132.62,22,22,7.31E6,6,6,8,,28697,| rnc | putative ribonuclease III
598,12992,PMM1099,132.38,19,19,1.97E7,9,9,9,,66539,| PMM1099 | multidrug ABC transporter
831,16429,PMM0231,132.30,63,63,8.53E7,4,4,6,Oxidation (M),6928,| PMM0231 | hypothetical protein
515,16520,PMM0943,132.16,31,31,6.33E7,5,5,11,,10072,| rpsO | 30S ribosomal protein S15
696,16237,PMM0487,132.01,15,15,2.37E7,6,5,7,Carbamidomethylation,46741,| PMM0487 | hypothetical protein
518,16330,PMM0947,131.94,71,71,1.31E8,6,6,11,Carbamidomethylation,9333,| PMM0947 | hypothetical protein
707,16170,PMM0170,131.73,24,24,1.17E7,7,7,7,Carbamidomethylation,42187,| PMM0170 | NifS-like aminotransferase class-V
779,16246,PMM1216,131.63,28,28,2.25E7,6,6,6,,27143,| PMM1216 | putative sugar-phosphate nucleotidyl transferase
873,12884,PMM0051,131.59,26,26,2.18E7,4,4,5,Carbamidomethylation,23914,| PMM0051 | hypothetical protein
874,16371,PMM0092,131.47,48,48,2.07E7,4,4,5,,11735,| PMM0092 | hypothetical protein
751,16278,PMM1091,131.46,24,24,2.76E7,5,5,7,,32782,| PMM1091 | hypothetical protein
668,16217,PMM1328,131.34,33,33,1.69E7,6,6,8,Carbamidomethylation,26275,| pyrF | orotidine 5'-phosphate decarboxylase
618,16389,PMM0088,131.20,62,62,5.48E7,5,5,9,Oxidation (M),8599,| PMM0088 | hypothetical protein
616,12854,PMM0546,131.15,71,71,4.33E7,7,7,9,Oxidation (M),13318,| PMM0546 | hypothetical protein
868,16438,PMM1347,131.07,17,17,5.15E6,5,5,5,,34325,| truB | putative tRNA pseudouridine 55 synthase
718,16283,PMM0168,130.93,26,26,2.56E7,5,5,7,Carbamidomethylation,26601,| chlM | Mg-protoporphyrin IX methyl transferase
706,16174,PMM0533,130.26,24,24,1.35E7,7,7,7,Carbamidomethylation,38361,| PMM0533 | hypothetical protein
642,9871,PMM0047,130.20,23,23,1.85E7,7,7,8,,41476,| thiO | putative thiamine biosynthesis oxidoreductase
861,16303,PMM1569,130.08,15,15,4.67E6,5,5,5,,42971,| moeB | molybdopterin biosynthesis protein
866,16403,PMM1006,129.95,37,37,5.01E7,4,4,5,Carbamidomethylation,18948,| PMM1006 | glutathione peroxidase
712,12847,PMM1364,129.79,19,19,6.34E6,7,7,7,Carbamidomethylation,54451,| murD | UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
798,16338,PMM0928,129.74,20,20,3.79E7,5,5,6,Carbamidomethylation,34403,| secF | preprotein translocase subunit SecF
784,16200,PMM1450,129.71,22,22,2.29E7,6,6,6,Carbamidomethylation,35331,| atpC | F0F1 ATP synthase subunit gamma
835,16355,PMM0082,129.69,17,17,6.52E6,5,5,5,Carbamidomethylation,44184,| PMM0082 | putative NADH dehydrogenase  transport associated
561,16215,PMM0742,129.59,35,35,9.98E7,7,7,10,,21873,| clpP1 | ATP-dependent Clp protease proteolytic subunit
771,10033,PMM0614,129.57,30,30,8.51E6,5,5,6,Carbamidomethylation,22902,| PMM0614 | 2-phosphosulfolactate phosphatase
740,10431,PMM1604,129.50,80,80,3.9E7,4,4,7,Oxidation (M),6859,| PMM1604 | hypothetical protein
859,16272,PMM0340,129.48,37,37,1.21E7,5,5,5,,18753,| PMM0340 | hypothetical protein
833,13216,PMM1487,129.45,27,27,9.58E6,3,3,6,,11004,| rpsT | 30S ribosomal protein S20
452,10642,PMM0185,129.30,46,46,3.33E7,9,9,12,Oxidation (M),27108,| PMM0185 | hypothetical protein
937,10747,PMM1685,129.30,17,17,1.06E7,3,3,4,,32518,| speE | spermidine synthase
669,16242,PMM0041,129.28,43,43,3.3E7,6,6,8,Carbamidomethylation,19519,| PMM0041 | putative reductase
725,16218,PMM0049,129.21,39,39,2.66E7,6,6,7,,23788,| coaE | putative dephospho-CoA kinase
574,10504,PMM0593,129.15,17,17,5.86E6,9,8,9,Carbamidomethylation,80150,| PMM0593 | M3 family peptidase
810,13156,PMM0830,129.12,33,33,6.03E6,5,5,6,Carbamidomethylation,31585,| folP | putative dihydropteroate synthase
167,16474,PMM1608,129.10,64,64,8.92E8,6,6,28,Carbamidomethylation,8635,| acpP | acyl carrier protein
612,16245,PMM0316,128.84,78,78,5.66E7,7,7,9,Carbamidomethylation,13153,| PMM0316 | ferredoxin
961,13253,PMM1333,128.76,22,22,1.16E7,4,4,4,,23129,| PMM1333 | peptide methionine sulfoxide reductase
460,13302,PMM0227,127.98,26,26,2.01E7,9,9,12,Carbamidomethylation,44709,| cysD | ATP-sulfurylase
732,16213,PMM0598,127.97,24,24,7.88E6,6,6,7,Carbamidomethylation,38464,| trpS | tryptophanyl-tRNA synthetase
693,16261,PMM1425,127.76,14,14,1.46E7,6,6,7,Carbamidomethylation,49040,| PMM1425 | serine protease
666,16198,PMM0107,127.70,49,49,1.25E7,7,7,8,Carbamidomethylation,21234,| aroK | shikimate kinase
882,16477,PMM0364,127.58,49,49,2.29E7,3,3,5,Oxidation (M),11865,| PMM0364 | malic enzyme
586,16425,PMM0418,127.18,89,89,4.15E7,5,5,9,Carbamidomethylation; Oxidation (M),8815,| PMM0418 | NifU-like protein
764,16229,PMM0222,126.90,23,23,9.52E6,5,5,6,,34033,| PMM0222 | aspartoacylase
686,16327,PMM0741,126.89,28,28,7.47E7,7,6,8,Carbamidomethylation,25466,| PMM0741 | Thf1-like protein
638,16262,PMM0026,126.39,35,35,3.52E7,7,7,8,,20616,| efp | elongation factor P
823,12880,PMM0458,126.11,37,37,5.38E7,5,5,6,,18644,| PMM0458 | hypothetical protein
672,13150,PMM1486,125.95,23,23,2.22E7,5,5,8,Carbamidomethylation,29968,| PMM1486 | TatD family deoxyribonuclease
702,10214,PMM0948,125.69,21,21,1.3E7,6,6,7,Carbamidomethylation,49145,| PMM0948 | tRNA/rRNA methyltransferase
858,16444,PMM0380,125.49,35,35,1.2E7,3,3,5,Carbamidomethylation,18592,| PMM0380 | hypothetical protein
604,16331,PMM0202,125.48,32,32,1.98E8,5,5,9,Oxidation (M),19068,| rplJ | 50S ribosomal protein L10
553,10146,PMM0950,125.41,57,57,6.34E7,8,8,10,,14715,| rsbV | anti-anti-sigma regulatory factor RsbV
645,10028,PMM0561,125.41,13,13,3.87E6,6,6,8,,67448,| PMM0561 | putative multidrug efflux ABC transporter
700,16300,PMM0271,125.37,18,18,5.11E7,6,6,7,Carbamidomethylation,41712,| tgt | queuine tRNA-ribosyltransferase
741,16397,PMM0983,125.22,40,40,7.87E6,4,4,7,Carbamidomethylation,15039,| PMM0983 | ATP synthase protein 8
763,16157,PMM0887,125.14,19,19,8.31E6,6,6,6,Carbamidomethylation,43939,| nifS | class-V aminotransferase family cysteine desulfurase
636,9892,PMM1664,125.11,34,34,3.41E7,6,6,8,,28567,| thiG | thiazole synthase
610,16194,PMM0345,125.01,60,60,2.23E7,7,7,9,Carbamidomethylation,16810,| PMM0345 | putative bacterioferritin comigratory protein
717,10022,PMM0083,124.27,11,11,2.1E7,5,5,7,,65442,| PMM0083 | DASS family sodium/sulfate transporter
788,16277,PMM1380,124.19,26,26,2.58E7,5,5,6,,25678,| PMM1380 | hypothetical protein
470,16266,PMM1662,124.05,46,46,1.2E8,7,7,12,Carbamidomethylation; Oxidation (M),13478,| rplT | 50S ribosomal protein L20
893,16359,PMM1528,123.89,41,41,4.78E6,4,4,5,Carbamidomethylation,19230,| PMM1528 | HNH endonuclease family protein
614,16258,PMM0286,123.82,45,45,3.44E7,7,7,9,,21259,| PMM0286 | NUDIX hydrolase
660,10544,PMM1529,123.57,20,20,1.21E7,6,6,8,Carbamidomethylation,40966,| prfA | peptide chain release factor 1
621,10590,PMM0478,123.43,30,30,1.53E7,7,7,9,Carbamidomethylation,27193,| PMM0478 | short chain dehydrogenase
796,12829,PMM1341,123.38,12,12,4.92E6,6,6,6,Carbamidomethylation,77500,| nblS | two-component sensor histidine kinase
781,16254,PMM1582,123.24,21,21,1.65E7,6,6,6,,39848,| hemF | coproporphyrinogen III oxidase
956,13037,PMM0355,122.92,41,41,2.36E7,4,4,4,,12880,| PMM0355 | hypothetical protein
713,12924,PMM0925,122.88,25,25,7.54E6,7,7,7,,40476,| PMM0925 | tRNA 2-selenouridine synthase
719,16250,PMM0138,122.74,27,27,1.73E7,6,6,7,,23127,| plsC | putative 1-acyl-sn-glycerol-3-phosphate acyltransferase
739,10160,PMM0189,122.06,17,17,5.47E6,6,6,7,,51475,| trmE | tRNA modification GTPase TrmE
824,16336,PMM0319,122.05,45,45,2.2E7,5,5,6,Carbamidomethylation,21377,| PMM0319 | hypothetical protein
942,16393,PMM0492,121.94,27,27,1.1E7,4,4,4,Carbamidomethylation,18545,| PMM0492 | hypothetical protein
761,10047,PMM0042,121.83,13,13,4.05E6,6,6,6,Carbamidomethylation,67220,| PMM0042 | flavoprotein
651,16571,PMM1007,121.80,13,13,2.49E8,2,2,8,,25481,| PMM1007 | hypothetical protein
714,16182,PMM0706,121.50,21,21,1.15E7,6,6,7,Carbamidomethylation,44468,| phoR | two-component sensor histidine kinase  phosphate sensing
581,13168,PMM1087,121.12,28,28,1.14E7,8,8,9,Carbamidomethylation,40598,| gldA | putative glycerol dehydrogenase
880,16454,PMM0267,120.92,25,25,7.54E6,4,4,5,Carbamidomethylation,22850,| PMM0267 | esterase
777,10196,PMM0639,120.62,17,17,5.81E6,6,6,6,Carbamidomethylation,45636,| stpA | putative glucosylglycerolphosphate phosphatase
423,16495,PMM0869,120.50,49,49,8.36E7,7,7,13,,8317,| rpsR | 30S ribosomal protein S18
441,13171,PMM0725,120.44,33,33,2.76E7,8,8,12,Carbamidomethylation,30040,| PMM0725 | putative phosphate ABC transporter  ATP binding subunit
889,12806,PMM0749,120.30,17,17,6.56E6,5,5,5,,43762,| PMM0749 | ABC-transporter  membrane spanning component
731,16649,PMM1352,120.19,38,38,4.81E7,2,2,7,Carbamidomethylation,10596,| petF | ferredoxin
791,13286,PMM0633,120.19,15,15,2.72E6,5,5,6,Carbamidomethylation,48900,| crtL2 | putative lycopene epsilon cyclase
765,16325,PMM0025,120.15,16,16,1.13E7,5,5,6,,41060,| PMM0025 | cyclophilin-type peptidyl-prolyl cis-trans isomerase
892,16334,PMM0668,120.06,24,24,5.71E6,5,5,5,Carbamidomethylation,29720,| PMM0668 | 16S ribosomal RNA methyltransferase RsmE
862,12988,PMM0132,119.97,40,40,1.59E7,4,4,5,Carbamidomethylation,20059,| PMM0132 | photosystem I assembly protein Ycf3
680,16253,PMM1193,119.97,28,28,2.59E7,7,7,8,Carbamidomethylation,31919,| PMM1193 | putative tetrapyrrole methylase family protein
876,10466,PMM1268,119.84,15,15,1.84E6,4,4,5,,48898,| cobL | putative precorrin-6y methylase
665,9796,PMM0356,119.69,23,23,9.88E6,7,7,8,Carbamidomethylation,36454,| PMM0356 | 2-hydroxy-6-oxohepta-2 4-dienoate hydrolase
513,16156,PMM0200,119.68,31,31,1.7E7,11,11,11,,27654,| rnhA | ribonuclease HI
760,16239,PMM0954,118.69,12,12,4.48E6,5,5,6,Carbamidomethylation,64343,| PMM0954 | multidrug ABC transporter
546,10313,PMM1084,118.67,18,18,4.47E6,8,6,10,Carbamidomethylation,52562,| cad | Orn/Lys/Arg decarboxylase family protein
747,16373,PMM0649,118.61,44,44,7.03E7,5,5,7,,17432,| PMM0649 | pentapeptide repeat-containing protein
967,16552,PMM0166,118.18,20,20,1.05E7,2,2,4,,23247,| cysC | adenylylsulfate kinase
803,16376,PMM0702,118.10,41,41,2.59E7,5,5,6,,15374,| PMM0702 | hypothetical protein
682,16257,PMM1453,118.07,34,34,2.83E7,7,7,8,,19048,| atpF | F0F1 ATP synthase subunit B
705,16343,PMM1504,117.75,19,19,2.43E7,4,4,7,Carbamidomethylation,30767,| pheA | chorismate mutase-prephenate dehydratase
716,12945,PMM1525,117.72,14,14,3.49E6,5,5,7,Carbamidomethylation,67189,| PMM1525 | bifunctional cbiH protein and precorrin-3B C17-methyltransferase
658,16263,PMM0063,117.46,22,22,8.11E7,7,7,8,Oxidation (M),35413,| PMM0063 | hypothetical protein
907,16470,PMM1336,117.31,29,29,1.52E7,4,4,5,Oxidation (M),16809,| fabZ | (3R)-hydroxymyristoyl-ACP dehydratase
794,16396,PMM1531,117.24,32,32,1.31E8,4,4,6,Carbamidomethylation,14924,| rpsI | 30S ribosomal protein S9
559,16249,PMM0015,116.87,51,51,3.91E7,8,8,10,Carbamidomethylation,18743,| PMM0015 | hypothetical protein
808,10090,PMM0007,116.81,30,30,2.44E6,6,6,6,Carbamidomethylation,36241,| PMM0007 | hypothetical protein
801,16388,PMM0636,116.64,29,29,7.79E6,5,5,6,,21001,| PMM0636 | isochorismatase hydrolase family protein
749,16224,PMM0900,116.43,21,21,2.27E7,6,6,7,Carbamidomethylation,44195,| hisZ | ATP phosphoribosyltransferase regulatory subunit
894,16398,PMM0527,116.42,42,42,1.27E7,4,4,5,Carbamidomethylation; Oxidation (M),13430,| PMM0527 | hypothetical protein
782,13179,PMM1659,116.26,13,13,7.7E6,4,4,6,,49209,| PMM1659 | glycosyl transferase family protein
789,13154,PMM0103,115.93,41,41,2.11E7,5,5,6,Carbamidomethylation,14992,| PMM0103 | hypothetical protein
811,16324,PMM0874,115.52,25,25,5.19E6,5,5,6,Carbamidomethylation,32420,| PMM0874 | putative ATP adenylyltransferase
662,16439,PMM1345,115.38,35,35,2.81E8,5,5,8,,9317,| rpmA | 50S ribosomal protein L27
584,16289,PMM0081,115.18,31,31,1.72E7,5,5,9,,28057,| cysH | phosphoadenosine phosphosulfate reductase
792,10273,PMM0677,115.16,13,13,5.69E6,4,4,6,,47963,| PMM0677 | carboxyl-terminal processing protease
558,16243,PMM1052,114.72,50,50,4.2E7,7,7,10,Carbamidomethylation; Oxidation (M),16059,| PMM1052 | hypothetical protein
461,10177,PMM0784,114.70,28,28,1.3E8,9,9,12,Carbamidomethylation,32447,| accD | acetyl-CoA carboxylase subunit beta
806,16461,PMM1667,114.33,58,58,1.14E7,3,3,6,,9374,| PMM1667 | hypothetical protein
471,16332,PMM0124,114.03,71,71,6.59E7,6,6,12,Carbamidomethylation; Oxidation (M),10146,| PMM0124 | hypothetical protein
818,16518,PMM0734,113.89,30,30,1.07E7,3,3,6,,13466,| PMM0734 | CopG family protein
773,10233,PMM1148,113.68,19,19,1.9E7,4,4,6,,21979,| PMM1148 | EF-1 guanine nucleotide exchange doma
776,10250,PMM0187,113.65,12,12,3.61E6,6,6,6,,69644,| argS | arginyl-tRNA synthetase
778,16209,PMM0143,113.48,23,23,2.05E7,6,6,6,,35564,| crtB pys | squalene and phytoene synthase
903,10671,PMM0927,113.16,14,14,9.13E6,4,4,5,,38744,| PMM0927 | hypothetical protein
990,12984,PMM1190,113.07,26,26,5.04E7,3,3,4,,11644,| rpsN | 30S ribosomal protein S14
940,16523,PMM1543,112.85,32,32,6.36E7,2,2,4,Carbamidomethylation,13660,| rplR | 50S ribosomal protein L18
622,16333,PMM0393,112.76,52,52,7.43E7,5,5,9,,10551,| PMM0393 | hypothetical protein
509,16465,PMM1441,112.61,67,67,2.26E8,3,3,11,Oxidation (M),6036,| PMM1441 | hypothetical protein
869,16347,PMM0591,111.95,41,41,1.26E7,5,5,5,Carbamidomethylation,14045,| folB | dihydroneopterin aldolase
685,16404,PMM1285,111.82,37,37,1.6E8,5,5,8,,12869,| rpsP | 30S ribosomal protein S16
817,16524,PMM1499,111.78,37,37,1.21E7,4,4,6,,13206,| clpS | ATP-dependent Clp protease adaptor protein ClpS
677,10450,PMM0736,111.77,42,42,2.8E7,4,4,8,Carbamidomethylation,13342,| PMM0736 | alpha-2-macroglobulin family protein
670,13100,PMM0535,111.66,29,29,2.46E7,5,5,8,Carbamidomethylation,25689,| PMM0535 | short chain dehydrogenase
845,16337,PMM0040,111.47,11,11,3.61E6,5,4,5,,66620,| PMM0040 | putative penicillin-binding protein
955,16401,PMM1621,111.36,22,22,3.18E6,4,4,4,,28423,| mreC | rod shape-determining protein MreC
709,9745,PMM0733,111.21,18,18,2.24E7,7,7,7,,51083,| PMM0733 | hypothetical protein
945,13135,PMM1561,111.17,18,18,9.43E6,4,4,4,,30668,| PMM1561 | hypothetical protein
1052,10295,PMM0422,111.16,21,21,3.35E6,3,3,3,Carbamidomethylation,25354,| PMM0422 | tRNA/rRNA methyltransferase (SpoU)
577,9937,PMM1490,110.95,32,32,1.64E7,8,8,9,,41197,| PMM1490 | trypsin-like serine protease
708,10264,PMM1192,110.84,31,31,7.23E6,7,7,7,Carbamidomethylation,35752,| PMM1192 | 3'-phosphoadenosine-5'-phosphosulfate (PAPS) 3'-phosphatase
726,16301,PMM0579,110.79,45,45,7.12E6,5,5,7,Carbamidomethylation,18598,| PMM0579 | 6-pyruvoyl-tetrahydropterin synthase
463,16131,PMM1647,110.53,43,43,1.47E7,11,11,12,Oxidation (M),37844,| PMM1647 | DNA polymerase III subunit delta
735,16255,PMM0498,110.37,23,23,4.47E6,6,6,7,,42786,| PMM0498 | hypothetical protein
851,16302,PMM0694,110.32,29,29,1.33E7,5,5,5,Carbamidomethylation,24395,| PMM0694 | short-chain dehydrogenase/reductase
768,16434,PMM0435,110.31,8,8,1.84E7,4,4,6,,54220,| ndhB | NAD(P)H-quinone oxidoreductase subunit 2
813,16362,PMM0778,110.28,14,14,3.96E6,5,5,6,,39889,| cobW | putative cobalamin synthesis protein
737,16298,PMM0149,110.21,9,9,3.37E7,5,5,7,,73468,| ndhF | NAD(P)H-quinone oxidoreductase subunit F
931,10399,PMM1120,109.97,9,9,1.44E6,4,4,4,,72143,| PMM1120 | TPR repeat-containing sulfotransferase
938,16445,PMM0965,109.89,48,48,8.25E6,4,4,4,,11173,| ureA | urease subunit gamma
730,16432,PMM0766,109.82,28,28,4.36E7,5,5,7,Carbamidomethylation,27324,| rpe | ribulose-phosphate 3-epimerase
853,10702,PMM0218,109.73,20,20,3E6,5,5,5,,35440,| obgE | GTPase ObgE
837,10408,PMM0489,109.45,11,11,7.6E6,5,5,5,,58687,| futB hitB | putative iron ABC transporter
786,13004,PMM0618,108.65,17,17,1.53E7,5,5,6,,35912,| sds | polyprenyl synthetase; solanesyl diphosphate synthase (sds)
804,16413,PMM1151,108.64,59,59,5.35E7,4,4,6,Carbamidomethylation; Oxidation (M),9735,| infA | translation initiation factor IF-1
704,16370,PMM0750,108.46,26,26,2.68E7,5,5,7,Carbamidomethylation,26642,| PMM0750 | ABC transporter  ATP-binding component
639,10588,PMM0285,108.17,23,23,7.69E6,8,8,8,,55859,| phr | putative DNA photolyase
1148,16544,PMM1181,107.61,24,24,6.05E6,2,2,2,,14286,| tyrA | chorismate mutase
743,16372,PMM0516,107.57,14,14,9.77E6,5,5,7,,51836,| PMM0516 | membrane-associated protease
687,16281,PMM0732,107.16,53,53,9.63E7,7,7,8,,10806,| PMM0732 | major surface glycoprotein
701,13333,PMM0595,106.91,30,30,4.17E7,6,6,7,Carbamidomethylation,33693,| thrB | homoserine kinase
727,16206,PMM0986,106.53,36,36,1.85E7,6,6,7,,18003,| PMM0986 | hypothetical protein
852,10245,PMM0391,106.34,14,14,6.13E6,5,5,5,Carbamidomethylation,51201,| engA | GTP-binding protein EngA
772,10302,PMM0139,106.19,31,31,6.01E6,5,4,6,,24958,| PMM0139 | hypothetical protein
849,10610,PMM0786,105.90,15,15,7.89E6,4,4,5,Carbamidomethylation,39033,| leuB | 3-isopropylmalate dehydrogenase
1025,16412,PMM1254,105.79,13,13,1.52E7,3,3,3,,36868,| PMM1254 | glycosyl transferase family protein
846,16265,PMM1021,105.77,24,24,4.16E7,5,5,5,,29039,| PMM1021 | pili assembly chaperone
847,13130,PMM0875,105.36,35,35,1.29E7,4,4,5,Carbamidomethylation,14913,| PMM0875 | hypothetical protein
872,13322,PMM0021,105.14,20,20,4.69E6,5,5,5,,32914,| murB | UDP-N-acetylenolpyruvoylglucosamine reductase
827,12850,PMM0737,104.98,32,32,1.74E7,5,5,6,Carbamidomethylation; Oxidation (M),17183,| PMM0737 | hypothetical protein
841,16596,PMM0160,104.97,8,8,3.96E7,2,2,5,,40388,| ndhA | NADH dehydrogenase subunit H
1068,9833,PMM0247,104.52,14,14,5.66E6,3,3,3,,36858,| PMM0247 | hypothetical protein
844,16267,PMM0803,104.52,17,17,5.17E6,5,5,5,Carbamidomethylation,39722,| futC | ABC transporter ATP-binding protein
941,16516,PMM1640,104.38,18,18,1.04E7,2,2,4,,17279,| PMM1640 | GNAT family acetyltransferase
980,16452,PMM0260,104.26,39,39,1.41E7,3,3,4,Carbamidomethylation,10188,| PMM0260 | hypothetical protein
350,10496,PMM1440,104.23,44,44,2.69E8,6,6,15,Carbamidomethylation; Oxidation (M),17553,| PMM1440 | hypothetical protein
736,16208,PMM0632,103.95,30,30,1.9E7,5,5,7,Carbamidomethylation; Oxidation (M),26197,| PMM0632 | short-chain dehydrogenase/reductase
821,12954,PMM0789,103.87,32,32,1.01E7,5,5,6,Carbamidomethylation,18880,| PMM0789 | hypothetical protein
896,16415,PMM0179,103.81,46,46,8.76E7,4,4,5,Carbamidomethylation,9871,| PMM0179 | glutaredoxin
613,10173,PMM1170,103.75,34,34,1.16E7,7,7,9,Carbamidomethylation,25372,| PMM1170 | hypothetical protein
1037,16442,PMM0610,103.64,9,9,2.07E6,3,3,3,,52106,| murF | cytoplasmic peptidoglycan synthetase
711,16259,PMM1497,103.36,24,24,1.11E8,7,7,7,Carbamidomethylation,42267,| PMM1497 | glycosyl transferase family protein
924,13018,PMM1102,103.01,7,7,1.97E6,4,4,4,,64977,| recD | exodeoxyribonuclease V 67 kD polypeptide
935,16411,PMM0322,102.94,19,19,3.02E6,4,4,4,Carbamidomethylation,24674,| minC | septum site-determining protein
663,16541,PMM0775,102.90,40,40,1.6E8,4,4,8,,10813,| PMM0775 | hypothetical protein
750,16247,PMM0886,102.80,33,33,4.89E7,6,6,7,Oxidation (M),25374,| PMM0886 | hypothetical protein
742,12972,PMM1428,102.78,28,28,2.67E7,4,4,7,,18075,| PMM1428 | hypothetical protein
911,16522,PMM0846,102.44,18,18,1.21E7,4,4,5,,17926,| PMM0846 | hypothetical protein
733,13164,PMM0077,102.35,19,19,8.41E6,7,7,7,,48010,| yrvN | recombination factor protein RarA
812,10404,PMM0787,102.08,21,21,1.4E7,4,4,6,Carbamidomethylation,37015,| lpxD | UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
554,10459,PMM1200,101.62,26,26,3.22E7,9,9,10,Carbamidomethylation,36041,| PMM1200 | glycosyl transferase family protein
753,16294,PMM0548,101.31,31,31,1.56E7,5,5,7,Carbamidomethylation,21745,| PMM0548 | HAM1 family protein
842,16260,PMM0125,101.20,26,26,9.82E6,5,5,5,,25292,| PMM0125 | ABC transporter ATP-binding protein
802,16369,PMM0002,101.12,29,29,6.92E6,5,4,6,,27418,| PMM0002 | hypothetical protein
630,10481,PMM0842,101.07,23,23,1.04E7,8,8,8,Carbamidomethylation,49756,| pmbA | putative modulator of DNA gyrase
933,10277,PMM1078,100.74,22,22,5.7E6,4,4,4,,22239,| PMM1078 | hypothetical protein
836,16441,PMM1324,100.72,16,16,9.49E6,3,3,5,Oxidation (M),26850,| PMM1324 | putative transporter  membrane component
822,13045,PMM1356,100.71,25,25,1.1E7,6,6,6,,30363,| PMM1356 | hypothetical protein
900,16420,PMM0556,100.67,44,44,3.28E7,5,5,5,,9578,| PMM0556 | hypothetical protein
877,16361,PMM0664,100.56,25,25,8.81E6,4,4,5,,24874,| PMM0664 | hypothetical protein
1055,16575,PMM0344,100.48,38,38,2.58E7,3,3,3,Carbamidomethylation,8994,| PMM0344 | hypothetical protein
962,10529,PMM1334,100.46,12,12,3.25E6,4,4,4,,44822,| lpxB | lipid-A-disaccharide synthase
918,12990,PMM0156,100.41,16,16,3.88E6,4,4,4,Carbamidomethylation,34128,| ppnK | inorganic polyphosphate/ATP-NAD kinase
977,10397,PMM1583,100.33,25,25,3.18E6,4,4,4,Carbamidomethylation,21099,| PMM1583 | hypothetical protein
982,16466,PMM0574,100.29,38,38,3.2E7,3,3,4,Carbamidomethylation,10893,| PMM0574 | YciI-like protein
943,16364,PMM0680,100.01,18,18,1.16E7,4,4,4,,29355,| PMM0680 | hypothetical protein
