Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 264+265-NT1+2-94m-p1trap,Coverage (%) 266+267-NT3+4--265m-p1trap,Coverage (%) 268_269-NT5+6-965m-p2trap,Coverage (%) 111-2012-105m-bb2trap,Coverage (%) 97-2012-750m-bb2trap,Area 264+265-NT1+2-94m-p1trap,Area 266+267-NT3+4--265m-p1trap,Area 268_269-NT5+6-965m-p2trap,Area 111-2012-105m-bb2trap,Area 97-2012-750m-bb2trap,#Peptides,#Unique,#Spec 264+265-NT1+2-94m-p1trap,#Spec 266+267-NT3+4--265m-p1trap,#Spec 268_269-NT5+6-965m-p2trap,#Spec 111-2012-105m-bb2trap,#Spec 97-2012-750m-bb2trap,PTM,Avg. Mass,Description
1030,16942,ETNP_140,26.99,14,9,0,0,14,0,2.47E5,,,0E0,,2,2,1,0,0,1,0,,8750,hypothetical protein
1030,16960,ETNP_100,26.99,11,7,0,0,11,0,2.47E5,,,0E0,,2,2,1,0,0,1,0,,11339,hypothetical protein
1030,16961,ETNP_100,26.99,11,7,0,0,11,0,2.47E5,,,0E0,,2,2,1,0,0,1,0,,11297,hypothetical protein
1030,16962,ETNP_120,26.99,11,7,0,0,11,0,2.47E5,,,0E0,,2,2,1,0,0,1,0,,11301,hypothetical protein
1030,16963,ETNP_90,26.99,11,7,0,0,11,0,2.47E5,,,0E0,,2,2,1,0,0,1,0,,11297,hypothetical protein
1030,16964,ETNP_110,26.99,11,7,0,0,11,0,2.47E5,,,0E0,,2,2,1,0,0,1,0,,11297,hypothetical protein
1030,16971,ETNP_110,26.99,10,6,0,0,10,0,2.47E5,,,0E0,,2,2,1,0,0,1,0,,12199,hypothetical protein
1030,16972,ETNP_140,26.99,10,6,0,0,10,0,2.47E5,,,0E0,,2,2,1,0,0,1,0,,12199,hypothetical protein
1030,16973,ETNP_100,26.99,10,6,0,0,10,0,2.47E5,,,0E0,,2,2,1,0,0,1,0,,12199,hypothetical protein
1030,16974,ETNP_90,26.99,10,6,0,0,10,0,2.47E5,,,0E0,,2,2,1,0,0,1,0,,12199,hypothetical protein
1030,16975,NP_85,26.99,10,6,0,0,10,0,2.47E5,,,0E0,,2,2,1,0,0,1,0,,12199,hypothetical protein
649,5329,XP_003056936,26.97,0,0,0,0,0,0,,,,,,2,0,0,0,2,0,0,,311680,hypothetical protein MICPUCDRAFT_56546  Micromonas pusilla CCMP1545
995,7885,ACY14293.1,26.91,1,0,0,1,0,0,,,8.21E5,,,2,1,0,0,2,0,0,,94893,Peptidoglycan-binding lysin domain protein [Haliangium ochraceum DSM 14365]
1812,3307,WP_038126847.1,26.72,1,0,0,1,0,0,,,2.1E4,,,1,1,0,0,1,0,0,,79147,hypothetical protein [Verrucomicrobia bacterium SCGC AAA168-F10]
588,3544,EJK69354,26.58,1,0,0,0,0,1,,,,0E0,1.87E4,2,2,0,0,0,1,1,Carbamidomethylation; Oxidation (M),267172,hypothetical protein THAOC_09400  Thalassiosira oceanica
510,4310,XP_003056805,26.57,4,0,0,3,1,3,,,7.43E2,,3.05E4,2,1,0,0,1,1,1,,67107,p-type ATPase superfamily  Micromonas pusilla CCMP1545
891,7489,ACY18949.1,26.54,2,0,0,0,0,1,,,,,0E0,2,1,0,0,1,0,1,,111903,peptidase M16 domain protein [Haliangium ochraceum DSM 14365]
1044,14417,NP_300,26.54,4,0,0,1,3,0,,,,4.14E5,,2,1,0,0,1,1,0,Oxidation (M),60331,Alkanal monooxygenase alpha chain
179,4487,ETNP_120,26.51,7,7,0,7,7,0,2.73E5,,1.07E6,1.81E6,,1,1,1,0,5,1,0,,18113,hypothetical protein
1584,2736,ETNP_120,26.46,3,0,0,0,3,0,,,,8.02E4,,1,1,0,0,0,1,0,Oxidation (M),37986,Sulfate/thiosulfate import ATP-binding protein CysA
1029,10418,ADI91494.1,26.44,4,0,0,1,3,0,,,,0E0,,2,1,0,0,1,1,0,,54188,cysteinyl-tRNA synthetase [Acinetobacter oleivorans DR1]
787,4415,ETNP_70,26.43,2,0,0,0,2,1,,,,2.14E5,,2,1,0,0,0,1,1,,93836,ATP-dependent RNA helicase RhlB
877,6505,XP_002176808,26.37,3,0,0,1,2,0,,,,0E0,,2,1,0,0,1,1,0,Oxidation (M),78326,predicted protein  Phaeodactylum tricornutum CCAP 1055
2552,2849,|#CONTAM#PPIA_HUMAN|,26.36,8,0,0,0,8,0,,,,2.57E5,,1,1,0,0,0,1,0,Carbamidomethylation,17881,sp|#CONTAM#PPIA_HUMAN|
513,6664,ETNP14_68,26.35,3,1,0,0,1,0,,,,5.18E5,,2,1,2,0,0,1,0,,47223,Dihydroorotase
1799,2646,CAN90998.1,26.33,4,0,0,0,0,4,,,,,3.37E3,1,1,0,0,0,0,1,Carbamidomethylation,43374,Elongation factor (EF) [Sorangium cellulosum So ce56]
2105,2790,ETNP14_68,26.29,6,0,0,0,0,6,,,,,9.67E4,1,1,0,0,0,0,1,,13578,50S ribosomal protein L20
2105,2865,ETNP14_120,26.29,6,0,0,0,0,6,,,,,9.67E4,1,1,0,0,0,0,1,,13631,50S ribosomal protein L20
2105,2866,ETNP_180,26.29,6,0,0,0,0,6,,,,,9.67E4,1,1,0,0,0,0,1,,13698,50S ribosomal protein L20
618,3526,XP_003061741,26.27,1,1,0,1,0,0,0E0,,,,,2,1,1,0,1,0,0,,101730,predicted protein  Micromonas pusilla CCMP1545
1803,2861,ETNP_300,26.25,9,0,0,0,0,9,,,,,2.52E5,1,1,0,0,0,0,1,,10778,hypothetical protein
1803,2862,ETNP_160,26.25,9,0,0,0,0,9,,,,,2.52E5,1,1,0,0,0,0,1,,10979,hypothetical protein
980,6853,ETNP_300,26.19,2,0,0,1,1,0,,,5.88E5,1.18E5,,2,2,0,0,1,1,0,,77136,hypothetical protein
880,6682,WP_011219490.1,26.15,3,0,0,3,0,0,,,,,,2,0,0,0,2,0,0,,39739,GTP-binding protein YchF [Photobacterium profundum]
550,3169,NP_869431,26.03,0,0,0,0,0,0,,,,1.42E6,,2,1,0,0,0,1,1,,316983,beta keto-acyl synthase Rhodopirellula baltica SH 1
2103,2748,ETNP_180,25.95,6,0,0,0,6,0,,,,3.72E6,,1,1,0,0,0,1,0,,25352,Scramblase
547,3461,XP_003083965,25.92,1,0,0,0,1,0,,,,1.11E5,,2,1,0,0,0,1,1,,181536,Predicted E3 ubiquitin ligase ISS  Ostreococcus tauri
1039,12692,ETNP_120,25.91,6,0,0,6,0,0,,,0E0,,,2,1,0,0,2,0,0,,26117,hypothetical protein
860,5115,ETNP_120,25.88,2,0,0,2,0,0,,,2.98E5,,,2,1,0,0,2,0,0,,105206,Histone H1-like nucleoprotein HC2
2973,15527,ETNP_100,25.87,5,0,0,5,0,0,,,0E0,,,1,1,0,0,1,0,0,,22535,hypothetical protein
2973,15528,ETNP_100,25.87,5,0,0,5,0,0,,,0E0,,,1,1,0,0,1,0,0,,24310,hypothetical protein
2973,15531,ETNP14_68,25.87,3,0,0,3,0,0,,,0E0,,,1,1,0,0,1,0,0,,40694,anaerobic ribonucleoside triphosphate reductase
2973,15534,ETNP14_68,25.87,1,0,0,1,0,0,,,0E0,,,1,1,0,0,1,0,0,,79774,anaerobic ribonucleoside triphosphate reductase
2973,15535,ETNP14_120,25.87,1,0,0,1,0,0,,,0E0,,,1,1,0,0,1,0,0,,80225,anaerobic ribonucleoside triphosphate reductase
779,3692,XP_003079700,25.83,1,1,0,0,1,0,8.02E3,,,5.27E5,,2,2,1,0,0,1,0,Carbamidomethylation,130555,putative ATP-dependent RNA helicase ISS partial  Ostreococcus tauri
582,3189,virus_CCADEAMM_47265,25.83,1,0,0,0,1,0,,,,9.03E6,,2,2,0,0,0,2,0,,260417,hypothetical protein
1380,4017,SAR11,25.83,1,0,0,1,0,0,,,1.17E5,,,1,1,0,0,1,0,0,,105156,DNA polymerase I
2900,2987,ETNP_90,25.81,8,0,0,0,8,0,,,,2.25E6,,1,1,0,0,0,1,0,Carbamidomethylation,12234,50S ribosomal protein L10e
2900,2988,ETNP_70,25.81,6,0,0,0,6,0,,,,2.25E6,,1,1,0,0,0,1,0,Carbamidomethylation,18202,50S ribosomal protein L10e
2900,2989,XP_002183263,25.81,4,0,0,0,4,0,,,,2.25E6,,1,1,0,0,0,1,0,Carbamidomethylation,24701,predicted protein  Phaeodactylum tricornutum CCAP 1055
2900,2990,EJK46696,25.81,4,0,0,0,4,0,,,,2.25E6,,1,1,0,0,0,1,0,Carbamidomethylation,24625,hypothetical protein THAOC_34623  Thalassiosira oceanica
2900,2991,XP_003054891,25.81,4,0,0,0,4,0,,,,2.25E6,,1,1,0,0,0,1,0,Carbamidomethylation,25884,predicted protein  Micromonas pusilla CCMP1545
811,6668,WP_018969936,25.77,1,0,0,0,0,0,,,2.71E4,,,2,1,1,0,1,0,0,,192856,hypothetical protein Rubritalea marina
825,13135,ETNP_300,25.76,7,7,0,7,0,0,0E0,,,,,1,1,1,0,1,0,0,,15175,Glycine--tRNA ligase
974,5734,ETNP_300,25.75,2,1,0,0,1,0,,,,,,2,0,1,0,0,1,0,,57957,Glutamate synthase [NADPH] large chain
2901,2995,ETNP14_120,25.71,5,0,0,0,5,0,,,,2.85E5,,1,1,0,0,0,1,0,,26501,Fructokinase
964,3696,NP_300,25.70,7,0,0,4,0,2,,,3.95E5,,,2,1,0,0,1,0,1,,22887,NADH-quinone oxidoreductase chain 2
654,15795,ETNP_110,25.68,24,0,0,24,0,0,,,9.09E4,,,1,1,0,0,2,0,0,,4648,hypothetical protein
654,15796,ETNP_100,25.68,24,0,0,24,0,0,,,9.09E4,,,1,1,0,0,2,0,0,,4648,hypothetical protein
654,18074,ETNP_120,25.68,24,0,0,24,0,0,,,9.09E4,,,1,1,0,0,2,0,0,,4648,hypothetical protein
821,9001,CAN94627.1,25.61,1,0,0,0,1,0,,,,4.51E3,,2,1,0,0,1,1,0,,126099,hypothetical protein predicted by Glimmer/Critica [Sorangium cellulosum So ce56]
791,4722,WP_012844211,25.59,4,0,0,0,4,0,,,,5.5E5,,2,2,0,0,0,2,0,,106427,sugar transporter Rhodothermus marinus
2554,2956,XP_003057823,25.56,6,0,0,0,6,0,,,,9.69E4,,1,1,0,0,0,1,0,,19720,predicted protein  Micromonas pusilla CCMP1545
2554,3002,XP_002183525,25.56,6,0,0,0,6,0,,,,9.69E4,,1,1,0,0,0,1,0,,19712,predicted protein partial  Phaeodactylum tricornutum CCAP 1055
2554,3003,XP_002176756,25.56,6,0,0,0,6,0,,,,9.69E4,,1,1,0,0,0,1,0,,20708,predicted protein  Phaeodactylum tricornutum CCAP 1055
2554,3004,EJK75650,25.56,6,0,0,0,6,0,,,,9.69E4,,1,1,0,0,0,1,0,,20830,hypothetical protein THAOC_02625  Thalassiosira oceanica
901,8551,ETNP14_68,25.56,2,0,0,1,1,0,,,,,,2,0,0,0,1,1,0,,73662,Chaperone protein HtpG
1510,4880,ETNP_140,25.51,3,0,0,3,0,0,,,7.53E5,,,1,1,0,0,1,0,0,,36206,Fructose-bisphosphate aldolase class 1
1510,4881,ETNP_160,25.51,3,0,0,3,0,0,,,7.53E5,,,1,1,0,0,1,0,0,,36206,Fructose-bisphosphate aldolase class 1
1510,4882,ETNP_180,25.51,3,0,0,3,0,0,,,7.53E5,,,1,1,0,0,1,0,0,,36206,Fructose-bisphosphate aldolase class 1
1510,4883,ETNP_300,25.51,3,0,0,3,0,0,,,7.53E5,,,1,1,0,0,1,0,0,,36206,Fructose-bisphosphate aldolase class 1
1510,4886,ETNP_150,25.51,3,0,0,3,0,0,,,7.53E5,,,1,1,0,0,1,0,0,,36692,Fructose-bisphosphate aldolase class 1
1147,19333,ETNP14_68,25.48,5,0,0,0,5,2,,,,2.67E5,,2,1,0,0,0,1,1,Oxidation (M),28354,LamB/YcsF family protein
629,9650,WP_007281101,25.45,1,0,0,1,0,0,,,0E0,,,2,1,0,0,2,0,0,,122054,hypothetical protein Lentisphaera araneosa
1136,16187,ETNP_160,25.45,3,1,0,1,0,0,,,,,,2,0,1,0,1,0,0,,43804,Histidinol-phosphate aminotransferase 2
2106,2795,ETNP_120,25.38,4,0,0,0,4,0,,,,5.52E5,,1,1,0,0,0,1,0,,26202,NAD(P) transhydrogenase subunit beta
2106,2963,ETNP_160,25.38,2,0,0,0,2,0,,,,5.52E5,,1,1,0,0,0,1,0,,48058,NAD(P) transhydrogenase subunit beta
767,2771,ETNP_140,25.37,4,0,0,0,4,0,,,,2.75E7,,1,1,0,0,0,2,0,,27376,L-fuculose phosphate aldolase
767,2772,ETNP_180,25.37,4,0,0,0,4,0,,,,2.75E7,,1,1,0,0,0,2,0,,33042,Methylthioribulose-1-phosphate dehydratase
767,2773,ETNP_300,25.37,4,0,0,0,4,0,,,,2.75E7,,1,1,0,0,0,2,0,,33042,Methylthioribulose-1-phosphate dehydratase
767,2774,ETNP_160,25.37,4,0,0,0,4,0,,,,2.75E7,,1,1,0,0,0,2,0,,33042,Methylthioribulose-1-phosphate dehydratase
767,2775,ETNP_120,25.37,4,0,0,0,4,0,,,,2.75E7,,1,1,0,0,0,2,0,,33042,Methylthioribulose-1-phosphate dehydratase
544,3198,ETNP14_68,25.32,1,0,0,0,0,0,,2.43E3,,,2.58E4,2,2,0,1,0,0,1,,280914,hypothetical protein
1103,10923,ETNP14_120,25.31,3,0,0,1,2,0,,,5.31E5,,,2,1,0,0,1,1,0,,73432,hypothetical protein
885,6940,BAE49302.1,25.30,3,0,0,1,2,0,,,,2.09E4,,2,1,0,0,1,1,0,,76347,Flagellar biosynthesis pathway [Magnetospirillum magneticum AMB-1]
1801,2764,ETNP_120,25.30,1,0,0,0,1,0,,,,1.05E6,,1,1,0,0,0,1,0,,85358,Serine-rich adhesin for platelets precursor
254,6945,WP_009605782,25.29,2,1,1,1,0,1,,,,,,2,0,1,1,1,0,2,,64620,dihydroxy-acid dehydratase SAR116 cluster alpha proteobacterium HIMB100
902,8556,ETNP_100,25.27,2,1,0,1,0,0,,,,,,2,0,1,0,1,0,0,,66508,hypothetical protein
904,8612,WP_009604034,25.26,2,0,0,1,1,0,,,,,,2,0,0,0,1,1,0,Oxidation (M),70774,heat-shock protein Hsp90 SAR116 cluster alpha proteobacterium HIMB100
804,6126,ACY17861.1,25.25,3,0,0,2,1,0,,,6.16E5,,,2,1,0,0,1,1,0,,73928,Heat shock protein Hsp90-like protein [Haliangium ochraceum DSM 14365]
2104,2765,WP_018969301,25.23,2,0,0,0,2,0,,,,0E0,,1,1,0,0,0,1,0,,78229,isocitrate dehydrogenase  NADP-dependent Rubritalea marina
2555,2960,ETNP14_68,25.20,7,0,0,0,7,0,,,,5.77E4,,1,1,0,0,0,1,0,Oxidation (M),32284,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
1440,2767,ETNP_120,25.18,2,0,0,0,2,0,,,,6.15E5,,1,1,0,0,0,1,0,,94164,hypothetical protein
682,5260,virus_CCADEAMM_43245,25.14,2,0,0,2,0,0,,,5.01E5,,,2,2,0,0,2,0,0,Oxidation (M),94530,hypothetical protein
258,4058,ETNP_120,25.11,10,3,3,0,8,3,,,,1.02E5,,2,1,1,1,0,1,2,,18291,hypothetical protein
824,11396,WP_015404183,25.03,4,0,0,4,0,0,,,1.35E5,,,2,1,0,0,2,0,0,,42466,protease FtsH subunit HflK Desulfocapsa sulfexigens
2109,2965,ETNP_110,25.01,4,0,0,0,4,0,,,,4.12E4,,1,1,0,0,0,1,0,Oxidation (M),45993,hypothetical protein
2109,2966,ETNP_120,25.01,4,0,0,0,4,0,,,,4.12E4,,1,1,0,0,0,1,0,Oxidation (M),49232,hypothetical protein
2109,2967,ETNP_100,25.01,4,0,0,0,4,0,,,,4.12E4,,1,1,0,0,0,1,0,Oxidation (M),49232,hypothetical protein
2109,2968,ETNP_100,25.01,4,0,0,0,4,0,,,,4.12E4,,1,1,0,0,0,1,0,Oxidation (M),49232,hypothetical protein
2109,2969,ETNP_120,25.01,4,0,0,0,4,0,,,,4.12E4,,1,1,0,0,0,1,0,Oxidation (M),49232,hypothetical protein
2109,2970,ETNP_90,25.01,4,0,0,0,4,0,,,,4.12E4,,1,1,0,0,0,1,0,Oxidation (M),49232,hypothetical protein
672,3928,EJK48491,25.01,1,0,0,0,0,0,,,,,9.91E4,2,1,0,0,0,1,1,Carbamidomethylation,289716,hypothetical protein THAOC_32707 partial  Thalassiosira oceanica
1264,2944,ETNP14_68,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,51288,Adenylosuccinate lyase
1264,2946,ETNP14_68,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,50764,Adenylosuccinate lyase
1264,2957,WP_013263478,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,50821,adenylosuccinate lyase gamma proteobacterium HdN1
1264,2972,ETNP14_68,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,50831,Adenylosuccinate lyase
1264,2977,ETNP14_68,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,51213,Adenylosuccinate lyase
1264,2978,ETNP14_68,24.93,5,0,0,0,0,5,,,,,,1,0,0,0,0,0,1,,18973,Adenylosuccinate lyase
1264,2979,ETNP14_68,24.93,3,0,0,0,0,3,,,,,,1,0,0,0,0,0,1,,40418,Adenylosuccinate lyase
1264,2980,EAP88332.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,50334,adenylosuccinate lyase [Croceibacter atlanticus HTCC2559]
1264,3005,ACL72930.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,50295,adenylosuccinate lyase [Thioalkalivibrio sulfidiphilus HL-EbGr7]
1264,3252,CAI86765.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,51498,adenylosuccinate lyase [Pseudoalteromonas haloplanktis TAC125]
1264,3254,ETNP14_68,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,51780,Adenylosuccinate lyase
1264,3266,ETNP14_120,24.93,4,0,0,0,0,4,,,,,,1,0,0,0,0,0,1,,23288,Adenylosuccinate lyase
1264,3268,ETNP14_68,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,52292,Adenylosuccinate lyase
1264,3273,WP_011588556.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,50983,MULTISPECIES: adenylosuccinate lyase [Alcanivorax]
1264,3276,WP_011468155.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,50709,adenylosuccinate lyase [Saccharophagus degradans]
1264,3288,ETNP14_68,24.93,5,0,0,0,0,5,,,,,,1,0,0,0,0,0,1,,19922,Adenylosuccinate lyase
1264,3291,ETNP14_68,24.93,3,0,0,0,0,3,,,,,,1,0,0,0,0,0,1,,35806,Adenylosuccinate lyase
1264,3294,WP_009779874.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,50315,adenylosuccinate lyase [Leeuwenhoekiella blandensis]
1264,3295,WP_013751973.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,50276,adenylosuccinate lyase [Dokdonia sp. 4H-3-7-5]
1264,3296,WP_035336693.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,50262,adenylosuccinate lyase [Dokdonia sp. PRO95]
1264,3297,EDP96110.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,50468,adenylosuccinate lyase [Kordia algicida OT-1]
1264,3298,AMC10472.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,51156,adenylosuccinate lyase [Lutibacter profundi]
1264,3299,WP_021778886.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,50435,adenylosuccinate lyase [Dokdonia sp. MED134]
1264,4180,ETNP14_68,24.93,6,0,0,0,0,6,,,,,,1,0,0,0,0,0,1,,17231,Adenylosuccinate lyase
1264,4181,ETNP14_68,24.93,6,0,0,0,0,6,,,,,,1,0,0,0,0,0,1,,17743,Adenylosuccinate lyase
1264,4182,ETNP14_120,24.93,5,0,0,0,0,5,,,,,,1,0,0,0,0,0,1,,21129,Adenylosuccinate lyase
1264,4183,ETNP14_68,24.93,4,0,0,0,0,4,,,,,,1,0,0,0,0,0,1,,24502,Adenylosuccinate lyase
1264,4185,ETNP14_68,24.93,4,0,0,0,0,4,,,,,,1,0,0,0,0,0,1,,28563,Adenylosuccinate lyase
1264,4188,WP_011217888.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,51562,adenylosuccinate lyase [Photobacterium profundum]
1264,4189,NP_300,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,52177,Adenylosuccinate lyase
2117,3315,ADI89887.1,24.93,2,0,0,0,0,2,,,,,,1,0,0,0,0,0,1,,51443,adenylosuccinate lyase [Acinetobacter oleivorans DR1]
1122,12476,ETNP14_120,24.92,5,0,0,5,0,0,,,,,,2,0,0,0,2,0,0,,17661,hypothetical protein
146,3039,ETNP_300,24.89,3,3,0,3,3,0,,,1.34E7,,,1,1,1,0,7,2,0,,32889,Secreted effector protein pipB2
737,5393,ABQ31958.1,24.86,2,0,0,1,1,0,,,,2.07E5,,2,1,0,0,1,1,0,,58079,Formate-tetrahydrofolate ligase [Acidiphilium cryptum JF-5]
1228,2751,Flavovirus_FBAKDGPJ_03866,24.77,1,0,0,0,1,0,,,,1.48E6,,1,1,0,0,0,1,0,,272768,hypothetical protein
1228,2752,Flavovirus_FBAKDGPJ_03794,24.77,1,0,0,0,1,0,,,,1.48E6,,1,1,0,0,0,1,0,,272769,hypothetical protein
2904,3046,ETNP_120,24.71,10,0,0,0,10,0,,,,1.94E6,,1,1,0,0,0,1,0,,13160,hypothetical protein
1083,3050,ETNP_180,24.66,4,0,0,0,4,0,,,,5.58E6,,1,1,0,0,0,2,0,,41695,hypothetical protein
2905,3051,WP_002653232,24.66,5,0,0,0,5,0,,,,1.03E5,,1,1,0,0,0,1,0,,35473,hypothetical protein  Blastopirellula marina
1005,8275,ETNP14_68,24.64,3,0,0,1,0,2,,,,,2E4,2,1,0,0,1,0,1,,78388,Sulfite reductase [NADPH] flavoprotein alpha-component
1005,10845,ETNP_90,24.64,4,0,0,1,0,3,,,,,2E4,2,1,0,0,1,0,1,,58840,Sulfite reductase [NADPH] flavoprotein alpha-component
783,3877,WP_011372894.1,24.64,3,0,0,0,1,1,,,,,7.79E4,2,1,0,0,0,1,1,,71786,molecular chaperone HtpG [Sulfurimonas denitrificans]
1001,8176,WP_038136113.1,24.60,2,0,0,1,0,1,,,,,,2,0,0,0,1,0,1,,44775,hypothetical protein [Verrucomicrobia bacterium SCGC AAA168-F10]
803,5931,ETNP_120,24.60,10,0,0,0,8,2,,,,1.5E5,,2,1,0,0,0,1,1,Oxidation (M),36289,SdiA-regulated
803,10565,ETNP14_120,24.60,26,0,0,0,22,4,,,,1.5E5,,2,1,0,0,0,1,1,Oxidation (M),14119,SdiA-regulated
982,6924,ETNP14_120,24.56,3,0,0,0,3,0,,,,2.29E5,,2,1,0,0,0,2,0,Oxidation (M),65098,V-type ATP synthase alpha chain
810,6633,CAG21982.1,24.54,1,0,0,1,0,1,,,0E0,,,2,1,0,0,1,0,1,,87838,hypothetical exporter [Photobacterium profundum SS9]
971,5338,ETNP_120,24.54,2,0,1,0,0,1,,2.04E3,,,,2,1,0,1,0,0,1,,71483,ATP-dependent zinc metalloprotease FtsH
991,7332,EJK74132,24.51,8,0,0,0,6,2,,,,4.27E4,,2,1,0,0,0,1,1,,27338,hypothetical protein THAOC_04211  Thalassiosira oceanica
2906,3068,XP_003059180,24.50,6,0,0,0,6,0,,,,1.89E5,,1,1,0,0,0,1,0,Carbamidomethylation,15711,predicted protein  Micromonas pusilla CCMP1545
2906,3069,ETNP_70,24.50,5,0,0,0,5,0,,,,1.89E5,,1,1,0,0,0,1,0,Carbamidomethylation,17959,50S ribosomal protein L7Ae
1802,2786,XP_003059526,24.46,2,0,0,0,2,0,,,,2.24E0,,1,1,0,0,0,1,0,,86540,predicted protein  Micromonas pusilla CCMP1545
881,6845,ABA56615.1,24.37,1,0,0,0,0,0,,,,0E0,,2,1,0,0,1,1,0,,207335,UvrA family protein [Nitrosococcus oceani ATCC 19707]
752,8752,Flavovirus_FBAKDGPJ_06695,24.30,1,0,0,1,0,0,,,4.84E5,,,2,1,0,0,2,0,0,Oxidation (M),121363,hypothetical protein
848,3374,EJK63352,24.28,3,0,0,0,0,3,,,,,2.31E5,2,2,0,0,0,0,2,Oxidation (M),85528,hypothetical protein THAOC_15992  Thalassiosira oceanica
921,9781,WP_011130350,24.21,1,1,0,1,0,0,1.11E5,,,,,2,1,1,0,1,0,0,Oxidation (M),79245,multidrug ABC transporter Prochlorococcus marinus
686,5585,ETNP14_120,24.07,3,0,0,1,2,0,,,,0E0,,2,1,0,0,1,1,0,Oxidation (M),60836,Chaperone protein DnaK
2907,3101,ETNP_140,24.04,5,0,0,0,5,0,,,,7.79E5,,1,1,0,0,0,1,0,,33510,Chromosome-partitioning protein Spo0J
2907,3102,NP_100,24.04,5,0,0,0,5,0,,,,7.79E5,,1,1,0,0,0,1,0,,33638,Chromosome-partitioning protein Spo0J
2907,3103,ETNP_90,24.04,5,0,0,0,5,0,,,,7.79E5,,1,1,0,0,0,1,0,,33577,Chromosome-partitioning protein Spo0J
2907,3104,NP_300,24.04,5,0,0,0,5,0,,,,7.79E5,,1,1,0,0,0,1,0,,33510,Chromosome-partitioning protein Spo0J
2907,3105,NP_85,24.04,5,0,0,0,5,0,,,,7.79E5,,1,1,0,0,0,1,0,,33588,Chromosome-partitioning protein Spo0J
2389,10101,ETNP_180,24.03,3,0,0,3,0,0,,,0E0,,,1,1,0,0,1,0,0,,32675,Methylisocitrate lyase
2389,10102,ETNP_300,24.03,3,0,0,3,0,0,,,0E0,,,1,1,0,0,1,0,0,,32630,Methylisocitrate lyase
239,2794,XP_003055024,24.03,1,0,0,1,1,1,,,8.71E4,2.12E6,8.75E4,1,1,0,0,1,3,1,Oxidation (M),118211,predicted protein  Micromonas pusilla CCMP1545
911,9138,KHE90669,23.96,1,0,0,1,0,0,,,,,,2,0,0,0,2,0,0,,114370,cation efflux transporter Candidatus Scalindua brodae
717,4060,CBE69842,23.91,2,0,0,2,0,0,,,,,,2,0,0,0,2,0,0,,69522,Chaperone protein dnaK Heat shock protein 70 Heat shock 70 kDa protein HSP70 Candidatus Methylomirabilis oxyfera
441,3139,virus_CCADEAMM_27559,23.89,3,3,0,3,3,0,5.13E4,,2.04E5,1.55E6,,1,1,1,0,1,1,0,,26716,hypothetical protein
716,3794,ETNP_180,23.89,3,0,0,3,0,0,,,0E0,,,2,1,0,0,2,0,0,,53594,Acetophenone carboxylase gamma subunit
1045,15423,ETNP_90,23.87,2,0,0,2,0,0,,,,,,2,0,0,0,2,0,0,,57050,hypothetical protein
3012,18416,ETNP14_68,23.87,2,0,0,2,0,0,,,0E0,,,1,1,0,0,1,0,0,,44214,Glycosyl transferases group 1
1102,10864,AGL61784,23.78,3,2,0,1,0,0,0E0,,,,,2,1,1,0,1,0,0,,53792,aspartyl glutamyl-tRNA(Asn Gln) amidotransferase subunit B Candidatus Saccharimonas aalborgensis
734,5230,ACB23889.1,23.78,2,0,0,2,0,0,,,1.01E6,,,2,1,0,0,2,0,0,,83125,(p)ppGpp synthetase I  SpoT/RelA [Methylobacterium radiotolerans JCM 2831]
1227,5576,ETNP_120,23.78,4,0,0,4,0,0,,,0E0,,,1,1,0,0,1,0,0,Oxidation (M),33496,Pyridoxal biosynthesis lyase PdxS
620,3731,CAN97981.1,23.69,1,0,0,1,1,0,,,,0E0,,2,1,0,0,1,1,0,,103624,hypothetical protein predicted by Glimmer/Critica [Sorangium cellulosum So ce56]
