,ProteinID,Alignments_x,SpecCounts_x,Unique_x,Coverage_x,Protein description_x,Alignments_y,SpecCounts_y,Unique_y,Coverage_y,Protein description_y
837,PMM1340,4.0,4.0,4.0,0.09,| purD | phosphoribosylglycinamide synthetase4440.09| purD | phosphoribosylglycinamide synthetase,6.0,6.0,6.0,0.13,| purD | phosphoribosylglycinamide synthetase
838,PMM1341,2.0,2.0,2.0,0.025,| nblS | two-component sensor histidine kinase2220.025| nblS | two-component sensor histidine kinase,3.0,3.0,3.0,0.040999999999999995,| nblS | two-component sensor histidine kinase
839,PMM1342,3.0,3.0,3.0,0.057,| kaiC | circadian clock protein KaiC3330.057| kaiC | circadian clock protein KaiC,4.0,4.0,4.0,0.09,| kaiC | circadian clock protein KaiC
840,PMM1343,2.0,2.0,2.0,0.15,| kaiB | circadian clock protein KaiB2220.15| kaiB | circadian clock protein KaiB,2.0,2.0,2.0,0.159,| kaiB | circadian clock protein KaiB
841,PMM1344,4.0,4.0,4.0,0.17800000000000002,| rplU | 50S ribosomal protein L214440.178| rplU | 50S ribosomal protein L21,4.0,4.0,4.0,0.17800000000000002,| rplU | 50S ribosomal protein L21
842,PMM1345,3.0,3.0,3.0,0.221,| rpmA | 50S ribosomal protein L273330.221| rpmA | 50S ribosomal protein L27,2.0,2.0,2.0,0.221,| rpmA | 50S ribosomal protein L27
843,PMM1346,1.0,1.0,1.0,0.027000000000000003,| PMM1346 | hypothetical protein1110.027| PMM1346 | hypothetical protein,1.0,1.0,1.0,0.027000000000000003,| PMM1346 | hypothetical protein
844,PMM1347,2.0,2.0,2.0,0.055999999999999994,| truB | putative tRNA pseudouridine 55 synthase2220.056| truB | putative tRNA pseudouridine 55 synthase,3.0,3.0,3.0,0.092,| truB | putative tRNA pseudouridine 55 synthase
845,PMM1349,3.0,3.0,3.0,0.096,| PMM1349 | hypothetical protein3330.096| PMM1349 | hypothetical protein,3.0,3.0,3.0,0.067,| PMM1349 | hypothetical protein
846,PMM1350,6.0,8.0,6.0,0.359,| PMM1350 | pentapeptide repeat-containing protein6860.359| PMM1350 | pentapeptide repeat-containing protein,3.0,4.0,3.0,0.24,| PMM1350 | pentapeptide repeat-containing protein
847,PMM1354,5.0,5.0,5.0,0.10400000000000001,| serA | D-3-phosphoglycerate dehydrogenase5550.104| serA | D-3-phosphoglycerate dehydrogenase,6.0,6.0,6.0,0.10400000000000001,| serA | D-3-phosphoglycerate dehydrogenase
848,PMM1355,3.0,3.0,3.0,0.16,| PMM1355 | hypothetical protein3330.16| PMM1355 | hypothetical protein,2.0,2.0,2.0,0.122,| PMM1355 | hypothetical protein
849,PMM1356,2.0,2.0,2.0,0.076,| PMM1356 | hypothetical protein2220.076| PMM1356 | hypothetical protein,1.0,1.0,1.0,0.038,| PMM1356 | hypothetical protein
850,PMM1359,1.0,1.0,1.0,0.043,| PMM1359 | hypothetical protein1110.043| PMM1359 | hypothetical protein,,,,,
851,PMM1361,3.0,3.0,3.0,0.094,| PMM1361 | short-chain dehydrogenase/reductase3330.094| PMM1361 | short-chain dehydrogenase/reductase,2.0,2.0,2.0,0.065,| PMM1361 | short-chain dehydrogenase/reductase
852,PMM1362,2.0,2.0,2.0,0.21600000000000003,| PMM1362 | hypothetical protein2220.216| PMM1362 | hypothetical protein,1.0,1.0,1.0,0.114,| PMM1362 | hypothetical protein
853,PMM1364,2.0,2.0,2.0,0.036000000000000004,| murD | UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase2220.036| murD | UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,3.0,3.0,3.0,0.051,| murD | UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
854,PMM1366,3.0,3.0,3.0,0.12300000000000001,| PMM1366 | hypothetical protein3330.123| PMM1366 | hypothetical protein,2.0,3.0,2.0,0.066,| PMM1366 | hypothetical protein
855,PMM1368,1.0,1.0,1.0,0.05,| PMM1368 | hypothetical protein1110.05| PMM1368 | hypothetical protein,2.0,3.0,2.0,0.087,| PMM1368 | hypothetical protein
856,PMM1369,4.0,4.0,4.0,0.16,| PMM1369 | GAF domain-containing protein4440.16| PMM1369 | GAF domain-containing protein,4.0,4.0,4.0,0.184,| PMM1369 | GAF domain-containing protein
857,PMM1370,1.0,1.0,1.0,0.017,| PMM1370 | hypothetical protein1110.017| PMM1370 | hypothetical protein,,,,,
858,PMM1372,2.0,2.0,2.0,0.25,| PMM1372 | hypothetical protein2220.25| PMM1372 | hypothetical protein,2.0,2.0,2.0,0.25,| PMM1372 | hypothetical protein
859,PMM1379,1.0,1.0,1.0,0.051,| PMM1379 | putative dape gene and orf21110.051| PMM1379 | putative dape gene and orf2,,,,,
860,PMM1380,3.0,3.0,3.0,0.151,| PMM1380 | hypothetical protein3330.151| PMM1380 | hypothetical protein,5.0,5.0,5.0,0.218,| PMM1380 | hypothetical protein
861,PMM1389,2.0,2.0,2.0,0.086,| PMM1389 | trypsin2220.086| PMM1389 | trypsin,,,,,
862,PMM1391,5.0,6.0,5.0,0.5,| PMM1391 | CopG family protein5650.5| PMM1391 | CopG family protein,2.0,5.0,2.0,0.162,| PMM1391 | CopG family protein
863,PMM1393,1.0,1.0,1.0,0.044000000000000004,| PMM1393 | carbon storage regulator1110.044| PMM1393 | carbon storage regulator,1.0,1.0,1.0,0.044000000000000004,| PMM1393 | carbon storage regulator
864,PMM1400,2.0,3.0,2.0,0.09300000000000001,| PMM1400 | hemagglutinin-neuraminidase2320.093| PMM1400 | hemagglutinin-neuraminidase,3.0,4.0,3.0,0.174,| PMM1400 | hemagglutinin-neuraminidase
865,PMM1401,4.0,5.0,4.0,0.26899999999999996,| PMM1401 | hypothetical protein4540.269| PMM1401 | hypothetical protein,3.0,4.0,3.0,0.204,| PMM1401 | hypothetical protein
866,PMM1407,1.0,1.0,1.0,0.105,| PMM1407 | SRP19 protein1110.105| PMM1407 | SRP19 protein,,,,,
867,PMM1409,2.0,2.0,2.0,0.17,| PMM1409 | rubredoxin2220.17| PMM1409 | rubredoxin,1.0,1.0,1.0,0.10400000000000001,| PMM1409 | rubredoxin
868,PMM1410,1.0,1.0,0.0,0.053,| PMM1410 | PTS system1100.053| PMM1410 | PTS system,,,,,
869,PMM1412,1.0,1.0,1.0,0.077,| PMM1412 | hypothetical protein1110.077| PMM1412 | hypothetical protein,,,,,
870,PMM1413,3.0,3.0,3.0,0.255,| PMM1413 | hypothetical protein3330.255| PMM1413 | hypothetical protein,3.0,3.0,3.0,0.255,| PMM1413 | hypothetical protein
871,PMM1416,4.0,4.0,4.0,0.055999999999999994,| PMM1416 | hypothetical protein4440.056| PMM1416 | hypothetical protein,7.0,7.0,7.0,0.092,| PMM1416 | hypothetical protein
872,PMM1419,5.0,7.0,5.0,0.299,| PMM1419 | ATP synthase B/B' CF(0)5750.299| PMM1419 | ATP synthase B/B' CF(0),5.0,7.0,5.0,0.321,| PMM1419 | ATP synthase B/B' CF(0)
873,PMM1425,2.0,2.0,2.0,0.02,| PMM1425 | serine protease2220.02| PMM1425 | serine protease,2.0,2.0,2.0,0.02,| PMM1425 | serine protease
874,PMM1428,2.0,3.0,2.0,0.131,| PMM1428 | hypothetical protein2320.131| PMM1428 | hypothetical protein,4.0,5.0,4.0,0.268,| PMM1428 | hypothetical protein
875,PMM1433,7.0,7.0,7.0,0.41100000000000003,| PMM1433 | bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase7770.411| PMM1433 | bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase,3.0,3.0,3.0,0.161,| PMM1433 | bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase
876,PMM1434,4.0,4.0,4.0,0.063,| pgmI | phosphoglyceromutase4440.063| pgmI | phosphoglyceromutase,3.0,3.0,3.0,0.052000000000000005,| pgmI | phosphoglyceromutase
877,PMM1436,79.0,157.0,77.0,0.581,| groEL | chaperonin GroEL79157770.581| groEL | chaperonin GroEL,71.0,146.0,69.0,0.507,| groEL | chaperonin GroEL
878,PMM1437,27.0,68.0,27.0,0.602,| groES | co-chaperonin GroES2768270.602| groES | co-chaperonin GroES,29.0,71.0,29.0,0.602,| groES | co-chaperonin GroES
879,PMM1438,6.0,9.0,6.0,0.15,| atpB | F0F1 ATP synthase subunit beta6960.15| atpB | F0F1 ATP synthase subunit beta,9.0,11.0,9.0,0.152,| atpB | F0F1 ATP synthase subunit beta
880,PMM1440,1.0,1.0,1.0,0.08199999999999999,| PMM1440 | hypothetical protein1110.082| PMM1440 | hypothetical protein,1.0,1.0,1.0,0.08199999999999999,| PMM1440 | hypothetical protein
881,PMM1441,2.0,2.0,2.0,0.34600000000000003,| PMM1441 | hypothetical protein2220.346| PMM1441 | hypothetical protein,2.0,3.0,2.0,0.34600000000000003,| PMM1441 | hypothetical protein
882,PMM1442,4.0,5.0,4.0,0.084,| pepP | putative aminopeptidase P4540.084| pepP | putative aminopeptidase P,3.0,4.0,3.0,0.068,| pepP | putative aminopeptidase P
883,PMM1443,3.0,3.0,3.0,0.092,| PMM1443 | hypothetical protein3330.092| PMM1443 | hypothetical protein,2.0,3.0,2.0,0.052000000000000005,| PMM1443 | hypothetical protein
884,PMM1444,1.0,1.0,1.0,0.015,| PMM1444 | hypothetical protein1110.015| PMM1444 | hypothetical protein,,,,,
885,PMM1447,3.0,3.0,3.0,0.085,| PMM1447 | hypothetical protein3330.085| PMM1447 | hypothetical protein,2.0,2.0,2.0,0.045,| PMM1447 | hypothetical protein
886,PMM1450,4.0,4.0,4.0,0.127,| atpC | F0F1 ATP synthase subunit gamma4440.127| atpC | F0F1 ATP synthase subunit gamma,3.0,3.0,3.0,0.085,| atpC | F0F1 ATP synthase subunit gamma
887,PMM1451,5.0,6.0,5.0,0.109,| atpA | F0F1 ATP synthase subunit alpha5650.109| atpA | F0F1 ATP synthase subunit alpha,9.0,10.0,9.0,0.16399999999999998,| atpA | F0F1 ATP synthase subunit alpha
888,PMM1452,6.0,8.0,6.0,0.33899999999999997,| atpH6860.339| atpH,5.0,7.0,5.0,0.28300000000000003,| atpHatpD | F0F1 ATP synthase subunit delta
889,PMM1453,3.0,3.0,3.0,0.147,| atpF | F0F1 ATP synthase subunit B3330.147| atpF | F0F1 ATP synthase subunit B,4.0,4.0,4.0,0.2,| atpF | F0F1 ATP synthase subunit B
890,PMM1454,4.0,4.0,4.0,0.314,| atpG | F0F1 ATP synthase subunit B'4440.314| atpG | F0F1 ATP synthase subunit B',3.0,3.0,3.0,0.235,| atpG | F0F1 ATP synthase subunit B'
891,PMM1460,1.0,1.0,1.0,0.026000000000000002,| ycf44 | putative c-type cytochrome biogenesis protein Ccs11110.026| ycf44 | putative c-type cytochrome biogenesis protein Ccs1,1.0,1.0,1.0,0.026000000000000002,| ycf44 | putative c-type cytochrome biogenesis protein Ccs1
892,PMM1461,4.0,4.0,4.0,0.331,| PMM1461 | 7-cyano-7-deazaguanine reductase4440.331| PMM1461 | 7-cyano-7-deazaguanine reductase,4.0,4.0,4.0,0.331,| PMM1461 | 7-cyano-7-deazaguanine reductase
893,PMM1463,5.0,6.0,5.0,0.46399999999999997,| glnB | nitrogen regulatory protein P-II5650.464| glnB | nitrogen regulatory protein P-II,5.0,7.0,5.0,0.375,| glnB | nitrogen regulatory protein P-II
894,PMM1464,1.0,1.0,1.0,0.026000000000000002,| PMM1464 | rRNA methyltransferase1110.026| PMM1464 | rRNA methyltransferase,,,,,
895,PMM1465,9.0,9.0,8.0,0.14800000000000002,| purB | adenylosuccinate lyase9980.148| purB | adenylosuccinate lyase,7.0,8.0,6.0,0.13,| purB | adenylosuccinate lyase
896,PMM1466,5.0,5.0,4.0,0.076,| fumC | fumarate hydratase5540.076| fumC | fumarate hydratase,7.0,7.0,6.0,0.16899999999999998,| fumC | fumarate hydratase
897,PMM1467,2.0,2.0,2.0,0.023,| PMM1467 | putative DNA helicase2220.023| PMM1467 | putative DNA helicase,2.0,2.0,2.0,0.015,| PMM1467 | putative DNA helicase
898,PMM1468,1.0,1.0,1.0,0.024,| bioF | putative 8-amino-7-oxononanoate synthase1110.024| bioF | putative 8-amino-7-oxononanoate synthase,1.0,1.0,1.0,0.024,| bioF | putative 8-amino-7-oxononanoate synthase
899,PMM1470,1.0,2.0,1.0,0.032,| PMM1470 | hypothetical protein1210.032| PMM1470 | hypothetical protein,1.0,1.0,1.0,0.032,| PMM1470 | hypothetical protein
900,PMM1471,5.0,5.0,4.0,0.16399999999999998,| BioD | putative dethiobiotin synthase5540.164| BioD | putative dethiobiotin synthase,4.0,4.0,4.0,0.16399999999999998,| BioD | putative dethiobiotin synthase
901,PMM1472,2.0,2.0,2.0,0.046,| BioA | putative diaminopelargonic acid synthase2220.046| BioA | putative diaminopelargonic acid synthase,2.0,2.0,2.0,0.051,| BioA | putative diaminopelargonic acid synthase
902,PMM1478,1.0,1.0,1.0,0.054000000000000006,| PMM1478 | hypothetical protein1110.054| PMM1478 | hypothetical protein,1.0,1.0,1.0,0.054000000000000006,| PMM1478 | hypothetical protein
903,PMM1480,2.0,2.0,2.0,0.062,| PMM1480 | hypothetical protein2220.062| PMM1480 | hypothetical protein,2.0,2.0,2.0,0.086,| PMM1480 | hypothetical protein
904,PMM1483,21.0,22.0,21.0,0.149,| rpoC2 | DNA-directed RNA polymerase subunit beta'2122210.149| rpoC2 | DNA-directed RNA polymerase subunit beta',26.0,28.0,26.0,0.17300000000000001,| rpoC2 | DNA-directed RNA polymerase subunit beta'
905,PMM1484,11.0,14.0,11.0,0.16899999999999998,| rpoC1 | DNA-directed RNA polymerase subunit gamma1114110.169| rpoC1 | DNA-directed RNA polymerase subunit gamma,15.0,17.0,15.0,0.196,| rpoC1 | DNA-directed RNA polymerase subunit gamma
906,PMM1485,18.0,20.0,18.0,0.182,| rpoB | DNA-directed RNA polymerase subunit beta1820180.182| rpoB | DNA-directed RNA polymerase subunit beta,17.0,19.0,17.0,0.156,| rpoB | DNA-directed RNA polymerase subunit beta
907,PMM1486,3.0,3.0,3.0,0.136,| PMM1486 | TatD family deoxyribonuclease3330.136| PMM1486 | TatD family deoxyribonuclease,,,,,
908,PMM1488,1.0,1.0,1.0,0.021,| hisD | histidinol dehydrogenase1110.021| hisD | histidinol dehydrogenase,4.0,4.0,4.0,0.10300000000000001,| hisD | histidinol dehydrogenase
909,PMM1489,1.0,1.0,1.0,0.039,| rpiA | ribose-5-phosphate isomerase A1110.039| rpiA | ribose-5-phosphate isomerase A,2.0,3.0,2.0,0.095,| rpiA | ribose-5-phosphate isomerase A
910,PMM1490,2.0,2.0,2.0,0.045,| PMM1490 | trypsin-like serine protease2220.045| PMM1490 | trypsin-like serine protease,2.0,2.0,2.0,0.042,| PMM1490 | trypsin-like serine protease
911,PMM1491,2.0,2.0,2.0,0.10300000000000001,| PMM1491 | hypothetical protein2220.103| PMM1491 | hypothetical protein,2.0,2.0,2.0,0.10300000000000001,| PMM1491 | hypothetical protein
912,PMM1492,3.0,4.0,3.0,0.079,| nusA | transcription elongation factor NusA3430.079| nusA | transcription elongation factor NusA,4.0,5.0,4.0,0.08800000000000001,| nusA | transcription elongation factor NusA
913,PMM1494,16.0,17.0,15.0,0.14300000000000002,| infB | translation initiation factor IF-21617150.143| infB | translation initiation factor IF-2,8.0,8.0,7.0,0.073,| infB | translation initiation factor IF-2
914,PMM1498,2.0,2.0,2.0,0.033,| PMM1498 | Fe-S oxidoreductase2220.033| PMM1498 | Fe-S oxidoreductase,3.0,3.0,3.0,0.046,| PMM1498 | Fe-S oxidoreductase
915,PMM1500,6.0,6.0,6.0,0.147,| PMM1500 | L6660.147| PMM1500 | L,5.0,5.0,5.0,0.12300000000000001,| PMM1500 | LL-diaminopimelate aminotransferase
916,PMM1501,1.0,1.0,1.0,0.015,| PMM1501 | ribonuclease E/G1110.015| PMM1501 | ribonuclease E/G,2.0,2.0,2.0,0.035,| PMM1501 | ribonuclease E/G
917,PMM1503,4.0,4.0,4.0,0.22699999999999998,| PMM1503 | hypothetical protein4440.227| PMM1503 | hypothetical protein,1.0,1.0,1.0,0.047,| PMM1503 | hypothetical protein
918,PMM1507,4.0,5.0,4.0,0.27399999999999997,| rpsJ | 30S ribosomal protein S104540.274| rpsJ | 30S ribosomal protein S10,4.0,5.0,4.0,0.264,| rpsJ | 30S ribosomal protein S10
919,PMM1508,10.0,17.0,10.0,0.183,| tuf | elongation factor Tu1017100.183| tuf | elongation factor Tu,12.0,19.0,12.0,0.17,| tuf | elongation factor Tu
920,PMM1509,6.0,6.0,6.0,0.087,| fusA | elongation factor G6660.087| fusA | elongation factor G,12.0,12.0,12.0,0.136,| fusA | elongation factor G
921,PMM1510,6.0,7.0,6.0,0.22399999999999998,| rps7 | 30S ribosomal protein S76760.224| rps7 | 30S ribosomal protein S7,4.0,5.0,4.0,0.218,| rps7 | 30S ribosomal protein S7
922,PMM1512,11.0,12.0,11.0,0.07,| glsF | ferredoxin-dependent glutamate synthase1112110.07| glsF | ferredoxin-dependent glutamate synthase,13.0,14.0,13.0,0.08,| glsF | ferredoxin-dependent glutamate synthase
923,PMM1514,1.0,1.0,1.0,0.04,| lipA | lipoyl synthase1110.04| lipA | lipoyl synthase,,,,,
924,PMM1517,1.0,1.0,1.0,0.037000000000000005,| PMM1517 | hypothetical protein1110.037| PMM1517 | hypothetical protein,,,,,
925,PMM1518,1.0,1.0,1.0,0.032,| PMM1518 | hypothetical protein1110.032| PMM1518 | hypothetical protein,,,,,
926,PMM1519,3.0,6.0,3.0,0.141,| psaL | photosystem I reaction center protein subunit XI3630.141| psaL | photosystem I reaction center protein subunit XI,2.0,5.0,2.0,0.10099999999999999,| psaL | photosystem I reaction center protein subunit XI
927,PMM1522,2.0,2.0,1.0,0.044000000000000004,| PMM1522 | glycosyl transferase family protein2210.044| PMM1522 | glycosyl transferase family protein,2.0,2.0,1.0,0.044000000000000004,| PMM1522 | glycosyl transferase family protein
928,PMM1523,8.0,8.0,7.0,0.078,| psaB | photosystem I P700 chlorophyll a apoprotein A28870.078| psaB | photosystem I P700 chlorophyll a apoprotein A2,5.0,8.0,4.0,0.059000000000000004,| psaB | photosystem I P700 chlorophyll a apoprotein A2
929,PMM1524,8.0,10.0,7.0,0.10300000000000001,| psaA | photosystem I P700 chlorophyll a apoprotein A181070.103| psaA | photosystem I P700 chlorophyll a apoprotein A1,4.0,6.0,3.0,0.043,| psaA | photosystem I P700 chlorophyll a apoprotein A1
930,PMM1525,2.0,2.0,2.0,0.031,| PMM1525 | bifunctional cbiH protein and precorrin-3B C17-methyltransferase2220.031| PMM1525 | bifunctional cbiH protein and precorrin-3B C17-methyltransferase,2.0,2.0,2.0,0.031,| PMM1525 | bifunctional cbiH protein and precorrin-3B C17-methyltransferase
931,PMM1526,1.0,1.0,1.0,0.034,| hisB | putative imidazoleglycerol-phosphate dehydratase1110.034| hisB | putative imidazoleglycerol-phosphate dehydratase,1.0,1.0,1.0,0.034,| hisB | putative imidazoleglycerol-phosphate dehydratase
932,PMM1528,1.0,1.0,1.0,0.071,| PMM1528 | HNH endonuclease family protein1110.071| PMM1528 | HNH endonuclease family protein,,,,,
933,PMM1529,2.0,2.0,2.0,0.040999999999999995,| prfA | peptide chain release factor 12220.041| prfA | peptide chain release factor 1,2.0,2.0,2.0,0.040999999999999995,| prfA | peptide chain release factor 1
934,PMM1530,1.0,1.0,1.0,0.14,| rpmE | 50S ribosomal protein L311110.14| rpmE | 50S ribosomal protein L31,1.0,1.0,1.0,0.14,| rpmE | 50S ribosomal protein L31
935,PMM1532,4.0,7.0,4.0,0.252,| rplM | 50S ribosomal protein L134740.252| rplM | 50S ribosomal protein L13,5.0,7.0,5.0,0.35,| rplM | 50S ribosomal protein L13
936,PMM1534,2.0,3.0,2.0,0.172,| rplQ | 50S ribosomal protein L172320.172| rplQ | 50S ribosomal protein L17,1.0,2.0,1.0,0.069,| rplQ | 50S ribosomal protein L17
937,PMM1535,9.0,10.0,9.0,0.26,| rpoA | DNA-directed RNA polymerase subunit alpha91090.26| rpoA | DNA-directed RNA polymerase subunit alpha,6.0,9.0,6.0,0.096,| rpoA | DNA-directed RNA polymerase subunit alpha
938,PMM1536,3.0,4.0,3.0,0.223,| rps11 | 30S ribosomal protein S113430.223| rps11 | 30S ribosomal protein S11,2.0,2.0,2.0,0.215,| rps11 | 30S ribosomal protein S11
939,PMM1537,4.0,6.0,4.0,0.314,| rpsM | 30S ribosomal protein S134640.314| rpsM | 30S ribosomal protein S13,4.0,5.0,4.0,0.355,| rpsM | 30S ribosomal protein S13
940,PMM1539,5.0,6.0,5.0,0.31,| adk | adenylate kinase5650.31| adk | adenylate kinase,4.0,4.0,4.0,0.201,| adk | adenylate kinase
941,PMM1540,1.0,1.0,1.0,0.025,| secY | preprotein translocase subunit SecY1110.025| secY | preprotein translocase subunit SecY,3.0,4.0,3.0,0.062,| secY | preprotein translocase subunit SecY
942,PMM1541,4.0,4.0,4.0,0.191,| rplO | 50S ribosomal protein L154440.191| rplO | 50S ribosomal protein L15,4.0,6.0,4.0,0.257,| rplO | 50S ribosomal protein L15
943,PMM1542,2.0,5.0,2.0,0.11199999999999999,| rpsE | 30S ribosomal protein S52520.112| rpsE | 30S ribosomal protein S5,3.0,5.0,3.0,0.136,| rpsE | 30S ribosomal protein S5
944,PMM1543,1.0,1.0,1.0,0.107,| rplR | 50S ribosomal protein L181110.107| rplR | 50S ribosomal protein L18,1.0,1.0,1.0,0.205,| rplR | 50S ribosomal protein L18
945,PMM1544,3.0,3.0,3.0,0.19,| rplF | 50S ribosomal protein L63330.19| rplF | 50S ribosomal protein L6,3.0,5.0,3.0,0.184,| rplF | 50S ribosomal protein L6
946,PMM1545,1.0,2.0,1.0,0.105,| rpsH | 30S ribosomal protein S81210.105| rpsH | 30S ribosomal protein S8,1.0,2.0,1.0,0.105,| rpsH | 30S ribosomal protein S8
947,PMM1546,3.0,4.0,3.0,0.152,| rplE | 50S ribosomal protein L53430.152| rplE | 50S ribosomal protein L5,3.0,4.0,3.0,0.152,| rplE | 50S ribosomal protein L5
948,PMM1547,2.0,3.0,2.0,0.11900000000000001,| rplX | 50S ribosomal protein L242320.119| rplX | 50S ribosomal protein L24,2.0,3.0,2.0,0.11900000000000001,| rplX | 50S ribosomal protein L24
949,PMM1548,1.0,1.0,1.0,0.107,| rplN | 50S ribosomal protein L141110.107| rplN | 50S ribosomal protein L14,,,,,
950,PMM1549,4.0,7.0,4.0,0.295,| rpsQ | 30S ribosomal protein S174740.295| rpsQ | 30S ribosomal protein S17,3.0,6.0,3.0,0.284,| rpsQ | 30S ribosomal protein S17
951,PMM1550,2.0,3.0,2.0,0.264,| rpl29 | 50S ribosomal protein L292320.264| rpl29 | 50S ribosomal protein L29,2.0,2.0,2.0,0.264,| rpl29 | 50S ribosomal protein L29
952,PMM1551,1.0,1.0,1.0,0.055999999999999994,| rplP | 50S ribosomal protein L161110.056| rplP | 50S ribosomal protein L16,4.0,6.0,4.0,0.344,| rplP | 50S ribosomal protein L16
953,PMM1552,7.0,10.0,7.0,0.317,| rpsC | 30S ribosomal protein S371070.317| rpsC | 30S ribosomal protein S3,8.0,11.0,8.0,0.247,| rpsC | 30S ribosomal protein S3
954,PMM1553,1.0,1.0,1.0,0.055,| rplV | 50S ribosomal protein L221110.055| rplV | 50S ribosomal protein L22,1.0,1.0,1.0,0.055,| rplV | 50S ribosomal protein L22
955,PMM1554,1.0,1.0,1.0,0.121,| rpsS | 30S ribosomal protein S191110.121| rpsS | 30S ribosomal protein S19,2.0,2.0,2.0,0.198,| rpsS | 30S ribosomal protein S19
956,PMM1555,7.0,10.0,7.0,0.209,| rplB | 50S ribosomal protein L271070.209| rplB | 50S ribosomal protein L2,7.0,11.0,7.0,0.213,| rplB | 50S ribosomal protein L2
957,PMM1556,4.0,6.0,4.0,0.36,| rplW | 50S ribosomal protein L234640.36| rplW | 50S ribosomal protein L23,2.0,4.0,2.0,0.1,| rplW | 50S ribosomal protein L23
958,PMM1557,5.0,5.0,5.0,0.23800000000000002,| rplD | 50S ribosomal protein L45550.238| rplD | 50S ribosomal protein L4,6.0,8.0,6.0,0.281,| rplD | 50S ribosomal protein L4
959,PMM1558,5.0,5.0,5.0,0.212,| rplC | 50S ribosomal protein L35550.212| rplC | 50S ribosomal protein L3,5.0,5.0,5.0,0.23,| rplC | 50S ribosomal protein L3
960,PMM1559,1.0,2.0,1.0,0.064,| PMM1559 | NADH dehydrogenase I subunit N1210.064| PMM1559 | NADH dehydrogenase I subunit N,1.0,1.0,1.0,0.064,| PMM1559 | NADH dehydrogenase I subunit N
961,PMM1561,3.0,3.0,3.0,0.12,| PMM1561 | hypothetical protein3330.12| PMM1561 | hypothetical protein,3.0,3.0,3.0,0.12,| PMM1561 | hypothetical protein
962,PMM1562,4.0,5.0,4.0,0.10300000000000001,| recA | recombinase A4540.103| recA | recombinase A,3.0,4.0,3.0,0.073,| recA | recombinase A
963,PMM1565,9.0,9.0,9.0,0.29,| PMM1565 | arogenate dehydrogenase9990.29| PMM1565 | arogenate dehydrogenase,7.0,7.0,7.0,0.28,| PMM1565 | arogenate dehydrogenase
964,PMM1568,1.0,1.0,1.0,0.124,| PMM1568 | hypothetical protein1110.124| PMM1568 | hypothetical protein,,,,,
965,PMM1569,3.0,3.0,3.0,0.08900000000000001,| moeB | molybdopterin biosynthesis protein3330.089| moeB | molybdopterin biosynthesis protein,2.0,2.0,2.0,0.071,| moeB | molybdopterin biosynthesis protein
966,PMM1570,4.0,4.0,4.0,0.111,| PMM1570 | hypothetical protein4440.111| PMM1570 | hypothetical protein,4.0,4.0,4.0,0.109,| PMM1570 | hypothetical protein
967,PMM1573,1.0,1.0,1.0,0.022000000000000002,| recF | putative DNA repair and genetic recombination protein RecF1110.022| recF | putative DNA repair and genetic recombination protein RecF,1.0,1.0,1.0,0.022000000000000002,| recF | putative DNA repair and genetic recombination protein RecF
968,PMM1574,1.0,1.0,1.0,0.081,| PMM1574 | hypothetical protein1110.081| PMM1574 | hypothetical protein,,,,,
969,PMM1575,9.0,10.0,8.0,0.078,| ppc | phosphoenolpyruvate carboxylase91080.078| ppc | phosphoenolpyruvate carboxylase,12.0,13.0,12.0,0.109,| ppc | phosphoenolpyruvate carboxylase
970,PMM1576,3.0,3.0,3.0,0.067,| PMM1576 | hypothetical protein3330.067| PMM1576 | hypothetical protein,1.0,1.0,1.0,0.016,| PMM1576 | hypothetical protein
971,PMM1577,6.0,6.0,6.0,0.105,| trpE | anthranilate synthase component I/chorismate-binding protein6660.105| trpE | anthranilate synthase component I/chorismate-binding protein,4.0,4.0,4.0,0.055,| trpE | anthranilate synthase component I/chorismate-binding protein
972,PMM1578,10.0,16.0,10.0,0.514,| psaD | photosystem I protein PsaD1016100.514| psaD | photosystem I protein PsaD,11.0,15.0,11.0,0.39299999999999996,| psaD | photosystem I protein PsaD
973,PMM1579,4.0,4.0,4.0,0.079,| PMM1579 | hypothetical protein4440.079| PMM1579 | hypothetical protein,3.0,3.0,3.0,0.07,| PMM1579 | hypothetical protein
974,PMM1580,1.0,1.0,1.0,0.024,| rodA | hypothetical protein1110.024| rodA | hypothetical protein,1.0,1.0,1.0,0.024,| rodA | hypothetical protein
975,PMM1581,3.0,4.0,3.0,0.048,| PMM1581 | ATPase3430.048| PMM1581 | ATPase,2.0,3.0,2.0,0.045,| PMM1581 | ATPase
976,PMM1582,2.0,2.0,2.0,0.040999999999999995,| hemF | coproporphyrinogen III oxidase2220.041| hemF | coproporphyrinogen III oxidase,2.0,2.0,2.0,0.040999999999999995,| hemF | coproporphyrinogen III oxidase
977,PMM1583,1.0,1.0,1.0,0.048,| PMM1583 | hypothetical protein1110.048| PMM1583 | hypothetical protein,1.0,1.0,1.0,0.048,| PMM1583 | hypothetical protein
