Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 100 m suspended,Coverage (%) 965 m suspended,Coverage (%) 94 m sinking,Coverage (%) 965 m sinking,Area 100 m suspended,Area 965 m suspended,Area 94 m sinking,Area 965 m sinking,#Peptides,#Unique,#Spec 100 m suspended,#Spec 965 m suspended,#Spec 94 m sinking,#Spec 965 m sinking,PTM,Avg. Mass,Description
749,2654,WP_011295405,41.66,29,29,0,0,0,8.91E5,,,,2,2,2,0,0,0,,7033,30S ribosomal protein S21 Prochlorococcus sp MIT 0801
749,2640,ETNP_110m_PROKKA_12230,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6748,30S ribosomal protein S21 A
749,2641,NP_85m_PROKKA_32933,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6748,30S ribosomal protein S21 A
749,2642,ETNP_90m_PROKKA_202711,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6748,30S ribosomal protein S21 A
749,2643,ETNP_120m_particle_PROKKA_100039,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6748,30S ribosomal protein S21 A
749,2644,ETNP_90m_PROKKA_205656,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6762,30S ribosomal protein S21 A
749,2645,WP_006172073,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6750,30S ribosomal protein S21 Chroococcales
749,2646,ETNP_120m_PROKKA_03296,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6762,30S ribosomal protein S21 A
749,2647,ETNP_120m_PROKKA_273212,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6748,30S ribosomal protein S21 A
749,2648,ETNP_90m_PROKKA_59029,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6748,30S ribosomal protein S21 A
749,2649,ETNP_120m_free_PROKKA_47769,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6762,30S ribosomal protein S21 A
749,2650,ETNP_120m_PROKKA_158234,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6748,30S ribosomal protein S21 A
749,2651,ETNP_100m_particle_PROKKA_106839,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6748,30S ribosomal protein S21 A
749,2652,ETNP_120m_particle_PROKKA_81661,41.66,30,30,0,0,0,8.91E5,,,,2,2,2,0,0,0,,6762,30S ribosomal protein S21 A
678,2194,ETNP_300m_PROKKA_135140,41.56,4,0,4,0,0,,5.38E5,,,1,1,0,1,0,0,,27593,hypothetical protein
678,2195,ETNP_180m_PROKKA_68623,41.56,4,0,4,0,0,,5.38E5,,,1,1,0,1,0,0,,27597,hypothetical protein
450,2301,ETNP_140m_PROKKA_72531,40.89,14,14,0,0,0,3.69E5,,,,1,1,2,0,0,0,,10026,30S ribosomal protein S17
450,2302,ETNP_100m_particle_PROKKA_14407,40.89,14,14,0,0,0,3.69E5,,,,1,1,2,0,0,0,,10026,30S ribosomal protein S17
450,2303,ETNP_100m_PROKKA_09660,40.89,14,14,0,0,0,3.69E5,,,,1,1,2,0,0,0,,10026,30S ribosomal protein S17
450,2304,ETNP_160m_PROKKA_30292,40.89,14,14,0,0,0,3.69E5,,,,1,1,2,0,0,0,,10026,30S ribosomal protein S17
450,2305,ETNP_120m_free_PROKKA_169904,40.89,14,14,0,0,0,3.69E5,,,,1,1,2,0,0,0,,10026,30S ribosomal protein S17
450,2306,NP_100m_PROKKA_18306,40.89,14,14,0,0,0,3.69E5,,,,1,1,2,0,0,0,,10026,30S ribosomal protein S17
711,3072,ETNP14_120maa_PROKKA_61707,40.77,8,0,0,3,8,,,5.44E4,1.27E5,2,1,0,0,1,2,,22347,50S ribosomal protein L4
326,2462,WP_029388937,40.76,5,0,2,0,3,,1.72E4,,0E0,2,2,0,1,0,2,,48780,ABC transporter substrate-binding protein SAR324 cluster bacterium SCGC AAA001-C10
742,2273,ETNP_100m_PROKKA_15388,40.68,14,14,0,0,0,3.36E5,,,,1,1,1,0,0,0,,8501,hypothetical protein
571,1541,ETNP_90m_PROKKA_61495,40.64,3,3,0,0,0,1.62E5,,,,1,1,1,0,0,0,,61637,Phycoerythrin class 2 subunit gamma  linker polypeptide
571,1545,ETNP_120m_PROKKA_239016,40.64,3,3,0,0,0,1.62E5,,,,1,1,1,0,0,0,,61513,Phycobilisome 27.9 kDa linker polypeptide  phycoerythrin-associated  rod
744,2318,ETNP_100m_particle_PROKKA_122669,40.32,8,8,0,0,0,1.25E6,,,,1,1,1,0,0,0,,24259,Ribulose-phosphate 3-epimerase
744,2319,ETNP_140m_PROKKA_119303,40.32,8,8,0,0,0,1.25E6,,,,1,1,1,0,0,0,,24259,Ribulose-phosphate 3-epimerase
744,2320,ETNP_140m_PROKKA_11570,40.32,8,8,0,0,0,1.25E6,,,,1,1,1,0,0,0,,24218,Ribulose-phosphate 3-epimerase
744,2321,NP_85m_PROKKA_26014,40.32,8,8,0,0,0,1.25E6,,,,1,1,1,0,0,0,,24218,Ribulose-phosphate 3-epimerase
744,2322,ETNP_90m_PROKKA_100473,40.32,8,8,0,0,0,1.25E6,,,,1,1,1,0,0,0,,24218,Ribulose-phosphate 3-epimerase
744,2594,ETNP_120m_free_PROKKA_318897,40.32,7,7,0,0,0,1.25E6,,,,1,1,1,0,0,0,,26722,Ribulose-phosphate 3-epimerase
744,2593,WP_011129948,40.32,8,8,0,0,0,1.25E6,,,,1,1,1,0,0,0,,24673,ribulose-phosphate 3-epimerase Prochlorococcus marinus
744,2592,WP_036915413,40.32,8,8,0,0,0,1.25E6,,,,1,1,1,0,0,0,,24176,ribulose-phosphate 3-epimerase Prochlorococcus
479,3489,XP_003060298,40.27,2,0,0,0,2,,,,1.94E6,4,2,0,0,0,6,,87081,predicted protein  Micromonas pusilla CCMP1545
748,2425,ETNP_300m_PROKKA_122945,40.08,3,3,0,0,0,0E0,,,,1,1,2,0,0,0,,66245,hypothetical protein
748,2595,ETNP_120m_PROKKA_127860,40.08,5,5,0,0,0,0E0,,,,1,1,2,0,0,0,,35984,hypothetical protein
607,3384,ETNP_120m_free_PROKKA_89590,40.07,2,1,0,0,1,,,,2.13E5,2,1,1,0,0,1,,73049,DNA topoisomerase 1
654,1534,ETNP_90m_PROKKA_29558,40.02,15,15,0,0,0,2.11E5,,,,2,2,2,0,0,0,Carbamidomethylation,13484,hypothetical protein
654,1535,NP_85m_PROKKA_30817,40.02,13,13,0,0,0,2.11E5,,,,2,2,2,0,0,0,Carbamidomethylation,15038,hypothetical protein
654,1861,ETNP_140m_PROKKA_64057,40.02,15,15,0,0,0,2.11E5,,,,2,2,2,0,0,0,Carbamidomethylation,13504,hypothetical protein
422,2004,ETNP_90m_PROKKA_61494,39.55,7,4,0,0,3,5.97E5,,,1.61E5,2,2,2,0,0,1,,32833,Phycobilisome 31.8 kDa linker polypeptide  phycoerythrin-associated  rod
422,2005,ETNP_120m_free_PROKKA_324462,39.55,7,4,0,0,3,5.97E5,,,1.61E5,2,2,2,0,0,1,,32833,Phycobilisome 31.8 kDa linker polypeptide  phycoerythrin-associated  rod
422,2006,ETNP_100m_particle_PROKKA_77376,39.55,7,4,0,0,3,5.97E5,,,1.61E5,2,2,2,0,0,1,,32833,Phycobilisome 31.8 kDa linker polypeptide  phycoerythrin-associated  rod
422,2007,ETNP_120m_PROKKA_239015,39.55,7,4,0,0,3,5.97E5,,,1.61E5,2,2,2,0,0,1,,32833,Phycobilisome 31.8 kDa linker polypeptide  phycoerythrin-associated  rod
422,2043,WP_011128857,31.57,4,4,0,0,0,5.97E5,,,,1,1,2,0,0,0,,33147,photosystem I reaction center subunit XII Synechococcus
508,1855,ETNP_120m_PROKKA_278054,39.06,2,1,0,0,1,2.19E5,,,3.86E5,2,2,1,0,0,1,,146342,hypothetical protein
646,3273,ETNP14_120mab_PROKKA_67407,38.34,38,0,0,0,38,,,,8.48E5,3,3,0,0,0,4,,9667,30S ribosomal protein S10
646,3274,WP_010179497,38.34,32,0,0,0,32,,,,8.48E5,3,3,0,0,0,4,,11654,30S ribosomal protein S10 Alteromonadaceae
646,3275,ETNP14_68mB_PROKKA_15637,38.34,32,0,0,0,32,,,,8.48E5,3,3,0,0,0,4,,11654,30S ribosomal protein S10
548,2135,ETNP_120m_particle_PROKKA_68299,38.20,3,2,0,0,1,1.39E4,,,,3,2,2,0,0,1,,86392,Putative type II secretion system protein E
414,2856,ETNP_120m_PROKKA_68063,38.10,4,0,0,0,4,,,,4.55E5,2,2,0,0,0,2,,53527,Putative aldehyde dehydrogenase AldA
414,2857,ETNP_180m_PROKKA_18440,38.10,4,0,0,0,4,,,,4.55E5,2,2,0,0,0,2,,53527,Putative aldehyde dehydrogenase AldA
414,2858,ETNP_300m_PROKKA_39433,38.10,4,0,0,0,4,,,,4.55E5,2,2,0,0,0,2,,53527,Putative aldehyde dehydrogenase AldA
414,2859,ETNP_160m_PROKKA_221156,38.10,4,0,0,0,4,,,,4.55E5,2,2,0,0,0,2,,54576,Putative aldehyde dehydrogenase AldA
377,3105,ETNP14_68maa_PROKKA_52520,37.90,4,0,2,1,3,,0E0,,,3,1,0,1,1,6,Carbamidomethylation; Oxidation (M),70793,Chaperone protein DnaK
542,3168,ETNP_300m_PROKKA_139689,37.20,3,1,0,0,2,,,,5.03E6,3,2,1,0,0,2,Mutation,98143,Chaperone protein ClpB 1
542,3169,ETNP_160m_PROKKA_135671,37.20,3,1,0,0,2,,,,5.03E6,3,2,1,0,0,2,Mutation,100627,Chaperone protein ClpB 1
542,3170,ETNP_140m_PROKKA_132387,37.20,3,1,0,0,2,,,,5.03E6,3,2,1,0,0,2,Mutation,100627,Chaperone protein ClpB 1
542,3171,ETNP_120m_PROKKA_190496,37.20,3,1,0,0,2,,,,5.03E6,3,2,1,0,0,2,Mutation,100627,Chaperone protein ClpB 1
542,3172,ETNP_180m_PROKKA_194080,37.20,3,1,0,0,2,,,,5.03E6,3,2,1,0,0,2,Mutation,100627,Chaperone protein ClpB 1
597,1681,EJK49658,36.83,1,1,0,0,0,3.51E5,,,,1,1,1,0,0,0,,142738,hypothetical protein THAOC_31441  Thalassiosira oceanica
538,2163,WP_013963181,36.68,4,2,2,0,0,9.76E4,,,,2,1,1,1,0,0,,35570,amino acid ABC transporter substrate-binding protein Roseobacter litoralis
538,2368,ETNP_90m_PROKKA_39891,28.79,2,2,0,0,0,9.76E4,,,,1,1,1,0,0,0,,35753,General L-amino acid-binding periplasmic protein AapJ precursor
339,2681,ETNP_180m_PROKKA_193366,36.57,6,3,0,0,3,6.38E3,,,4.14E4,2,2,1,0,0,2,,32293,Porphobilinogen deaminase
339,2682,ETNP_160m_PROKKA_27705,36.57,6,3,0,0,3,6.38E3,,,4.14E4,2,2,1,0,0,2,,32293,Porphobilinogen deaminase
339,2683,ETNP_120m_free_PROKKA_13901,36.57,6,3,0,0,3,6.38E3,,,4.14E4,2,2,1,0,0,2,,32293,Porphobilinogen deaminase
339,2713,ETNP_140m_PROKKA_83821,36.57,6,3,0,0,3,6.38E3,,,4.14E4,2,2,1,0,0,2,,29438,Porphobilinogen deaminase
807,2607,ETNP_90m_PROKKA_138306,36.29,8,8,0,0,0,4.18E5,,,,1,1,1,0,0,0,,15819,hypothetical protein
473,2608,ETNP_90m_PROKKA_214077,35.97,11,11,0,0,0,1.04E6,,,,1,1,2,0,0,0,,12329,Nitrogen fixation protein of unknown function
759,5395,EJK47896,35.82,2,0,0,0,2,,,,4.07E5,2,1,0,0,0,2,,69916,hypothetical protein THAOC_33350  Thalassiosira oceanica
475,2938,ETNP_120m_free_PROKKA_260379,35.71,10,0,0,0,10,,,,3.96E5,1,1,0,0,0,2,,10483,hypothetical protein
639,2862,ETNP_160m_PROKKA_177159,35.55,6,2,0,0,3,1.79E4,,,2.79E5,3,2,1,0,0,2,,43453,Succinyl-CoA ligase [ADP-forming] subunit beta
747,2423,WP_015350173,35.52,10,10,0,0,0,2.44E4,,,,2,2,2,0,0,0,,20369,50S ribosomal protein L6 Myxococcus stipitatus
739,2048,ETNP_120m_PROKKA_95175,35.45,3,3,0,0,0,2.58E4,,,,1,1,1,0,0,0,,59111,von Willebrand factor type A domain protein
552,2863,WP_011128578,35.31,4,3,0,1,0,0E0,,,,3,2,2,0,1,0,,81029,carboxysome shell protein Synechococcus sp WH 8102
780,2712,ETNP14_120maa_PROKKA_122266,34.98,3,0,3,0,0,,1.15E5,,,1,1,0,1,0,0,,37562,hypothetical protein
565,3581,XP_002182766,34.84,3,1,0,0,1,7.67E5,,,0E0,3,3,2,0,0,1,Mutation,76593,predicted protein  Phaeodactylum tricornutum CCAP 1055
358,3323,WP_037979737,34.75,3,0,0,0,3,,,,1.47E6,2,2,0,0,0,3,,38825,hypothetical protein Synechococcus sp WH 5701
723,5143,WP_011130179,34.23,21,17,0,4,0,1.52E4,,6.62E3,,3,3,2,0,1,0,Carbamidomethylation; Mutation,18886,flavodoxin Prochlorococcus marinus
723,5144,WP_036916001,34.23,21,17,0,4,0,1.52E4,,6.62E3,,3,3,2,0,1,0,Carbamidomethylation; Mutation,18962,flavodoxin Prochlorococcus
723,6280,NP_85m_PROKKA_14276,28.15,17,17,0,0,0,1.52E4,,,,2,2,2,0,0,0,Carbamidomethylation; Mutation,18674,Flavodoxin
723,6281,ETNP_120m_PROKKA_251358,28.15,17,17,0,0,0,1.52E4,,,,2,2,2,0,0,0,Carbamidomethylation; Mutation,18806,Flavodoxin
723,6282,ETNP_90m_PROKKA_107719,28.15,17,17,0,0,0,1.52E4,,,,2,2,2,0,0,0,Carbamidomethylation; Mutation,18700,Flavodoxin
723,6283,ETNP_110m_PROKKA_15398,28.15,17,17,0,0,0,1.52E4,,,,2,2,2,0,0,0,Carbamidomethylation; Mutation,18674,Flavodoxin
723,6284,ETNP_100m_PROKKA_32681,28.15,17,17,0,0,0,1.52E4,,,,2,2,2,0,0,0,Carbamidomethylation; Mutation,18730,Flavodoxin
723,6285,ETNP_160m_PROKKA_219399,28.15,17,17,0,0,0,1.52E4,,,,2,2,2,0,0,0,Carbamidomethylation; Mutation,18704,Flavodoxin
526,3142,ETNP_160m_PROKKA_148215,33.66,2,0,1,0,1,,0E0,,2.84E5,2,2,0,1,0,1,Mutation,93590,Negative regulator of genetic competence ClpC/MecB
526,3143,ETNP_300m_PROKKA_30520,33.66,2,0,1,0,1,,0E0,,2.84E5,2,2,0,1,0,1,Mutation,93590,Negative regulator of genetic competence ClpC/MecB
526,3144,ETNP_140m_PROKKA_164690,33.66,2,0,1,0,1,,0E0,,2.84E5,2,2,0,1,0,1,Mutation,93590,Negative regulator of genetic competence ClpC/MecB
526,3145,ETNP_120m_particle_PROKKA_29640,33.66,2,0,1,0,1,,0E0,,2.84E5,2,2,0,1,0,1,Mutation,94694,Negative regulator of genetic competence ClpC/MecB
526,3148,ETNP_100m_PROKKA_46150,33.66,2,0,1,0,1,,0E0,,2.84E5,2,2,0,1,0,1,Mutation,72372,Negative regulator of genetic competence ClpC/MecB
395,2789,ETNP14_68maa_PROKKA_23221,33.64,3,0,0,3,0,,,1.09E5,,1,1,0,0,2,0,,38145,Magnesium and cobalt efflux protein CorC
395,2822,ETNP_120m_PROKKA_83957,42.05,5,0,0,3,3,,,1.09E5,1.47E5,2,2,0,0,2,1,,39570,Magnesium and cobalt efflux protein CorC
395,2823,ETNP_110m_PROKKA_38714,42.05,5,0,0,3,3,,,1.09E5,1.47E5,2,2,0,0,2,1,,39570,Magnesium and cobalt efflux protein CorC
395,2824,ETNP_90m_PROKKA_195918,42.05,5,0,0,3,3,,,1.09E5,1.47E5,2,2,0,0,2,1,,39570,Magnesium and cobalt efflux protein CorC
395,2825,ETNP_100m_PROKKA_66195,42.05,5,0,0,3,3,,,1.09E5,1.47E5,2,2,0,0,2,1,,39570,Magnesium and cobalt efflux protein CorC
395,2826,ETNP_100m_particle_PROKKA_136856,42.05,5,0,0,3,3,,,1.09E5,1.47E5,2,2,0,0,2,1,,39570,Magnesium and cobalt efflux protein CorC
395,2869,ETNP14_120maa_PROKKA_75275,33.64,4,0,0,4,0,,,1.09E5,,1,1,0,0,2,0,,24809,Magnesium and cobalt efflux protein CorC
395,2899,ETNP14_120maa_PROKKA_124228,33.64,3,0,0,3,0,,,1.09E5,,1,1,0,0,2,0,,37017,Magnesium and cobalt efflux protein CorC
395,2900,ETNP_120m_PROKKA_206327,33.64,3,0,0,3,0,,,1.09E5,,1,1,0,0,2,0,,36971,Magnesium and cobalt efflux protein CorC
395,2929,ETNP14_120maa_PROKKA_59249,33.64,3,0,0,3,0,,,1.09E5,,1,1,0,0,2,0,,39588,Magnesium and cobalt efflux protein CorC
395,2930,NP_85m_PROKKA_00380,33.64,3,0,0,3,0,,,1.09E5,,1,1,0,0,2,0,,39588,Magnesium and cobalt efflux protein CorC
395,2931,ETNP14_68maa_PROKKA_71547,33.64,3,0,0,3,0,,,1.09E5,,1,1,0,0,2,0,,39588,Magnesium and cobalt efflux protein CorC
395,2971,ETNP14_120maa_PROKKA_00775,33.64,3,0,0,3,0,,,1.09E5,,1,1,0,0,2,0,,39009,Magnesium and cobalt efflux protein CorC
395,2979,ETNP14_68maa_PROKKA_187549,33.64,2,0,0,2,0,,,1.09E5,,1,1,0,0,2,0,,42813,Magnesium and cobalt efflux protein CorC
395,2990,ETNP14_68mB_PROKKA_97445,33.64,4,0,0,4,0,,,1.09E5,,1,1,0,0,2,0,,26089,Magnesium and cobalt efflux protein CorC
395,3016,ETNP_70m_PROKKA_23410,33.64,3,0,0,3,0,,,1.09E5,,1,1,0,0,2,0,,30802,Magnesium and cobalt efflux protein CorC
395,3018,ETNP_90m_PROKKA_150758,33.64,3,0,0,3,0,,,1.09E5,,1,1,0,0,2,0,,38501,Magnesium and cobalt efflux protein CorC
395,3140,ETNP14_120maa_PROKKA_84095,33.64,2,0,0,2,0,,,1.09E5,,1,1,0,0,2,0,,42734,Magnesium and cobalt efflux protein CorC
395,3152,NP_30m_PROKKA_00533,33.64,3,0,0,3,0,,,1.09E5,,1,1,0,0,2,0,,39572,Magnesium and cobalt efflux protein CorC
395,3160,NP_30m_PROKKA_09787,33.64,7,0,0,7,0,,,1.09E5,,1,1,0,0,2,0,,13693,Magnesium and cobalt efflux protein CorC
395,3187,ETNP14_68mB_PROKKA_89103,33.64,4,0,0,4,0,,,1.09E5,,1,1,0,0,2,0,,23060,Magnesium and cobalt efflux protein CorC
395,3238,ETNP_70m_PROKKA_48752,33.64,3,0,0,3,0,,,1.09E5,,1,1,0,0,2,0,,38340,Magnesium and cobalt efflux protein CorC
395,3252,ETNP14_68maa_PROKKA_84347,33.64,2,0,0,2,0,,,1.09E5,,1,1,0,0,2,0,,42655,Magnesium and cobalt efflux protein CorC
395,3280,ETNP14_120maa_PROKKA_48208,33.64,2,0,0,2,0,,,1.09E5,,1,1,0,0,2,0,,42464,Magnesium and cobalt efflux protein CorC
395,3866,ETNP_70m_PROKKA_143943,33.64,10,0,0,10,0,,,1.09E5,,1,1,0,0,2,0,,10032,CBS domain protein
395,3867,ETNP_90m_PROKKA_192772,33.64,10,0,0,10,0,,,1.09E5,,1,1,0,0,2,0,,9953,CBS domain protein
395,3869,ETNP14_120mab_PROKKA_115341,33.64,7,0,0,7,0,,,1.09E5,,1,1,0,0,2,0,,15299,Magnesium and cobalt efflux protein CorC
395,3870,ETNP_90m_PROKKA_170831,33.64,5,0,0,5,0,,,1.09E5,,1,1,0,0,2,0,,18887,Magnesium and cobalt efflux protein CorC
395,3875,ETNP14_68maa_PROKKA_111211,33.64,3,0,0,3,0,,,1.09E5,,1,1,0,0,2,0,,38441,Magnesium and cobalt efflux protein CorC
395,3877,ETNP14_68maa_PROKKA_146239,33.64,2,0,0,2,0,,,1.09E5,,1,1,0,0,2,0,,42685,Magnesium and cobalt efflux protein CorC
283,1916,ETNP14_68maa_PROKKA_44091,33.64,1,1,1,1,0,2.92E6,4.02E5,2.27E5,,1,1,2,1,1,0,,134179,Perchlorate reductase subunit alpha precursor
283,1921,ETNP14_120maa_PROKKA_31636,33.64,1,1,1,1,0,2.92E6,4.02E5,2.27E5,,1,1,2,1,1,0,,134217,Perchlorate reductase subunit alpha precursor
283,2091,ETNP14_120maa_PROKKA_76983,33.64,1,1,1,1,0,2.92E6,4.02E5,2.27E5,,1,1,2,1,1,0,,90092,Perchlorate reductase subunit alpha precursor
681,2584,ETNP_60m_PROKKA_33711,33.59,3,0,0,0,3,,,,1.43E5,1,1,0,0,0,1,,39793,Dihydroorotase
1460,3042,ETNP_70m_PROKKA_58178,33.41,7,3,0,1,3,6.02E5,,2.01E5,1.31E4,3,3,1,0,1,1,,38178,Putative snoRNA binding domain protein
724,5209,NP_100m_PROKKA_02369,33.39,3,0,1,1,0,,1.6E4,9.25E3,,2,2,0,1,1,0,,55496,Cytosol aminopeptidase
661,3198,NP_864297,33.30,2,0,0,0,2,,,,5.37E5,2,2,0,0,0,2,,93244,dipeptidyl peptidase IV Rhodopirellula baltica SH 1
576,3074,ETNP_120m_particle_PROKKA_136131,32.99,3,0,0,0,3,,,,1.15E5,2,1,0,0,0,2,,69200,Chaperone protein DnaK
719,3447,ETNP_120m_free_PROKKA_270315,32.83,2,0,2,0,1,,3.98E4,,,2,1,0,1,0,1,,44084,hypothetical protein
719,3391,ETNP_160m_PROKKA_128641,32.83,6,0,6,0,3,,3.98E4,,,2,1,0,1,0,1,,16100,hypothetical protein
878,2982,WP_011786774,32.80,4,1,2,0,1,0E0,,,,3,1,1,1,0,1,,69369,molecular chaperone DnaK Marinobacter hydrocarbonoclasticus
601,3008,WP_042851397,32.63,3,2,0,0,2,1.07E5,,,1.28E5,2,2,1,0,0,1,,68108,molecular chaperone DnaK Prochlorococcus sp MIT 0604
1135,3220,NP_300m_PROKKA_04870,32.61,4,0,0,2,1,,,6.25E5,1.54E4,3,3,0,0,3,1,,90318,Translation initiation factor IF-2
440,2716,ETNP_100m_particle_PROKKA_14979,32.23,10,10,0,0,0,4.98E5,,,,2,2,2,0,0,0,,13208,Core histone H2A/H2B/H3/H4
652,6241,WP_011400205,32.23,6,0,0,0,6,,,,3.31E5,2,2,0,0,0,2,Oxidation (M),37368,NADPHquinone reductase Hahella chejuensis
555,2182,ETNP_300m_PROKKA_80921,32.19,5,2,0,0,2,2.94E5,,,,2,1,1,0,0,1,,49832,Benzoyl-CoA oxygenase component B
555,2183,ETNP_120m_PROKKA_236954,32.19,4,2,0,0,2,2.94E5,,,,2,1,1,0,0,1,,54838,Benzoyl-CoA oxygenase component B
555,2184,ETNP_180m_PROKKA_116676,32.19,4,2,0,0,2,2.94E5,,,,2,1,1,0,0,1,,54838,Benzoyl-CoA oxygenase component B
555,2185,ETNP_120m_free_PROKKA_170452,32.19,4,2,0,0,2,2.94E5,,,,2,1,1,0,0,1,,54838,Benzoyl-CoA oxygenase component B
555,2186,ETNP14_120maa_PROKKA_105372,32.19,4,2,0,0,2,2.94E5,,,,2,1,1,0,0,1,,54895,Benzoyl-CoA oxygenase component B
555,2409,ETNP_180m_PROKKA_11158,32.19,4,2,0,0,2,2.94E5,,,,2,1,1,0,0,1,,55133,Benzoyl-CoA oxygenase component B
555,2410,ETNP_160m_PROKKA_143992,32.19,4,2,0,0,2,2.94E5,,,,2,1,1,0,0,1,,55133,Benzoyl-CoA oxygenase component B
555,2411,ETNP_120m_PROKKA_82273,32.19,4,2,0,0,2,2.94E5,,,,2,1,1,0,0,1,,55133,Benzoyl-CoA oxygenase component B
555,2412,ETNP_140m_PROKKA_04343,32.19,4,2,0,0,2,2.94E5,,,,2,1,1,0,0,1,,55133,Benzoyl-CoA oxygenase component B
555,2614,ETNP14_120maa_PROKKA_64202,32.19,5,2,0,0,3,2.94E5,,,,2,1,1,0,0,1,,46514,Benzoyl-CoA oxygenase component B
2202,2959,ETNP_140m_PROKKA_08935,32.15,8,8,0,0,0,4.51E5,,,,3,1,3,0,0,0,,12691,50S ribosomal protein L7/L12
549,2444,WP_006172303,32.12,1,0,0,1,0,9.98E5,,0E0,,2,2,1,0,1,0,,165209,glutamate synthase Synechococcus sp WH 5701
574,2796,ETNP14_120mab_PROKKA_60270,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22575,50S ribosomal protein L4
574,2877,ETNP14_120maa_PROKKA_02579,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22743,50S ribosomal protein L4
574,2970,ETNP14_68maa_PROKKA_74150,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22955,50S ribosomal protein L4
574,3080,ETNP14_120maa_PROKKA_155496,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22785,50S ribosomal protein L4
574,3121,ETNP14_68maa_PROKKA_60388,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22744,50S ribosomal protein L4
574,3122,ETNP14_68maa_PROKKA_06197,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22773,50S ribosomal protein L4
574,3123,ETNP14_120maa_PROKKA_144924,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22773,50S ribosomal protein L4
574,3124,ETNP14_68mB_PROKKA_57713,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22830,50S ribosomal protein L4
574,3166,ETNP14_68maa_PROKKA_105107,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22882,50S ribosomal protein L4
574,3167,ETNP14_68maa_PROKKA_140183,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22854,50S ribosomal protein L4
574,3178,NP_85m_PROKKA_14258,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22464,50S ribosomal protein L4
574,3179,NP_300m_PROKKA_02879,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22464,50S ribosomal protein L4
574,3208,ETNP14_120maa_PROKKA_159996,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22783,50S ribosomal protein L4
574,3604,ETNP14_120maa_PROKKA_132308,31.91,6,0,0,0,6,,,,,1,0,0,0,0,1,,18699,50S ribosomal protein L4
574,3605,ETNP14_68maa_PROKKA_13592,31.91,6,0,0,0,6,,,,,1,0,0,0,0,1,,19055,50S ribosomal protein L4
574,3606,ETNP14_120maa_PROKKA_120892,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22968,50S ribosomal protein L4
574,3607,NP_30m_PROKKA_00560,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22815,50S ribosomal protein L4
574,3608,ETNP14_120mab_PROKKA_08002,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,23230,50S ribosomal protein L4
574,3609,ETNP14_68maa_PROKKA_34325,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22946,50S ribosomal protein L4
574,3610,ETNP14_68mB_PROKKA_97013,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22988,50S ribosomal protein L4
574,3611,ETNP14_120mab_PROKKA_56531,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,22811,50S ribosomal protein L4
574,3612,ETNP14_120maa_PROKKA_161197,31.91,5,0,0,0,5,,,,,1,0,0,0,0,1,,23158,50S ribosomal protein L4
705,2178,WP_011294882,31.63,7,7,0,0,0,2.11E4,,,,1,1,1,0,0,0,,18594,flavodoxin Prochlorococcus
705,2204,ETNP14_68maa_PROKKA_46247,31.63,7,7,0,0,0,2.11E4,,,,1,1,1,0,0,0,,18682,Flavodoxin
494,2978,EJK73069,31.56,3,1,0,3,1,1.34E4,,1.04E4,2.36E6,2,2,1,0,3,3,Oxidation (M),66376,hypothetical protein THAOC_05328  Thalassiosira oceanica
