Event,Station,Bottle,Sal00,Sal11,Sigma-t00,Sigma-t11,Sbeox0Mg/L,Sbox0Mm/Kg,Sbeox0PS,Longitude,Latitude,DepSM,T090C,T190C,FlSP,CStarAt0,CStarTr0,Par,pH,NO2 Conc.
59,33,4,34.6905,34.6911,26.6221,26.6221,0.0303,0.923,0.339,-106.0001,20.151,325.664,10.5481,10.5479,0.0741,12.3436,4.5689,0.0511,,1.190821256
59,33,5,34.7197,34.7203,26.5779,26.5779,0.0277,0.844,0.313,-106.00012,20.15102,301.03,10.9227,10.9227,0.0783,12.347,4.565,0.0507,,1.673913043
59,33,6,34.7391,34.7399,26.5304,26.5304,0.0286,0.872,0.325,-106.00012,20.15102,275.825,11.2653,11.2655,0.0745,12.3496,4.5621,0.0507,,2.012077295
59,33,7,34.7471,34.7479,26.5113,26.5113,0.0278,0.847,0.317,-106.00014,20.151,251.091,11.3999,11.3991,0.0754,12.3515,4.5599,0.0507,,2.157004831
59,33,8,34.765,34.7658,26.4704,26.4704,0.0251,0.763,0.288,-106.0001,20.15102,226.45,11.6919,11.6927,0.0751,12.3524,4.5588,0.0507,,2.495169082
59,33,9,34.7791,34.7799,26.4282,26.4282,0.0268,0.815,0.309,-106.00012,20.15102,202.134,11.9703,11.9718,0.0785,12.3543,4.5567,0.0507,,2.615942029
59,33,10,34.7959,34.7967,26.3784,26.3784,0.0262,0.797,0.304,-106.00014,20.151,176.402,12.2951,12.2958,0.0757,12.3551,4.5559,0.0507,,2.905797101
59,33,11,34.8036,34.8045,26.3317,26.3317,0.0262,0.797,0.306,-106.00013,20.15104,151.723,12.5621,12.5624,0.0784,12.3569,4.5537,0.0507,,2.95410628
59,33,12,34.8106,34.8116,26.258,26.258,0.0263,0.8,0.309,-106.00012,20.151,127.029,12.9584,12.9585,0.092,12.3574,4.5532,0.0507,,3.099033816
59,33,13,34.8128,34.8139,26.1185,26.1185,0.024,0.729,0.286,-106.0001,20.15102,102.134,13.6495,13.6575,0.25,12.3619,4.548,0.0586,,2.881642512
59,33,14,34.8016,34.8025,25.9969,25.9969,0.0216,0.658,0.261,-106.0001,20.15102,87.614,14.1875,14.1877,0.776,12.382,4.5252,0.0953,,1.070048309
59,33,15,34.7911,34.7913,25.917,25.917,0.0228,0.696,0.278,-106.00012,20.15102,76.959,14.5225,14.5319,1.05,12.3841,4.5229,0.197,,0.2246376812
59,33,16,34.791,34.7912,25.9154,25.9154,0.0225,0.686,0.274,-106.00012,20.15102,76.96,14.5297,14.5347,1.02,12.3853,4.5215,0.188,,
59,33,17,34.7907,34.7924,25.9141,25.9141,0.0219,0.666,0.266,-106.00013,20.15102,77.13,14.5347,14.5297,1.27,12.3841,4.5229,0.198,,
59,33,18,34.7916,34.7931,25.9174,25.9174,0.0252,0.766,0.306,-106.00014,20.15102,77.399,14.5227,14.5202,0.964,12.3858,4.5209,0.195,,
59,33,19,34.7886,34.7895,25.8993,25.8993,0.0242,0.737,0.295,-106.00012,20.15102,71.709,14.5953,14.5969,0.949,12.3798,4.5277,0.33,,0.2487922705
59,33,20,34.7711,34.7722,25.8077,25.8077,0.0252,0.769,0.309,-106.00012,20.15102,62.089,14.9536,14.9542,0.735,12.3752,4.5329,0.888,,0.345410628
59,33,21,34.7395,34.7404,25.6152,25.6152,0.0231,0.703,0.287,-106.0001,20.15102,52.228,15.7088,15.7014,0.206,12.3554,4.5554,1.92,,0.3937198068
59,33,22,34.7181,34.7188,25.503,25.503,0.0243,0.741,0.305,-106.00011,20.151,42.255,16.128,16.1306,0.236,12.3693,4.5397,5.01,,0.05555555556
59,33,23,34.5198,34.5196,24.6308,24.6308,2.2121,67.467,29.336,-106.00012,20.15102,22.011,19.0959,19.1053,0.711,12.4415,4.4585,31.2,,0.7077294686
59,33,24,34.5261,34.5268,23.6399,23.6399,6.4329,196.389,91.178,-106.00012,20.151,11.94,22.7733,22.7711,3.92,12.7304,4.1478,207,,0.007246376812
60,33,1,34.7884,34.7893,25.9165,25.9165,0.0276,0.84,0.335,-106.0123,20.11524,70.914,14.5144,14.5204,1.22,12.3939,4.5118,0.0507,,
60,33,2,34.7889,34.7904,25.9205,25.9205,0.0266,0.81,0.323,-106.0123,20.11526,71.235,14.4976,14.5024,1.25,12.3939,4.5118,0.0507,,
60,33,3,34.7909,34.7919,25.928,25.928,0.0302,0.92,0.367,-106.0123,20.11526,71.758,14.4697,14.4745,1.24,12.3941,4.5116,0.0507,,
60,33,4,34.7867,34.7885,25.9122,25.9122,0.0263,0.8,0.319,-106.0123,20.11524,70.744,14.5283,14.5318,1.23,12.3953,4.5102,0.0507,,
60,33,5,34.7896,34.7908,25.9223,25.9223,0.0271,0.827,0.33,-106.0123,20.11524,71.458,14.492,14.4932,1.23,12.3937,4.512,0.0507,,
60,33,6,34.7866,34.7875,25.9104,25.9104,0.0275,0.837,0.334,-106.0123,20.11526,70.558,14.5366,14.5493,1.33,12.3946,4.5111,0.0507,,
60,33,7,34.7886,34.7898,25.9197,25.9197,0.026,0.793,0.316,-106.01228,20.11526,71.319,14.5001,14.505,1.26,12.3942,4.5115,0.0507,,
60,33,8,34.7891,34.7897,25.9209,25.9209,0.0278,0.847,0.338,-106.01228,20.11526,71.315,14.4968,14.503,1.28,12.3944,4.5112,0.0507,,
60,33,9,34.7873,34.7882,25.9113,25.9113,0.0265,0.806,0.322,-106.01228,20.11526,70.788,14.5347,14.5425,1.22,12.3954,4.5101,0.0507,,
60,33,10,34.7859,34.7884,25.9053,25.9053,0.0264,0.804,0.321,-106.01228,20.11526,70.667,14.5577,14.5523,1.25,12.3954,4.5102,0.0507,,
60,33,11,34.7904,34.7914,25.9247,25.9247,0.0261,0.796,0.318,-106.01228,20.11526,71.458,14.4837,14.4886,1.24,12.3928,4.513,0.0507,,
60,33,12,34.7886,34.7897,25.9172,25.9172,0.026,0.792,0.316,-106.01228,20.11526,71.132,14.5121,14.5108,1.24,12.394,4.5116,0.0507,,
60,33,13,34.5682,34.5697,23.5678,23.5678,6.0144,183.626,85.811,-106.01232,20.11524,15.724,23.1364,23.1414,1.41,12.5779,4.309,0.0507,,
60,33,14,34.5698,34.569,23.5841,23.5841,5.9876,182.803,85.351,-106.01232,20.11524,16.487,23.0843,23.0978,1.55,12.5832,4.3033,0.0507,,
60,33,15,34.5731,34.5707,23.5871,23.5871,5.9379,181.286,84.642,-106.01232,20.11524,16.653,23.0825,23.0917,1.57,12.583,4.3035,0.0507,,
60,33,16,34.568,34.5704,23.5666,23.5666,5.9953,183.041,85.543,-106.01231,20.11524,16.069,23.1399,23.1351,1.56,12.5799,4.3068,0.0507,,
60,33,17,34.5675,34.5701,23.5734,23.5734,6.0163,183.681,85.805,-106.0123,20.11524,16.489,23.1152,23.1253,1.58,12.5798,4.3069,0.0507,,
60,33,18,34.5667,34.5695,23.5519,23.5519,6.0698,185.32,86.678,-106.0123,20.11526,15.414,23.1873,23.1869,1.51,12.5768,4.3102,0.0507,,
60,33,19,34.5637,34.5672,23.5532,23.5532,6.0719,185.384,86.689,-106.0123,20.11526,16.118,23.1753,23.1824,1.69,12.5817,4.3049,0.0507,,
60,33,20,34.577,34.5799,23.6452,23.6452,5.9452,181.5,84.465,-106.0123,20.11526,16.778,22.8908,22.8933,1.53,12.5874,4.2987,0.0507,,
60,33,21,34.5674,34.569,23.5415,23.5415,6.096,186.121,87.11,-106.0123,20.11528,15.533,23.225,23.2122,1.6,12.5785,4.3084,0.0507,,
60,33,22,34.5645,34.5669,23.5709,23.5709,6.0853,185.788,86.79,-106.0123,20.11528,16.161,23.1162,23.1229,1.58,12.581,4.3056,0.0507,,
60,33,23,34.5744,34.5732,23.6382,23.6382,5.952,181.709,84.586,-106.0123,20.11528,16.582,22.9082,22.9037,1.52,12.5768,4.3101,0.0507,,
60,33,24,34.5772,34.5791,23.6297,23.6297,5.8793,179.488,83.607,-106.01228,20.11528,16.513,22.9449,22.9135,1.68,12.5848,4.3016,0.0507,,
61,33,1,34.6452,34.6482,26.7277,26.7277,0.0293,0.892,0.322,-106.04,20.19063,400.125,9.7338,9.7329,0.0764,12.3421,4.5706,0.0508,,1.273584906
61,33,2,34.6664,34.669,26.6887,26.6887,0.028,0.852,0.31,-106.04,20.19064,374.998,10.0606,10.0596,0.0773,12.3435,4.569,0.0507,,1.462264151
61,33,3,34.6756,34.6783,26.6626,26.6626,0.029,0.884,0.323,-106.04002,20.19064,359.925,10.2525,10.2517,0.0761,12.3468,4.5652,0.0507,,1.485849057
61,33,4,34.6871,34.6897,26.6354,26.6354,0.0284,0.863,0.317,-106.04002,20.19064,349.862,10.4603,10.4608,0.0765,12.3455,4.5667,0.0507,,1.556603774
61,33,5,34.6958,34.6986,26.6206,26.6206,0.0271,0.826,0.304,-106.04,20.19062,339.71,10.5819,10.5834,0.0771,12.345,4.5674,0.0507,,1.674528302
61,33,6,34.7084,34.711,26.5962,26.5962,0.0274,0.834,0.308,-106.04,20.19062,325.484,10.7743,10.7746,0.075,12.3467,4.5653,0.0507,,2.122641509
61,33,7,34.7149,34.7172,26.5826,26.5826,0.0269,0.819,0.303,-106.04,20.19062,314.965,10.8775,10.8764,0.076,12.3471,4.5649,0.0507,,2.169811321
61,33,8,34.725,34.7277,26.5586,26.5586,0.0256,0.779,0.29,-106.04002,20.19064,300.224,11.0529,11.0531,0.0763,12.3485,4.5633,0.0507,,2.358490566
61,33,9,34.8067,34.8094,26.3329,26.3329,0.0248,0.756,0.29,-106.03998,20.19062,150.448,12.5676,12.5675,0.0771,12.3603,4.55,0.0507,,4.103773585
61,33,10,34.8103,34.813,26.3092,26.3092,0.0264,0.803,0.309,-106.04002,20.19064,140.247,12.7016,12.7005,0.0822,12.3619,4.548,0.0507,,3.773584906
61,33,11,34.8144,34.8173,26.265,26.265,0.0245,0.747,0.289,-106.04002,20.19064,125.625,12.9378,12.9399,0.0882,12.3633,4.5464,0.0507,,3.91509434
61,33,12,34.8163,34.8192,26.2413,26.2413,0.0258,0.787,0.305,-106.04002,20.19064,115.931,13.0622,13.062,0.0968,12.3617,4.5483,0.0507,,3.58490566
61,33,13,34.8146,34.8175,26.1868,26.1868,0.0234,0.713,0.278,-106.04002,20.19064,101.049,13.323,13.3241,0.13,12.3661,4.5433,0.0507,,3.349056604
61,33,14,34.8069,34.8099,26.0775,26.0775,0.0249,0.757,0.298,-106.04,20.19064,85.823,13.8228,13.8232,0.341,12.3685,4.5405,0.0583,,0.7075471698
61,33,15,34.795,34.798,25.9693,25.9693,0.0225,0.685,0.272,-106.04002,20.19064,75.574,14.2919,14.2931,1.12,12.3918,4.5142,0.0906,,0.5660377358
61,33,16,34.7742,34.7769,25.8485,25.8485,0.021,0.639,0.257,-106.04002,20.19066,65.79,14.778,14.8011,1.1,12.3924,4.5135,0.212,,0.141509434
61,33,17,34.7128,34.7157,25.6102,25.6102,0.0296,0.903,0.368,-106.04,20.19064,55.758,15.6405,15.641,1.14,12.4148,4.4883,0.523,,0.2122641509
61,33,18,34.6428,34.6463,25.4814,25.4814,0.1974,6.017,2.469,-106.04002,20.19062,45.587,15.9696,15.9735,0.724,12.3808,4.5267,1.48,,0.9433962264
61,33,19,34.6425,34.6456,25.4812,25.4812,0.1975,6.019,2.469,-106.04002,20.19064,45.919,15.9698,15.9691,0.597,12.3799,4.5276,1.39,,
61,33,20,34.6426,34.6452,25.4824,25.4824,0.198,6.035,2.476,-106.04002,20.19064,45.999,15.9644,15.9696,0.676,12.3765,4.5315,1.41,,
61,33,21,34.6453,34.6473,25.4862,25.4862,0.199,6.066,2.488,-106.04002,20.19066,46.505,15.9569,15.959,0.634,12.3802,4.5273,1.37,,
61,33,22,34.5139,34.5167,25.1195,25.1195,0.9064,27.631,11.574,-106.04002,20.19062,35.859,17.0974,17.1086,0.478,12.3823,4.5248,3.46,,0.4245283019
61,33,23,34.5717,34.5768,23.7818,23.7818,5.1244,156.419,72.17,-106.04002,20.19064,21.144,22.3976,22.4559,1.27,12.5784,4.3085,26.7,,0.1886792453
61,33,24,34.544,34.5477,23.3375,23.3375,6.7226,205.294,97.121,-106.04,20.19064,11.228,23.8624,23.8595,1.11,12.5982,4.2871,153,,-0.02358490566
62,33,1,34.5977,34.5986,27.5691,27.5691,1.4596,44.389,13.738,-106.05134,20.2061,1501.171,3.0534,3.0538,0.0694,12.3377,4.5756,0.065,,
62,33,2,34.5975,34.5986,27.5689,27.5689,1.4514,44.14,13.662,-106.05134,20.2061,1501.013,3.0539,3.0542,0.0705,12.3379,4.5754,0.0636,,
62,33,3,34.5737,34.5753,27.4975,27.4975,0.8802,26.771,8.395,-106.05134,20.20614,1301.908,3.5984,3.59,0.0709,12.3346,4.5792,0.0663,,
62,33,4,34.5583,34.5588,27.4518,27.4518,0.6034,18.351,5.8,-106.05134,20.20614,1201.959,3.9281,3.9284,0.0727,12.3324,4.5817,0.0622,,
62,33,5,34.5493,34.5498,27.4146,27.4146,0.4098,12.464,3.966,-106.05134,20.20612,1102.485,4.2116,4.2117,0.0724,12.3327,4.5813,0.0652,,
62,33,6,34.5394,34.5399,27.3688,27.3688,0.2379,7.236,2.322,-106.05132,20.20608,1002.535,4.5595,4.5598,0.0733,12.3338,4.5801,0.0608,,-0.04166666667
62,33,7,34.539,34.5398,27.368,27.368,0.2373,7.219,2.316,-106.05132,20.20608,1002.144,4.563,4.5619,0.0725,12.3338,4.5801,0.0593,,
62,33,8,34.5329,34.5333,27.3023,27.3023,0.1003,3.052,0.992,-106.05134,20.2061,901.657,5.0983,5.0988,0.0739,12.3349,4.5789,0.064,,-0.04166666667
62,33,9,34.5205,34.5209,27.2471,27.2471,0.0619,1.884,0.618,-106.05134,20.20614,801.503,5.4763,5.4769,0.073,12.3335,4.5805,0.0579,,-0.04166666667
62,33,10,34.5215,34.522,27.1757,27.1757,0.0363,1.105,0.367,-106.05136,20.20614,701.694,6.0543,6.0548,0.0733,12.3335,4.5804,0.0582,,-0.04166666667
62,33,11,34.5386,34.5391,27.0438,27.0438,0.0334,1.015,0.346,-106.05134,20.20612,600.897,7.1419,7.1432,0.0741,12.3361,4.5775,0.0512,,-0.04166666667
62,33,12,34.557,34.5575,26.9903,26.9903,0.0334,1.017,0.35,-106.05136,20.20612,551.268,7.6176,7.6177,0.076,12.3375,4.5759,0.0521,,0.3333333333
62,33,13,34.589,34.5895,26.8965,26.8965,0.0306,0.931,0.327,-106.05136,20.20612,501.323,8.4136,8.4135,0.0769,12.3391,4.5741,0.0523,,0.7916666667
62,33,14,34.5886,34.5893,26.8968,26.8968,0.0328,0.999,0.35,-106.05136,20.20612,501.635,8.41,8.4101,0.0792,12.3395,4.5736,0.0532,,
62,33,15,34.6121,34.6128,26.8234,26.8234,0.0307,0.935,0.332,-106.05136,20.20612,451.874,8.9934,8.9934,0.0767,12.344,4.5684,0.0511,,1.125
62,33,16,34.6423,34.6429,26.7433,26.7433,0.0316,0.963,0.347,-106.05134,20.2061,401.771,9.6265,9.6294,0.0765,12.342,4.5707,0.0507,,1.166666667
62,33,17,34.6805,34.6813,26.6444,26.6444,0.0285,0.868,0.318,-106.05136,20.20612,352.112,10.3795,10.3827,0.0764,12.3435,4.5689,0.0507,,1.583333333
62,33,18,34.7078,34.7084,26.599,26.599,0.0292,0.888,0.328,-106.05134,20.20608,326.571,10.7556,10.7558,0.0768,12.3483,4.5635,0.0507,,2.333333333
62,33,19,34.7234,34.7241,26.5645,26.5645,0.028,0.852,0.317,-106.05138,20.20612,301.83,11.0134,11.0133,0.074,12.3455,4.5667,0.0507,,2.625
62,33,20,34.8078,34.8087,26.3398,26.3398,0.0255,0.775,0.297,-106.05136,20.20612,152.028,12.537,12.5373,0.0776,12.3594,4.5509,0.0507,,
62,33,21,34.7915,34.7931,25.9334,25.9334,0.0221,0.674,0.268,-106.05134,20.2061,77.844,14.4477,14.4385,1.1,12.398,4.5072,0.0508,,
62,33,22,34.4743,34.4769,25.1102,25.1102,1.1945,36.413,15.223,-106.05136,20.20614,37.511,17.0087,17.0022,0.487,12.3873,4.5193,0.499,,
62,33,23,34.5407,34.5441,24.3247,24.3247,3.5542,108.432,48.225,-106.05134,20.20606,22.535,20.3321,20.2953,1.55,12.5517,4.3374,2.49,,
62,33,24,34.5628,34.5669,23.5627,23.5627,6.0016,183.235,85.63,-106.05134,20.20606,12.637,23.1392,23.1405,2.38,12.6804,4.1999,11.8,,
63,33,1,34.594,34.5956,27.5595,27.5595,1.3637,41.474,12.859,-106.07342,20.2636,1500.354,3.1272,3.123,0.07,12.3344,4.5794,0.0612,,
63,33,2,34.5688,34.5697,27.4806,27.4806,0.7774,23.645,7.438,-106.07344,20.2636,1251.165,3.7262,3.7264,0.0722,12.3341,4.5797,0.0596,,
63,33,3,34.5372,34.5378,27.3511,27.3511,0.1963,5.971,1.922,-106.07342,20.26358,1001.199,4.7041,4.7044,0.073,12.3346,4.5793,0.0598,,
63,33,4,34.5204,34.521,27.2056,27.2056,0.047,1.431,0.473,-106.07342,20.2636,801.13,5.8167,5.8202,0.0734,12.3323,4.5818,0.0533,,
63,33,5,34.5249,34.5256,27.1216,27.1216,0.0329,1.001,0.336,-106.07342,20.26359,700.824,6.4952,6.4953,0.0733,12.334,4.5799,0.0519,,
63,33,6,34.543,34.5436,27.0347,27.0347,0.0345,1.05,0.358,-106.07344,20.2636,600.577,7.2324,7.2327,0.0737,12.3376,4.5757,0.0511,,
63,33,7,34.5896,34.5903,26.9,26.9,0.0322,0.98,0.343,-106.07344,20.2636,500.289,8.3938,8.3933,0.0771,12.3409,4.572,0.0511,,
63,33,8,34.6158,34.6165,26.8078,26.8078,0.0302,0.919,0.327,-106.07344,20.26358,450.983,9.1095,9.1086,0.0768,12.342,4.5707,0.0507,,
63,33,9,34.6449,34.6457,26.733,26.733,0.0311,0.946,0.341,-106.07344,20.2636,401.317,9.7011,9.7002,0.0765,12.3406,4.5723,0.0507,,
63,33,10,34.6983,34.6993,26.6302,26.6302,0.0292,0.887,0.326,-106.07342,20.2636,350.998,10.5403,10.549,0.0763,12.345,4.5673,0.0507,,
63,33,11,34.7345,34.7353,26.545,26.545,0.0285,0.867,0.323,-106.07344,20.2636,301.663,11.1689,11.1671,0.0748,12.348,4.5638,0.0507,,
63,33,12,34.7436,34.7445,26.52,26.52,0.0282,0.858,0.321,-106.07346,20.26358,276.623,11.341,11.3408,0.075,12.35,4.5616,0.0507,,
63,33,13,34.7552,34.7562,26.4925,26.4925,0.0281,0.857,0.322,-106.07342,20.2636,251.848,11.5358,11.5362,0.0745,12.3517,4.5597,0.0507,,
63,33,14,34.7626,34.7637,26.4675,26.4675,0.027,0.823,0.31,-106.07342,20.26358,226.495,11.6975,11.6976,0.0733,12.3605,4.5497,0.0507,,
63,33,15,34.779,34.78,26.4307,26.4307,0.0284,0.864,0.327,-106.07344,20.2636,202.135,11.9572,11.9544,0.0766,12.3567,4.554,0.0507,,
63,33,16,34.7969,34.798,26.379,26.379,0.0267,0.814,0.311,-106.07344,20.26358,177.235,12.2957,12.2958,0.0763,12.3586,4.5518,0.0507,,
63,33,17,34.8033,34.8045,26.3282,26.3282,0.0247,0.753,0.289,-106.07344,20.2636,151.953,12.5786,12.5793,0.0762,12.3581,4.5523,0.0507,,
63,33,18,34.7979,34.7991,25.9708,25.9708,0.0245,0.746,0.296,-106.07344,20.2636,76.971,14.2959,14.2986,1.09,12.3894,4.5169,0.171,,
63,33,19,34.7983,34.7998,25.9713,25.9713,0.0245,0.746,0.297,-106.07346,20.2636,77.541,14.2946,14.2936,1.07,12.3902,4.5159,0.162,,
63,33,20,34.5903,34.5927,25.2899,25.2899,0.3632,11.069,4.597,-106.07342,20.26358,38.204,16.6235,16.623,0.377,12.3707,4.5381,4.63,,
63,33,21,34.5988,34.5996,25.2979,25.2979,0.3277,9.989,4.148,-106.07344,20.26358,39.824,16.6175,16.6176,0.342,12.3733,4.535,3.56,,
63,33,22,34.6009,34.6062,25.3018,25.3018,0.2839,8.652,3.593,-106.07344,20.26358,40.351,16.6078,16.597,0.349,12.3762,4.5318,3.52,,
63,33,23,34.5969,34.6028,25.2958,25.2958,0.3291,10.032,4.167,-106.07344,20.26358,40.057,16.6202,16.6073,0.363,12.3767,4.5313,3.75,,
63,33,24,34.5423,34.5457,24.3883,24.3883,3.2841,100.185,44.369,-106.07344,20.26362,22.137,20.0965,20.2684,1.23,12.4968,4.3972,34.6,,
64,33,1,34.5828,34.584,26.9052,26.9052,0.0346,1.054,0.369,-106.12626,20.31082,499.165,8.3239,8.3236,0.0776,12.3401,4.5729,0.0507,,
64,33,2,34.7966,34.7966,26.3763,26.3763,0.0271,0.826,0.315,-106.12626,20.31084,175.631,12.3086,12.3069,0.078,12.359,4.5513,0.0507,,
64,33,3,34.8082,34.8084,26.3292,26.3292,0.0269,0.819,0.314,-106.12624,20.31084,151.177,12.5926,12.5928,0.081,12.3599,4.5504,0.0507,,
64,33,4,34.8141,34.8145,26.2712,26.2712,0.0261,0.795,0.307,-106.12626,20.31084,125.689,12.9056,12.9052,0.0871,12.3608,4.5494,0.0507,,
64,33,5,34.8138,34.8142,26.2697,26.2697,0.0266,0.81,0.313,-106.12626,20.31084,126.797,12.9122,12.9121,0.094,12.3604,4.5497,0.0507,,
64,33,6,34.8141,34.8145,26.2691,26.2691,0.0265,0.808,0.313,-106.12626,20.31084,125.824,12.9162,12.9164,0.0886,12.3609,4.5493,0.0507,,
64,33,7,34.8142,34.8147,26.2678,26.2678,0.0265,0.806,0.312,-106.12626,20.31084,125.995,12.923,12.9211,0.0888,12.3612,4.5489,0.0507,,
64,33,8,34.8172,34.8176,26.1696,26.1696,0.0263,0.801,0.313,-106.12624,20.31084,100.545,13.4175,13.4219,0.119,12.3648,4.5448,0.051,,
64,33,9,34.8011,34.8018,26.0427,26.0427,0.0262,0.797,0.315,-106.12626,20.31083,76.619,13.9667,13.9607,0.47,12.3716,4.5371,0.165,,
64,33,10,34.8001,34.8004,26.0383,26.0383,0.0258,0.787,0.311,-106.12626,20.31084,76.124,13.9839,13.9953,0.471,12.3699,4.539,0.17,,
64,33,11,34.8012,34.8021,26.0438,26.0438,0.0258,0.786,0.31,-106.12626,20.31084,76.89,13.9622,13.9588,0.462,12.3691,4.5399,0.165,,
64,33,12,34.8005,34.8007,26.0389,26.0389,0.0261,0.796,0.315,-106.12626,20.31084,75.958,13.9823,13.9908,0.437,12.3704,4.5384,0.167,,
64,33,13,34.5773,34.5763,25.5338,25.5338,0.4011,12.224,4.969,-106.12628,20.31084,51.057,15.5148,15.521,0.284,12.36,4.5502,1.45,,
64,33,14,34.5791,34.5823,25.5363,25.5363,0.4056,12.359,5.023,-106.12628,20.31084,51.489,15.5098,15.5015,0.307,12.3574,4.5532,1.4,,
64,33,15,34.5753,34.5754,25.5302,25.5302,0.4075,12.418,5.049,-106.12628,20.31084,50.994,15.5242,15.5235,0.304,12.3612,4.5488,1.46,,
64,33,16,34.583,34.5835,25.5419,25.5419,0.4045,12.327,5.01,-106.12628,20.31084,51.501,15.4984,15.4991,0.311,12.3579,4.5525,1.43,,
64,33,17,34.5753,34.5726,24.1796,24.1796,3.8503,117.482,52.864,-106.12628,20.31082,25.985,20.972,21.11,1.6,12.5426,4.3472,17.9,,
64,33,18,34.5789,34.5768,24.1215,24.1215,4.0131,122.457,55.323,-106.12627,20.31082,26.056,21.1954,21.0905,1.45,12.5303,4.3605,17.5,,
64,33,19,34.5672,34.5715,24.1073,24.1073,4.1504,126.649,57.232,-106.12626,20.31082,26.391,21.2153,21.1638,1.54,12.5195,4.3724,16.8,,
64,33,20,34.5812,34.5875,24.1559,24.1559,3.9269,119.824,54.019,-106.12628,20.31082,26.548,21.0758,21.1577,1.46,12.5112,4.3815,16.6,,
64,33,21,34.6431,34.6495,23.109,23.109,6.5585,200.328,96.474,-106.1263,20.31084,9.362,24.8784,24.9159,0.413,12.4844,4.4108,249,,
64,33,22,34.6375,34.641,23.1305,23.1305,6.5623,200.437,96.385,-106.1263,20.31086,9.534,24.7933,24.8182,0.43,12.4867,4.4083,268,,
64,33,23,34.6473,34.6406,23.1057,23.1057,6.5987,201.554,97.102,-106.1263,20.31086,9.32,24.8997,24.833,0.469,12.4879,4.407,288,,
64,33,24,34.6398,34.6472,23.1123,23.1123,6.5581,200.315,96.435,-106.1263,20.31086,9.075,24.8593,24.8885,0.435,12.4895,4.4052,277,,
65,33,1,34.7457,34.7475,26.5119,26.5119,0.0313,0.952,0.356,-106.13534,20.30794,250.619,11.3907,11.3832,0.0757,12.3537,4.5574,0.0507,,
65,33,2,34.7455,34.747,26.5154,26.5154,0.0314,0.955,0.357,-106.13534,20.30794,250.876,11.371,11.3709,0.0769,12.3525,4.5588,0.0507,,
65,33,3,34.7453,34.7468,26.5163,26.5163,0.0293,0.891,0.333,-106.13534,20.30794,250.93,11.3652,11.3683,0.0754,12.3523,4.5589,0.0507,,
65,33,4,34.8033,34.8043,26.3524,26.3524,0.0283,0.862,0.33,-106.13532,20.30796,151.798,12.4548,12.4544,0.0777,12.3595,4.5508,0.0507,,
65,33,5,34.8031,34.8041,26.3532,26.3532,0.029,0.882,0.338,-106.13532,20.30796,151.944,12.4503,12.4503,0.0769,12.3598,4.5505,0.0507,,
65,33,6,34.8027,34.8039,26.3507,26.3507,0.0275,0.838,0.321,-106.13534,20.30796,151.486,12.4615,12.4593,0.0789,12.3607,4.5494,0.0507,,
65,33,7,34.803,34.804,26.353,26.353,0.0277,0.843,0.323,-106.13534,20.30796,151.735,12.4505,12.451,0.0779,12.3637,4.546,0.0507,,
65,33,8,34.7799,34.7813,25.8801,25.8801,0.0259,0.789,0.316,-106.13534,20.30796,66.979,14.6526,14.655,0.899,12.3931,4.5127,0.414,,
65,33,9,34.7804,34.7818,25.8835,25.8835,0.0254,0.774,0.31,-106.13534,20.30796,66.842,14.6385,14.6305,0.972,12.395,4.5105,0.416,,
65,33,10,34.7806,34.7814,25.8836,25.8836,0.0254,0.774,0.31,-106.13534,20.30796,66.876,14.639,14.639,1.1,12.3969,4.5084,0.414,,
65,33,11,34.7806,34.7814,25.8846,25.8846,0.0259,0.788,0.315,-106.13534,20.30796,67.24,14.6343,14.6413,0.961,12.3935,4.5122,0.392,,
65,33,12,34.7802,34.781,25.882,25.882,0.0258,0.785,0.314,-106.13534,20.30796,66.35,14.6444,14.6504,0.901,12.3963,4.5092,0.421,,
65,33,13,34.78,34.781,25.8802,25.8802,0.0259,0.787,0.315,-106.13534,20.30796,66.405,14.6521,14.6533,0.964,12.4,4.5049,0.416,,
65,33,14,34.7801,34.7811,25.8805,25.8805,0.0258,0.785,0.314,-106.13534,20.30796,67.018,14.6515,14.6535,1.05,12.3957,4.5098,0.398,,
65,33,15,34.7796,34.7807,25.8785,25.8785,0.0255,0.778,0.311,-106.13534,20.30796,66.733,14.6587,14.655,1.22,12.3966,4.5087,0.404,,
65,33,16,34.4587,34.4597,25.0237,25.0237,1.5308,46.67,19.625,-106.13534,20.30796,37.093,17.3213,17.3171,0.675,12.4027,4.5019,3.19,,
65,33,17,34.461,34.4611,25.0161,25.0161,1.5443,47.082,19.813,-106.13534,20.30796,36.461,17.3601,17.3816,0.667,12.4097,4.494,3.42,,
65,33,18,34.4635,34.4645,25.0089,25.0089,1.5354,46.812,19.714,-106.13534,20.30796,36.999,17.3985,17.4137,0.679,12.4022,4.5024,3.33,,
65,33,19,34.576,34.5785,24.0198,24.0198,4.4166,134.783,61.281,-106.13534,20.30796,21.705,21.5574,21.5557,1.99,12.5518,4.3372,19.4,,
65,33,20,34.5604,34.5775,24.0119,24.0119,4.4055,134.445,61.106,-106.13534,20.30796,21.722,21.5433,21.5651,1.97,12.5584,4.3301,18.7,,
