Pressure [dbar],depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par
2178.0,2153.902,16.58962,-106.92288,1.9981,1.9983,1.8464,34.6437,34.6508,1037.7092,27.6864,0.075387,85.50299999999999,331.55827,0.0631,98.4337,1e-12
2179.0,2154.886,16.58962,-106.92288,1.9983,1.9983,1.8466,34.6436,34.6507,1037.7136,27.6863,0.076432,85.51299999999999,331.55658,0.0637,98.4193,1e-12
2180.0,2155.87,16.58961,-106.92288,1.9957,1.9963,1.8439,34.6439,34.651,1037.7187,27.6867,0.076485,85.539,331.5777,0.0638,98.4177,1e-12
2181.0,2156.854,16.5896,-106.92288,1.9955,1.9957,1.8437,34.6438,34.651,1037.7231,27.6867,0.076592,85.8,331.57928,0.0633,98.4286,1e-12
2182.0,2157.8379999999997,16.5896,-106.92288,1.9951,1.9953,1.8432,34.644,34.6511,1037.7279,27.6869,0.075695,85.93700000000001,331.58205,0.0637,98.4201,1e-12
2183.0,2158.821,16.58962,-106.92288,1.9952,1.9952,1.8432,34.6439,34.6511,1037.7322,27.6867,0.07527,85.727,331.58181,0.0636,98.4216,1e-12
2184.0,2159.805,16.58962,-106.92288,1.9948,1.9948,1.8427,34.6439,34.651,1037.7368,27.6868,0.07659500000000001,85.595,331.58475,0.0632,98.432,1e-12
2185.0,2160.7889999999998,16.58962,-106.92288,1.9947,1.995,1.8425,34.6439,34.6511,1037.7413,27.6868,0.077214,85.572,331.58588,0.0636,98.4234,1e-12
2186.0,2161.7729999999997,16.58962,-106.92288,1.9958,1.996,1.8435,34.6438,34.651,1037.7456,27.6867,0.07451100000000001,85.773,331.57705,0.064,98.4139,1e-12
2187.0,2162.757,16.58962,-106.92288,1.9957,1.9959,1.8434,34.6439,34.651,1037.7501,27.6867,0.07624700000000001,85.806,331.57716,0.0632,98.4311,1e-12
2188.0,2163.741,16.5896,-106.92288,1.9955,1.9956,1.843,34.6439,34.6509,1037.7547,27.6868,0.07444500000000001,85.70299999999999,331.57916,0.0636,98.4214,1e-12
2189.0,2164.725,16.5896,-106.92288,1.9955,1.9956,1.8429,34.6439,34.6509,1037.7592,27.6868,0.07485399999999999,85.78399999999999,331.5793,0.0637,98.4211,1e-12
2190.0,2165.709,16.58962,-106.92288,1.9956,1.9957,1.843,34.6439,34.6508,1037.7636,27.6867,0.076017,86.194,331.57858999999996,0.063,98.4364,1e-12
2191.0,2166.692,16.58962,-106.92288,1.9959,1.9961,1.8432,34.6438,34.6508,1037.768,27.6866,0.077209,85.822,331.57572000000005,0.0629,98.4381,1e-12
2192.0,2167.676,16.58962,-106.92288,1.9954,1.9955,1.8426,34.6438,34.6509,1037.7726,27.6867,0.075754,85.815,331.58016000000003,0.0636,98.423,1e-12
2193.0,2168.66,16.58962,-106.92288,1.9949,1.995,1.842,34.6439,34.651,1037.7772,27.6868,0.074449,85.77799999999999,331.58401000000003,0.0636,98.422,1e-12
2194.0,2169.644,16.58962,-106.92288,1.9962,1.9961,1.8432,34.6438,34.651,1037.7814,27.6866,0.075822,85.94200000000001,331.57355,0.0629,98.4384,1e-12
2195.0,2170.6279999999997,16.58962,-106.92288,1.9962,1.9964,1.8431,34.6437,34.6509,1037.7859,27.6865,0.076758,85.815,331.57372999999995,0.0638,98.4189,1e-12
2196.0,2171.611,16.58962,-106.92288,1.996,1.9961,1.8429,34.6438,34.6509,1037.7905,27.6866,0.075807,85.694,331.57492,0.0636,98.4223,1e-12
2197.0,2172.595,16.5896,-106.92288,1.9956,1.9955,1.8424,34.6439,34.651,1037.7951,27.6867,0.075549,85.721,331.57854,0.0628,98.4406,1e-12
2198.0,2173.5789999999997,16.5896,-106.92288,1.9968,1.9969,1.8434,34.6437,34.6508,1037.7993,27.6865,0.07708,85.781,331.5689,0.0635,98.4249,1e-12
2199.0,2174.563,16.58962,-106.92288,1.9968,1.997,1.8434,34.6438,34.6508,1037.8038,27.6865,0.076295,85.79899999999999,331.56827999999996,0.0632,98.4309,1e-12
2200.0,2175.547,16.58962,-106.92288,1.9969,1.9971,1.8434,34.6437,34.6507,1037.8082,27.6865,0.074549,85.723,331.56767,0.0637,98.4207,1e-12
2201.0,2176.53,16.58962,-106.92288,1.9969,1.9971,1.8433,34.6437,34.6508,1037.8128,27.6865,0.074633,85.71700000000001,331.56802999999996,0.0636,98.4231,1e-12
2202.0,2177.514,16.58962,-106.92288,1.997,1.9972,1.8433,34.6437,34.6508,1037.8172,27.6865,0.0761,85.86399999999999,331.56682,0.0632,98.4312,1e-12
2203.0,2178.498,16.58962,-106.92288,1.9972,1.9973,1.8434,34.6437,34.6508,1037.8217,27.6864,0.073921,85.68299999999999,331.56575,0.0637,98.4201,1e-12
2204.0,2179.482,16.58962,-106.92288,1.997,1.9969,1.8432,34.6438,34.6509,1037.8263,27.6865,0.073101,85.84899999999999,331.56645,0.0636,98.4224,1e-12
2205.0,2180.466,16.58962,-106.92288,1.9967,1.997,1.8428,34.6437,34.6508,1037.8308,27.6865,0.076675,85.758,331.56903,0.0638,98.4176,1e-12
2206.0,2181.449,16.58962,-106.92288,1.9965,1.9967,1.8425,34.6438,34.6508,1037.8353,27.6865,0.075666,85.90100000000001,331.5706,0.0638,98.4177,1e-12
2207.0,2182.433,16.58962,-106.92288,1.9966,1.9968,1.8426,34.6437,34.6508,1037.8397,27.6865,0.074528,85.80799999999999,331.56977,0.0634,98.428,1e-12
2208.0,2183.417,16.58962,-106.92288,1.9967,1.9969,1.8426,34.6437,34.6508,1037.8442,27.6865,0.075783,85.77799999999999,331.5691,0.063,98.4379,1e-12
2209.0,2184.401,16.58962,-106.92288,1.9967,1.9969,1.8425,34.6437,34.6509,1037.8487,27.6865,0.076159,85.859,331.56905,0.063,98.4363,1e-12
2210.0,2185.384,16.58962,-106.92288,1.9968,1.9971,1.8425,34.6438,34.6508,1037.8532,27.6865,0.076286,85.87100000000001,331.5681,0.0629,98.4393,1e-12
2211.0,2186.368,16.58962,-106.92288,1.997,1.9972,1.8426,34.6437,34.6507,1037.8577,27.6865,0.077401,85.738,331.56662,0.0629,98.4395,1e-12
2212.0,2187.3520000000003,16.58962,-106.92288,1.9967,1.9962,1.8422,34.6437,34.6508,1037.8622,27.6865,0.074416,85.977,331.56937,0.0644,98.402,1e-12
2213.0,2188.3360000000002,16.58962,-106.92288,1.9948,1.9946,1.8402,34.6439,34.651,1037.8671,27.6868,0.073939,85.929,331.58457999999996,0.0639,98.415,1e-12
2214.0,2189.319,16.58962,-106.92288,1.9936,1.9954,1.839,34.6439,34.6509,1037.8717,27.6869,0.076052,85.90899999999999,331.59435,0.0629,98.4399,1e-12
2215.0,2190.303,16.58962,-106.92288,1.9928,1.9934,1.8381,34.6441,34.6511,1037.8765,27.6871,0.07674299999999999,85.87299999999999,331.60093,0.0628,98.4426,1e-12
2216.0,2191.2870000000003,16.58962,-106.92288,1.9924,1.9924,1.8376,34.644,34.6512,1037.881,27.6871,0.074495,85.948,331.60404,0.063,98.4363,1e-12
2217.0,2192.271,16.58962,-106.92288,1.9915,1.9914,1.8366,34.6441,34.6512,1037.8856,27.6872,0.075924,85.995,331.61172999999997,0.0636,98.4229,1e-12
2218.0,2193.254,16.58962,-106.92288,1.9912,1.9912,1.8362,34.6441,34.6513,1037.8902,27.6873,0.07478,85.98700000000001,331.61436000000003,0.0633,98.43,1e-12
2219.0,2194.238,16.58962,-106.92288,1.991,1.9913,1.836,34.6441,34.6512,1037.8947,27.6873,0.07548300000000001,86.19200000000001,331.61573,0.0628,98.4423,1e-12
2220.0,2195.222,16.58962,-106.92288,1.9909,1.9911,1.8358,34.6441,34.6513,1037.8992,27.6872,0.07585800000000001,86.104,331.61677000000003,0.0629,98.4395,1e-12
2221.0,2196.206,16.58962,-106.92288,1.9906,1.9908,1.8354,34.6442,34.6513,1037.9039,27.6874,0.07628099999999999,86.098,331.61879,0.0633,98.4304,1e-12
2222.0,2197.189,16.58962,-106.92288,1.9914,1.9914,1.836,34.644,34.6512,1037.9081,27.6871,0.074805,86.154,331.61312999999996,0.0645,98.4018,1e-12
2223.0,2198.173,16.58962,-106.92288,1.9917,1.9917,1.8362,34.644,34.6511,1037.9126,27.6872,0.075174,86.28299999999999,331.61054,0.0633,98.4305,1e-12
2224.0,2199.157,16.58962,-106.92288,1.9919,1.9918,1.8364,34.644,34.6511,1037.917,27.6871,0.076318,86.42399999999999,331.6085,0.0629,98.4396,1e-12
2225.0,2200.14,16.58962,-106.92288,1.9909,1.9909,1.8353,34.6441,34.6513,1037.9217,27.6872,0.07708,86.264,331.6169,0.0636,98.4223,1e-12
2226.0,2201.124,16.58962,-106.92288,1.9917,1.9919,1.836,34.6441,34.6512,1037.9261,27.6872,0.075388,86.368,331.61017999999996,0.0632,98.4312,1e-12
2227.0,2202.1079999999997,16.58962,-106.92288,1.9911,1.9912,1.8354,34.644,34.6512,1037.9306,27.6872,0.075646,86.469,331.61496,0.063,98.437,1e-12
2228.0,2203.091,16.58962,-106.92288,1.9906,1.9907,1.8348,34.6442,34.6512,1037.9353,27.6874,0.075517,86.31700000000001,331.61888,0.0632,98.4319,1e-12
2229.0,2204.075,16.58962,-106.92288,1.9893,1.9901,1.8334,34.6442,34.6513,1037.9399,27.6875,0.075099,86.45100000000001,331.62939,0.0631,98.4345,1e-12
2230.0,2205.058,16.58962,-106.92288,1.9893,1.9895,1.8333,34.6443,34.6514,1037.9445,27.6876,0.076775,86.249,331.62928999999997,0.0629,98.4382,1e-12
2231.0,2206.042,16.58962,-106.92288,1.9906,1.9908,1.8345,34.6441,34.6511,1037.9487,27.6873,0.074611,86.344,331.61908,0.0635,98.4252,1e-12
2232.0,2207.026,16.58962,-106.92288,1.9896,1.9903,1.8334,34.6443,34.6512,1037.9534,27.6875,0.076167,86.443,331.62697000000003,0.063,98.4374,1e-12
2233.0,2208.009,16.58962,-106.92288,1.9897,1.9894,1.8335,34.6442,34.6513,1037.9579,27.6875,0.077073,86.41799999999999,331.62625,0.0628,98.4426,1e-12
2234.0,2208.993,16.58962,-106.92288,1.989,1.9895,1.8327,34.6443,34.6513,1037.9625,27.6875,0.077291,86.399,331.63154,0.0628,98.4413,1e-12
2235.0,2209.9770000000003,16.58962,-106.92288,1.9843,1.9844,1.828,34.6445,34.6515,1037.9678,27.6881,0.076916,86.33,331.67045,0.0629,98.4403,1e-12
2236.0,2210.9610000000002,16.58962,-106.92288,1.9826,1.9827,1.8262,34.6448,34.6519,1037.9727,27.6885,0.07639299999999999,86.43700000000001,331.68384,0.0629,98.4402,1e-12
2237.0,2211.944,16.58962,-106.92288,1.9802,1.9804,1.8238,34.6446,34.6519,1037.9774,27.6885,0.07772899999999999,86.38,331.70382,0.0629,98.4382,1e-12
2238.0,2212.928,16.58962,-106.92288,1.9691,1.9703,1.8128,34.6456,34.6526,1037.9842,27.6902,0.076033,86.598,331.79382999999996,0.063,98.4363,1e-12
2239.0,2213.911,16.58962,-106.92288,1.9694,1.9683,1.8129,34.6455,34.6528,1037.9886,27.6901,0.075164,86.53299999999999,331.79188999999997,0.0629,98.4381,1e-12
2240.0,2214.895,16.58962,-106.92288,1.9614,1.9617,1.805,34.6461,34.6531,1037.9946,27.6912,0.07509199999999999,86.663,331.85675,0.0629,98.4398,1e-12
2241.0,2215.879,16.58962,-106.92288,1.9609,1.961,1.8044,34.6461,34.6531,1037.9992,27.6912,0.074574,87.14299999999999,331.86132000000003,0.063,98.4374,1e-12
2242.0,2216.862,16.58962,-106.92288,1.9609,1.961,1.8044,34.6461,34.6531,1038.0037,27.6912,0.07469500000000001,87.402,331.86088,0.0637,98.4197,1e-12
2243.0,2217.846,16.58962,-106.92288,1.9607,1.961,1.8041,34.646,34.653,1038.0081,27.6912,0.076486,87.664,331.86253,0.0642,98.4089,1e-12
2244.0,2218.83,16.58962,-106.92288,1.9609,1.961,1.8041,34.646,34.653,1038.0126,27.6911,0.074972,87.98299999999999,331.86148,0.0642,98.409,1e-12
2245.0,2219.813,16.58962,-106.92288,1.9609,1.9609,1.8041,34.6459,34.6531,1038.017,27.6911,0.07572899999999999,87.988,331.86118999999997,0.0636,98.4226,1e-12
2246.0,2220.797,16.58962,-106.92288,1.9608,1.961,1.8039,34.6459,34.653,1038.0215,27.691,0.076473,87.985,331.86242000000004,0.0638,98.4188,1e-12
2247.0,2221.78,16.58962,-106.92288,1.9607,1.9608,1.8037,34.6458,34.653,1038.0259,27.691,0.076748,88.139,331.86298,0.0634,98.427,1e-12
2248.0,2222.764,16.58962,-106.92288,1.9603,1.9606,1.8033,34.6459,34.6531,1038.0305,27.6911,0.074888,87.89299999999999,331.86616000000004,0.0662,98.36,1e-12
2249.0,2223.7470000000003,16.58962,-106.92288,1.9595,1.9597,1.8024,34.6459,34.6531,1038.0351,27.6912,0.076739,87.742,331.87292,0.063,98.4372,1e-12
2250.0,2224.731,16.58962,-106.92288,1.9594,1.9596,1.8021,34.646,34.6531,1038.0397,27.6913,0.07471900000000001,87.745,331.87395,0.063,98.4376,1e-12
2251.0,2225.715,16.58962,-106.92288,1.9594,1.9595,1.8021,34.646,34.653,1038.0442,27.6913,0.07649299999999999,87.861,331.87367,0.063,98.4362,1e-12
2252.0,2226.698,16.58962,-106.92288,1.9588,1.9588,1.8014,34.646,34.6531,1038.0488,27.6913,0.076762,87.76799999999999,331.87831,0.0627,98.4438,1e-12
2253.0,2227.6820000000002,16.58962,-106.92288,1.9587,1.9589,1.8013,34.646,34.6531,1038.0532,27.6913,0.076276,88.02,331.87916,0.0627,98.4439,1e-12
2254.0,2228.665,16.58962,-106.92288,1.9589,1.9591,1.8013,34.646,34.653,1038.0577,27.6913,0.074049,87.921,331.87819,0.0629,98.4385,1e-12
2255.0,2229.649,16.58962,-106.92288,1.9589,1.9591,1.8012,34.6461,34.653,1038.0623,27.6914,0.075583,88.01100000000001,331.87785,0.0627,98.4428,1e-12
2256.0,2230.632,16.58962,-106.92288,1.9586,1.9589,1.8009,34.646,34.653,1038.0667,27.6913,0.074424,87.90899999999999,331.87998,0.0634,98.427,1e-12
2257.0,2231.616,16.58962,-106.92288,1.9587,1.9588,1.8008,34.646,34.6531,1038.0712,27.6913,0.075976,87.792,331.87982,0.0628,98.442,1e-12
2258.0,2232.599,16.58962,-106.92288,1.9584,1.9586,1.8005,34.6459,34.6531,1038.0757,27.6913,0.075803,88.219,331.88181000000003,0.0628,98.4416,1e-12
2259.0,2233.583,16.58962,-106.92288,1.9586,1.9585,1.8006,34.6459,34.6531,1038.0801,27.6912,0.075339,88.103,331.8809,0.0627,98.444,1e-12
2260.0,2234.567,16.58962,-106.92288,1.9584,1.9585,1.8003,34.6459,34.653,1038.0847,27.6913,0.076154,87.846,331.88223999999997,0.0636,98.4218,1e-12
2261.0,2235.55,16.58962,-106.92288,1.9574,1.9575,1.7993,34.6461,34.6532,1038.0894,27.6915,0.07509500000000001,87.781,331.88996000000003,0.0638,98.4177,1e-12
2262.0,2236.534,16.58962,-106.92288,1.9573,1.9575,1.7991,34.6461,34.6531,1038.0939,27.6915,0.073447,87.96799999999999,331.89057,0.0635,98.4248,1e-12
2263.0,2237.5170000000003,16.58962,-106.92288,1.9572,1.9574,1.7989,34.6461,34.6531,1038.0984,27.6915,0.07488099999999999,87.866,331.89158,0.063,98.4361,1e-12
2264.0,2238.501,16.58962,-106.92288,1.9568,1.957,1.7984,34.646,34.6532,1038.1029,27.6915,0.074226,87.78399999999999,331.89489,0.0633,98.4296,1e-12
2265.0,2239.484,16.58962,-106.92288,1.9564,1.9566,1.7979,34.646,34.6532,1038.1075,27.6915,0.07571,87.94,331.89837,0.0638,98.4176,1e-12
2266.0,2240.468,16.58962,-106.92288,1.9554,1.9556,1.7969,34.6461,34.6532,1038.1121,27.6916,0.07559199999999999,87.946,331.90643,0.0636,98.4224,1e-12
2267.0,2241.451,16.58962,-106.92288,1.9545,1.9547,1.7959,34.6461,34.6533,1038.1167,27.6917,0.074928,88.06299999999999,331.91389,0.0631,98.4355,1e-12
2268.0,2242.435,16.58962,-106.92288,1.9545,1.9545,1.7958,34.6462,34.6533,1038.1214,27.6918,0.07641,88.021,331.91388,0.0638,98.4179,1e-12
2269.0,2243.4179999999997,16.58962,-106.92288,1.9533,1.9534,1.7945,34.6463,34.6533,1038.126,27.692,0.07293200000000001,88.15700000000001,331.92352999999997,0.0633,98.4305,1e-12
2270.0,2244.402,16.58962,-106.92288,1.9523,1.9524,1.7934,34.6463,34.6535,1038.1307,27.6921,0.074973,88.037,331.93181,0.0629,98.4383,1e-12
2271.0,2245.385,16.58962,-106.92288,1.9521,1.9523,1.7932,34.6463,34.6535,1038.1352,27.6921,0.074482,88.266,331.93355,0.0633,98.4291,1e-12
2272.0,2246.369,16.58962,-106.92288,1.9522,1.9523,1.7931,34.6463,34.6535,1038.1397,27.6921,0.07589,88.209,331.93316,0.0632,98.4313,1e-12
2273.0,2247.3520000000003,16.58962,-106.92288,1.9521,1.9523,1.793,34.6464,34.6535,1038.1442,27.6921,0.075338,88.265,331.93309,0.063,98.4359,1e-12
2274.0,2248.3360000000002,16.58962,-106.92288,1.9522,1.9523,1.793,34.6463,34.6535,1038.1486,27.6921,0.075526,88.43700000000001,331.93233,0.0629,98.4401,1e-12
2275.0,2249.319,16.58962,-106.92288,1.9522,1.9523,1.7929,34.6463,34.6534,1038.1531,27.6921,0.074461,88.366,331.93292,0.0634,98.4262,1e-12
2276.0,2250.303,16.58962,-106.92288,1.952,1.952,1.7927,34.6463,34.6535,1038.1576,27.6921,0.07509500000000001,88.294,331.93406,0.063,98.4368,1e-12
2277.0,2251.286,16.58962,-106.92288,1.951,1.9512,1.7915,34.6463,34.6535,1038.1623,27.6922,0.074779,88.32600000000001,331.94293,0.0638,98.4172,1e-12
2278.0,2252.269,16.58962,-106.92288,1.9487,1.9488,1.7892,34.6466,34.6538,1038.1673,27.6926,0.076311,88.445,331.96078,0.0632,98.4319,1e-12
2279.0,2253.2529999999997,16.58961,-106.92288,1.9482,1.9483,1.7886,34.6466,34.6538,1038.1719,27.6926,0.075956,88.166,331.96575,0.0633,98.429,1e-12
2280.0,2254.236,16.5896,-106.92288,1.9473,1.9475,1.7877,34.6466,34.6537,1038.1765,27.6927,0.073839,88.375,331.97227999999996,0.0635,98.4256,1e-12
2281.0,2255.22,16.5896,-106.92288,1.9468,1.947,1.7871,34.6467,34.6537,1038.1811,27.6928,0.07378,88.396,331.97677000000004,0.0637,98.42,1e-12
2282.0,2256.203,16.5896,-106.92288,1.9461,1.9461,1.7863,34.6467,34.6539,1038.1857,27.6929,0.074287,88.436,331.98233999999997,0.0635,98.424,1e-12
2283.0,2257.187,16.5896,-106.92288,1.9449,1.9451,1.7851,34.6467,34.6537,1038.1903,27.693,0.07581,88.31700000000001,331.99203,0.0652,98.3836,1e-12
2284.0,2258.17,16.58961,-106.92288,1.9421,1.9421,1.7822,34.6469,34.6541,1038.1954,27.6933,0.075532,88.613,332.0154,0.0632,98.4314,1e-12
2285.0,2259.153,16.58962,-106.92288,1.9384,1.9384,1.7785,34.6471,34.6543,1038.2005,27.6938,0.076943,88.53399999999999,332.04527,0.0637,98.4205,1e-12
2286.0,2260.137,16.58962,-106.92288,1.9328,1.9329,1.7729,34.6477,34.6547,1038.2062,27.6947,0.076015,88.75,332.09063,0.0644,98.4037,1e-12
2287.0,2261.12,16.58962,-106.92288,1.9306,1.9307,1.7707,34.6476,34.6548,1038.211,27.6949,0.075812,88.83200000000001,332.10862000000003,0.0631,98.4343,1e-12
2288.0,2262.104,16.58962,-106.92288,1.9291,1.9292,1.769,34.6478,34.6549,1038.2158,27.6951,0.07331499999999999,88.946,332.12141,0.064,98.413,1e-12
2289.0,2263.087,16.58962,-106.92288,1.9274,1.9276,1.7673,34.6479,34.655,1038.2206,27.6953,0.07518,88.91,332.13479,0.0635,98.4255,1e-12
2290.0,2264.07,16.58962,-106.92288,1.9256,1.9258,1.7655,34.6481,34.6551,1038.2255,27.6956,0.076504,89.432,332.14936,0.0627,98.4433,1e-12
2291.0,2265.054,16.58962,-106.92288,1.9253,1.9253,1.765,34.648,34.655,1038.23,27.6955,0.074866,89.55799999999999,332.15272000000004,0.0636,98.4217,1e-12
2292.0,2266.0370000000003,16.58961,-106.92288,1.9249,1.9251,1.7646,34.6481,34.6551,1038.2345,27.6956,0.074249,89.619,332.15554,0.0629,98.4394,1e-12
2293.0,2267.021,16.5896,-106.92288,1.9249,1.925,1.7645,34.648,34.6551,1038.239,27.6956,0.074361,89.87899999999999,332.15574,0.0635,98.4239,1e-12
2294.0,2268.004,16.5896,-106.92288,1.9242,1.9244,1.7637,34.648,34.655,1038.2436,27.6957,0.074145,89.583,332.16117,0.0632,98.4311,1e-12
2295.0,2268.987,16.5896,-106.92288,1.9232,1.9234,1.7626,34.6481,34.6552,1038.2482,27.6958,0.074427,89.69,332.16963,0.064,98.4139,1e-12
2296.0,2269.971,16.5896,-106.92288,1.9225,1.9227,1.7619,34.6481,34.6552,1038.2528,27.6958,0.074909,90.064,332.17524,0.0634,98.4279,1e-12
2297.0,2270.9539999999997,16.5896,-106.92288,1.9204,1.9201,1.7597,34.6482,34.6555,1038.2577,27.6961,0.07435599999999999,89.804,332.19309,0.0638,98.4185,1e-12
2298.0,2271.937,16.5896,-106.92288,1.9189,1.9195,1.7582,34.6484,34.6553,1038.2625,27.6963,0.073532,89.932,332.2048,0.0634,98.4279,1e-12
2299.0,2272.9210000000003,16.58961,-106.92288,1.9182,1.9182,1.7573,34.6485,34.6554,1038.2672,27.6965,0.074928,90.29799999999999,332.21063,0.0635,98.426,1e-12
2300.0,2273.904,16.58962,-106.92288,1.9167,1.9167,1.7558,34.6484,34.6555,1038.2718,27.6966,0.07291,90.008,332.22314,0.0636,98.4224,1e-12
2301.0,2274.888,16.58962,-106.92288,1.9154,1.9155,1.7545,34.6484,34.6556,1038.2764,27.6966,0.073697,90.044,332.23368,0.0631,98.4334,1e-12
2302.0,2275.871,16.58962,-106.92288,1.9148,1.9149,1.7538,34.6486,34.6557,1038.2812,27.6969,0.076,90.01,332.23852,0.0627,98.4428,1e-12
2303.0,2276.854,16.58962,-106.92288,1.9143,1.9144,1.7532,34.6484,34.6556,1038.2856,27.6968,0.0742,89.956,332.24273,0.0629,98.439,1e-12
2304.0,2277.837,16.58962,-106.92288,1.914,1.9142,1.7528,34.6485,34.6556,1038.2902,27.6968,0.07421,90.116,332.24495,0.063,98.4371,1e-12
2305.0,2278.821,16.58962,-106.92288,1.914,1.9141,1.7527,34.6485,34.6557,1038.2947,27.6969,0.074084,90.23100000000001,332.24541,0.063,98.4371,1e-12
2306.0,2279.804,16.58962,-106.92288,1.9139,1.9139,1.7526,34.6485,34.6556,1038.2992,27.6968,0.073637,90.615,332.24601,0.0629,98.4403,1e-12
2307.0,2280.788,16.58962,-106.92288,1.9138,1.9139,1.7523,34.6486,34.6556,1038.3037,27.6969,0.075714,90.436,332.24703999999997,0.0642,98.4089,1e-12
2308.0,2281.771,16.58962,-106.92288,1.9138,1.9139,1.7523,34.6486,34.6556,1038.3082,27.6969,0.074988,90.471,332.24666,0.0631,98.4345,1e-12
2309.0,2282.754,16.5896,-106.92288,1.9136,1.9136,1.7519,34.6485,34.6556,1038.3127,27.6969,0.073805,90.54799999999999,332.24886000000004,0.0635,98.4255,1e-12
2310.0,2283.737,16.5896,-106.92288,1.9132,1.9133,1.7515,34.6485,34.6557,1038.3172,27.6969,0.074965,90.346,332.2522,0.063,98.4367,1e-12
2311.0,2284.721,16.5896,-106.92288,1.9121,1.9123,1.7504,34.6486,34.6558,1038.322,27.6971,0.07383300000000001,90.32799999999999,332.26051,0.0635,98.4245,1e-12
2312.0,2285.7039999999997,16.5896,-106.92288,1.9118,1.9119,1.7499,34.6487,34.6558,1038.3265,27.6972,0.073247,90.57600000000001,332.26304,0.0631,98.435,1e-12
2313.0,2286.687,16.5896,-106.92288,1.9111,1.9112,1.7492,34.6487,34.6558,1038.3311,27.6972,0.07299299999999999,90.084,332.269,0.0635,98.4247,1e-12
2314.0,2287.6710000000003,16.58961,-106.92288,1.9106,1.9109,1.7486,34.6487,34.6557,1038.3356,27.6973,0.074336,90.334,332.27283,0.0627,98.4438,1e-12
2315.0,2288.654,16.58962,-106.92288,1.9099,1.9101,1.7478,34.6488,34.6559,1038.3403,27.6974,0.073972,90.61399999999999,332.27862000000005,0.0637,98.4213,1e-12
2316.0,2289.637,16.58962,-106.92288,1.9096,1.9098,1.7474,34.6489,34.6559,1038.3449,27.6975,0.073134,90.449,332.28126000000003,0.0628,98.4419,1e-12
2317.0,2290.62,16.58962,-106.92288,1.9096,1.9097,1.7473,34.6488,34.6559,1038.3493,27.6974,0.07427,90.87299999999999,332.28114,0.0628,98.4408,1e-12
2318.0,2291.604,16.58962,-106.92288,1.9098,1.9099,1.7475,34.6488,34.6559,1038.3538,27.6974,0.07395299999999999,90.941,332.27941,0.063,98.4364,1e-12
2319.0,2292.587,16.58962,-106.92288,1.9098,1.9101,1.7474,34.6488,34.6558,1038.3583,27.6974,0.074059,90.81299999999999,332.27903,0.0627,98.4429,1e-12
2320.0,2293.571,16.58962,-106.92288,1.9099,1.91,1.7474,34.6488,34.6558,1038.3627,27.6974,0.074258,90.694,332.27871,0.0629,98.438,1e-12
2321.0,2294.553,16.5896,-106.92288,1.9097,1.9098,1.7471,34.6487,34.6559,1038.3672,27.6974,0.074308,90.521,332.28053,0.0627,98.4428,1e-12
2322.0,2295.5370000000003,16.5896,-106.92288,1.9098,1.9099,1.7471,34.6487,34.6559,1038.3716,27.6973,0.07478,90.70200000000001,332.27987,0.0627,98.4439,1e-12
2323.0,2296.52,16.5896,-106.92288,1.9099,1.91,1.7471,34.6487,34.6559,1038.3762,27.6973,0.075657,90.816,332.27913,0.063,98.437,1e-12
2324.0,2297.5029999999997,16.58962,-106.92288,1.9101,1.9102,1.7472,34.6487,34.6558,1038.3806,27.6973,0.072228,90.71600000000001,332.27746,0.0633,98.4292,1e-12
2325.0,2298.486,16.58962,-106.92288,1.9101,1.9102,1.7471,34.6488,34.6558,1038.3851,27.6973,0.074081,90.62200000000001,332.27731,0.0629,98.4401,1e-12
2326.0,2299.47,16.58962,-106.92288,1.9102,1.9103,1.7471,34.6488,34.6559,1038.3896,27.6974,0.072684,90.70700000000001,332.27633,0.0637,98.4206,1e-12
2327.0,2300.453,16.58962,-106.92288,1.9102,1.9103,1.747,34.6488,34.6558,1038.3941,27.6973,0.074353,90.66799999999999,332.27648999999997,0.0638,98.4188,1e-12
2328.0,2301.436,16.58962,-106.9229,1.9102,1.9104,1.747,34.6487,34.6558,1038.3985,27.6973,0.074853,90.637,332.27636,0.0629,98.4394,1e-12
2329.0,2302.42,16.58962,-106.9229,1.9102,1.9103,1.7468,34.6487,34.6559,1038.403,27.6973,0.072902,90.77600000000001,332.27666,0.0628,98.4426,1e-12
2330.0,2303.403,16.58962,-106.9229,1.9102,1.9103,1.7468,34.6487,34.6558,1038.4074,27.6973,0.076041,90.744,332.27662000000004,0.064,98.4122,1e-12
2331.0,2304.386,16.58962,-106.92289,1.9102,1.9103,1.7467,34.6487,34.6558,1038.4119,27.6973,0.07535499999999999,90.792,332.27665,0.0641,98.4103,1e-12
2332.0,2305.369,16.58962,-106.92288,1.9099,1.9101,1.7464,34.6489,34.6559,1038.4166,27.6974,0.074251,90.725,332.27812,0.0633,98.4286,1e-12
2333.0,2306.3520000000003,16.58962,-106.92288,1.91,1.9102,1.7464,34.6488,34.6558,1038.421,27.6974,0.075084,90.65299999999999,332.27744,0.0628,98.442,1e-12
