Pressure [dbar],depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,v2,v3,ph,par
1960.0,1938.906,20.30536,-106.21943999999999,2.301,2.3012,2.1635,34.6259,34.6333,1036.6732,27.6476,0.08077000000000001,73.97399999999999,329.10384,0.0571,98.5832,2.897,0.5195,-2.8280000000000003,1e-12
1961.0,1939.89,20.30536,-106.21943999999999,2.2989,2.299,2.1613,34.626,34.6335,1036.6781,27.6478,0.080036,73.98899999999999,329.12096,0.0575,98.5719,2.8968,0.5193,-2.8280000000000003,1e-12
1962.0,1940.875,20.30536,-106.21943999999999,2.298,2.2983,2.1604,34.6261,34.6336,1036.6828,27.6479,0.080592,74.097,329.1278,0.0585,98.5481,2.8964,0.5195,-2.8280000000000003,1e-12
1963.0,1941.86,20.30536,-106.21943999999999,2.2977,2.2978,2.1599,34.6261,34.6335,1036.6874,27.648,0.08215900000000001,74.117,329.13071,0.0567,98.5933,2.8959,0.5196,-2.8289999999999997,1e-12
1964.0,1942.844,20.30536,-106.21943999999999,2.2975,2.2978,2.1596,34.6261,34.6334,1036.6919,27.648,0.081262,74.056,329.13228,0.0572,98.5806,2.8951,0.5193,-2.8280000000000003,1e-12
1965.0,1943.829,20.30536,-106.21943999999999,2.2974,2.2975,2.1595,34.6261,34.6336,1036.6964,27.648,0.079501,74.033,329.13315,0.0574,98.5744,2.8952,0.5195,-2.824,1e-12
1966.0,1944.8129999999999,20.30536,-106.21943999999999,2.2976,2.2977,2.1596,34.6259,34.6334,1036.7008,27.6479,0.08100399999999999,74.069,329.13164,0.0574,98.5745,2.895,0.5193,-2.826,1e-12
1967.0,1945.7979999999998,20.30536,-106.21943999999999,2.2976,2.2978,2.1595,34.626,34.6334,1036.7053,27.6479,0.08119900000000001,74.171,329.13142,0.0574,98.5745,2.895,0.5194,-2.826,1e-12
1968.0,1946.783,20.30536,-106.21943999999999,2.2949,2.2951,2.1568,34.6261,34.6336,1036.7103,27.6482,0.080243,74.279,329.15352,0.0573,98.5768,2.895,0.5193,-2.826,1e-12
1969.0,1947.7679999999998,20.30536,-106.21945,2.2922,2.2925,2.154,34.6263,34.6338,1036.7153,27.6486,0.08012799999999999,74.436,329.17496,0.0578,98.5647,2.8947,0.5194,-2.827,1e-12
1970.0,1948.7520000000002,20.30536,-106.21946000000001,2.2905,2.2907,2.1523,34.6264,34.6339,1036.7201,27.6488,0.079601,74.429,329.18872000000005,0.0587,98.5434,2.8939,0.5189,-2.827,1e-12
1971.0,1949.737,20.30536,-106.21945,2.2903,2.2906,2.152,34.6264,34.6338,1036.7246,27.6488,0.079015,74.351,329.19,0.0571,98.5828,2.8932,0.519,-2.827,1e-12
1972.0,1950.721,20.30536,-106.21943999999999,2.29,2.2903,2.1516,34.6264,34.6338,1036.7292,27.6489,0.08051699999999999,74.444,329.1925,0.0572,98.5805,2.8926,0.5192,-2.827,1e-12
1973.0,1951.7060000000001,20.30536,-106.21943999999999,2.2884,2.2886,2.1499,34.6265,34.6339,1036.734,27.6491,0.0811,74.52199999999999,329.20578,0.0572,98.5805,2.8924,0.519,-2.826,1e-12
1974.0,1952.69,20.30536,-106.21943999999999,2.2852,2.2854,2.1467,34.6266,34.6341,1036.739,27.6494,0.081109,74.54899999999999,329.23172,0.0571,98.582,2.8924,0.5186,-2.8280000000000003,1e-12
1975.0,1953.675,20.30536,-106.21943999999999,2.2803,2.2805,2.1418,34.6271,34.6345,1036.7445,27.6502,0.08163,74.61,329.27041,0.0574,98.5758,2.8916,0.5183,-2.8310000000000004,1e-12
1976.0,1954.66,20.30536,-106.21943999999999,2.2786,2.2787,2.14,34.6271,34.6346,1036.7493,27.6504,0.08117,74.704,329.28508,0.0582,98.5567,2.8906,0.5181,-2.826,1e-12
1977.0,1955.644,20.30536,-106.21943999999999,2.2768,2.2769,2.1381,34.6272,34.6347,1036.7541,27.6506,0.081663,74.696,329.29909,0.0576,98.5715,2.8897,0.5183,-2.827,1e-12
1978.0,1956.629,20.30536,-106.21943999999999,2.2763,2.2765,2.1376,34.6273,34.6348,1036.7587,27.6507,0.08107,75.057,329.30289,0.0578,98.5661,2.8888,0.5181,-2.83,1e-12
1979.0,1957.614,20.30536,-106.21943999999999,2.2757,2.2759,2.1369,34.6273,34.6347,1036.7634,27.6508,0.081568,74.83800000000001,329.30777,0.0578,98.5663,2.888,0.5181,-2.8289999999999997,1e-12
1980.0,1958.598,20.30536,-106.21943999999999,2.275,2.2751,2.1361,34.6274,34.6348,1036.768,27.6509,0.080979,75.014,329.31352999999996,0.058,98.5598,2.8878,0.5181,-2.83,1e-12
1981.0,1959.5829999999999,20.30536,-106.21943999999999,2.2748,2.275,2.1358,34.6273,34.6347,1036.7724,27.6508,0.080952,75.428,329.31562,0.0573,98.5771,2.8876,0.5179,-2.832,1e-12
1982.0,1960.567,20.30536,-106.21943999999999,2.2742,2.2745,2.1352,34.6274,34.6348,1036.7771,27.6509,0.079569,75.378,329.3198,0.0574,98.5757,2.8867,0.5179,-2.8289999999999997,1e-12
1983.0,1961.5520000000001,20.30536,-106.21943999999999,2.2734,2.2736,2.1342,34.6274,34.6348,1036.7818,27.6511,0.079575,75.404,329.32691,0.0574,98.5754,2.8864,0.518,-2.827,1e-12
1984.0,1962.537,20.30536,-106.21943999999999,2.2725,2.2727,2.1333,34.6274,34.6347,1036.7863,27.6511,0.081456,75.456,329.33406,0.0574,98.5745,2.8864,0.5179,-2.8280000000000003,1e-12
1985.0,1963.521,20.30536,-106.21943999999999,2.2722,2.2724,2.133,34.6275,34.6348,1036.791,27.6512,0.080451,75.385,329.33597000000003,0.0571,98.5811,2.8863,0.5177,-2.826,1e-12
1986.0,1964.506,20.30536,-106.21943999999999,2.2719,2.272,2.1325,34.6273,34.6347,1036.7954,27.6511,0.078685,75.31,329.33951,0.0569,98.5881,2.8856,0.5178,-2.83,1e-12
1987.0,1965.49,20.30536,-106.21943999999999,2.2721,2.2722,2.1326,34.6272,34.6348,1036.7998,27.651,0.081631,75.33800000000001,329.33792,0.061,98.4862,2.8857,0.5177,-2.8289999999999997,1e-12
1988.0,1966.475,20.30536,-106.21943999999999,2.2725,2.2726,2.133,34.6273,34.6348,1036.8043,27.651,0.082772,75.345,329.33405,0.0572,98.5803,2.8854,0.5174,-2.8280000000000003,1e-12
1989.0,1967.46,20.30536,-106.21943999999999,2.2731,2.2731,2.1335,34.6273,34.6347,1036.8087,27.6509,0.08055599999999999,75.357,329.32948999999996,0.0574,98.5755,2.8852,0.5179,-2.83,1e-12
1990.0,1968.444,20.30536,-106.21943999999999,2.2734,2.2735,2.1337,34.6271,34.6347,1036.8131,27.6508,0.079575,75.64,329.32725,0.0574,98.5735,2.8853,0.5178,-2.8289999999999997,1e-12
1991.0,1969.4279999999999,20.30536,-106.21943999999999,2.2732,2.2733,2.1334,34.6273,34.6348,1036.8177,27.651,0.080759,75.495,329.32884,0.0591,98.5336,2.8854,0.5176,-2.827,1e-12
1992.0,1970.4129999999998,20.30536,-106.21943999999999,2.2719,2.272,2.132,34.6274,34.6347,1036.8225,27.6511,0.080739,75.366,329.33917,0.0572,98.5794,2.8852,0.5179,-2.8289999999999997,1e-12
1993.0,1971.398,20.30536,-106.21943999999999,2.2709,2.2711,2.131,34.6274,34.6348,1036.8272,27.6513,0.080581,75.429,329.34706,0.0585,98.5486,2.8853,0.5178,-2.83,1e-12
1994.0,1972.382,20.30536,-106.21943999999999,2.2705,2.2706,2.1305,34.6275,34.6349,1036.8318,27.6514,0.08041799999999999,75.456,329.35033,0.0583,98.552,2.8852,0.5174,-2.832,1e-12
1995.0,1973.3670000000002,20.30536,-106.21943999999999,2.2698,2.27,2.1297,34.6275,34.6349,1036.8364,27.6514,0.078965,75.335,329.35561,0.0574,98.5741,2.8851,0.5173,-2.8280000000000003,1e-12
1996.0,1974.351,20.30536,-106.21943999999999,2.2692,2.2694,2.1291,34.6275,34.6349,1036.841,27.6515,0.08079,75.472,329.36046,0.0574,98.5745,2.8847,0.5171,-2.8310000000000004,1e-12
1997.0,1975.336,20.30536,-106.21943999999999,2.2686,2.2687,2.1283,34.6276,34.635,1036.8456,27.6516,0.080584,75.834,329.36589,0.0575,98.5724,2.8845,0.5175,-2.8280000000000003,1e-12
1998.0,1976.32,20.30536,-106.21943999999999,2.268,2.2682,2.1277,34.6275,34.635,1036.8501,27.6516,0.079216,75.71600000000001,329.37062000000003,0.0574,98.5755,2.884,0.5171,-2.8280000000000003,1e-12
1999.0,1977.305,20.30536,-106.21943999999999,2.2678,2.268,2.1274,34.6276,34.635,1036.8548,27.6517,0.080756,75.638,329.37174,0.0572,98.5798,2.884,0.5174,-2.83,1e-12
2000.0,1978.289,20.30536,-106.21943999999999,2.2676,2.2677,2.1271,34.6276,34.635,1036.8593,27.6517,0.08223899999999999,75.765,329.3734,0.0574,98.5745,2.884,0.5175,-2.83,1e-12
2001.0,1979.274,20.30536,-106.21943999999999,2.2673,2.2675,2.1267,34.6277,34.635,1036.8639,27.6518,0.079713,75.727,329.37618,0.0574,98.5745,2.8839,0.5173,-2.8310000000000004,1e-12
2002.0,1980.2579999999998,20.30536,-106.21943999999999,2.2669,2.2671,2.1263,34.6277,34.6351,1036.8685,27.6518,0.07925900000000001,75.693,329.37912,0.0574,98.5745,2.8837,0.5173,-2.8310000000000004,1e-12
2003.0,1981.243,20.30536,-106.21943999999999,2.2664,2.2665,2.1256,34.6277,34.635,1036.8731,27.6518,0.081825,75.689,329.38376,0.0574,98.5745,2.8833,0.5173,-2.8280000000000003,1e-12
2004.0,1982.227,20.30536,-106.21943999999999,2.2661,2.2662,2.1253,34.6276,34.635,1036.8775,27.6518,0.080381,75.818,329.38626,0.0574,98.5752,2.8831,0.5173,-2.8280000000000003,1e-12
2005.0,1983.2120000000002,20.30536,-106.21943999999999,2.2661,2.2662,2.1252,34.6276,34.6351,1036.8821,27.6518,0.079449,75.827,329.38597999999996,0.0574,98.5745,2.8828,0.5171,-2.83,1e-12
2006.0,1984.1960000000001,20.30536,-106.21943999999999,2.265,2.2652,2.124,34.6276,34.635,1036.8867,27.6519,0.079756,75.76,329.39518,0.0574,98.5745,2.8829,0.5173,-2.83,1e-12
2007.0,1985.181,20.30536,-106.21943999999999,2.2645,2.2646,2.1235,34.6278,34.6352,1036.8914,27.6521,0.08041,76.01100000000001,329.39871,0.0574,98.5758,2.8829,0.517,-2.8310000000000004,1e-12
2008.0,1986.165,20.30536,-106.21943999999999,2.2639,2.2641,2.1228,34.6277,34.6353,1036.8959,27.6521,0.080913,75.702,329.40378,0.0573,98.578,2.8828,0.5169,-2.83,1e-12
2009.0,1987.15,20.30536,-106.21943999999999,2.2635,2.2637,2.1223,34.6278,34.6351,1036.9005,27.6521,0.081612,75.789,329.40666,0.0574,98.5737,2.8827,0.5172,-2.8310000000000004,1e-12
2010.0,1988.134,20.30536,-106.21943999999999,2.2631,2.2633,2.1219,34.6277,34.6352,1036.905,27.6521,0.078975,76.057,329.41,0.0574,98.5745,2.8825,0.517,-2.83,1e-12
2011.0,1989.119,20.30536,-106.21943999999999,2.2619,2.2623,2.1206,34.6279,34.6352,1036.9098,27.6524,0.080051,76.105,329.41961000000003,0.0574,98.5745,2.8821,0.5171,-2.83,1e-12
2012.0,1990.1029999999998,20.30536,-106.21943999999999,2.2589,2.2591,2.1175,34.6281,34.6356,1036.915,27.6528,0.08027100000000001,76.183,329.44363,0.0585,98.5492,2.8816,0.517,-2.83,1e-12
2013.0,1991.088,20.30536,-106.21943999999999,2.2567,2.2566,2.1153,34.6282,34.6356,1036.9198,27.653,0.08042,76.059,329.46151000000003,0.058,98.5603,2.8814,0.5168,-2.8280000000000003,1e-12
2014.0,1992.0720000000001,20.30536,-106.21943999999999,2.2544,2.2547,2.1129,34.6283,34.6359,1036.9247,27.6534,0.080759,76.092,329.47985,0.0575,98.5732,2.8804,0.5166,-2.8289999999999997,1e-12
2015.0,1993.056,20.30536,-106.21943999999999,2.2527,2.2531,2.1112,34.6284,34.6359,1036.9295,27.6536,0.08023200000000001,76.002,329.49395,0.0574,98.5758,2.8798,0.5164,-2.8310000000000004,1e-12
2016.0,1994.0410000000002,20.30536,-106.21943999999999,2.2514,2.2517,2.1098,34.6286,34.636,1036.9344,27.6538,0.081313,75.992,329.50416,0.0583,98.554,2.8791,0.516,-2.8289999999999997,1e-12
2017.0,1995.025,20.30536,-106.21943999999999,2.2511,2.2512,2.1094,34.6285,34.636,1036.9388,27.6538,0.080924,76.128,329.50697,0.0585,98.5497,2.8789,0.5161,-2.83,1e-12
2018.0,1996.01,20.30536,-106.21943999999999,2.2504,2.2506,2.1086,34.6286,34.6359,1036.9434,27.6539,0.079237,76.318,329.51265,0.0572,98.5806,2.8783,0.5161,-2.8289999999999997,1e-12
2019.0,1996.994,20.30536,-106.21943999999999,2.25,2.2501,2.1081,34.6285,34.636,1036.948,27.6538,0.079197,76.602,329.51601,0.0574,98.5754,2.8778,0.5163,-2.8289999999999997,1e-12
2020.0,1997.979,20.30536,-106.21943999999999,2.2487,2.2485,2.1068,34.6285,34.636,1036.9527,27.654,0.080144,76.665,329.52662999999995,0.0574,98.5745,2.8776,0.5161,-2.8289999999999997,1e-12
2021.0,1998.963,20.30536,-106.21943999999999,2.2474,2.2475,2.1054,34.6287,34.6361,1036.9574,27.6542,0.079372,76.483,329.53697999999997,0.0572,98.5803,2.8769,0.5159,-2.8289999999999997,1e-12
2022.0,1999.9470000000001,20.30536,-106.21943999999999,2.2471,2.2472,2.105,34.6287,34.6362,1036.962,27.6542,0.079002,76.762,329.53918999999996,0.0574,98.5746,2.8767,0.5161,-2.8310000000000004,1e-12
2023.0,2000.932,20.30536,-106.21943999999999,2.246,2.2462,2.1039,34.6287,34.6361,1036.9667,27.6543,0.081237,76.579,329.54798,0.0573,98.578,2.8766,0.5159,-2.83,1e-12
2024.0,2001.9160000000002,20.30536,-106.21943999999999,2.2452,2.2452,2.103,34.6287,34.6362,1036.9713,27.6544,0.081384,76.657,329.55487999999997,0.0573,98.5779,2.8764,0.516,-2.8289999999999997,1e-12
2025.0,2002.901,20.30536,-106.21943999999999,2.2446,2.2448,2.1024,34.6288,34.6363,1036.9759,27.6545,0.080151,76.707,329.55913,0.057,98.5839,2.8759,0.5158,-2.83,1e-12
2026.0,2003.885,20.30536,-106.21943999999999,2.2439,2.2441,2.1016,34.6288,34.6363,1036.9806,27.6546,0.080301,76.816,329.56501000000003,0.0572,98.5796,2.8755,0.5159,-2.8289999999999997,1e-12
2027.0,2004.869,20.30536,-106.21943999999999,2.2434,2.2434,2.101,34.6288,34.6363,1036.9851,27.6546,0.078686,76.89699999999999,329.56904,0.0572,98.5787,2.8755,0.5155,-2.8289999999999997,1e-12
2028.0,2005.854,20.30536,-106.21943999999999,2.2429,2.2429,2.1004,34.6289,34.6364,1036.9897,27.6547,0.079215,76.705,329.57293,0.0567,98.5931,2.8752,0.5158,-2.83,1e-12
2029.0,2006.838,20.30536,-106.21943999999999,2.2414,2.2416,2.0988,34.6289,34.6363,1036.9945,27.6549,0.08006100000000001,76.719,329.58538,0.0572,98.5808,2.875,0.5158,-2.83,1e-12
2030.0,2007.8220000000001,20.30536,-106.21943999999999,2.2396,2.2392,2.097,34.629,34.6366,1036.9993,27.6551,0.08076,76.76899999999999,329.59997000000004,0.0574,98.5745,2.8745,0.5158,-2.83,1e-12
2031.0,2008.807,20.30536,-106.21943999999999,2.2377,2.2378,2.095,34.6292,34.6367,1037.0042,27.6555,0.080398,76.84100000000001,329.61511,0.0572,98.5785,2.8742,0.5155,-2.8280000000000003,1e-12
2032.0,2009.7910000000002,20.30536,-106.21943999999999,2.2369,2.2369,2.0941,34.6293,34.6367,1037.0089,27.6555,0.080088,76.832,329.62178,0.0569,98.5887,2.8734,0.5149,-2.8289999999999997,1e-12
2033.0,2010.776,20.30536,-106.21943999999999,2.2361,2.2363,2.0932,34.6293,34.6367,1037.0135,27.6556,0.079919,77.01,329.62827000000004,0.0571,98.5816,2.873,0.5154,-2.83,1e-12
2034.0,2011.76,20.30536,-106.21943999999999,2.2334,2.2336,2.0905,34.6294,34.6369,1037.0184,27.6559,0.081225,77.14399999999999,329.65035,0.0574,98.5756,2.873,0.5153,-2.8289999999999997,1e-12
2035.0,2012.744,20.30536,-106.21943999999999,2.225,2.2252,2.0821,34.63,34.6374,1037.0245,27.6571,0.07884400000000001,77.36,329.71789,0.0574,98.5745,2.8721,0.5146,-2.8310000000000004,1e-12
2036.0,2013.729,20.30536,-106.21943999999999,2.2211,2.2212,2.0782,34.6303,34.6379,1037.0298,27.6577,0.078585,77.324,329.7491,0.0575,98.5733,2.8709,0.5144,-2.832,1e-12
2037.0,2014.713,20.30536,-106.21943999999999,2.2201,2.2201,2.0771,34.6304,34.6379,1037.0345,27.6578,0.080147,77.308,329.75712999999996,0.0574,98.5745,2.8691,0.5146,-2.83,1e-12
2038.0,2015.6970000000001,20.30536,-106.21943999999999,2.218,2.2182,2.075,34.6305,34.6379,1037.0394,27.658,0.077828,77.717,329.77378999999996,0.0574,98.5738,2.8677,0.5143,-2.83,1e-12
2039.0,2016.682,20.30536,-106.21943999999999,2.2169,2.2171,2.0738,34.6304,34.6379,1037.044,27.6581,0.080148,78.016,329.78316,0.0574,98.5745,2.8664,0.5143,-2.8289999999999997,1e-12
2040.0,2017.6660000000002,20.30536,-106.21943999999999,2.216,2.2161,2.0729,34.6304,34.638,1037.0486,27.6582,0.080599,78.362,329.79034,0.0575,98.5726,2.8657,0.5138,-2.8280000000000003,1e-12
2041.0,2018.65,20.30536,-106.21943999999999,2.2152,2.2153,2.072,34.6304,34.6378,1037.0532,27.6582,0.081037,78.404,329.79708,0.0586,98.5466,2.8652,0.514,-2.8310000000000004,1e-12
2042.0,2019.635,20.30536,-106.21943999999999,2.2138,2.214,2.0706,34.6305,34.6379,1037.058,27.6584,0.07877999999999999,78.166,329.80807000000004,0.0571,98.5815,2.8645,0.5138,-2.833,1e-12
2043.0,2020.619,20.30536,-106.21943999999999,2.2129,2.213,2.0695,34.6307,34.6381,1037.0627,27.6587,0.08054700000000001,78.107,329.81552,0.0573,98.576,2.8645,0.5134,-2.832,1e-12
2044.0,2021.6029999999998,20.30536,-106.21943999999999,2.2113,2.2115,2.0679,34.6307,34.6382,1037.0674,27.6587,0.080027,78.396,329.82832,0.0574,98.5745,2.8638,0.5135,-2.83,1e-12
2045.0,2022.5870000000002,20.30536,-106.21943999999999,2.2109,2.211,2.0674,34.6307,34.6382,1037.0721,27.6588,0.08178300000000001,78.556,329.83187000000004,0.0572,98.5794,2.8632,0.5137,-2.832,1e-12
2046.0,2023.5720000000001,20.30536,-106.21943999999999,2.2096,2.2097,2.0661,34.6307,34.6382,1037.0767,27.6589,0.080448,78.333,329.84212,0.0575,98.5734,2.8632,0.5135,-2.833,1e-12
2047.0,2024.556,20.30536,-106.21943999999999,2.2075,2.2076,2.0639,34.631,34.6384,1037.0817,27.6593,0.079533,78.294,329.85941,0.0583,98.5532,2.8629,0.5135,-2.833,1e-12
2048.0,2025.54,20.30536,-106.21943999999999,2.2066,2.2067,2.0629,34.6309,34.6383,1037.0863,27.6594,0.07974099999999999,78.359,329.86637,0.0574,98.5755,2.8621,0.5134,-2.8310000000000004,1e-12
2049.0,2026.525,20.30536,-106.21943999999999,2.2013,2.2013,2.0576,34.6311,34.6386,1037.0916,27.6599,0.07946399999999999,78.59899999999999,329.90957000000003,0.0568,98.5903,2.8619,0.5131,-2.83,1e-12
2050.0,2027.509,20.30536,-106.21943999999999,2.1949,2.1952,2.0512,34.6318,34.6392,1037.0975,27.661,0.080264,78.60600000000001,329.96058999999997,0.0569,98.5866,2.8608,0.5125,-2.832,1e-12
2051.0,2028.493,20.30536,-106.21943999999999,2.1915,2.1917,2.0478,34.6319,34.6394,1037.1026,27.6614,0.077976,78.833,329.98823,0.0566,98.5944,2.8594,0.5126,-2.8339999999999996,1e-12
2052.0,2029.4779999999998,20.30536,-106.21943999999999,2.1901,2.1902,2.0463,34.632,34.6395,1037.1073,27.6615,0.07808999999999999,78.602,330.00019,0.0573,98.5767,2.8577,0.5123,-2.833,1e-12
2053.0,2030.4620000000002,20.30536,-106.21943999999999,2.1861,2.1861,2.0423,34.6322,34.6396,1037.1126,27.6621,0.078095,79.012,330.03243,0.0567,98.592,2.8566,0.5121,-2.8310000000000004,1e-12
2054.0,2031.4460000000001,20.30536,-106.21943999999999,2.1806,2.1808,2.0368,34.6326,34.6401,1037.1181,27.6628,0.07759500000000001,79.55,330.07642999999996,0.0568,98.5894,2.8552,0.5122,-2.8289999999999997,1e-12
2055.0,2032.43,20.30536,-106.21943999999999,2.1808,2.1809,2.0369,34.6325,34.64,1037.1225,27.6627,0.079235,79.58,330.07524,0.0568,98.5897,2.8535,0.5118,-2.8310000000000004,1e-12
2056.0,2033.414,20.30536,-106.21943999999999,2.181,2.1812,2.037,34.6325,34.6398,1037.1269,27.6627,0.080439,79.611,330.07385,0.057,98.5854,2.8524,0.5117,-2.83,1e-12
2057.0,2034.399,20.30536,-106.21943999999999,2.181,2.1811,2.0369,34.6324,34.6399,1037.1314,27.6626,0.078444,79.994,330.07364,0.0571,98.5824,2.8523,0.5115,-2.8339999999999996,1e-12
2058.0,2035.3829999999998,20.30536,-106.21943999999999,2.1807,2.1807,2.0366,34.6323,34.6398,1037.1359,27.6626,0.079824,80.126,330.07592,0.0569,98.5888,2.852,0.5115,-2.8369999999999997,1e-12
2059.0,2036.3670000000002,20.30536,-106.21943999999999,2.1801,2.1801,2.0359,34.6324,34.6398,1037.1405,27.6627,0.078843,80.126,330.08097000000004,0.0568,98.5893,2.8516,0.5116,-2.8369999999999997,1e-12
2060.0,2037.352,20.30536,-106.21943999999999,2.1767,2.1769,2.0324,34.6325,34.64,1037.1456,27.6631,0.078885,79.829,330.10915,0.057,98.5849,2.8511,0.5112,-2.83,1e-12
2061.0,2038.336,20.30536,-106.21943999999999,2.1751,2.1751,2.0308,34.6327,34.6402,1037.1504,27.6633,0.079233,80.205,330.12142,0.0564,98.5999,2.851,0.5112,-2.8339999999999996,1e-12
2062.0,2039.32,20.30536,-106.21943999999999,2.1743,2.1745,2.0299,34.6327,34.6401,1037.155,27.6634,0.079637,80.243,330.12827999999996,0.0564,98.6007,2.8502,0.5111,-2.832,1e-12
2063.0,2040.3039999999999,20.30536,-106.21943999999999,2.1745,2.1745,2.03,34.6326,34.6402,1037.1595,27.6633,0.07866000000000001,79.977,330.12715,0.0569,98.5869,2.8498,0.511,-2.8339999999999996,1e-12
2064.0,2041.289,20.30536,-106.21943999999999,2.1745,2.1747,2.0299,34.6327,34.64,1037.164,27.6634,0.07849400000000001,79.969,330.12639,0.057,98.5857,2.8497,0.5111,-2.8339999999999996,1e-12
2065.0,2042.273,20.30536,-106.21943999999999,2.1732,2.1735,2.0285,34.6327,34.6401,1037.1687,27.6635,0.080256,80.393,330.13757999999996,0.0567,98.593,2.8497,0.511,-2.832,1e-12
2066.0,2043.257,20.30536,-106.21943999999999,2.173,2.1731,2.0283,34.6327,34.6402,1037.1733,27.6635,0.080294,80.428,330.13898,0.0566,98.5966,2.8486,0.5113,-2.832,1e-12
2067.0,2044.241,20.30536,-106.21943999999999,2.1719,2.1723,2.0271,34.6327,34.6402,1037.1779,27.6636,0.078942,80.29899999999999,330.14808999999997,0.0564,98.6006,2.8486,0.511,-2.833,1e-12
2068.0,2045.225,20.30536,-106.21943999999999,2.1713,2.1715,2.0265,34.6328,34.6403,1037.1825,27.6637,0.080238,80.366,330.15237,0.0565,98.5983,2.8487,0.5111,-2.8310000000000004,1e-12
2069.0,2046.2089999999998,20.30536,-106.21943999999999,2.1714,2.1716,2.0264,34.6327,34.6402,1037.187,27.6637,0.079032,80.237,330.15225,0.0566,98.5965,2.8486,0.5109,-2.8289999999999997,1e-12
2070.0,2047.194,20.30536,-106.21943999999999,2.171,2.1711,2.026,34.6328,34.6403,1037.1915,27.6637,0.079154,80.28,330.15473,0.0565,98.5984,2.8477,0.5109,-2.832,1e-12
2071.0,2048.178,20.30536,-106.21943999999999,2.1706,2.1709,2.0255,34.6329,34.6403,1037.1962,27.6638,0.080526,80.331,330.15786,0.0579,98.5625,2.8481,0.5111,-2.83,1e-12
2072.0,2049.1620000000003,20.30536,-106.21943999999999,2.1707,2.1707,2.0254,34.6328,34.6403,1037.2006,27.6638,0.080076,80.53699999999999,330.15786,0.0578,98.5642,2.8476,0.511,-2.8289999999999997,1e-12
2073.0,2050.146,20.30536,-106.21943999999999,2.1706,2.1706,2.0253,34.6327,34.6402,1037.205,27.6637,0.078227,80.322,330.15916,0.057,98.5854,2.8474,0.5109,-2.8310000000000004,1e-12
2074.0,2051.13,20.30536,-106.21943999999999,2.1708,2.1711,2.0255,34.6327,34.6401,1037.2096,27.6637,0.07876,80.585,330.15648999999996,0.0582,98.555,2.8474,0.511,-2.832,1e-12
2075.0,2052.115,20.30536,-106.21943999999999,2.1703,2.1704,2.0248,34.6327,34.6401,1037.2141,27.6638,0.079597,80.525,330.16116,0.0569,98.5885,2.8474,0.511,-2.833,1e-12
2076.0,2053.098,20.30536,-106.21943999999999,2.1698,2.1697,2.0242,34.6328,34.6403,1037.2187,27.6638,0.07851699999999999,80.346,330.16542999999996,0.0564,98.6007,2.8474,0.5113,-2.8310000000000004,1e-12
2077.0,2054.083,20.30536,-106.21943999999999,2.1679,2.168,2.0224,34.6328,34.6403,1037.2235,27.664,0.07943,80.668,330.18014,0.0567,98.5923,2.8471,0.5108,-2.833,1e-12
2078.0,2055.067,20.30536,-106.21943999999999,2.165,2.165,2.0194,34.633,34.6405,1037.2285,27.6644,0.079016,80.648,330.20402,0.057,98.5857,2.8471,0.5106,-2.83,1e-12
2079.0,2056.051,20.30536,-106.21943999999999,2.1552,2.1552,2.0096,34.6338,34.6413,1037.235,27.6659,0.079238,80.578,330.28299,0.0564,98.5994,2.8464,0.5101,-2.832,1e-12
2080.0,2057.035,20.30536,-106.21943999999999,2.1524,2.1525,2.0068,34.6342,34.6416,1037.2402,27.6664,0.076863,80.581,330.30518,0.0572,98.5795,2.8448,0.5101,-2.833,1e-12
2081.0,2058.019,20.30536,-106.21943999999999,2.1513,2.1513,2.0056,34.6342,34.6416,1037.2448,27.6665,0.080961,80.638,330.31408,0.0566,98.5955,2.8432,0.5096,-2.8339999999999996,1e-12
2082.0,2059.004,20.30536,-106.21943999999999,2.1504,2.1506,2.0046,34.6343,34.6415,1037.2495,27.6666,0.07969,80.738,330.32122000000004,0.0565,98.598,2.8419,0.5098,-2.833,1e-12
2083.0,2059.988,20.30536,-106.21943999999999,2.1486,2.1487,2.0027,34.6341,34.6415,1037.2541,27.6666,0.078191,81.069,330.337,0.0563,98.602,2.8411,0.5097,-2.8339999999999996,1e-12
2084.0,2060.972,20.30536,-106.21943999999999,2.1383,2.1384,1.9926,34.6349,34.6423,1037.2606,27.6681,0.079179,81.52,330.41922,0.0564,98.6007,2.8395,0.5089,-2.835,1e-12
2085.0,2061.956,20.30536,-106.21943999999999,2.1352,2.1353,1.9895,34.6353,34.6427,1037.2658,27.6686,0.07847,81.441,330.44392999999997,0.0564,98.6007,2.8379,0.5088,-2.832,1e-12
2086.0,2062.94,20.30536,-106.21943999999999,2.1291,2.1294,1.9833,34.6356,34.6429,1037.2714,27.6694,0.078273,81.888,330.49374,0.0564,98.5999,2.8359,0.5083,-2.8339999999999996,1e-12
2087.0,2063.924,20.30536,-106.21943999999999,2.1264,2.1266,1.9806,34.6357,34.6431,1037.2764,27.6697,0.078266,82.07799999999999,330.5154,0.0565,98.5972,2.8332,0.5084,-2.833,1e-12
