Pressure [dbar],timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS
1375.0,2171.696,-106.85844,16.85564,1375,3.3134,3.2896,32212,3.225485,0.0637,0.039,99.0306,0.00061307,0,0.6642,0.6726,0.0574,0.12,4.6069,0,0.0114,0,0.6655,0.6741,34.5909,34.6676,27.5389,27.6023,37.116,38.179,11.25,11.572
1376.0,2173.786,-106.85844,16.85564,1376,3.3125,3.2883,32211,3.225439,0.0639,0.0388,99.0353,5.4101E-05,0,0.6642,0.6729,0.0574,0.1197,4.6071,0,0.0088,0,0.666,0.6741,34.5908,34.6679,27.5389,27.6027,37.28,38.276,11.3,11.601
1377.0,2174.95,-106.85844,16.85564,1377,3.3109,3.2867,32210,3.225349,0.0639,0.0391,99.026,0.00029719,0,0.6644,0.6729,0.0574,0.1197,4.6067,0,0.01,0,0.666,0.6744,34.591,34.668,27.5392,27.6029,37.38,38.347,11.329,11.622
1378.0,2176.178,-106.85844,16.85564,1378,3.3082,3.284,32209,3.225174,0.0639,0.0392,99.0251,0.00011072,0,0.6644,0.673,0.0574,0.1196,4.6066,0,0.0091,0,0.6666,0.6748,34.5911,34.6682,27.5395,27.6033,37.538,38.639,11.377,11.709
1379.0,2177.403,-106.85844,16.85564,1379,3.3055,3.2815,32206,3.224999,0.0639,0.039,99.0306,0.00046769,0,0.6648,0.6729,0.0574,0.1196,4.6069,0,0.0106,0,0.6667,0.6749,34.591,34.6683,27.5397,27.6036,37.346,38.485,11.318,11.662
1380.0,2178.483,-106.85844,16.85564,1380,3.3016,3.2775,32204,3.224718,0.0634,0.0389,99.0325,0.00049405,0,0.6647,0.6732,0.0574,0.1197,4.607,0,0.0108,0,0.6667,0.6751,34.5913,34.6686,27.5403,27.6043,37.385,38.626,11.328,11.704
1381.0,2179.428,-106.85844,16.85564,1381,3.297,3.2728,32200,3.224378,0.0639,0.0381,99.0517,0.00013061,0,0.6653,0.6734,0.0574,0.12,4.6079,0,0.0092,0,0.6669,0.6754,34.5916,34.669,27.541,27.605,37.88,38.611,11.477,11.698
1382.0,2180.278,-106.85844,16.85564,1382,3.2931,3.2689,32198,3.22409,0.0639,0.038,99.0545,0.00054307,0,0.6653,0.6738,0.0574,0.1201,4.608,0,0.0111,0,0.6676,0.6754,34.5919,34.6692,27.5416,27.6055,38.322,38.71,11.61,11.727
1383.0,2181.126,-106.85844,16.85564,1383,3.2905,3.2665,32196,3.2239,0.0639,0.038,99.0523,0.0023252,0,0.6654,0.6737,0.0574,0.1197,4.6079,0,0.0186,0,0.6679,0.6756,34.5922,34.669,27.5421,27.6056,37.743,38.911,11.434,11.787
1384.0,2183.335,-106.85844,16.85564,1384,3.2911,3.2671,32197,3.223953,0.0639,0.0382,99.0485,0.00031209,0,0.666,0.6742,0.0574,0.1197,4.6077,0,0.01,0,0.6681,0.6764,34.5919,34.6684,27.5418,27.6051,37.785,38.97,11.447,11.805
1385.0,2186.177,-106.85844,16.85564,1385,3.2911,3.267,32197,3.224001,0.0639,0.0381,99.0512,8.5747E-05,0,0.6668,0.6751,0.0574,0.1197,4.6079,0,0.0091,0,0.6686,0.6768,34.5916,34.6687,27.5416,27.6053,37.889,38.953,11.478,11.8
1386.0,2187.065,-106.85844,16.85565,1386,3.2896,3.2656,32196,3.223936,0.0639,0.038,99.0532,0.0018289,0,0.6668,0.6752,0.0574,0.1197,4.608,0,0.0166,0,0.6689,0.6771,34.5917,34.6689,27.5418,27.6056,38.195,39.104,11.57,11.845
1387.0,2187.776,-106.85844,16.85566,1387,3.2881,3.264,32195,3.223865,0.0639,0.038,99.0523,3.8027E-05,0,0.667,0.6757,0.0574,0.1198,4.6079,0,0.0087,0,0.669,0.6771,34.5918,34.6691,27.542,27.606,37.942,39.091,11.493,11.841
1388.0,2188.415,-106.85844,16.85566,1388,3.2869,3.2631,32195,3.223819,0.0639,0.0382,99.0488,1E-12,0,0.6673,0.6754,0.0574,0.1201,4.6078,0,0.0085,0,0.669,0.6772,34.5922,34.6691,27.5425,27.6061,37.858,39.295,11.468,11.902
1389.0,2189.03,-106.85844,16.85566,1389,3.285,3.2608,32193,3.223702,0.0639,0.0383,99.0471,0.00026615,0,0.6673,0.6758,0.0574,0.1204,4.6077,0,0.0099,0,0.6691,0.6775,34.5918,34.6695,27.5424,27.6066,37.877,39.199,11.473,11.873
1390.0,2189.727,-106.85844,16.85566,1390,3.2811,3.2571,32191,3.223418,0.0639,0.039,99.0288,0.00018107,0,0.6673,0.6754,0.0574,0.1202,4.6068,0,0.0094,0,0.6691,0.6775,34.5924,34.6696,27.5432,27.607,37.924,39.23,11.486,11.881
1391.0,2192.478,-106.85844,16.85566,1391,3.2819,3.2575,32192,3.223425,0.0638,0.0384,99.0443,0.00040789,0,0.6679,0.6761,0.0574,0.1197,4.6075,0,0.0105,0,0.6698,0.6782,34.592,34.6688,27.5428,27.6063,38.245,39.392,11.584,11.93
1392.0,2195.845,-106.85844,16.85566,1392,3.2808,3.2566,32191,3.223459,0.0639,0.039,99.029,6.3665E-05,0,0.6688,0.6772,0.0574,0.1197,4.6068,0,0.0089,0,0.6701,0.6786,34.5922,34.6696,27.5431,27.6071,38.196,39.365,11.568,11.921
1393.0,2196.445,-106.85844,16.85566,1393,3.2743,3.2494,32186,3.222916,0.0639,0.0388,99.0347,0.00035945,0,0.6689,0.677,0.0574,0.1196,4.6071,0,0.0103,0,0.6703,0.6788,34.5926,34.6702,27.544,27.6082,38.398,39.501,11.628,11.961
1394.0,2197.011,-106.85844,16.85566,1394,3.2708,3.2466,32184,3.222716,0.0639,0.0381,99.0511,0.00031248,0,0.6686,0.6774,0.0574,0.1197,4.6079,0,0.0101,0,0.6704,0.6787,34.5928,34.6702,27.5445,27.6085,38.407,39.481,11.63,11.954
1395.0,2197.534,-106.85844,16.85566,1395,3.2691,3.2451,32183,3.22261,0.0519,0.038,99.0537,0.00025705,0,0.6687,0.6773,0.0562,0.1202,4.608,0,0.0097,0,0.6706,0.6789,34.5932,34.67,27.545,27.6085,38.892,39.504,11.776,11.96
1396.0,2198.059,-106.85844,16.85566,1396,3.2683,3.2444,32183,3.222587,0.0517,0.0379,99.0558,0.00099441,0,0.6689,0.6772,0.0562,0.1201,4.6081,0,0.013,0,0.6707,0.6789,34.5933,34.67,27.5451,27.6086,39.279,39.676,11.893,12.012
1397.0,2198.561,-106.85844,16.85566,1397,3.2672,3.2432,32182,3.222535,0.0616,0.0381,99.05,4.2285E-05,0,0.669,0.6775,0.0572,0.1197,4.6078,0,0.0087,0,0.6716,0.6792,34.5932,34.6701,27.5452,27.6088,39.254,39.831,11.885,12.059
1398.0,2199.119,-106.85844,16.85566,1398,3.2644,3.2402,32180,3.222357,0.0638,0.0381,99.0519,0.00025411,0,0.6688,0.6773,0.0574,0.1197,4.6079,0,0.0098,0,0.6716,0.6794,34.593,34.6707,27.5453,27.6096,38.703,40.021,11.717,12.115
1399.0,2201.404,-106.85844,16.85566,1399,3.2603,3.2354,32176,3.221889,0.0637,0.0382,99.0496,0.00010861,0,0.6695,0.6779,0.0574,0.1197,4.6078,0,0.0091,0,0.6717,0.68,34.5924,34.6696,27.5451,27.6091,38.829,40.005,11.754,12.109
1400.0,2205.61,-106.85844,16.85568,1400,3.2606,3.2331,32178,3.221869,0.0639,0.039,99.0304,2.113E-05,0,0.6705,0.6793,0.0574,0.1197,4.6068,0,0.0086,0,0.6723,0.6805,34.5931,34.6713,27.5457,27.6107,39.544,40.349,11.971,12.213
1401.0,2206.268,-106.85844,16.85568,1401,3.2528,3.2287,32171,3.221629,0.0639,0.0388,99.034,3.5991E-05,0,0.6704,0.6798,0.0574,0.1202,4.607,0,0.0087,0,0.6728,0.6808,34.593,34.6726,27.5464,27.6121,39.54,40.38,11.967,12.221
1402.0,2206.762,-106.85844,16.85568,1402,3.2399,3.2157,32160,3.220454,0.0639,0.0386,99.0382,1.73E-05,0,0.6703,0.6792,0.0574,0.1202,4.6072,0,0.0086,0,0.6728,0.6812,34.5932,34.6717,27.5477,27.6126,39.469,40.429,11.942,12.232
1403.0,2207.267,-106.85844,16.85568,1403,3.2382,3.2143,32159,3.220349,0.0639,0.0379,99.0557,0.0012381,0,0.6704,0.6792,0.0574,0.1197,4.6081,0,0.014,0,0.673,0.6813,34.5935,34.6715,27.5481,27.6126,39.934,40.277,12.082,12.185
1404.0,2207.774,-106.85844,16.85568,1404,3.2367,3.2126,32158,3.220244,0.0639,0.0379,99.0558,0.0004183,0,0.6703,0.6794,0.0574,0.1196,4.6081,0,0.0105,0,0.6739,0.6814,34.5931,34.6715,27.5479,27.6127,40.116,40.393,12.137,12.22
1405.0,2208.393,-106.85844,16.85568,1405,3.2356,3.2118,32158,3.220184,0.0639,0.0379,99.057,0.00012505,0,0.6705,0.679,0.0574,0.1197,4.6082,0,0.0092,0,0.6741,0.6817,34.5933,34.6711,27.5482,27.6126,39.62,40.818,11.986,12.348
1406.0,2212.781,-106.85844,16.85569,1406,3.2374,3.2139,32160,3.220391,0.0639,0.0386,99.039,0.0016814,0,0.6723,0.6811,0.0574,0.1202,4.6073,0,0.016,0,0.6742,0.6829,34.593,34.6708,27.5478,27.6121,39.987,40.819,12.098,12.349
1407.0,2215.446,-106.85844,16.8557,1407,3.2364,3.213,32159,3.220401,0.0639,0.0389,99.0319,0.00064222,0,0.673,0.6815,0.0574,0.1199,4.6069,0,0.0116,0,0.6746,0.6829,34.5934,34.6714,27.5483,27.6127,40.282,40.792,12.187,12.341
1408.0,2216.078,-106.85844,16.8557,1408,3.2331,3.2085,32157,3.22008,0.0639,0.0384,99.0437,0.00011331,0,0.6728,0.6817,0.0574,0.1197,4.6075,0,0.0092,0,0.6752,0.683,34.5934,34.6718,27.5485,27.6135,40.156,40.922,12.148,12.379
1409.0,2216.782,-106.85844,16.8557,1409,3.23,3.206,32155,3.219875,0.0639,0.0379,99.055,0.0014465,0,0.6728,0.6815,0.0574,0.1197,4.6081,0,0.0147,0,0.6753,0.6835,34.5934,34.6715,27.5489,27.6134,39.827,41.126,12.047,12.44
1410.0,2221.034,-106.85844,16.8557,1410,3.232,3.2079,32157,3.220073,0.0634,0.0385,99.0425,0.00014701,0,0.6737,0.6823,0.0574,0.1196,4.6074,0,0.0095,0,0.6758,0.6844,34.5936,34.6713,27.5489,27.6131,40.158,41.237,12.148,12.474
1411.0,2224.124,-106.85844,16.85571,1411,3.2293,3.2068,32155,3.22011,0.0639,0.0389,99.0319,0.00061621,0,0.674,0.6835,0.0574,0.1197,4.6069,0,0.0114,0,0.6754,0.6843,34.5937,34.6724,27.5492,27.6141,40.036,41.043,12.11,12.415
1412.0,2224.723,-106.85844,16.85572,1412,3.2229,3.198,32150,3.219373,0.0639,0.038,99.0537,6.418E-05,0,0.674,0.6832,0.0574,0.1196,4.608,0,0.0089,0,0.6757,0.6842,34.5937,34.6724,27.5498,27.6149,40.553,41.118,12.265,12.435
1413.0,2225.338,-106.85844,16.85572,1413,3.2202,3.1962,32148,3.21922,0.0639,0.0379,99.0558,8.8163E-05,0,0.6739,0.6827,0.0574,0.1197,4.6081,0,0.0091,0,0.6765,0.6849,34.5939,34.672,27.5502,27.6147,40.506,41.473,12.25,12.542
1414.0,2228.023,-106.85844,16.85572,1414,3.2239,3.2007,32152,3.219595,0.0632,0.0383,99.0455,0.00016424,0,0.6745,0.6831,0.0573,0.1197,4.6076,0,0.0094,0,0.6771,0.6854,34.5942,34.6711,27.5501,27.6136,40.247,41.312,12.172,12.494
1415.0,2232.885,-106.85844,16.85572,1415,3.2244,3.2017,32153,3.219887,0.0515,0.039,99.0293,0.0011729,0,0.676,0.6849,0.0562,0.1207,4.6068,0,0.0137,0,0.6766,0.6852,34.5947,34.6732,27.5505,27.6152,39.903,41.252,12.069,12.476
1416.0,2233.418,-106.85842,16.85572,1416,3.2192,3.1955,32149,3.21934,0.0571,0.0389,99.0314,6.1784E-05,0,0.6755,0.6845,0.0567,0.1207,4.6069,0,0.009,0,0.6768,0.6855,34.5948,34.6726,27.551,27.6153,40.64,41.514,12.29,12.554
1417.0,2234.053,-106.85842,16.85572,1417,3.2179,3.1939,32149,3.219192,0.0638,0.038,99.0539,6.3946E-05,0,0.6752,0.6844,0.0574,0.1208,4.608,0,0.0089,0,0.6775,0.6858,34.5951,34.672,27.5514,27.615,40.893,41.611,12.366,12.583
1418.0,2234.827,-106.85842,16.85572,1418,3.217,3.193,32148,3.219133,0.0639,0.0379,99.0557,0.00014946,0,0.6752,0.6844,0.0574,0.1198,4.6081,0,0.0094,0,0.6778,0.6862,34.5949,34.6718,27.5513,27.6149,40.387,41.593,12.213,12.577
1419.0,2238.678,-106.85842,16.85572,1419,3.2187,3.1966,32150,3.219505,0.0629,0.0382,99.0476,0.001389,0,0.676,0.6846,0.0573,0.1197,4.6077,0,0.0146,0,0.6782,0.6863,34.5946,34.6719,27.5509,27.6147,40.4,41.416,12.217,12.525
1420.0,2241.763,-106.85842,16.85572,1420,3.2162,3.1915,32149,3.219153,0.0604,0.0381,99.052,0.0065332,0,0.6769,0.6855,0.0571,0.1197,4.6079,0,0.036,0,0.6781,0.6868,34.5952,34.6725,27.5517,27.6157,40.601,41.67,12.278,12.6
1421.0,2242.367,-106.85842,16.85572,1421,3.2138,3.1897,32147,3.219003,0.0515,0.0379,99.0559,0.0036374,0,0.6768,0.6853,0.0562,0.1202,4.6081,0,0.0245,0,0.6785,0.6867,34.5948,34.6721,27.5516,27.6155,40.924,41.588,12.374,12.574
1422.0,2242.973,-106.85842,16.85572,1422,3.2129,3.189,32146,3.218972,0.057,0.038,99.0542,0.003862,0,0.6765,0.6852,0.0567,0.12,4.608,0,0.025,0,0.679,0.6867,34.5947,34.672,27.5516,27.6155,40.801,41.647,12.337,12.592
1423.0,2243.725,-106.85842,16.8557,1423,3.2123,3.1883,32146,3.218945,0.063,0.0379,99.0557,0.0038409,0,0.6765,0.6853,0.0573,0.1197,4.6081,0,0.0252,0,0.679,0.6872,34.5949,34.6719,27.5518,27.6155,40.327,41.943,12.193,12.681
1424.0,2247.545,-106.85842,16.8557,1424,3.2136,3.1898,32148,3.219101,0.0641,0.0383,99.0466,0.0018777,0,0.6772,0.6857,0.0574,0.1199,4.6076,0,0.0169,0,0.679,0.6879,34.5947,34.6717,27.5515,27.6152,40.391,41.888,12.213,12.665
1425.0,2251.054,-106.85842,16.8557,1425,3.2115,3.1869,32147,3.218981,0.0618,0.0381,99.0515,0.0013323,0,0.6777,0.6865,0.0572,0.1208,4.6079,0,0.0145,0,0.679,0.6878,34.5953,34.6728,27.5522,27.6164,41.048,41.984,12.411,12.693
1426.0,2251.489,-106.85842,16.8557,1426,3.1996,3.1742,32136,3.218099,0.0639,0.0378,99.0578,0.0060171,0,0.6777,0.6863,0.0574,0.1208,4.6082,0,0.0338,0,0.6798,0.6879,34.5946,34.6751,27.5528,27.6194,41.566,42.253,12.564,12.771
1427.0,2252.03,-106.85842,16.8557,1427,3.1877,3.1634,32127,3.217089,0.0631,0.0378,99.0594,0.0018097,0,0.6777,0.6863,0.0573,0.1208,4.6083,0,0.0166,0,0.68,0.6885,34.5951,34.674,27.5543,27.6195,41.834,42.49,12.642,12.839
1428.0,2252.646,-106.85842,16.8557,1428,3.1822,3.1582,32123,3.216652,0.0552,0.0379,99.0559,0.0015018,0,0.6777,0.6864,0.0565,0.12,4.6081,0,0.0153,0,0.6806,0.6887,34.5958,34.6738,27.5553,27.6198,42.024,42.489,12.697,12.837
1429.0,2255.337,-106.85842,16.8557,1429,3.1865,3.1641,32126,3.217135,0.0617,0.0379,99.0551,0.00054606,0,0.6786,0.6871,0.0572,0.1197,4.6081,0,0.0111,0,0.682,0.69,34.5952,34.6727,27.5545,27.6184,41.748,42.717,12.615,12.908
1430.0,2259.461,-106.85842,16.8557,1430,3.1841,3.1586,32125,3.216919,0.064,0.0389,99.0308,0.0053492,0,0.6813,0.6894,0.0574,0.1197,4.6069,0,0.031,0,0.6821,0.6901,34.5955,34.6755,27.555,27.6211,41.998,42.537,12.69,12.852
1431.0,2259.967,-106.85842,16.8557,1431,3.1778,3.1553,32120,3.216567,0.0575,0.0382,99.0492,0.00028673,0,0.6807,0.6896,0.0568,0.1202,4.6078,0,0.0101,0,0.6827,0.6905,34.5956,34.6743,27.5556,27.6205,41.845,43.016,12.642,12.995
1432.0,2260.519,-106.85842,16.8557,1432,3.1738,3.1497,32117,3.216108,0.0517,0.038,99.0539,0.00099531,0,0.6803,0.6893,0.0562,0.1209,4.608,0,0.0131,0,0.6826,0.6909,34.596,34.6741,27.5562,27.6209,41.864,43.117,12.646,13.024
1433.0,2261.059,-106.85842,16.8557,1433,3.1691,3.1446,32113,3.215756,0.0578,0.0379,99.0558,7.3869E-05,0,0.6801,0.6892,0.0568,0.1208,4.6081,0,0.009,0,0.683,0.6911,34.5958,34.6747,27.5566,27.6219,42.496,42.976,12.836,12.98
1434.0,2261.627,-106.85842,16.85568,1434,3.1644,3.1403,32110,3.215393,0.0642,0.0379,99.0558,0.00097025,0,0.6801,0.6889,0.0574,0.1207,4.6081,0,0.0131,0,0.6839,0.6914,34.5963,34.6745,27.5574,27.622,42.565,42.961,12.855,12.974
1435.0,2262.323,-106.85842,16.85568,1435,3.162,3.138,32108,3.215211,0.0639,0.038,99.0546,0.001217,0,0.6802,0.6887,0.0574,0.1198,4.608,0,0.014,0,0.6841,0.6917,34.5965,34.6742,27.5577,27.622,42.522,43.329,12.841,13.084
1436.0,2265.95,-106.85842,16.85568,1436,3.1642,3.1395,32110,3.215363,0.0639,0.038,99.053,0.0017233,0,0.6828,0.6906,0.0574,0.1196,4.608,0,0.0162,0,0.6855,0.6933,34.5959,34.674,27.5571,27.6217,42.405,43.572,12.807,13.158
1437.0,2268.668,-106.85842,16.85568,1437,3.1623,3.138,32110,3.215321,0.0527,0.0387,99.0365,0.00049197,0,0.6838,0.6922,0.0563,0.1197,4.6071,0,0.0109,0,0.6852,0.6938,34.5966,34.6745,27.5578,27.6223,41.87,43.235,12.645,13.056
1438.0,2269.13,-106.85842,16.85568,1438,3.1594,3.1355,32107,3.215152,0.0517,0.0389,99.0315,0.0010992,0,0.6838,0.6922,0.0562,0.1197,4.6069,0,0.0135,0,0.6851,0.6938,34.5964,34.6746,27.558,27.6226,41.955,43.256,12.669,13.062
1439.0,2269.63,-106.85842,16.85568,1439,3.1591,3.1352,32108,3.215152,0.0596,0.039,99.0296,0.00011605,0,0.6836,0.6923,0.057,0.1196,4.6068,0,0.0092,0,0.6852,0.6936,34.5965,34.6744,27.5581,27.6225,42.372,43.19,12.795,13.041
1440.0,2270.128,-106.85842,16.85568,1440,3.1588,3.1349,32108,3.215172,0.0639,0.0381,99.0511,0.00011107,0,0.6834,0.692,0.0574,0.1197,4.6079,0,0.0092,0,0.6857,0.6938,34.5964,34.6745,27.558,27.6226,42.812,43.376,12.928,13.098
1441.0,2270.677,-106.85842,16.85568,1441,3.1577,3.1337,32107,3.215108,0.0556,0.0381,99.0505,6.6979E-05,0,0.683,0.6915,0.0566,0.1202,4.6078,0,0.0089,0,0.6859,0.6938,34.5964,34.6745,27.5581,27.6226,42.92,43.606,12.96,13.167
1442.0,2271.336,-106.85842,16.85568,1442,3.1557,3.1316,32106,3.214989,0.0531,0.0389,99.032,0.00018066,0,0.6836,0.6921,0.0563,0.1209,4.6069,0,0.0095,0,0.6865,0.6944,34.5965,34.6747,27.5585,27.6231,42.591,43.906,12.86,13.256
1443.0,2275.003,-106.85843,16.85568,1443,3.155,3.1306,32106,3.214884,0.0673,0.0384,99.0427,0.00065529,0,0.6844,0.6928,0.0577,0.1201,4.6075,0,0.0117,0,0.6866,0.6952,34.5972,34.674,27.5591,27.6226,42.45,43.697,12.817,13.193
1444.0,2277.944,-106.85844,16.85568,1444,3.1546,3.1299,32107,3.214895,0.0639,0.0388,99.0339,0.0012764,0,0.6855,0.6937,0.0574,0.1197,4.607,0,0.0144,0,0.6872,0.6953,34.5978,34.6744,27.5596,27.623,43.244,43.583,13.057,13.159
1445.0,2278.468,-106.85844,16.85568,1445,3.1498,3.1242,32103,3.214556,0.0639,0.0383,99.0459,9.9906E-05,0,0.6853,0.6938,0.0574,0.1197,4.6076,0,0.0091,0,0.6874,0.6954,34.5977,34.6759,27.5599,27.6247,43.154,44.136,13.028,13.324
1446.0,2279.008,-106.85844,16.85568,1446,3.1468,3.1231,32101,3.214413,0.0639,0.0379,99.0559,0.00010932,0,0.6851,0.6938,0.0574,0.1197,4.6081,0,0.0092,0,0.6877,0.6957,34.5979,34.6748,27.5604,27.624,42.756,44.134,12.907,13.323
1447.0,2279.583,-106.85844,16.85568,1447,3.146,3.1221,32101,3.214379,0.0639,0.0379,99.0558,0.00025234,0,0.685,0.694,0.0574,0.1197,4.6081,0,0.0098,0,0.6878,0.6959,34.5978,34.675,27.5604,27.6242,42.544,44.061,12.843,13.3
1448.0,2280.27,-106.85844,16.85568,1448,3.1419,3.1175,32097,3.214062,0.0639,0.0379,99.0558,0.0001918,0,0.6852,0.6939,0.0574,0.1197,4.6081,0,0.0096,0,0.6878,0.6962,34.5972,34.6755,27.5603,27.625,43.142,44.101,13.022,13.311
1449.0,2283.459,-106.85844,16.85568,1449,3.1421,3.1183,32098,3.214082,0.0621,0.0383,99.0456,0.00048535,0,0.6865,0.6943,0.0572,0.1197,4.6076,0,0.0108,0,0.6891,0.697,34.5976,34.6744,27.5606,27.6241,42.95,44.298,12.964,13.37
1450.0,2286.293,-106.85844,16.85568,1450,3.1413,3.1177,32098,3.214095,0.0514,0.0383,99.047,5.6159E-05,0,0.6874,0.6955,0.0562,0.1197,4.6077,0,0.0089,0,0.6889,0.6974,34.5981,34.6747,27.5611,27.6244,42.807,44.205,12.921,13.342
1451.0,2286.967,-106.85844,16.85568,1451,3.1348,3.111,32093,3.213647,0.064,0.038,99.0531,0.00037225,0,0.6874,0.6959,0.0574,0.1197,4.608,0,0.0104,0,0.6891,0.6975,34.5985,34.6759,27.562,27.6259,43.312,44.42,13.071,13.405
1452.0,2287.672,-106.85844,16.85568,1452,3.1333,3.1095,32092,3.213509,0.0565,0.0379,99.0558,5.1861E-05,0,0.6874,0.6957,0.0567,0.1196,4.6081,0,0.0088,0,0.6894,0.6979,34.5984,34.6753,27.5621,27.6256,43.728,44.396,13.196,13.397
1453.0,2288.366,-106.85844,16.85568,1453,3.1326,3.1087,32092,3.213483,0.0516,0.0379,99.0558,9.0979E-05,0,0.6874,0.6956,0.0562,0.1196,4.6081,0,0.0091,0,0.69,0.6977,34.5987,34.6753,27.5624,27.6257,43.648,44.641,13.172,13.471
1454.0,2289.161,-106.85844,16.85568,1454,3.1319,3.1081,32092,3.213459,0.0517,0.0379,99.0558,0.00025162,0,0.6874,0.6959,0.0562,0.1197,4.6081,0,0.0097,0,0.6902,0.6985,34.5988,34.6752,27.5625,27.6257,43.18,44.84,13.031,13.531
1455.0,2291.754,-106.85844,16.85568,1455,3.1325,3.1086,32092,3.213514,0.058,0.0381,99.05,0.0011336,0,0.6882,0.6964,0.0568,0.1203,4.6078,0,0.0136,0,0.6904,0.6987,34.5983,34.6748,27.5621,27.6254,43.286,44.589,13.063,13.455
1456.0,2294.143,-106.85844,16.85568,1456,3.1313,3.1076,32092,3.213504,0.057,0.0379,99.0559,0.0017996,0,0.6887,0.697,0.0567,0.1196,4.6081,0,0.0164,0,0.6909,0.6992,34.5984,34.6752,27.5622,27.6258,43.602,44.763,13.158,13.507
1457.0,2295.057,-106.85844,16.85568,1457,3.1304,3.1066,32092,3.213458,0.0586,0.0379,99.0558,0.00031077,0,0.6886,0.6974,0.0569,0.1202,4.6081,0,0.0101,0,0.6913,0.6993,34.5986,34.6752,27.5625,27.6259,43.594,44.494,13.155,13.426
1458.0,2295.867,-106.85844,16.8557,1458,3.13,3.1062,32092,3.21348,0.0508,0.038,99.0545,0.0023807,0,0.6891,0.6973,0.0561,0.1206,4.608,0,0.0189,0,0.6914,0.699,34.5986,34.6754,27.5625,27.6261,43.4,44.607,13.096,13.46
1459.0,2296.666,-106.85844,16.8557,1459,3.1247,3.1006,32088,3.213108,0.0517,0.038,99.053,0.0001816,0,0.6893,0.6974,0.0562,0.1197,4.608,0,0.0094,0,0.6914,0.6993,34.5987,34.6764,27.5632,27.6273,43.32,45.059,13.07,13.594
1460.0,2297.511,-106.85844,16.8557,1460,3.1207,3.0968,32085,3.212777,0.0621,0.0379,99.0558,0.00065681,0,0.6893,0.6977,0.0572,0.1196,4.6081,0,0.0116,0,0.6914,0.6997,34.5989,34.6759,27.5637,27.6273,43.365,45.069,13.083,13.596
1461.0,2300.457,-106.85844,16.8557,1461,3.1217,3.0977,32086,3.212844,0.0637,0.0381,99.0509,0.0012936,0,0.6899,0.698,0.0574,0.1197,4.6079,0,0.0143,0,0.692,0.7004,34.5987,34.6752,27.5634,27.6267,43.748,45.088,13.199,13.602
1462.0,2303.366,-106.85844,16.8557,1462,3.1198,3.0966,32085,3.212826,0.061,0.038,99.0523,0.0032985,0,0.6905,0.6987,0.0571,0.1207,4.6079,0,0.023,0,0.6925,0.7007,34.599,34.6757,27.5638,27.6272,43.729,45.071,13.192,13.597
1463.0,2304.043,-106.85844,16.8557,1463,3.1182,3.0944,32084,3.212702,0.0519,0.038,99.0541,0.0012207,0,0.6908,0.6991,0.0562,0.1197,4.608,0,0.014,0,0.6926,0.7009,34.5989,34.676,27.5639,27.6276,43.807,45.106,13.215,13.607
1464.0,2304.683,-106.85844,16.8557,1464,3.1175,3.0937,32084,3.212674,0.0517,0.038,99.0539,0.0023227,0,0.6907,0.6988,0.0562,0.1204,4.608,0,0.0187,0,0.6926,0.7009,34.5991,34.676,27.5641,27.6277,43.646,45.212,13.167,13.638
1465.0,2305.283,-106.85844,16.8557,1465,3.1162,3.0924,32083,3.212626,0.0517,0.0379,99.0558,0.0019504,0,0.691,0.6992,0.0562,0.1208,4.6081,0,0.0171,0,0.6926,0.701,34.5992,34.6763,27.5643,27.628,43.631,45.264,13.162,13.654
1466.0,2305.886,-106.85844,16.8557,1466,3.1153,3.0915,32083,3.212585,0.0517,0.0379,99.0558,0.0010349,0,0.6909,0.6992,0.0562,0.1199,4.6081,0,0.0133,0,0.6926,0.7012,34.5995,34.6762,27.5647,27.6281,43.638,45.313,13.164,13.668
1467.0,2306.609,-106.85844,16.8557,1467,3.1145,3.0907,32082,3.212535,0.0517,0.0379,99.0558,0.00082241,0,0.6909,0.6992,0.0562,0.1196,4.6081,0,0.0123,0,0.6926,0.7012,34.5991,34.676,27.5645,27.628,43.844,45.317,13.225,13.669
1468.0,2310.022,-106.85844,16.8557,1468,3.1154,3.0914,32083,3.212599,0.0643,0.0379,99.0554,0.0017362,0,0.6912,0.6996,0.0574,0.1197,4.6081,0,0.0161,0,0.6932,0.7016,34.5989,34.6755,27.5642,27.6275,44.012,45.244,13.276,13.647
1469.0,2312.152,-106.85844,16.8557,1469,3.1144,3.0903,32083,3.212584,0.0634,0.0379,99.0548,0.0014701,0,0.6913,0.6999,0.0574,0.1196,4.608,0,0.0151,0,0.6937,0.7016,34.599,34.6759,27.5644,27.628,44.191,45.287,13.33,13.66
1470.0,2313.124,-106.85844,16.8557,1470,3.1108,3.0868,32081,3.212367,0.0639,0.0379,99.0558,0.0040737,0,0.6916,0.6999,0.0574,0.1197,4.6081,0,0.0258,0,0.6939,0.7017,34.5994,34.6765,27.565,27.6287,44.14,45.465,13.313,13.712
