Pressure [dbar],timeS,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS
1118.0,1298.573,-106.07342,20.26358,1118,4.1655,4.1658,3.282187,3.282373,0.07328,12.3342,4.5796,0.058762,0,4.5796,0.0244,0.5782,0,4.6533,0,0.0683,0,0.5785,34.5511,34.5529,27.421,27.4224,0.4412,13.421,4.266
1119.0,1299.608,-106.07342,20.26358,1119,4.1636,4.1641,3.282066,3.282259,0.073008,12.3338,4.5802,0.058475,0,4.5802,0.0243,0.5788,0,4.654,0,0.0665,0,0.5791,34.5511,34.5529,27.4212,27.4226,0.4405,13.398,4.258
1120.0,1300.928,-106.07342,20.26358,1120,4.1624,4.1628,3.282013,3.282195,0.072845,12.334,4.5799,0.057181,0,4.5799,0.0243,0.5794,0,4.6543,0,0.0563,0,0.5798,34.5513,34.553,27.4215,27.4228,0.4449,13.532,4.301
1121.0,1302.472,-106.07342,20.26358,1121,4.1606,4.161,3.281896,3.282078,0.072229,12.3334,4.5805,0.05634,0,4.5805,0.0241,0.58,0,4.6545,0,0.05,0,0.5804,34.5512,34.553,27.4216,27.423,0.4429,13.471,4.282
1122.0,1303.821,-106.07342,20.26358,1122,4.1575,4.1577,3.281667,3.28184,0.072891,12.3336,4.5803,0.058298,0,4.5803,0.0243,0.5801,0,4.6545,0,0.0652,0,0.5805,34.5513,34.5531,27.422,27.4234,0.4436,13.493,4.288
1123.0,1304.839,-106.07342,20.26358,1123,4.1531,4.1532,3.281319,3.281499,0.07327,12.3364,4.5771,0.060498,0,4.5771,0.0244,0.5804,0,4.6533,0,0.0812,0,0.5808,34.5513,34.5534,27.4225,27.4241,0.4518,13.743,4.367
1124.0,1305.682,-106.07342,20.26358,1124,4.145,4.1448,3.280652,3.280813,0.073078,12.3354,4.5783,0.060308,0,4.5783,0.0243,0.581,0,4.6532,0,0.0797,0,0.5814,34.5514,34.5535,27.4234,27.4251,0.4534,13.789,4.381
1125.0,1306.465,-106.07342,20.26358,1125,4.1399,4.1404,3.280279,3.28049,0.072393,12.3332,4.5807,0.05851,0,4.5807,0.0241,0.5811,0,4.6516,0,0.0669,0,0.5815,34.5518,34.5538,27.4243,27.4258,0.45,13.687,4.348
1126.0,1307.25,-106.07342,20.26358,1126,4.1384,4.1387,3.28018,3.280376,0.073085,12.3333,4.5807,0.059733,0,4.5807,0.0243,0.5814,0,4.6504,0,0.0756,0,0.5818,34.5518,34.5537,27.4244,27.4259,0.4543,13.817,4.389
1127.0,1308.147,-106.07342,20.26358,1127,4.1371,4.1375,3.280109,3.280298,0.072165,12.3355,4.5781,0.059423,0,4.5781,0.024,0.5819,0,4.6509,0,0.073,0,0.5823,34.5518,34.5536,27.4245,27.4259,0.4595,13.977,4.44
1128.0,1309.238,-106.07342,20.26358,1128,4.136,4.1361,3.280057,3.280228,0.072874,12.3333,4.5807,0.058638,0,4.5807,0.0243,0.5823,0,4.6511,0,0.0674,0,0.5827,34.5518,34.5536,27.4247,27.4261,0.4574,13.913,4.419
1129.0,1310.449,-106.07342,20.26358,1129,4.1338,4.1338,3.279916,3.28007,0.072362,12.3333,4.5806,0.055451,0,4.5806,0.0241,0.5826,0,4.6508,0,0.0435,0,0.583,34.5519,34.5537,27.425,27.4265,0.4601,13.996,4.445
1130.0,1311.536,-106.07342,20.26358,1130,4.1294,4.1293,3.279572,3.279732,0.07311,12.3338,4.5801,0.058192,0,4.5801,0.0244,0.5829,0,4.6496,0,0.0644,0,0.5833,34.5519,34.5539,27.4255,27.4271,0.4633,14.092,4.475
1131.0,1312.521,-106.07342,20.26358,1131,4.126,4.1262,3.279337,3.279505,0.07276,12.3333,4.5807,0.059215,0,4.5807,0.0242,0.5835,0,4.6503,0,0.0715,0,0.584,34.5523,34.554,27.4261,27.4275,0.4676,14.222,4.516
1132.0,1313.458,-106.07342,20.26358,1132,4.1248,4.1254,3.279265,3.279471,0.072931,12.3333,4.5807,0.059939,0,4.5807,0.0243,0.5835,0,4.6502,0,0.0772,0,0.584,34.5521,34.5539,27.4261,27.4275,0.4638,14.107,4.48
1133.0,1314.357,-106.07342,20.26358,1133,4.1161,4.1163,3.278542,3.278709,0.072927,12.3331,4.5808,0.059672,0,4.5808,0.0243,0.584,0,4.6496,0,0.0751,0,0.5844,34.5522,34.554,27.4271,27.4285,0.4713,14.335,4.551
1134.0,1315.22,-106.07342,20.26358,1134,4.1003,4.1,3.277214,3.277339,0.073256,12.3342,4.5796,0.058902,0,4.5796,0.0244,0.5844,0,4.6496,0,0.0695,0,0.5849,34.5525,34.5543,27.429,27.4305,0.4823,14.671,4.656
1135.0,1316.081,-106.07342,20.26358,1135,4.0932,4.0934,3.276656,3.276836,0.073086,12.3329,4.5811,0.058347,0,4.5811,0.0243,0.5856,0,4.6503,0,0.065,0,0.586,34.5529,34.5548,27.4301,27.4316,0.486,14.783,4.691
1136.0,1317.034,-106.07342,20.26358,1136,4.0917,4.092,3.276553,3.27675,0.072823,12.3335,4.5804,0.058238,0,4.5804,0.0243,0.5861,0,4.6507,0,0.0646,0,0.5865,34.5527,34.5547,27.4301,27.4316,0.4838,14.715,4.669
1137.0,1318.215,-106.07342,20.26358,1137,4.0914,4.0917,3.276577,3.276744,0.072549,12.3338,4.5801,0.059303,0,4.5801,0.0242,0.5867,0,4.6507,0,0.0725,0,0.5871,34.5529,34.5545,27.4302,27.4315,0.4858,14.777,4.689
1138.0,1319.475,-106.07342,20.26358,1138,4.091,4.0913,3.276584,3.276763,0.072629,12.334,4.5799,0.058056,0,4.5799,0.0242,0.5871,0,4.6508,0,0.0635,0,0.5876,34.5529,34.5546,27.4303,27.4316,0.4875,14.829,4.705
1139.0,1320.592,-106.07342,20.26358,1139,4.0902,4.0906,3.276569,3.276764,0.07172,12.3336,4.5804,0.06003,0,4.5804,0.0239,0.5876,0,4.6523,0,0.0778,0,0.5881,34.553,34.5548,27.4305,27.4319,0.4907,14.924,4.735
1140.0,1321.656,-106.07342,20.26358,1140,4.0895,4.0898,3.276556,3.276734,0.071794,12.3337,4.5802,0.059647,0,4.5802,0.0239,0.5879,0,4.6545,0,0.0749,0,0.5884,34.5531,34.5548,27.4306,27.4319,0.4889,14.87,4.718
1141.0,1322.708,-106.07342,20.26358,1141,4.0876,4.0878,3.276436,3.276613,0.072381,12.3338,4.5801,0.06369,0,4.5801,0.0241,0.5882,0,4.655,0,0.1033,0,0.5887,34.5531,34.555,27.4308,27.4323,0.4909,14.932,4.738
1142.0,1323.703,-106.07342,20.26358,1142,4.0817,4.0818,3.275959,3.276125,0.071583,12.3335,4.5804,0.061955,0,4.5804,0.0239,0.5884,0,4.655,0,0.0914,0,0.5889,34.5532,34.555,27.4315,27.433,0.4917,14.955,4.744
1143.0,1324.635,-106.07342,20.26358,1143,4.0784,4.0786,3.275731,3.27591,0.073317,12.3355,4.5782,0.060909,0,4.5782,0.0244,0.5886,0,4.6557,0,0.084,0,0.5891,34.5534,34.5553,27.4321,27.4335,0.493,14.997,4.757
1144.0,1325.528,-106.07342,20.26358,1144,4.0758,4.0756,3.27553,3.275669,0.07308,12.3329,4.5811,0.059088,0,4.5811,0.0243,0.5889,0,4.6559,0,0.0709,0,0.5894,34.5533,34.5551,27.4322,27.4337,0.4952,15.062,4.777
1145.0,1326.438,-106.07342,20.26358,1145,4.0686,4.0688,3.274964,3.275148,0.073264,12.3329,4.5811,0.059958,0,4.5811,0.0244,0.5892,0,4.6557,0,0.0773,0,0.5897,34.5536,34.5555,27.4332,27.4347,0.5023,15.277,4.845
1146.0,1327.367,-106.07342,20.26358,1146,4.0669,4.0671,3.274861,3.275052,0.07326,12.3329,4.581,0.060262,0,4.581,0.0244,0.5897,0,4.6557,0,0.0794,0,0.5902,34.5537,34.5556,27.4335,27.435,0.5015,15.254,4.837
1147.0,1328.322,-106.07342,20.26358,1147,4.0615,4.0617,3.274432,3.274616,0.072817,12.3329,4.5811,0.061642,0,4.5811,0.0243,0.5901,0,4.6558,0,0.0894,0,0.5906,34.5538,34.5557,27.4341,27.4356,0.509,15.482,4.909
1148.0,1329.349,-106.07342,20.26358,1148,4.0586,4.059,3.274232,3.274427,0.073106,12.3339,4.58,0.062425,0,4.58,0.0243,0.5908,0,4.6557,0,0.0948,0,0.5913,34.5539,34.5557,27.4345,27.4359,0.5083,15.46,4.902
1149.0,1330.468,-106.07342,20.26358,1149,4.0523,4.0523,3.273716,3.273886,0.07287,12.3328,4.5812,0.062997,0,4.5812,0.0243,0.5911,0,4.6557,0,0.0985,0,0.5916,34.5539,34.5559,27.4352,27.4367,0.5087,15.473,4.905
1150.0,1331.619,-106.07342,20.26358,1150,4.0381,4.0376,3.27254,3.272656,0.073123,12.3329,4.5811,0.062647,0,4.5811,0.0244,0.5915,0,4.6557,0,0.096,0,0.592,34.5543,34.5563,27.437,27.4385,0.5179,15.752,4.992
1151.0,1332.8,-106.07343,20.26359,1151,4.0307,4.0311,3.271958,3.272154,0.072625,12.3328,4.5812,0.060034,0,4.5812,0.0242,0.5927,0,4.6555,0,0.0779,0,0.5932,34.5547,34.5566,27.4381,27.4395,0.5266,16.017,5.075
1152.0,1334.001,-106.07344,20.2636,1152,4.0301,4.0303,3.271951,3.272124,0.072755,12.3347,4.5791,0.062589,0,4.5791,0.0242,0.5934,0,4.6556,0,0.0958,0,0.5939,34.5548,34.5566,27.4382,27.4396,0.5261,16,5.069
1153.0,1335.06,-106.07342,20.2636,1153,4.0292,4.0295,3.27193,3.272104,0.073259,12.3328,4.5812,0.061752,0,4.5812,0.0244,0.5941,0,4.6551,0,0.09,0,0.5946,34.5549,34.5566,27.4384,27.4397,0.5305,16.137,5.112
1154.0,1335.929,-106.07342,20.2636,1154,4.0275,4.028,3.271816,3.272027,0.072478,12.3329,4.5811,0.061425,0,4.5811,0.0241,0.5944,0,4.6543,0,0.0878,0,0.5949,34.5549,34.5568,27.4386,27.44,0.5278,16.054,5.086
1155.0,1336.692,-106.07342,20.2636,1155,4.0233,4.0234,3.271503,3.27166,0.071832,12.3335,4.5804,0.060594,0,4.5804,0.0239,0.5946,0,4.6541,0,0.0818,0,0.5952,34.5551,34.5569,27.4391,27.4405,0.5357,16.295,5.162
1156.0,1337.44,-106.07342,20.2636,1156,4.0144,4.0141,3.270782,3.270916,0.072474,12.3329,4.5811,0.061916,0,4.5811,0.0241,0.5955,0,4.6554,0,0.0911,0,0.5961,34.5554,34.5573,27.4403,27.4418,0.5409,16.45,5.21
1157.0,1338.263,-106.07342,20.2636,1157,4.0095,4.0102,3.270412,3.270624,0.072896,12.3332,4.5808,0.061263,0,4.5808,0.0243,0.5957,0,4.6557,0,0.0866,0,0.5963,34.5557,34.5574,27.441,27.4423,0.536,16.301,5.162
1158.0,1339.272,-106.07342,20.2636,1158,4.0101,4.0098,3.270498,3.270631,0.073253,12.3328,4.5812,0.05969,0,4.5812,0.0244,0.5961,0,4.6557,0,0.0755,0,0.5967,34.5555,34.5574,27.4409,27.4424,0.5394,16.407,5.196
1159.0,1340.485,-106.07342,20.2636,1159,4.0071,4.0074,3.270282,3.270464,0.072278,12.333,4.581,0.0622,0,4.581,0.0241,0.5967,0,4.6557,0,0.0929,0,0.5972,34.5556,34.5574,27.4412,27.4426,0.5431,16.519,5.231
1160.0,1341.753,-106.07343,20.2636,1160,4.0052,4.0053,3.270168,3.270337,0.072078,12.3327,4.5813,0.05999,0,4.5813,0.024,0.5973,0,4.6557,0,0.0775,0,0.5978,34.5557,34.5576,27.4415,27.443,0.5429,16.512,5.228
1161.0,1342.99,-106.07344,20.2636,1161,4.0042,4.0044,3.270133,3.270303,0.073291,12.3327,4.5813,0.061592,0,4.5813,0.0244,0.5976,0,4.6559,0,0.0887,0,0.5982,34.5558,34.5576,27.4417,27.4431,0.5501,16.732,5.298
1162.0,1344.042,-106.07344,20.2636,1162,4.0041,4.0041,3.270178,3.270328,0.071729,12.333,4.581,0.0612,0,4.581,0.0239,0.5981,0,4.656,0,0.0862,0,0.5987,34.556,34.5578,27.4419,27.4433,0.547,16.636,5.267
1163.0,1344.925,-106.07344,20.2636,1163,4.0042,4.0044,3.270213,3.270399,0.072931,12.3342,4.5796,0.060734,0,4.5796,0.0243,0.5981,0,4.6558,0,0.0829,0,0.5987,34.5558,34.5578,27.4417,27.4433,0.5441,16.55,5.24
1164.0,1345.744,-106.07344,20.2636,1164,4.0039,4.0042,3.270243,3.270425,0.072911,12.3333,4.5806,0.059305,0,4.5806,0.0243,0.5982,0,4.6563,0,0.0723,0,0.5988,34.5559,34.5578,27.4419,27.4433,0.5451,16.579,5.249
1165.0,1346.604,-106.07344,20.2636,1165,4.0038,4.004,3.270271,3.270447,0.072741,12.3328,4.5812,0.060317,0,4.5812,0.0242,0.5982,0,4.6568,0,0.0798,0,0.5988,34.5559,34.5577,27.4419,27.4433,0.5449,16.573,5.247
1166.0,1347.636,-106.07344,20.2636,1166,4.0031,4.0033,3.270254,3.270425,0.072737,12.3346,4.5792,0.060113,0,4.5792,0.0242,0.5983,0,4.6566,0,0.0783,0,0.5989,34.5559,34.5577,27.4419,27.4433,0.5455,16.593,5.254
1167.0,1348.97,-106.07344,20.2636,1167,4.0028,4.0029,3.270277,3.270432,0.073159,12.3327,4.5813,0.058643,0,4.5813,0.0244,0.5984,0,4.6567,0,0.0676,0,0.599,34.5559,34.5577,27.442,27.4434,0.5457,16.599,5.256
1168.0,1350.274,-106.07344,20.2636,1168,4.0034,4.0038,3.270364,3.270558,0.07326,12.3327,4.5813,0.060691,0,4.5813,0.0244,0.5983,0,4.6567,0,0.0825,0,0.5989,34.5559,34.5577,27.4419,27.4434,0.5453,16.585,5.251
1169.0,1351.335,-106.07344,20.2636,1169,4.0027,4.0032,3.270351,3.270559,0.0731,12.3327,4.5814,0.061831,0,4.5814,0.0243,0.5985,0,4.6565,0,0.0905,0,0.5991,34.556,34.5579,27.442,27.4436,0.549,16.7,5.287
1170.0,1352.209,-106.07344,20.2636,1170,4.0021,4.0025,3.270344,3.270546,0.072847,12.3326,4.5815,0.062032,0,4.5815,0.0243,0.5987,0,4.6556,0,0.092,0,0.5993,34.556,34.5579,27.4421,27.4436,0.5466,16.625,5.264
1171.0,1352.975,-106.07344,20.2636,1171,3.9994,3.9991,3.270154,3.270288,0.07157,12.333,4.581,0.05962,0,4.581,0.0238,0.5984,0,4.6555,0,0.0748,0,0.599,34.5561,34.5579,27.4425,27.444,0.5469,16.636,5.267
1172.0,1353.702,-106.07344,20.2636,1172,3.9965,3.996,3.269948,3.270053,0.072823,12.3328,4.5812,0.058552,0,4.5812,0.0243,0.5988,0,4.656,0,0.0671,0,0.5994,34.5562,34.5579,27.4429,27.4443,0.5518,16.783,5.313
1173.0,1354.453,-106.07344,20.2636,1173,3.9942,3.9946,3.269783,3.269976,0.0723,12.3328,4.5813,0.060667,0,4.5813,0.0241,0.5987,0,4.6568,0,0.0824,0,0.5993,34.5561,34.558,27.4431,27.4445,0.5537,16.842,5.332
1174.0,1355.313,-106.07344,20.2636,1174,3.9914,3.9913,3.269582,3.269729,0.072615,12.333,4.581,0.061005,0,4.581,0.0242,0.5993,0,4.6569,0,0.0848,0,0.5999,34.5562,34.558,27.4435,27.4449,0.557,16.943,5.363
1175.0,1356.579,-106.07344,20.2636,1175,3.99,3.9906,3.26951,3.269707,0.072397,12.3334,4.5806,0.061488,0,4.5806,0.0241,0.5995,0,4.6569,0,0.0881,0,0.6001,34.5562,34.5579,27.4436,27.4449,0.5545,16.865,5.338
1176.0,1358.237,-106.07344,20.2636,1176,3.9893,3.9895,3.269489,3.269655,0.073312,12.3329,4.5811,0.059805,0,4.5811,0.0244,0.5997,0,4.6569,0,0.076,0,0.6003,34.5563,34.5579,27.4437,27.445,0.5567,16.932,5.359
1177.0,1359.463,-106.07344,20.2636,1177,3.9898,3.99,3.269577,3.26976,0.072988,12.3327,4.5814,0.060844,0,4.5814,0.0243,0.6001,0,4.6569,0,0.0835,0,0.6007,34.5563,34.5582,27.4437,27.4452,0.5606,17.051,5.397
1178.0,1360.501,-106.07344,20.2636,1178,3.9897,3.99,3.269616,3.269797,0.072304,12.3329,4.5811,0.058786,0,4.5811,0.0241,0.6002,0,4.657,0,0.0687,0,0.6008,34.5563,34.5581,27.4437,27.4451,0.5561,16.914,5.354
1179.0,1361.468,-106.07344,20.2636,1179,3.9896,3.9898,3.269655,3.269824,0.072144,12.3332,4.5808,0.056675,0,4.5808,0.024,0.6002,0,4.6569,0,0.0527,0,0.6008,34.5564,34.5582,27.4438,27.4452,0.5561,16.913,5.353
1180.0,1362.368,-106.07344,20.2636,1180,3.989,3.9894,3.269647,3.269835,0.072161,12.3331,4.5809,0.059149,0,4.5809,0.024,0.6003,0,4.6564,0,0.0713,0,0.6009,34.5564,34.5582,27.4439,27.4453,0.5585,16.986,5.376
1181.0,1363.181,-106.07344,20.2636,1181,3.9846,3.9845,3.269293,3.269451,0.071318,12.3337,4.5802,0.058965,0,4.5802,0.0238,0.6003,0,4.6558,0,0.07,0,0.6009,34.5563,34.5583,27.4443,27.4459,0.5612,17.068,5.402
1182.0,1363.938,-106.07344,20.2636,1182,3.9756,3.9757,3.268575,3.268734,0.07265,12.3329,4.5812,0.053831,0,4.5812,0.0242,0.6006,0,4.6561,0,0.0307,0,0.6012,34.5567,34.5585,27.4455,27.4469,0.562,17.094,5.409
1183.0,1364.699,-106.07344,20.2636,1183,3.9708,3.9706,3.268189,3.268308,0.07234,12.3338,4.58,0.055393,0,4.58,0.0241,0.6006,0,4.6568,0,0.0428,0,0.6012,34.5567,34.5584,27.446,27.4473,0.5644,17.167,5.431
1184.0,1365.581,-106.07344,20.2636,1184,3.9601,3.9601,3.267289,3.26744,0.071352,12.3341,4.5798,0.056039,0,4.5798,0.0238,0.6012,0,4.6569,0,0.0481,0,0.6018,34.5568,34.5586,27.4472,27.4486,0.575,17.489,5.532
1185.0,1366.723,-106.07344,20.2636,1185,3.9539,3.9542,3.266801,3.266976,0.073252,12.3326,4.5814,0.056777,0,4.5814,0.0244,0.6021,0,4.657,0,0.0537,0,0.6027,34.557,34.5588,27.448,27.4493,0.5807,17.661,5.585
1186.0,1367.932,-106.07344,20.2636,1186,3.9493,3.9493,3.26645,3.266608,0.071662,12.3336,4.5803,0.057866,0,4.5803,0.0239,0.603,0,4.6569,0,0.062,0,0.6036,34.5572,34.559,27.4486,27.4501,0.5829,17.728,5.606
1187.0,1368.907,-106.07344,20.2636,1187,3.9426,3.9428,3.265915,3.266083,0.071257,12.3347,4.579,0.057869,0,4.579,0.0237,0.6033,0,4.6569,0,0.0618,0,0.6039,34.5573,34.5592,27.4494,27.4508,0.5846,17.78,5.621
1188.0,1369.859,-106.07344,20.2636,1188,3.938,3.9383,3.265572,3.265739,0.072074,12.3326,4.5814,0.057101,0,4.5814,0.024,0.6043,0,4.6569,0,0.0563,0,0.6049,34.5576,34.5593,27.45,27.4514,0.5954,18.11,5.725
1189.0,1371.379,-106.07344,20.2636,1189,3.9355,3.9358,3.265383,3.26556,0.072721,12.3326,4.5815,0.056494,0,4.5815,0.0242,0.6053,0,4.6569,0,0.0515,0,0.6059,34.5575,34.5592,27.4503,27.4516,0.5937,18.059,5.709
1190.0,1373.108,-106.07344,20.2636,1190,3.9332,3.9334,3.265228,3.265402,0.072151,12.3358,4.5778,0.058466,0,4.5778,0.024,0.6058,0,4.6567,0,0.0664,0,0.6064,34.5576,34.5594,27.4506,27.452,0.5947,18.088,5.718
1191.0,1374.016,-106.07344,20.2636,1191,3.9262,3.9263,3.26468,3.264858,0.073082,12.333,4.5809,0.058751,0,4.5809,0.0243,0.6063,0,4.6554,0,0.0686,0,0.607,34.5579,34.5598,27.4516,27.4531,0.6004,18.26,5.771
1192.0,1374.735,-106.07344,20.2636,1192,3.9205,3.9205,3.264229,3.264386,0.071185,12.3362,4.5773,0.058429,0,4.5773,0.0237,0.6065,0,4.6549,0,0.0661,0,0.6072,34.558,34.5599,27.4522,27.4537,0.5996,18.238,5.763
1193.0,1375.388,-106.07344,20.2636,1193,3.9139,3.914,3.263716,3.26388,0.072056,12.3332,4.5808,0.059895,0,4.5808,0.024,0.6068,0,4.655,0,0.0768,0,0.6075,34.5584,34.5602,27.4532,27.4546,0.6051,18.406,5.815
1194.0,1376.05,-106.07344,20.2636,1194,3.9021,3.9018,3.262737,3.262864,0.072639,12.333,4.581,0.063941,0,4.581,0.0242,0.6073,0,4.6558,0,0.1049,0,0.608,34.5586,34.5605,27.4546,27.456,0.6137,18.666,5.896
1195.0,1376.77,-106.07344,20.2636,1195,3.8936,3.8939,3.262115,3.262287,0.071306,12.333,4.581,0.061355,0,4.581,0.0238,0.608,0,4.6566,0,0.0873,0,0.6086,34.5596,34.5614,27.4562,27.4576,0.6206,18.875,5.961
1196.0,1377.704,-106.07344,20.2636,1196,3.8906,3.8908,3.261932,3.262097,0.072656,12.3357,4.5779,0.05799,0,4.5779,0.0242,0.6093,0,4.6569,0,0.0626,0,0.6099,34.5601,34.5618,27.4569,27.4582,0.629,19.131,6.041
1197.0,1378.833,-106.07344,20.2636,1197,3.8888,3.8893,3.261853,3.262038,0.071497,12.3341,4.5797,0.056729,0,4.5797,0.0238,0.6104,0,4.6569,0,0.0532,0,0.6111,34.5605,34.5622,27.4575,27.4588,0.6342,19.289,6.091
1198.0,1379.95,-106.07344,20.2636,1198,3.8877,3.8879,3.261831,3.261995,0.07214,12.3333,4.5807,0.059083,0,4.5807,0.024,0.6115,0,4.6569,0,0.0709,0,0.6122,34.561,34.5627,27.4579,27.4593,0.635,19.315,6.099
1199.0,1381.205,-106.07344,20.2636,1199,3.8876,3.8879,3.26187,3.262045,0.07284,12.3332,4.5808,0.058875,0,4.5808,0.0243,0.6123,0,4.6569,0,0.0695,0,0.613,34.561,34.5627,27.458,27.4593,0.6358,19.338,6.106
1200.0,1382.654,-106.07344,20.2636,1200,3.8876,3.888,3.261931,3.262115,0.073156,12.3348,4.579,0.059008,0,4.579,0.0244,0.6131,0,4.6569,0,0.0705,0,0.6138,34.5612,34.563,27.4582,27.4595,0.6379,19.401,6.126
1201.0,1383.789,-106.07344,20.2636,1201,3.8876,3.888,3.261991,3.262177,0.071866,12.3339,4.58,0.059809,0,4.58,0.0239,0.6134,0,4.6564,0,0.0762,0,0.6141,34.5614,34.5632,27.4583,27.4597,0.6376,19.394,6.124
1202.0,1384.678,-106.07344,20.2636,1202,3.8876,3.8879,3.26205,3.262231,0.072887,12.3335,4.5804,0.057242,0,4.5804,0.0243,0.6138,0,4.6557,0,0.0571,0,0.6145,34.5616,34.5634,27.4584,27.4599,0.6413,19.507,6.159
1203.0,1385.472,-106.07344,20.2636,1203,3.8878,3.8882,3.262109,3.262283,0.072482,12.3335,4.5804,0.05686,0,4.5804,0.0241,0.614,0,4.6557,0,0.0545,0,0.6147,34.5616,34.5632,27.4584,27.4597,0.6389,19.431,6.136
1204.0,1386.251,-106.07344,20.2636,1204,3.8877,3.8881,3.262145,3.262342,0.072863,12.3337,4.5802,0.057892,0,4.5802,0.0243,0.6142,0,4.6559,0,0.0621,0,0.6149,34.5616,34.5635,27.4585,27.46,0.6367,19.367,6.115
1205.0,1387.071,-106.07344,20.2636,1205,3.8871,3.8874,3.262157,3.26234,0.073083,12.3342,4.5797,0.059463,0,4.5797,0.0243,0.6141,0,4.6567,0,0.0735,0,0.6148,34.5619,34.5637,27.4588,27.4602,0.6388,19.43,6.135
1206.0,1388.011,-106.07344,20.2636,1206,3.8871,3.8874,3.26221,3.262395,0.072201,12.3338,4.5801,0.058081,0,4.5801,0.0241,0.6144,0,4.6567,0,0.0636,0,0.6151,34.562,34.5639,27.4588,27.4603,0.6404,19.479,6.151
1207.0,1389.047,-106.07344,20.2636,1207,3.8871,3.8873,3.262254,3.262427,0.076203,12.334,4.5799,0.059179,0,4.5799,0.0254,0.6145,0,4.6568,0,0.0717,0,0.6152,34.562,34.5638,27.4589,27.4603,0.6427,19.548,6.172
1208.0,1390.068,-106.07344,20.2636,1208,3.886,3.8868,3.262223,3.262445,0.074917,12.3338,4.5801,0.057328,0,4.5801,0.025,0.6148,0,4.6568,0,0.0578,0,0.6155,34.5623,34.5641,27.4592,27.4606,0.647,19.678,6.213
1209.0,1391.069,-106.07344,20.2636,1209,3.8854,3.8858,3.262228,3.262406,0.07261,12.3339,4.58,0.056669,0,4.58,0.0242,0.6153,0,4.6564,0,0.0528,0,0.616,34.5624,34.5641,27.4594,27.4607,0.6476,19.696,6.219
1210.0,1392.315,-106.07344,20.2636,1210,3.8834,3.8837,3.262102,3.26228,0.071641,12.334,4.5799,0.056964,0,4.5799,0.0239,0.6153,0,4.6557,0,0.0552,0,0.616,34.5625,34.5643,27.4597,27.4611,0.6437,19.579,6.182
1211.0,1393.69,-106.07344,20.2636,1211,3.871,3.871,3.261071,3.261223,0.072545,12.334,4.5799,0.058303,0,4.5799,0.0242,0.6155,0,4.6557,0,0.0651,0,0.6162,34.5628,34.5647,27.4612,27.4627,0.6525,19.847,6.264
1212.0,1394.68,-106.07343,20.2636,1212,3.8644,3.8646,3.260573,3.260746,0.072924,12.334,4.5798,0.059455,0,4.5798,0.0243,0.6162,0,4.6555,0,0.0736,0,0.6169,34.5634,34.5652,27.4623,27.4637,0.6601,20.077,6.336
1213.0,1395.508,-106.07342,20.2636,1213,3.8619,3.8621,3.260392,3.260571,0.072052,12.3341,4.5798,0.062032,0,4.5798,0.024,0.6167,0,4.6549,0,0.092,0,0.6174,34.5634,34.5653,27.4626,27.464,0.6582,20.02,6.318
1214.0,1396.302,-106.07342,20.2636,1214,3.8576,3.8575,3.260068,3.260202,0.071909,12.3344,4.5795,0.061937,0,4.5795,0.024,0.6169,0,4.6556,0,0.0912,0,0.6176,34.5635,34.5652,27.4631,27.4644,0.6636,20.185,6.369
1215.0,1397.16,-106.07342,20.2636,1215,3.8521,3.8519,3.25964,3.25977,0.071985,12.3341,4.5797,0.062633,0,4.5797,0.024,0.6176,0,4.6556,0,0.0962,0,0.6184,34.5637,34.5655,27.4638,27.4652,0.6705,20.392,6.434
1216.0,1398.21,-106.07342,20.2636,1216,3.8499,3.8501,3.259487,3.259653,0.07298,12.334,4.5799,0.06311,0,4.5799,0.0243,0.6183,0,4.6557,0,0.0995,0,0.6191,34.5637,34.5654,27.464,27.4654,0.6746,20.519,6.473
1217.0,1399.481,-106.07342,20.2636,1217,3.8483,3.8484,3.259399,3.259556,0.072573,12.3343,4.5796,0.058964,0,4.5796,0.0242,0.6191,0,4.6555,0,0.0701,0,0.6199,34.5638,34.5656,27.4643,27.4657,0.6722,20.446,6.45
1218.0,1400.689,-106.07342,20.2636,1218,3.8428,3.8425,3.258964,3.259098,0.072676,12.334,4.5799,0.057572,0,4.5799,0.0242,0.6197,0,4.6554,0,0.0593,0,0.6204,34.5639,34.5658,27.465,27.4664,0.6804,20.696,6.528
1219.0,1401.7,-106.07342,20.2636,1219,3.8343,3.8345,3.258298,3.258468,0.07328,12.3339,4.58,0.059907,0,4.58,0.0244,0.6202,0,4.6545,0,0.0771,0,0.6209,34.5644,34.5663,27.4662,27.4677,0.6772,20.596,6.495
1220.0,1402.575,-106.07342,20.2636,1220,3.8329,3.8331,3.258223,3.258379,0.072889,12.334,4.5799,0.058568,0,4.5799,0.0243,0.6205,0,4.6539,0,0.0672,0,0.6213,34.5645,34.5661,27.4664,27.4677,0.6861,20.869,6.581
