Protein Group,Protein ID,Accession,Query,Hit Accession,Description,Type, Score,Evalue,-10lgP,Coverage (%),Coverage (%) etnp-ja09-20170531,Coverage (%) etnp-ja10-20170531,Coverage (%) etnp-ja11-20170531,Coverage (%) etnp-ja12-20170531,Coverage (%) etnp-ja13-20170531,Coverage (%) etnp-ja14-20170531,Coverage (%) etnp-ja15-20170531,Coverage (%) etnp-ja16-20170531,Area etnp-ja09-20170531,Area etnp-ja10-20170531,Area etnp-ja11-20170531,Area etnp-ja12-20170531,Area etnp-ja13-20170531,Area etnp-ja14-20170531,Area etnp-ja15-20170531,Area etnp-ja16-20170531,#Peptides,#Unique,#Spec etnp-ja09-20170531,#Spec etnp-ja10-20170531,#Spec etnp-ja11-20170531,#Spec etnp-ja12-20170531,#Spec etnp-ja13-20170531,#Spec etnp-ja14-20170531,#Spec etnp-ja15-20170531,#Spec etnp-ja16-20170531,PTM,Avg. Mass,Description
1150,68337,NP_85m_PROKKA_19634,NP_85m_PROKKA_19634 Spermidine/putrescine-binding periplasmic protein precursor,SAR11cell_DLNKFFIG_05656,SAR11cell_DLNKFFIG_05656 Spermidine/putrescine-binding periplasmic protein,,2072,0,90.79,5,0,5,0,0,0,0,0,0,,6.79E+05,,,,,,,2,2,0,2,0,0,0,0,0,0,,42437,Spermidine/putrescine-binding periplasmic protein precursor
992,67768,NP_85m_PROKKA_20023,NP_85m_PROKKA_20023 Cold shock protein 1,WP_018049527.1,WP_018049527.1 cold-shock protein [Nitrospina sp. AB-629-B18],,304,3.88E-36,79.39,36,0,0,36,0,0,0,0,0,,,1.34E+05,,,,,,3,1,0,0,3,0,0,0,0,0,,7278,Cold shock protein 1
685,1896,NP_85m_PROKKA_20061,"NP_85m_PROKKA_20061 RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",WP_036911511.1,WP_036911511.1 MULTISPECIES: RNA-binding protein [Prochlorococcus],,652,1.19E-86,59.85,37,14,37,0,0,0,0,0,0,,2.72E+05,,,,,,,5,1,2,5,0,0,0,0,0,0,,15847,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
991,67500,NP_85m_PROKKA_20191,NP_85m_PROKKA_20191 30S ribosomal protein S1,WP_036911164.1,WP_036911164.1 MULTISPECIES: 30S ribosomal protein S1 [Prochlorococcus],,1783,0,55.26,11,0,11,0,0,0,0,0,0,,3.37E+05,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40524,30S ribosomal protein S1
2270,69262,NP_85m_PROKKA_20470,NP_85m_PROKKA_20470 hypothetical protein,WP_036912058.1,WP_036912058.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,457,9.64E-57,223,10,0,10,0,0,0,0,0,0,,4.84E+05,,,,,,,1,1,0,1,0,0,0,0,0,0,,16856,hypothetical protein
733,68124,NP_85m_PROKKA_20734,NP_85m_PROKKA_20734 Photosystem Q(B) protein precursor,WP_036916046.1,WP_036916046.1 MULTISPECIES: photosystem II protein D1 [Prochlorococcus],,344,9.31E-39,34.71,31,16,31,0,0,0,0,0,0,8.12E+04,4.06E+06,,,,,,,2,2,1,5,0,0,0,0,0,0,,7234,Photosystem Q(B) protein precursor
756,68475,NP_85m_PROKKA_20980,NP_85m_PROKKA_20980 Elongation factor Tu,MGA_DEGCLMIB_05969,MGA_DEGCLMIB_05969 Elongation factor Tu,,1993,0,42.39,6,0,3,3,3,6,0,0,0,,,,,6.68E+03,,,,2,1,0,1,1,1,2,0,0,0,Deamidation (NQ),43231,Elongation factor Tu
719,2621,NP_85m_PROKKA_21230,NP_85m_PROKKA_21230 Elongation factor Tu,MGA_DEGCLMIB_05969,MGA_DEGCLMIB_05969 Elongation factor Tu,,1756,0,70.48,8,0,3,8,3,8,0,0,0,,,7.26E+04,,2.93E+04,,,,2,1,0,1,2,1,2,0,0,0,,40500,Elongation factor Tu
243,791,NP_85m_PROKKA_21447,NP_85m_PROKKA_21447 Ethylbenzene dehydrogenase,WP_018047897.1,WP_018047897.1 hypothetical protein [Nitrospina sp. AB-629-B18],,1221,1.61E-168,36.21,38,3,30,24,0,7,7,0,0,,8.59E+05,3.94E+05,,1.58E+05,,,,18,11,1,11,11,0,2,2,0,0,Oxidation (M); Deamidation (NQ),28964,Ethylbenzene dehydrogenase
1216,3759,NP_85m_PROKKA_21556,NP_85m_PROKKA_21556 50S ribosomal protein L13,WP_036912698.1,WP_036912698.1 MULTISPECIES: 50S ribosomal protein L13 [Prochlorococcus],,739,7.97E-100,48.57,13,7,6,0,0,0,0,0,0,7.21E+04,6.62E+05,,,,,,,2,2,1,1,0,0,0,0,0,0,,16863,50S ribosomal protein L13
1160,3344,NP_85m_PROKKA_21957,"NP_85m_PROKKA_21957 D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase",WP_036915416.1,"WP_036915416.1 MULTISPECIES: fructose 1,6-bisphosphatase [Prochlorococcus]",,376,1.01E-43,64.37,37,0,37,0,0,0,0,0,0,,5.40E+05,,,,,,,2,1,0,2,0,0,0,0,0,0,,8033,D-fructose 1 6-bisphosphatase class 2/sedoheptulose 1 7-bisphosphatase
456,66819,NP_85m_PROKKA_22382,NP_85m_PROKKA_22382 hypothetical protein,WP_036914636.1,WP_036914636.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,345,1.70E-41,80.88,45,9,45,0,0,0,0,0,0,,7.62E+06,,,,,,,10,3,1,13,0,0,0,0,0,0,Oxidation (M),12199,hypothetical protein
530,67288,NP_85m_PROKKA_22881,NP_85m_PROKKA_22881 Plastocyanin precursor,WP_036915640.1,WP_036915640.1 MULTISPECIES: plastocyanin [Prochlorococcus],,522,9.31E-68,48.61,25,0,25,0,0,0,0,0,0,,6.57E+06,,,,,,,10,3,0,11,0,0,0,0,0,0,Oxidation (M),12331,Plastocyanin precursor
852,3772,NP_85m_PROKKA_23172,"NP_85m_PROKKA_23172 2,3-diketo-L-gulonate-binding periplasmic protein YiaO precursor",WP_013046241,WP_013046241 C4-dicarboxylate ABC transporter substrate-binding protein Candidatus Puniceispirillum marinum,,432,4.61E-49,65.88,9,0,0,9,8,0,0,0,0,,,6.76E+04,2.45E+05,,,,,3,3,0,0,2,2,0,0,0,0,,27561,2 3-diketo-L-gulonate-binding periplasmic protein YiaO precursor
55,66156,NP_85m_PROKKA_23185,NP_85m_PROKKA_23185 Cytochrome c-550 precursor,WP_036912384.1,WP_036912384.1 MULTISPECIES: cytochrome c-550 [Prochlorococcus],,729,1.33E-97,148.41,81,16,81,0,0,0,0,0,0,3.62E+05,6.04E+07,,,,,,,75,75,3,95,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),18036,Cytochrome c-550 precursor
681,67216,NP_85m_PROKKA_23867,NP_85m_PROKKA_23867 hypothetical protein,SAR11cell_DLNKFFIG_09703,SAR11cell_DLNKFFIG_09703 Calcium dodecin,,355,1.41E-43,63.1,48,0,0,48,13,0,0,0,0,,,6.37E+05,8.49E+04,,,,,6,6,0,0,5,2,0,0,0,0,,7881,hypothetical protein
2129,4966,NP_85m_PROKKA_24138,NP_85m_PROKKA_24138 hypothetical protein,WP_036914246.1,WP_036914246.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,516,3.95E-67,127.11,12,0,12,0,0,0,0,0,0,,7.22E+04,,,,,,,1,1,0,1,0,0,0,0,0,0,,13038,hypothetical protein
531,1667,NP_85m_PROKKA_24354,NP_85m_PROKKA_24354 hypothetical protein,WP_036914908.1,WP_036914908.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,425,1.27E-53,25.81,57,20,57,0,0,0,0,0,0,2.25E+04,8.73E+04,,,,,,,8,2,2,9,0,0,0,0,0,0,Oxidation (M),11327,hypothetical protein
1186,68401,NP_85m_PROKKA_24745,NP_85m_PROKKA_24745 Putative universal stress protein,WP_011827370.1,WP_011827370.1 MULTISPECIES: universal stress protein [Prochlorococcus],,615,1.03E-81,152.01,21,0,21,0,0,0,0,0,0,,2.43E+05,,,,,,,2,2,0,2,0,0,0,0,0,0,,13817,Putative universal stress protein
125,261,NP_85m_PROKKA_25020,NP_85m_PROKKA_25020 Photosystem I reaction center subunit II,WP_036911259.1,WP_036911259.1 MULTISPECIES: photosystem I reaction center subunit II [Prochlorococcus],,663,1.86E-88,48.57,72,34,72,0,0,0,0,0,0,,3.66E+05,,,,,,,30,1,6,42,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),15669,Photosystem I reaction center subunit II
937,2681,NP_85m_PROKKA_25077,NP_85m_PROKKA_25077 ATP synthase subunit beta,WP_036912331.1,WP_036912331.1 MULTISPECIES: ATP F0F1 synthase subunit beta [Prochlorococcus],,1559,0,36.4,9,3,6,0,0,0,0,0,0,,1.35E+05,,,,,,,3,1,1,2,0,0,0,0,0,0,,32906,ATP synthase subunit beta
727,2523,NP_85m_PROKKA_25487,NP_85m_PROKKA_25487 Pyruvate synthase subunit PorA,SAR11cell_DLNKFFIG_07877,SAR11cell_DLNKFFIG_07877 Pyruvate synthase subunit PorA,,688,4.54E-89,65.67,24,0,0,14,24,0,0,0,0,,,4.78E+05,3.53E+05,,,,,4,4,0,0,2,4,0,0,0,0,,15250,Pyruvate synthase subunit PorA
1011,3320,NP_85m_PROKKA_26014,NP_85m_PROKKA_26014 Ribulose-phosphate 3-epimerase,WP_036915413.1,WP_036915413.1 MULTISPECIES: ribulose-phosphate 3-epimerase [Prochlorococcus],,1157,3.02E-161,69.5,14,0,14,0,0,0,0,0,0,,1.55E+06,,,,,,,3,2,0,3,0,0,0,0,0,0,,24218,Ribulose-phosphate 3-epimerase
1698,69809,NP_85m_PROKKA_26759,NP_85m_PROKKA_26759 Bifunctional protein HldE,virus_CCADEAMM_01154,virus_CCADEAMM_01154 hypothetical protein,,326,4.01E-37,59.91,5,0,0,0,5,0,0,0,0,,,,0.00E+00,,,,,1,1,0,0,0,1,0,0,0,0,,16629,Bifunctional protein HldE
2265,69042,NP_85m_PROKKA_28372,NP_85m_PROKKA_28372 hypothetical protein,WP_036913980.1,WP_036913980.1 MULTISPECIES: penicillin amidase [Prochlorococcus],,365,5.10E-44,29.94,14,0,14,0,0,0,0,0,0,,0.00E+00,,,,,,,1,1,0,1,0,0,0,0,0,0,,12509,hypothetical protein
966,1861,NP_85m_PROKKA_29015,NP_85m_PROKKA_29015 Photosystem II lipoprotein Psb27 precursor,WP_036914659.1,WP_036914659.1 MULTISPECIES: photosystem II protein [Prochlorococcus],,525,1.34E-67,48.61,35,0,35,0,0,0,0,0,0,,2.30E+06,,,,,,,3,3,0,3,0,0,0,0,0,0,,14320,Photosystem II lipoprotein Psb27 precursor
283,66985,NP_85m_PROKKA_29809,NP_85m_PROKKA_29809 DNA-binding protein HU-beta,WP_020024526.1,WP_020024526.1 transcriptional regulator [Candidatus Thioglobus singularis],,401,3.54E-50,54.82,56,0,0,48,37,11,11,0,0,,,1.53E+06,4.91E+04,,,,,20,6,0,0,19,3,1,1,0,0,Oxidation (M),8869,DNA-binding protein HU-beta
2268,69109,NP_85m_PROKKA_30015,NP_85m_PROKKA_30015 hypothetical protein,WP_036915683.1,WP_036915683.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,218,3.80E-23,61.99,17,0,17,0,0,0,0,0,0,,1.87E+05,,,,,,,1,1,0,1,0,0,0,0,0,0,,7066,hypothetical protein
777,66939,NP_85m_PROKKA_30832,NP_85m_PROKKA_30832 Photosystem II reaction center Psb28 protein,WP_036915343.1,WP_036915343.1 MULTISPECIES: photosystem II reaction center Psb28 protein [Prochlorococcus],,542,6.65E-71,151.09,36,7,36,0,0,0,0,0,0,2.41E+04,1.12E+06,,,,,,,4,4,1,4,0,0,0,0,0,0,,13239,Photosystem II reaction center Psb28 protein
1005,1920,NP_85m_PROKKA_31341,NP_85m_PROKKA_31341 Selenate reductase subunit alpha precursor,KHE93157,KHE93157 nitrite oxidoreductase alpha subunit Candidatus Scalindua brodae,,870,8.62E-108,45.25,17,0,0,0,0,17,0,0,0,,,,,6.49E+04,,,,3,1,0,0,0,0,3,0,0,0,,23243,Selenate reductase subunit alpha precursor
554,67422,NP_85m_PROKKA_31666,NP_85m_PROKKA_31666 Nitrogen regulatory protein P-II,WP_036911385.1,WP_036911385.1 MULTISPECIES: nitrogen regulatory protein P-II [Prochlorococcus],,545,1.85E-71,61.16,36,0,36,0,0,0,0,0,0,,3.53E+06,,,,,,,10,5,0,10,0,0,0,0,0,0,Oxidation (M),12376,Nitrogen regulatory protein P-II
697,67756,NP_85m_PROKKA_32450,NP_85m_PROKKA_32450 hypothetical protein,None,None,,None,None,85.62,48,0,0,47,42,47,0,0,0,,,8.28E+03,9.60E+03,1.53E+04,,,,3,1,0,0,3,2,2,0,0,0,,10058,hypothetical protein
1032,4484,NP_85m_PROKKA_34768,NP_85m_PROKKA_34768 hypothetical protein,WP_036911080.1,WP_036911080.1 MULTISPECIES: transcription termination/antitermination factor NusG [Prochlorococcus],,607,3.48E-79,107.5,19,7,19,0,0,0,0,0,0,1.51E+04,1.03E+05,,,,,,,2,2,1,2,0,0,0,0,0,0,,13213,hypothetical protein
568,67474,NP_85m_PROKKA_35046,NP_85m_PROKKA_35046 DNA-binding protein HU-beta,EJP73034,EJP73034 DNA-binding protein HU-beta SAR86 cluster bacterium SAR86B,,307,6.64E-36,49.22,42,0,0,31,31,11,0,0,0,,,4.30E+05,3.55E+05,,,,,6,3,0,0,5,4,1,0,0,0,Oxidation (M),8900,DNA-binding protein HU-beta
791,67257,NP_85m_PROKKA_37212,NP_85m_PROKKA_37212 30S ribosomal protein S16,WP_011826578.1,WP_011826578.1 MULTISPECIES: 30S ribosomal protein S16 [Prochlorococcus],,513,4.08E-66,225.92,39,5,34,0,0,0,0,0,0,,4.72E+05,,,,,,,5,1,1,4,0,0,0,0,0,0,,14348,30S ribosomal protein S16
877,67944,NP_85m_PROKKA_37651,"NP_85m_PROKKA_37651 RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",MGA_DEGCLMIB_10840,MGA_DEGCLMIB_10840 hypothetical protein,,337,9.23E-41,74.48,28,0,16,12,16,12,0,0,0,,1.00E+05,3.79E+04,2.43E+04,8.75E+04,,,,2,2,0,1,1,1,1,0,0,0,,9264,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
759,2867,NP_85m_PROKKA_40167,NP_85m_PROKKA_40167 hypothetical protein,WP_018047569.1,WP_018047569.1 MULTISPECIES: hypothetical protein [Nitrospina],,571,8.17E-74,32.36,15,0,15,0,0,5,6,0,0,,1.51E+05,,,,,,,3,1,0,2,0,0,1,2,0,0,,17070,hypothetical protein
1309,73693,NP_85m_PROKKA_40816,NP_85m_PROKKA_40816 hypothetical protein,KHE90540,KHE90540 hypothetical protein SCABRO_03711 Candidatus Scalindua brodae,,240,3.85E-26,88.99,32,0,0,17,14,0,0,0,0,,,4.00E+04,,,,,,2,1,0,0,1,1,0,0,0,0,,6813,hypothetical protein
869,2856,NP_85m_PROKKA_41031,NP_85m_PROKKA_41031 hypothetical protein,WP_053820440.1,WP_053820440.1 branched-chain amino acid ABC transporter substrate-binding protein [Candidatus Thioglobus singularis],,535,5.26E-66,51.54,23,0,0,23,0,0,0,0,0,,,3.32E+05,,,,,,3,1,0,0,4,0,0,0,0,0,,12286,hypothetical protein
929,69514,NP_863671,,,,,,,29.86,2,0,1,0,1,1,0,0,0,,1.37E+06,,1.86E+04,0.00E+00,,,,2,2,0,1,0,1,1,0,0,0,Deamidation (NQ),88217,myosin heavy chain Rhodopirellula baltica SH 1
763,68212,WP_002650564,,,,,,,58.42,11,0,5,0,0,3,0,0,3,,3.23E+05,,,0.00E+00,,,9.63E+04,5,3,0,3,0,0,1,0,0,1,Deamidation (NQ),53111,glutamine synthetase  Blastopirellula marina
658,67227,WP_002806605,,,,,,,73.69,13,6,9,0,0,0,0,0,0,,6.28E+04,,,,,,,6,2,4,3,0,0,0,0,0,0,Oxidation (M),43652,elongation factor Tu Prochlorococcus
246,66415,WP_005009899,,,,,,,135.7,6,0,3,6,0,0,0,0,0,,,2.49E+05,,,,,,23,3,0,6,21,0,0,0,0,0,Carbamidomethylation,181678,conserved exported hypothetical protein multicopper oxidase Nitrospina gracilis
1300,69535,WP_005010659,,,,,,,23.12,7,0,7,7,0,0,0,0,0,,1.16E+05,6.54E+04,,,,,,1,1,0,1,1,0,0,0,0,0,Deamidation (NQ),10567,integration host factor subunit alpha Nitrospina gracilis
1571,69337,WP_006000351,,,,,,,29.8,2,0,0,2,0,0,0,0,0,,,2.34E+05,,,,,,1,1,0,0,1,0,0,0,0,0,,60111,flagellin-like Desulfuromonas acetoxidans
1571,69338,WP_006000353,,,,,,,29.8,1,0,0,1,0,0,0,0,0,,,2.34E+05,,,,,,1,1,0,0,1,0,0,0,0,0,,93285,flagellin-like Desulfuromonas acetoxidans
1571,69187,WP_006000356,,,,,,,29.8,1,0,0,1,0,0,0,0,0,,,2.34E+05,,,,,,1,1,0,0,1,0,0,0,0,0,,79639,flagellin-like Desulfuromonas acetoxidans
183,66599,WP_006001660,,,,,,,125.67,15,0,11,11,9,7,0,0,0,,4.04E+05,2.12E+04,,,,,,17,3,0,11,11,8,7,0,0,0,,57890,molecular chaperone GroEL Desulfuromonas acetoxidans
2269,69243,WP_006169947,,,,,,,31.25,23,0,23,0,0,0,0,0,0,,3.25E+05,,,,,,,1,1,0,1,0,0,0,0,0,0,,7606,photosystem I reaction center subunit IV Synechococcus sp WH 5701
853,68287,WP_006170207,,,,,,,66.15,6,4,4,0,2,0,0,0,0,,,,1.98E+05,,,,,3,1,1,2,0,1,0,0,0,0,,38013,cell division protein FtsZ Synechococcus sp WH 5701
1110,69248,WP_006170340,,,,,,,33.72,6,0,6,0,0,0,0,0,0,,1.70E+05,,,,,,,2,2,0,2,0,0,0,0,0,0,,39643,magnesium chelatase Synechococcus sp WH 5701
346,67210,WP_006170349,,,,,,,125.02,56,28,35,0,8,0,0,0,0,,,,5.28E+04,,,,,17,1,5,14,0,1,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),11607,thioredoxin Synechococcus sp WH 5701
723,67439,WP_006171977,,,,,,,59.64,9,6,5,0,0,0,0,0,0,0.00E+00,,,,,,,,5,1,3,3,0,0,0,0,0,0,,54062,F0F1 ATP synthase subunit alpha Synechococcus sp WH 5701
1016,69705,WP_006172336,,,,,,,36.21,17,0,17,0,0,0,0,0,0,,1.97E+05,,,,,,,3,2,0,3,0,0,0,0,0,0,Oxidation (M),7527,hypothetical protein Synechococcus sp WH 5701
1988,69106,WP_006172895,,,,,,,34.22,8,0,8,0,0,0,0,0,0,,8.75E+05,,,,,,,1,1,0,1,0,0,0,0,0,0,,14305,single-stranded DNA-binding protein Synechococcus sp WH 5701
1871,68833,WP_006173145,,,,,,,39.54,2,0,2,0,0,0,0,0,0,,3.81E+05,,,,,,,1,1,0,1,0,0,0,0,0,0,,56951,arylsulfatase Synechococcus sp WH 5701
365,66889,WP_006173380,,,,,,,109.37,36,25,36,0,0,0,0,0,0,,2.82E+05,,,,,,,13,2,4,14,0,0,0,0,0,0,Carbamidomethylation,15749,photosystem I reaction center subunit II PsaD Synechococcus sp WH 5701
616,67858,WP_007099572,,,,,,,83.62,38,35,38,0,0,0,0,0,0,1.01E+06,2.43E+06,,,,,,,6,2,2,7,0,0,0,0,0,0,,8641,acyl carrier protein Synechococcus
1260,70152,WP_007281179,,,,,,,29.58,8,0,0,4,0,4,0,0,0,,,0.00E+00,,0.00E+00,,,,2,2,0,0,1,0,1,0,0,0,Deamidation (NQ),33329,phosphatase Lentisphaera araneosa
942,67984,WP_011126895,,,,,,,56.16,10,0,10,0,0,0,0,0,0,,5.91E+06,,,,,,,3,2,0,3,0,0,0,0,0,0,Carbamidomethylation,20549,RNA-binding protein Synechococcus sp WH 8102
961,68257,WP_011126971,,,,,,,42.33,12,0,12,0,0,0,0,0,0,,2.90E+04,,,,,,,3,1,0,3,0,0,0,0,0,0,,24907,translation initiation factor IF-3 Synechococcus
1988,69097,WP_011126999,,,,,,,34.22,8,0,8,0,0,0,0,0,0,,8.75E+05,,,,,,,1,1,0,1,0,0,0,0,0,0,,13859,single-stranded DNA-binding protein Synechococcus
1016,69709,WP_011127173,,,,,,,36.21,17,0,17,0,0,0,0,0,0,,1.97E+05,,,,,,,3,2,0,3,0,0,0,0,0,0,Oxidation (M),7486,hypothetical protein Synechococcus
875,67519,WP_011127181,,,,,,,51.45,23,0,23,0,0,0,0,0,0,,5.89E+05,,,,,,,4,3,0,4,0,0,0,0,0,0,,15773,hypothetical protein Synechococcus
1110,69080,WP_011127583,,,,,,,33.72,6,0,6,0,0,0,0,0,0,,1.70E+05,,,,,,,2,2,0,2,0,0,0,0,0,0,,39723,magnesium chelatase Synechococcus
541,67249,WP_011127692,,,,,,,92.6,39,11,39,0,0,0,0,0,0,,6.96E+05,,,,,,,8,2,1,10,0,0,0,0,0,0,Oxidation (M),9701,hypothetical protein Synechococcus sp WH 8102
281,66315,WP_011127938,,,,,,,147.4,24,15,21,0,0,0,0,0,0,9.76E+03,1.29E+03,,,,,,,15,1,9,15,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),52468,glutamine synthetase Synechococcus sp WH 8102
714,68133,WP_011128712,,,,,,,44.84,8,0,4,2,3,2,0,0,0,,2.30E+05,,0.00E+00,,,,,4,2,0,2,1,2,1,0,0,0,Deamidation (NQ),58909,molecular chaperone GroEL Synechococcus sp WH 8102
599,67174,WP_011128875,,,,,,,68.07,23,19,12,0,0,0,4,0,0,2.92E+04,3.00E+04,,,,2.92E+04,,,5,2,4,4,0,0,0,1,0,0,Oxidation (M),19147,bleomycin hydrolase Synechococcus
692,67607,WP_011128902,,,,,,,67.36,27,8,27,0,0,0,0,0,0,,3.75E+05,,,,,,,5,3,1,6,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),15756,photosystem I reaction center subunit II PsaD Synechococcus
845,66759,WP_011128928,,,,,,,83.16,20,0,20,0,0,0,0,0,0,,8.95E+05,,,,,,,4,4,0,4,0,0,0,0,0,0,Carbamidomethylation,31651,50S ribosomal protein L2 Synechococcus
942,68016,WP_011129393,,,,,,,56.16,11,0,11,0,0,0,0,0,0,,5.91E+06,,,,,,,3,2,0,3,0,0,0,0,0,0,Carbamidomethylation,19204,RNA-binding protein Prochlorococcus marinus
997,68453,WP_011129409,,,,,,,40.82,4,4,4,0,0,0,0,0,0,6.89E+03,6.66E+06,,,,,,,1,1,1,2,0,0,0,0,0,0,,38794,peptidyl-prolyl cis-trans isomerase Prochlorococcus marinus
967,67467,WP_011129498,,,,,,,60.26,15,0,15,0,0,0,0,0,0,,1.66E+05,,,,,,,3,1,0,3,0,0,0,0,0,0,,25323,translation initiation factor IF-3 Prochlorococcus marinus
286,66718,WP_011129557,,,,,,,112.66,45,13,45,0,0,0,0,0,0,,1.65E+06,,,,,,,11,1,2,22,0,0,0,0,0,0,Deamidation (NQ),13101,photosystem II complex extrinsic protein precursor U Prochlorococcus marinus
1057,69692,WP_011129675,,,,,,,26.75,2,0,2,0,0,0,0,0,0,,5.42E+05,,,,,,,2,1,0,2,0,0,0,0,0,0,,116056,hypothetical protein Prochlorococcus marinus
631,67050,WP_011129698,,,,,,,90.79,16,7,16,0,0,0,0,0,0,,1.94E+05,,,,,,,6,2,2,6,0,0,0,0,0,0,,40616,cell division protein FtsZ Prochlorococcus marinus
733,67933,WP_011129798,,,,,,,48.61,6,3,6,0,0,0,0,0,0,8.12E+04,4.06E+06,,,,,,,2,2,1,5,0,0,0,0,0,0,,39412,photosystem II protein D1 Prochlorococcus marinus
846,68007,WP_011129826,,,,,,,58.37,29,0,29,0,0,0,0,0,0,,1.21E+05,,,,,,,4,1,0,4,0,0,0,0,0,0,Oxidation (M),12543,plastocyanin Prochlorococcus marinus
1184,67883,WP_011129947,,,,,,,51.63,8,0,8,0,0,0,0,0,0,,5.63E+04,,,,,,,2,1,0,2,0,0,0,0,0,0,,35083,fructose 1 6-bisphosphatase Prochlorococcus marinus
1011,68470,WP_011129948,,,,,,,46.54,14,0,14,0,0,0,0,0,0,,1.55E+06,,,,,,,3,2,0,3,0,0,0,0,0,0,,24673,ribulose-phosphate 3-epimerase Prochlorococcus marinus
972,68135,WP_011129963,,,,,,,42.39,7,3,7,0,0,0,0,0,0,2.59E+04,1.37E+05,,,,,,,2,2,1,2,0,0,0,0,0,0,,26924,30S ribosomal protein S2 Prochlorococcus
179,66130,WP_011129980,,,,,,,184.76,35,14,35,0,0,0,0,0,0,2.50E+04,2.54E+05,,,,,,,21,2,9,29,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),52689,glutamine synthetase Prochlorococcus marinus
620,67440,WP_011130198,,,,,,,66.59,31,10,31,0,0,0,0,0,0,,1.32E+05,,,,,,,7,2,1,8,0,0,0,0,0,0,Oxidation (M),11244,hypothetical protein Prochlorococcus marinus
1019,67945,WP_011130305,,,,,,,69.77,28,0,28,0,0,0,0,0,0,,3.16E+05,,,,,,,3,1,0,3,0,0,0,0,0,0,,8288,Nif11-like leader peptide family natural product precursor Prochlorococcus marinus
191,66541,WP_011130499,,,,,,,152.01,73,39,69,0,0,0,0,0,0,2.93E+05,8.20E+06,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11592,thioredoxin Prochlorococcus
1110,69185,WP_011130507,,,,,,,33.72,6,0,6,0,0,0,0,0,0,,1.70E+05,,,,,,,2,2,0,2,0,0,0,0,0,0,,39913,magnesium chelatase Prochlorococcus marinus
395,66471,WP_011130576,,,,,,,113.12,23,14,16,0,0,0,0,0,0,1.14E+05,,,,,,,,14,2,7,10,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),52573,ribulose bisphosphate carboxylase large chain Prochlorococcus marinus
98,66367,WP_011130763,,,,,,,157.37,75,60,74,0,0,0,0,0,0,9.11E+04,4.23E+06,,,,,,,35,7,19,44,0,0,0,0,0,0,Oxidation (M),9826,DNA-binding protein Prochlorococcus
2129,69176,WP_011130772,,,,,,,32.36,12,0,12,0,0,0,0,0,0,,7.22E+04,,,,,,,1,1,0,1,0,0,0,0,0,0,,13135,hypothetical protein Prochlorococcus marinus
991,67501,WP_011131035,,,,,,,59.91,11,0,11,0,0,0,0,0,0,,3.37E+05,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40545,30S ribosomal protein S1 Prochlorococcus marinus
979,67729,WP_011131149,,,,,,,64.28,6,6,4,0,0,0,0,0,0,2.72E+04,4.23E+05,,,,,,,2,1,2,1,0,0,0,0,0,0,,43636,elongation factor Tu Prochlorococcus marinus
1016,69703,WP_011131171,,,,,,,36.21,17,0,17,0,0,0,0,0,0,,1.97E+05,,,,,,,3,2,0,3,0,0,0,0,0,0,Oxidation (M),7454,hypothetical protein Prochlorococcus
616,67859,WP_011131320,,,,,,,83.62,38,35,38,0,0,0,0,0,0,1.01E+06,2.43E+06,,,,,,,6,2,2,7,0,0,0,0,0,0,,8658,acyl carrier protein Prochlorococcus
694,67170,WP_011131367,,,,,,,68.86,38,23,29,0,0,0,0,0,0,0.00E+00,,,,,,,,5,1,3,4,0,0,0,0,0,0,Deamidation (NQ),15879,RNA-binding protein Prochlorococcus marinus
804,67477,WP_011131493,,,,,,,71.72,33,12,33,0,0,0,0,0,0,0.00E+00,3.41E+05,,,,,,,4,2,1,4,0,0,0,0,0,0,,10481,hypothetical protein Prochlorococcus marinus
584,66806,WP_011131593,,,,,,,108.03,14,0,14,0,0,0,0,0,0,,1.03E+05,,,,,,,9,1,0,9,0,0,0,0,0,0,Oxidation (M),47029,ABC transporter substrate-binding protein Prochlorococcus marinus
