Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 366,Coverage (%) 367,Coverage (%) 368,Coverage (%) 369,Coverage (%) 370,Coverage (%) 371,Coverage (%) 372,Coverage (%) 373,Coverage (%) 374,Coverage (%) 376,Coverage (%) 377,Coverage (%) 379,Coverage (%) 388,Coverage (%) 380,Coverage (%) 375,Area 366,Area 367,Area 368,Area 369,Area 370,Area 371,Area 372,Area 373,Area 374,Area 376,Area 377,Area 379,Area 388,Area 380,Area 375,#Peptides,#Unique,#Spec 366,#Spec 367,#Spec 368,#Spec 369,#Spec 370,#Spec 371,#Spec 372,#Spec 373,#Spec 374,#Spec 376,#Spec 377,#Spec 379,#Spec 388,#Spec 380,#Spec 375,PTM,Avg. Mass,Description
1067,2249,ETNP_300,29.09,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,,,9.58E4,1.51E5,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,11470,Bacterial DNA-binding protein
1067,2260,ETNP_120,29.09,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,,,9.58E4,1.51E5,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,11471,Bacterial DNA-binding protein
1067,2261,ETNP14_120,29.09,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,,,9.58E4,1.51E5,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,11408,DNA-binding protein HU
1067,2262,ETNP_140,29.09,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,,,9.58E4,1.51E5,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,11471,Bacterial DNA-binding protein
1067,2263,ETNP_120,29.09,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,,,9.58E4,1.51E5,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,11471,Bacterial DNA-binding protein
1067,2302,ETNP14_120,29.09,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,,,9.58E4,1.51E5,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,11376,Bacterial DNA-binding protein
2127,2196,WP_048106110,29.04,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94E5,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39371,hypothetical protein Candidatus Nitrosopelagicus brevis
1961,2070,ETNP_110,29.03,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,3.49E4,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,47246,SusD family protein
1961,2071,ETNP_120,29.03,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,3.49E4,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,48357,SusD family protein
1961,2072,NP_100,29.03,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,3.49E4,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,48357,SusD family protein
1961,2073,ETNP14_120,29.03,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,3.49E4,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,48357,SusD family protein
1961,2074,NP_85,29.03,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,3.49E4,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,48357,SusD family protein
1961,2075,NP_125,29.03,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,3.49E4,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,48357,SusD family protein
1961,2076,NP_300,29.03,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,3.49E4,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,48357,SusD family protein
1961,2077,ETNP_300,29.03,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,3.49E4,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,48488,SusD family protein
1961,2078,ETNP_160,29.03,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,3.49E4,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,48488,SusD family protein
1961,2079,ETNP_180,29.03,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,3.49E4,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,49134,SusD family protein
1961,2080,ETNP_140,29.03,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,3.49E4,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,49134,SusD family protein
1961,2081,ETNP_120,29.03,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,3.49E4,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,49134,SusD family protein
450,4125,virus_CCADEAMM_38400,29.03,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.2E5,,,,,,,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,,89744,hypothetical protein
387,2838,XP_003061201,28.88,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,,,,,9.75E6,3.6E6,4.33E5,,,,5.67E4,,,2,2,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,,137841,predicted protein  Micromonas pusilla CCMP1545
590,2697,NP_867440,28.88,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,8.22E5,,,,,,,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,95766,negative regulator of genetic competence ClpCMecB Rhodopirellula baltica SH 1
1018,3770,ETNP_300,28.85,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,82310,putative 3-hydroxyacyl-CoA dehydrogenase
721,2493,ETNP_90,28.84,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,,,,,,,4.65E5,3.02E5,9.89E5,,,,,,,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,18080,Acetylglutamate kinase
2128,2230,XP_003075317,28.83,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61E5,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13807,unnamed protein product  Ostreococcus tauri
1040,2837,WP_011397143,28.81,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,,,,,,,1.63E5,,0E0,,,,,,,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,41375,hypothetical protein Hahella chejuensis
875,2698,ETNP_120,28.77,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,,,4.7E4,,,,2.69E4,,,,,,,,,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,48325,Elongation factor 4
1000,2834,ETNP_90,28.75,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,4.21E4,,,,,,,,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,24335,hypothetical protein
1963,2377,XP_003058282,28.63,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,8.99E4,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,51356,predicted protein  Micromonas pusilla CCMP1545
900,2640,ABQ67732.1,28.54,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,,,,,,,,,,2.99E6,,6.57E4,,,,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,45193,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase [Sphingomonas wittichii RW1]
611,3019,WP_011823178.1,28.54,3,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,,,0E0,4.5E4,,,,,,,,,,,,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Oxidation (M),50695,aldehyde dehydrogenase family protein [Prochlorococcus marinus]
940,3456,ACB22756.1,28.54,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,47040,protein TolA [Methylobacterium radiotolerans JCM 2831]
743,3496,CAN95405.1,28.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2.17E4,,,,,4.04E5,,,,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,208167,hypothetical protein sce5242 [Sorangium cellulosum So ce56]
970,3159,WP_011395696,28.37,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,,,,1.76E4,,,,4.36E4,,,,,,,,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,51701,threonine synthase Hahella chejuensis
2300,2242,ETNP_140,28.29,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,6.56E4,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,11231,Bacterial DNA-binding protein
2300,2243,ETNP_120,28.29,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,6.56E4,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,11231,Bacterial DNA-binding protein
2300,2244,ETNP_120,28.29,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,6.56E4,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,11231,Bacterial DNA-binding protein
2300,2245,ETNP_120,28.29,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,6.56E4,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,11231,Bacterial DNA-binding protein
824,2913,EJK60849,28.23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,6.83E4,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,50922,hypothetical protein THAOC_18739 partial  Thalassiosira oceanica
1050,4378,ETNP14_120,28.19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,3.85E5,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,94941,Exoglucanase B precursor
817,4679,WP_011341635,28.18,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,62232,single-stranded DNA exonuclease RecJ Pelobacter carbinolicus
620,2705,virus_CCADEAMM_49640,28.17,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,5.11E3,,3.19E3,,,1.73E5,,,,,,,,,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Oxidation (M),115666,hypothetical protein
640,2303,WP_013561341,28.05,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1.65E4,,,4.26E4,,,,1.1E5,,,,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,40802,ABC transporter substrate-binding protein Anaerolinea thermophila
1038,2343,ETNP_120,28.00,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,,,,,,,,1.36E5,2.39E5,,,,,,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,17371,hypothetical protein
1038,2344,ETNP_180,28.00,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,,,,,,,,1.36E5,2.39E5,,,,,,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,17371,hypothetical protein
1038,2357,ETNP_100,28.00,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,,,,,,,,1.36E5,2.39E5,,,,,,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,34645,hypothetical protein
533,2569,ETNP14_68,27.99,6,3,3,0,0,0,0,0,2,0,0,3,0,0,0,0,7.77E5,7.43E4,,,,,,,,,5.02E4,,,,,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,32021,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
2131,2502,ABS61784.1,27.99,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,3.22E5,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,51564,aminotransferase class-III [Parvibaculum lavamentivorans DS-1]
574,2742,WP_012624215,27.97,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,9.86E6,,,,,,,,,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,96917,chaperone protein ClpB Desulfovibrio desulfuricans
1049,4214,EJK55038,27.90,10,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,,,,,,,4.19E4,3.35E4,,,,,,,,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,21322,hypothetical protein THAOC_25270  Thalassiosira oceanica
794,2908,MGII,27.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1.46E5,,,,,,,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,251642,hypothetical protein
1097,2373,ETNP_120,27.81,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,,,,,,,4.6E5,2.64E5,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,16421,hypothetical protein
1966,2410,ETNP_120,27.79,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,2.19E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,36805,Calcium-transporting ATPase
568,2694,ACB26639.1,27.78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,5.87E5,,,,0E0,,,,,,,,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,217209,conserved hypothetical protein  putative DNA helicase [Methylobacterium radiotolerans JCM 2831]
1060,6087,ETNP_120,27.76,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,,,,,,,,0E0,,,,,,,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Carbamidomethylation,55898,Long-chain-fatty-acid--CoA ligase
1060,6147,ETNP_120,27.76,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,,,,,,,,0E0,,,,,,,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Carbamidomethylation,59171,Long-chain-fatty-acid--CoA ligase
882,3106,ETNP_120,27.75,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,,,,,0E0,,,,,,,1.14E5,,,,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,50443,hypothetical protein
729,3102,ETNP14_120,27.75,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,,,,,,,9.05E4,,,,,,,,,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,63186,DNA-directed RNA polymerase subunit beta'
1108,5355,WP_018969086,27.75,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,,,,,,,,,2.53E4,,,,,,,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,39562,hypothetical protein Rubritalea marina
217,2649,ETNP14_68,27.74,11,11,11,11,11,11,11,0,0,11,11,11,0,11,11,0,2.18E6,1.89E6,8.11E5,1.55E6,2.6E6,2.21E6,,,6.08E5,1.43E6,7.99E4,,1.36E6,1.48E6,,1,1,1,1,1,1,2,2,0,0,1,2,1,0,1,1,0,,7443,hypothetical protein
703,2416,ETNP_100,27.73,11,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,,,,,,,,,,,,4.88E5,6.23E4,1.07E6,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,6717,Nitrogen fixation protein of unknown function
703,2417,ETNP_120,27.73,11,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,,,,,,,,,,,,4.88E5,6.23E4,1.07E6,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,6717,Nitrogen fixation protein of unknown function
731,2455,Flavovirus_FBAKDGPJ_05364,27.70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13E3,4.02E4,,,,,,,,,,,,,,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,221204,hypothetical protein
623,3534,WP_002654411,27.68,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,1.25E5,,,,1.02E5,1.2E5,,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,83304,multi-sensor Signal transduction histidine Kinase  Blastopirellula marina
909,3088,WP_011281575,27.59,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,,,,,,,0E0,,,,,,,,,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,18756,30S ribosomal protein S16 Candidatus Pelagibacter ubique
733,2647,ETNP_120,27.57,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.46E4,,,,,,1.19E5,,,,,,,,,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,82935,Caffeine dehydrogenase subunit alpha
627,2421,XP_003061900,27.57,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,1.42E5,,,,2.95E4,1.61E4,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,58168,predicted protein  Micromonas pusilla CCMP1545
607,2651,ETNP14_120,27.45,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.13E3,,,,,,,,,,,,,,,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,92292,ATP-dependent Clp protease ATP-binding subunit ClpC
967,2920,ETNP14_120,27.44,8,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,,,,,,0E0,,,,,,,,1.41E5,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,42532,GMP synthase [glutamine-hydrolyzing]
2129,2270,ETNP_100,27.43,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,,,,1.46E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,5256,hypothetical protein
2129,2271,ETNP14_120,27.43,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,,,,1.46E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,5256,hypothetical protein
1089,8308,AMC12063.1,27.41,5,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,,,,,,,,0E0,,,,,,,,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,36303,glyceraldehyde-3-phosphate dehydrogenase [Lutibacter profundi]
1521,2273,WP_012624574,27.40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,8.1E5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,72044,methyl-accepting chemotaxis protein Desulfovibrio desulfuricans
725,2671,BAJ28154.1,27.39,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1.07E5,,,,,,6.48E3,,,,,,,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,197754,putative alpha-amylase/pullulanase [Kitasatospora setae KM-6054]
832,2538,ETNP14_120,27.39,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,2.25E3,,,,,,0E0,,,,,,,,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Carbamidomethylation,111452,cytochrome c nitrite reductase pentaheme subunit
648,2771,ABG32863.1,27.38,5,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,,,,,,,,4.94E5,1.28E6,1.33E5,,,,,,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,35024,S-adenosyl-methyltransferase  putative [Roseobacter denitrificans OCh 114]
861,3031,WP_025049006,27.33,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,1.12E4,,1.08E5,,,,,,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,124523,indolepyruvate ferredoxin oxidoreductase Sulfitobacter mediterraneus
929,2780,NP_300,27.17,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,,,,,,0E0,,,,0E0,,,,,,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,76197,Chaperone protein ClpB
929,2781,ETNP_120,27.17,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,,,,,,0E0,,,,0E0,,,,,,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,76197,Chaperone protein ClpB
929,2782,ETNP_160,27.17,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,,,,,,0E0,,,,0E0,,,,,,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,76197,Chaperone protein ClpB
929,2783,ETNP_300,27.17,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,,,,,,0E0,,,,0E0,,,,,,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,76197,Chaperone protein ClpB
929,2791,ETNP14_120,27.17,6,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,,,,,,0E0,,,,0E0,,,,,,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,59376,Chaperone protein ClpB
2132,2506,ETNP_180,27.13,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,5E5,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,24281,2-oxoisovalerate dehydrogenase subunit alpha
1969,2476,ETNP14_68,27.12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,1E6,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,48621,Histidine--tRNA ligase
1026,4848,ETNP_180,27.06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,2.95E5,,,,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,111673,Aerobic cobaltochelatase subunit CobN
1026,4915,ETNP_160,27.06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,2.95E5,,,,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,142628,Aerobic cobaltochelatase subunit CobN
2431,2622,ETNP14_120,27.01,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,4.38E4,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,17193,hypothetical protein
1968,2438,ETNP_160,26.99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,1.39E6,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,74713,Inner membrane protein YqiK
1968,2495,ETNP14_120,26.99,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,1.39E6,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,35442,Inner membrane protein YqiK
1968,2498,ETNP_120,26.99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,1.39E6,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,65006,Inner membrane protein YqiK
1968,2499,ETNP_180,26.99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,1.39E6,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,74713,Inner membrane protein YqiK
707,3493,ETNP14_68,26.94,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,,,,1.98E4,,,,1.62E5,,,,,,,,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,,47126,C4-dicarboxylate transport sensor protein DctB
898,2234,ETNP_120,26.88,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1.04E5,,,9.95E4,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,16333,hypothetical protein
898,2235,ETNP_140,26.88,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1.04E5,,,9.95E4,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,18315,hypothetical protein
898,2236,ETNP_120,26.88,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1.04E5,,,9.95E4,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,18315,hypothetical protein
898,2237,ETNP_300,26.88,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1.04E5,,,9.95E4,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,18315,hypothetical protein
919,4086,EJK45927,26.80,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,5.51E4,,,,,,,,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,71988,hypothetical protein THAOC_35434 partial  Thalassiosira oceanica
770,2996,ETNP_100,26.74,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,0E0,0E0,,,,,,,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Carbamidomethylation,170575,DNA-directed RNA polymerase subunit beta'
746,2844,KKU20097,26.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,7.32E4,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,118642,Transcription-repair coupling factor Candidatus Saccharibacteria bacterium GW2011_GWA2_46_10
649,2775,ETNP_90,26.66,4,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,,3.2E5,6.24E5,,,,,,,,,,,,,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Oxidation (M),40316,hypothetical protein
649,2778,ETNP14_68,26.66,4,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,,3.2E5,6.24E5,,,,,,,,,,,,,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Oxidation (M),43134,hypothetical protein
649,2779,ETNP_70,26.66,4,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,,3.2E5,6.24E5,,,,,,,,,,,,,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Oxidation (M),43134,hypothetical protein
614,3962,CBE69144,26.60,18,0,0,0,0,0,0,0,0,18,0,0,0,0,14,0,,,,,,,,,5.54E3,,,,,1.27E5,,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,,7701,conserved exported protein of unknown function Candidatus Methylomirabilis oxyfera
759,2726,ABE40610.1,26.50,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,6.81E5,,,,,,,,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,62315,cell division protein FtsZ [Rhodopseudomonas palustris BisB5]
656,2312,ETNP_90,26.48,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,,,,,,,3.37E5,1.7E5,4.5E5,,,,,,,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,39629,AT hook motif protein
656,2466,WP_013111165.1,26.48,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,,,,,,,3.37E5,1.7E5,4.5E5,,,,,,,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,28600,hydrolase GDSL [Planctopirus limnophila]
