crosskingdom,superkingdom,kingdom,subkingdom,phylum,class,order,family,genus,species,subspecies,species+sub,# crosskingdom,# superkingdom,# kingdom,# subkingdom,# phylum,# class,# order,# family,# genus,# species,# subspecies,# total
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,19,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,16,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,18,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,16,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,18,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,16,,,,,,,,,,,,
,,,,,,,,,,,16,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,21,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,19,,,,,,,,,,,,
,,,,,,,,,,,18,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,20,,,,,,,,,,,,
,,,,,,,,,,,18,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,18,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,16,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,19,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,19,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,21,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,18,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,18,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,16,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,18,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,,,,,16,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,17,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
