Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 233_JA4_265m_0.3_SKQ17_P2,Area 233_JA4_265m_0.3_SKQ17_P2,#Peptides,#Unique,#Spec 233_JA4_265m_0.3_SKQ17_P2,PTM,Avg. Mass,Description
384,405329,ETNP14_120mab_PROKKA_87335,39.63,18,18,2.83E6,1,1,1,,6285,hypothetical protein
384,405330,SAR11cell_DLNKFFIG_07447,39.63,12,12,2.83E6,1,1,1,,9481,hypothetical protein
384,405331,NP_85m_PROKKA_27427,39.63,12,12,2.83E6,1,1,1,,9546,hypothetical protein
384,405332,NP_85m_PROKKA_27436,39.63,12,12,2.83E6,1,1,1,,9442,hypothetical protein
384,405333,NP_300m_PROKKA_38850,39.63,11,11,2.83E6,1,1,1,,10096,hypothetical protein
384,405334,NP_125m_PROKKA_12236,39.63,11,11,2.83E6,1,1,1,,10092,hypothetical protein
384,405335,ETNP14_120mab_PROKKA_123480,39.63,8,8,2.83E6,1,1,1,,14156,pyruvate ferredoxin oxidoreductase subunit alpha
384,405336,ETNP14_120mab_PROKKA_123481,39.63,8,8,2.83E6,1,1,1,,14156,pyruvate ferredoxin oxidoreductase subunit alpha
384,405337,NP_125m_PROKKA_11148,39.63,8,8,2.83E6,1,1,1,,14167,pyruvate ferredoxin oxidoreductase subunit alpha
384,405338,NP_85m_PROKKA_25487,39.63,7,7,2.83E6,1,1,1,,15250,Pyruvate synthase subunit PorA
384,405339,NP_100m_PROKKA_14435,39.63,7,7,2.83E6,1,1,1,,15277,Pyruvate synthase subunit PorA
384,405340,NP_125m_PROKKA_11544,39.63,6,6,2.83E6,1,1,1,,17723,Pyruvate synthase subunit PorA
384,405345,ETNP14_68mB_PROKKA_146138,39.63,22,22,2.83E6,1,1,1,,5342,hypothetical protein
384,405346,ETNP14_120mac_PROKKA_17220,39.63,12,12,2.83E6,1,1,1,,9131,hypothetical protein
384,405347,ETNP14_120mac_PROKKA_70560,39.63,12,12,2.83E6,1,1,1,,9174,hypothetical protein
384,405367,NP_300m_PROKKA_34738,39.63,3,3,2.83E6,1,1,1,,34983,Pyruvate synthase subunit PorA
384,405530,SAR11cell_DLNKFFIG_08181,39.63,18,18,2.83E6,1,1,1,,6376,hypothetical protein
384,405531,NP_100m_PROKKA_18542,39.63,12,12,2.83E6,1,1,1,,9373,hypothetical protein
384,405532,NP_85m_PROKKA_32045,39.63,11,11,2.83E6,1,1,1,,10133,hypothetical protein
384,405533,ETNP14_120maa_PROKKA_98353,39.63,3,3,2.83E6,1,1,1,,36725,Pyruvate synthase subunit PorA
334,405182,NP_300m_PROKKA_07533,39.43,2,2,6.32E5,1,1,2,,63977,Hydroxylamine oxidoreductase precursor
334,405370,ETNP_140m_PROKKA_51414,39.43,6,6,6.32E5,1,1,2,,25798,Hydroxylamine oxidoreductase precursor
334,405535,ETNP_120m_PROKKA_330156,39.43,12,12,6.32E5,1,1,2,,12443,Hydroxylamine oxidoreductase precursor
334,405536,ETNP_160m_PROKKA_03601,39.43,8,8,6.32E5,1,1,2,,19453,Hydroxylamine oxidoreductase precursor
376,405382,ETNP_300m_PROKKA_182987,38.71,3,3,4.78E4,1,1,1,,30967,hypothetical protein
376,405383,ETNP_180m_PROKKA_87773,38.71,2,2,4.78E4,1,1,1,,40072,hypothetical protein
376,405384,ETNP14_120maa_PROKKA_154646,38.71,2,2,4.78E4,1,1,1,,41562,hypothetical protein
376,405385,ETNP_160m_PROKKA_74296,38.71,2,2,4.78E4,1,1,1,,47096,Leu/Ile/Val-binding protein precursor
376,405386,ETNP_120m_PROKKA_107945,38.71,2,2,4.78E4,1,1,1,,52018,Leu/Ile/Val-binding protein precursor
509,405565,ETNP14_120mac_PROKKA_07493,38.43,10,10,0E0,1,1,1,,16574,hypothetical protein
509,405566,ETNP_120m_PROKKA_200056,38.43,6,6,0E0,1,1,1,,27136,hypothetical protein
443,393659,ETNP_90m_PROKKA_187602,38.21,5,5,3.5E5,1,1,1,,28502,D-ribose-binding periplasmic protein precursor
443,393660,ETNP_180m_PROKKA_144786,38.21,5,5,3.5E5,1,1,1,,28404,D-ribose-binding periplasmic protein precursor
443,393661,ETNP14_68maa_PROKKA_73806,38.21,5,5,3.5E5,1,1,1,,31086,D-ribose-binding periplasmic protein precursor
443,393662,NP_85m_PROKKA_18424,38.21,5,5,3.5E5,1,1,1,,31253,D-ribose-binding periplasmic protein precursor
443,393663,ETNP_300m_PROKKA_74309,38.21,5,5,3.5E5,1,1,1,,31178,D-ribose-binding periplasmic protein precursor
443,393664,ETNP_160m_PROKKA_59623,38.21,5,5,3.5E5,1,1,1,,31086,D-ribose-binding periplasmic protein precursor
443,393665,ETNP14_120maa_PROKKA_110664,38.21,5,5,3.5E5,1,1,1,,31212,D-ribose-binding periplasmic protein precursor
443,393666,ETNP_110m_PROKKA_17550,38.21,5,5,3.5E5,1,1,1,,31086,D-ribose-binding periplasmic protein precursor
443,393667,ETNP_100m_PROKKA_32211,38.21,5,5,3.5E5,1,1,1,,31086,D-ribose-binding periplasmic protein precursor
443,393668,ETNP_110m_PROKKA_05465,38.21,4,4,3.5E5,1,1,1,,35639,D-ribose-binding periplasmic protein precursor
443,393649,ETNP14_68maa_PROKKA_137358,38.21,21,21,3.5E5,1,1,1,,6923,hypothetical protein
443,393650,ETNP14_68maa_PROKKA_184568,38.21,11,11,3.5E5,1,1,1,,13575,hypothetical protein
443,393651,ETNP_180m_PROKKA_54803,38.21,9,9,3.5E5,1,1,1,,15846,hypothetical protein
443,393652,ETNP14_68mB_PROKKA_27522,38.21,8,8,3.5E5,1,1,1,,18675,hypothetical protein
443,393653,NP_125m_PROKKA_17726,38.21,7,7,3.5E5,1,1,1,,19974,hypothetical protein
443,393654,NP_85m_PROKKA_27289,38.21,7,7,3.5E5,1,1,1,,19909,hypothetical protein
443,393655,ETNP14_120mab_PROKKA_113103,38.21,7,7,3.5E5,1,1,1,,19909,hypothetical protein
443,393656,NP_300m_PROKKA_17582,38.21,7,7,3.5E5,1,1,1,,19947,hypothetical protein
443,393657,NP_100m_PROKKA_05517,38.21,5,5,3.5E5,1,1,1,,26865,D-ribose transporter subunit RbsB
443,393658,ETNP_100m_PROKKA_76703,38.21,5,5,3.5E5,1,1,1,,26864,D-ribose-binding periplasmic protein precursor
324,405009,ETNP14_120maa_PROKKA_50312,37.70,9,9,5.09E4,2,2,2,Carbamidomethylation; Deamidation (NQ),34230,Substrate binding domain of ABC-type glycine betaine transport system
324,405010,NP_300m_PROKKA_18007,37.70,9,9,5.09E4,2,2,2,Carbamidomethylation; Deamidation (NQ),34232,Substrate binding domain of ABC-type glycine betaine transport system
324,405018,ETNP_180m_PROKKA_175429,37.70,14,14,5.09E4,2,2,2,Carbamidomethylation; Deamidation (NQ),21562,Substrate binding domain of ABC-type glycine betaine transport system
324,405019,ETNP_300m_PROKKA_58751,37.70,12,12,5.09E4,2,2,2,Carbamidomethylation; Deamidation (NQ),25025,Substrate binding domain of ABC-type glycine betaine transport system
324,405020,NP_30m_PROKKA_06351,37.70,9,9,5.09E4,2,2,2,Carbamidomethylation; Deamidation (NQ),34528,Substrate binding domain of ABC-type glycine betaine transport system
324,405050,ETNP_160m_PROKKA_12313,37.70,10,10,5.09E4,2,2,2,Carbamidomethylation; Deamidation (NQ),31060,Substrate binding domain of ABC-type glycine betaine transport system
358,405478,ETNP_160m_PROKKA_49053,36.81,3,3,2.57E5,1,1,2,,44824,Flagellin
358,405497,ETNP_120m_free_PROKKA_94910,36.81,2,2,2.57E5,1,1,2,,69557,B-type flagellin
358,405575,ETNP_300m_PROKKA_64903,36.81,8,8,2.57E5,1,1,2,,16127,Flagellin
336,405242,NP_85m_PROKKA_07120,36.53,2,2,9.02E5,1,1,1,,51680,Glutamate synthase [NADPH] small chain
336,405243,SAR11cell_DLNKFFIG_08482,36.53,2,2,9.02E5,1,1,1,,61744,NADPH-Fe(3+) oxidoreductase subunit beta
336,405244,SAR11cell_DLNKFFIG_08115,36.53,2,2,9.02E5,1,1,1,,61770,NADPH-Fe(3+) oxidoreductase subunit beta
336,405245,NP_100m_PROKKA_01434,36.53,2,2,9.02E5,1,1,1,,61221,Glutamate synthase [NADPH] small chain
336,405246,ETNP_100m_PROKKA_31013,36.53,2,2,9.02E5,1,1,1,,61243,Glutamate synthase [NADPH] small chain
336,405247,NP_300m_PROKKA_10148,36.53,2,2,9.02E5,1,1,1,,61267,Glutamate synthase [NADPH] small chain
336,405252,NP_125m_PROKKA_04956,36.53,3,3,9.02E5,1,1,1,,39127,Glutamate synthase [NADPH] small chain
336,405253,ETNP14_120maa_PROKKA_53934,36.53,2,2,9.02E5,1,1,1,,43188,Glutamate synthase [NADPH] small chain
336,405574,ETNP14_120maa_PROKKA_88629,36.53,2,2,9.02E5,1,1,1,,41835,Glutamate synthase [NADPH] small chain
377,392972,ETNP14_120mab_PROKKA_99293,36.03,12,12,5.72E5,1,1,2,,10997,NADH dehydrogenase subunit I
377,393071,ETNP_100m_PROKKA_37311,36.03,12,12,5.72E5,1,1,2,,10983,NAD(P)H-quinone oxidoreductase subunit I  chloroplastic
377,392973,ETNP_120m_PROKKA_308104,36.03,12,12,5.72E5,1,1,2,,10983,NAD(P)H-quinone oxidoreductase subunit I  chloroplastic
377,392974,ETNP14_120mab_PROKKA_129766,36.03,11,11,5.72E5,1,1,2,,12229,NADH dehydrogenase subunit I
338,405391,ETNP_120m_PROKKA_34835,35.92,2,2,1.02E5,1,1,2,,44813,Glutathione-binding protein GsiB precursor
338,405392,ETNP_120m_free_PROKKA_186004,35.92,2,2,1.02E5,1,1,2,,57160,Glutathione-binding protein GsiB precursor
359,405564,ETNP_100m_particle_PROKKA_03776,35.64,4,4,1.5E5,1,1,1,,35937,Pyruvate synthase subunit PorB
510,405587,ETNP14_120mac_PROKKA_88968,34.97,24,24,9.73E4,1,1,1,,6612,hypothetical protein
510,405588,NP_300m_PROKKA_35386,34.97,16,16,9.73E4,1,1,1,,9293,hypothetical protein
510,405589,ETNP_110m_PROKKA_44492,34.97,13,13,9.73E4,1,1,1,,11466,hypothetical protein
510,405590,NP_85m_PROKKA_12860,34.97,5,5,9.73E4,1,1,1,,32123,Pyruvate synthase subunit PorA
510,405591,NP_100m_PROKKA_10754,34.97,4,4,9.73E4,1,1,1,,38222,Pyruvate synthase subunit PorA
510,405592,NP_125m_PROKKA_03088,34.97,3,3,9.73E4,1,1,1,,44931,Pyruvate synthase subunit PorA
378,405596,ETNP_150m_particle_PROKKA_44595,34.80,6,6,4.53E4,1,1,2,,22373,hypothetical protein
378,405597,ETNP_100m_particle_PROKKA_02111,34.80,5,5,4.53E4,1,1,2,,26242,hypothetical protein
378,405598,NP_85m_PROKKA_10642,34.80,4,4,4.53E4,1,1,2,,33294,flagellar basal body rod modification protein
378,405599,ETNP_110m_PROKKA_06310,34.80,3,3,4.53E4,1,1,2,,42850,flagellar basal body rod modification protein
378,405600,ETNP14_120maa_PROKKA_127048,34.80,3,3,4.53E4,1,1,2,,49661,flagellar basal body rod modification protein
444,405559,ETNP_140m_PROKKA_122614,33.44,9,9,4.54E5,1,1,1,,13084,50S ribosomal protein L7/L12
444,405560,ETNP_160m_PROKKA_152265,33.44,9,9,4.54E5,1,1,1,,13084,50S ribosomal protein L7/L12
444,405561,ETNP14_120maa_PROKKA_22779,33.44,9,9,4.54E5,1,1,1,,13084,50S ribosomal protein L7/L12
444,405562,ETNP_110m_PROKKA_08877,33.44,9,9,4.54E5,1,1,1,,13084,50S ribosomal protein L7/L12
444,405614,NP_85m_PROKKA_19607,33.44,21,21,4.54E5,1,1,1,,5660,50S ribosomal protein L7/L12
444,405615,ETNP_120m_free_PROKKA_133602,33.44,9,9,4.54E5,1,1,1,,13056,50S ribosomal protein L7/L12
444,405616,ETNP_160m_PROKKA_79895,33.44,9,9,4.54E5,1,1,1,,13043,50S ribosomal protein L7/L12
444,405617,ETNP14_120mac_PROKKA_26540,33.44,9,9,4.54E5,1,1,1,,13174,50S ribosomal protein L7/L12
511,405618,ETNP14_120mab_PROKKA_66089,33.38,5,5,0E0,1,1,1,,14846,Rubrerythrin
418,405374,ETNP_120m_PROKKA_199536,31.72,8,8,4.55E4,1,1,1,,12072,Nitrogen regulatory protein P-II
418,405631,NP_125m_PROKKA_03139,31.72,8,8,4.55E4,1,1,1,,12100,Nitrogen regulatory protein P-II
418,405632,NP_300m_PROKKA_21942,31.72,8,8,4.55E4,1,1,1,,11945,Nitrogen regulatory protein P-II
418,405633,ETNP_120m_PROKKA_285919,31.72,8,8,4.55E4,1,1,1,,12032,Nitrogen regulatory protein P-II
418,405654,ETNP14_120mac_PROKKA_44386,31.72,11,11,4.55E4,1,1,1,,9264,Nitrogen regulatory protein P-II
512,405655,ETNP_180m_PROKKA_60537,31.35,3,3,7.8E4,1,1,1,,32424,Disulfide bond reductase DsbH precursor
512,405656,ETNP_160m_PROKKA_94801,31.35,3,3,7.8E4,1,1,1,,33856,Disulfide bond reductase DsbH precursor
512,405657,ETNP_300m_PROKKA_30324,31.35,3,3,7.8E4,1,1,1,,33856,Disulfide bond reductase DsbH precursor
512,405658,ETNP_120m_particle_PROKKA_249741,31.35,3,3,7.8E4,1,1,1,,33856,Disulfide bond reductase DsbH precursor
512,405659,ETNP_120m_PROKKA_245071,31.35,3,3,7.8E4,1,1,1,,33856,Disulfide bond reductase DsbH precursor
512,405660,ETNP_180m_PROKKA_74560,31.35,3,3,7.8E4,1,1,1,,33965,Disulfide bond reductase DsbH precursor
512,405661,ETNP_140m_PROKKA_38659,31.35,3,3,7.8E4,1,1,1,,33856,Disulfide bond reductase DsbH precursor
513,405663,ETNP_300m_PROKKA_78233,31.24,12,12,5.57E5,1,1,1,,9496,DNA-binding protein HRm
514,405673,ETNP_120m_PROKKA_198156,30.69,9,9,3.6E5,1,1,1,Carbamidomethylation,11483,hypothetical protein
398,405381,ETNP_120m_particle_PROKKA_238008,30.47,0,0,2.75E5,1,1,1,,180580,hypothetical protein
398,405639,ETNP_300m_PROKKA_136590,30.47,6,6,2.75E5,1,1,1,,14194,Cytochrome c2 precursor
515,405684,ETNP_120m_particle_PROKKA_04943,30.21,11,11,1.16E5,1,1,1,,8997,hypothetical protein
447,393988,ETNP14_120maa_PROKKA_76983,28.46,1,1,2.76E6,1,1,1,,90092,Perchlorate reductase subunit alpha precursor
447,393989,ETNP14_120maa_PROKKA_31636,28.46,1,1,2.76E6,1,1,1,,134217,Perchlorate reductase subunit alpha precursor
447,393990,ETNP14_68maa_PROKKA_44091,28.46,1,1,2.76E6,1,1,1,,134179,Perchlorate reductase subunit alpha precursor
446,394023,NP_300m_PROKKA_56695,28.28,12,12,1.76E6,1,1,1,,8307,Acyl carrier protein
446,394063,NP_85m_PROKKA_32232,28.28,28,28,1.76E6,1,1,1,,3594,Acyl carrier protein
446,394064,ETNP14_68mB_PROKKA_137713,28.28,26,26,1.76E6,1,1,1,,3761,Acyl carrier protein
446,394065,ETNP14_68maa_PROKKA_67061,28.28,26,26,1.76E6,1,1,1,,3709,Acyl carrier protein
446,394066,ETNP14_68maa_PROKKA_143565,28.28,26,26,1.76E6,1,1,1,,3749,Acyl carrier protein
446,394067,ETNP14_68mB_PROKKA_108521,28.28,19,19,1.76E6,1,1,1,,5096,Acyl carrier protein
446,394068,NP_300m_PROKKA_23274,28.28,12,12,1.76E6,1,1,1,,8320,Acyl carrier protein
446,394069,ETNP14_120mac_PROKKA_78341,28.28,12,12,1.76E6,1,1,1,,8349,Acyl carrier protein
446,358700,ADH88406.1,28.28,12,12,1.76E6,1,1,1,,8454,acyl carrier protein [Starkeya novella DSM 506]
446,394070,ETNP14_68mB_PROKKA_71513,28.28,12,12,1.76E6,1,1,1,,8440,Acyl carrier protein
446,394071,ETNP14_68mB_PROKKA_142025,28.28,11,11,1.76E6,1,1,1,,8496,Acyl carrier protein
446,394072,SAR11cell_DLNKFFIG_00174,28.28,11,11,1.76E6,1,1,1,,8547,Acyl carrier protein
446,394073,ETNP14_68mB_PROKKA_65137,28.28,11,11,1.76E6,1,1,1,,8639,Acyl carrier protein
446,394074,ETNP14_68maa_PROKKA_187859,28.28,11,11,1.76E6,1,1,1,,8554,Acyl carrier protein
446,394075,ETNP14_68mB_PROKKA_150712,28.28,11,11,1.76E6,1,1,1,,8594,Acyl carrier protein
446,394076,ETNP14_120mac_PROKKA_83221,28.28,11,11,1.76E6,1,1,1,,8490,Acyl carrier protein
446,394077,ETNP14_68mB_PROKKA_79543,28.28,11,11,1.76E6,1,1,1,,8568,Acyl carrier protein
446,394078,ETNP14_68mB_PROKKA_128460,28.28,11,11,1.76E6,1,1,1,,8554,Acyl carrier protein
446,394079,ETNP14_68mB_PROKKA_105393,28.28,11,11,1.76E6,1,1,1,,8657,Acyl carrier protein
446,394080,ETNP14_68maa_PROKKA_184217,28.28,11,11,1.76E6,1,1,1,,8576,Acyl carrier protein
446,394081,ETNP14_68mB_PROKKA_124260,28.28,11,11,1.76E6,1,1,1,,8529,Acyl carrier protein
446,394082,ETNP14_68maa_PROKKA_68350,28.28,11,11,1.76E6,1,1,1,,8551,Acyl carrier protein
446,394083,ETNP14_68mB_PROKKA_44039,28.28,11,11,1.76E6,1,1,1,,8570,Acyl carrier protein
446,394084,ETNP14_68maa_PROKKA_170463,28.28,11,11,1.76E6,1,1,1,,8627,Acyl carrier protein
446,394085,ETNP14_68mB_PROKKA_137257,28.28,11,11,1.76E6,1,1,1,,8492,Acyl carrier protein
446,394024,ETNP14_68mB_PROKKA_118668,28.28,11,11,1.76E6,1,1,1,,8540,Acyl carrier protein
446,394086,ETNP14_68maa_PROKKA_106580,28.28,11,11,1.76E6,1,1,1,,8527,Acyl carrier protein
446,394087,ETNP14_68mB_PROKKA_120887,28.28,11,11,1.76E6,1,1,1,,8554,Acyl carrier protein
446,394088,ETNP14_68mB_PROKKA_30763,28.28,11,11,1.76E6,1,1,1,,8737,Acyl carrier protein
446,394089,ETNP14_68maa_PROKKA_127056,28.28,11,11,1.76E6,1,1,1,,8670,Acyl carrier protein
448,405691,ETNP_300m_PROKKA_55081,27.32,5,5,4.41E5,1,1,1,,15209,Rubrerythrin
448,405692,ETNP_120m_free_PROKKA_308922,27.32,5,5,4.41E5,1,1,1,,15209,Rubrerythrin
448,104611,WP_011311618,27.32,5,5,4.41E5,1,1,1,,15141,rubrerythrin Thiobacillus denitrificans
448,405719,NP_85m_PROKKA_00804,27.32,5,5,4.41E5,1,1,1,,15226,Rubrerythrin
448,405720,ETNP14_120maa_PROKKA_49880,27.32,5,5,4.41E5,1,1,1,,15277,Rubrerythrin
448,405721,ETNP14_120mab_PROKKA_81619,27.32,5,5,4.41E5,1,1,1,,15226,Rubrerythrin
448,405722,ETNP_160m_PROKKA_33888,27.32,5,5,4.41E5,1,1,1,,15152,Rubrerythrin
448,405723,NP_30m_PROKKA_05087,27.32,5,5,4.41E5,1,1,1,,15148,Rubrerythrin
448,405724,ETNP14_68maa_PROKKA_19406,27.32,5,5,4.41E5,1,1,1,,15226,Rubrerythrin
448,405725,ETNP_160m_PROKKA_37762,27.32,5,5,4.41E5,1,1,1,,15277,Rubrerythrin
448,405726,ETNP_180m_PROKKA_80323,27.32,5,5,4.41E5,1,1,1,,15231,Rubrerythrin
448,405727,ETNP_120m_free_PROKKA_61032,27.32,5,5,4.41E5,1,1,1,,15166,Rubrerythrin
448,405728,ETNP_300m_PROKKA_28087,27.32,5,5,4.41E5,1,1,1,,15277,Rubrerythrin
448,405729,ETNP_300m_PROKKA_103225,27.32,5,5,4.41E5,1,1,1,,15152,Rubrerythrin
448,405730,ETNP_300m_PROKKA_73105,27.32,5,5,4.41E5,1,1,1,,15261,Rubrerythrin
448,405731,ETNP_140m_PROKKA_66992,27.32,5,5,4.41E5,1,1,1,,15277,Rubrerythrin
448,405732,ETNP_160m_PROKKA_169643,27.32,5,5,4.41E5,1,1,1,,15261,Rubrerythrin
448,405733,ETNP_110m_PROKKA_51321,27.32,5,5,4.41E5,1,1,1,,15226,Rubrerythrin
448,405734,ETNP_180m_PROKKA_134824,27.32,5,5,4.41E5,1,1,1,,15261,Rubrerythrin
448,405735,ETNP_180m_PROKKA_29613,27.32,5,5,4.41E5,1,1,1,,15152,Rubrerythrin
448,405736,ETNP_90m_PROKKA_117425,27.32,5,5,4.41E5,1,1,1,,15164,Rubrerythrin
448,405737,ETNP14_120mab_PROKKA_83217,27.32,5,5,4.41E5,1,1,1,,15221,Rubrerythrin
448,405738,ETNP_120m_particle_PROKKA_131940,27.32,5,5,4.41E5,1,1,1,,15279,Rubrerythrin
448,405739,ETNP_120m_free_PROKKA_09823,27.32,5,5,4.41E5,1,1,1,,15261,Rubrerythrin
448,405740,ETNP_120m_free_PROKKA_123041,27.32,5,5,4.41E5,1,1,1,,15152,Rubrerythrin
448,405741,ETNP14_120maa_PROKKA_179647,27.32,5,5,4.41E5,1,1,1,,15164,Rubrerythrin
448,405742,ETNP_180m_PROKKA_236682,27.32,5,5,4.41E5,1,1,1,,15277,Rubrerythrin
448,405743,ETNP14_120maa_PROKKA_24670,27.32,5,5,4.41E5,1,1,1,,15235,Rubrerythrin
516,104600,WP_031443828,26.42,6,6,1.08E6,1,1,1,Deamidation (NQ),22815,hypothetical protein  Arenibacter algicola
419,393413,SAR11cell_DLNKFFIG_00462,26.29,3,3,6.74E5,1,1,1,,33391,Taurine-binding periplasmic protein
419,393414,SAR11cell_DLNKFFIG_02395,26.29,3,3,6.74E5,1,1,1,,33433,Taurine-binding periplasmic protein
419,405635,ETNP14_120maa_PROKKA_85469,26.29,3,3,6.74E5,1,1,1,,33256,Putative aliphatic sulfonates-binding protein precursor
419,392817,ETNP14_68maa_PROKKA_50723,26.29,3,3,6.74E5,1,1,1,,27242,Taurine-binding periplasmic protein precursor
419,405697,ETNP14_120mab_PROKKA_07981,26.29,3,3,6.74E5,1,1,1,,27188,Taurine-binding periplasmic protein precursor
419,392822,ETNP14_120mab_PROKKA_10297,26.29,3,3,6.74E5,1,1,1,,33256,Taurine-binding periplasmic protein precursor
419,20532,WP_011281961,26.29,3,3,6.74E5,1,1,1,,33123,taurine ABC transporter substrate-binding protein Candidatus Pelagibacter ubique
419,393862,ETNP_180m_PROKKA_175446,26.29,5,5,6.74E5,1,1,1,,15491,hypothetical protein
419,405759,NP_300m_PROKKA_47322,26.29,4,4,6.74E5,1,1,1,,21635,taurine transporter substrate binding subunit
419,405768,ETNP14_68mB_PROKKA_62164,26.29,6,6,6.74E5,1,1,1,,13894,hypothetical protein
419,405769,ETNP_70m_PROKKA_22590,26.29,6,6,6.74E5,1,1,1,,15363,hypothetical protein
419,393861,ETNP_140m_PROKKA_121851,26.29,5,5,6.74E5,1,1,1,,15450,hypothetical protein
419,405770,ETNP14_120mab_PROKKA_06042,26.29,5,5,6.74E5,1,1,1,,15451,hypothetical protein
419,393863,ETNP14_68mB_PROKKA_161383,26.29,5,5,6.74E5,1,1,1,,16053,hypothetical protein
419,393864,ETNP_120m_PROKKA_281633,26.29,5,5,6.74E5,1,1,1,,17497,hypothetical protein
419,405771,ETNP14_68mB_PROKKA_146465,26.29,5,5,6.74E5,1,1,1,,17097,hypothetical protein
419,405772,ETNP14_68mB_PROKKA_142135,26.29,5,5,6.74E5,1,1,1,,18350,hypothetical protein
419,405773,ETNP_70m_PROKKA_91380,26.29,5,5,6.74E5,1,1,1,,18155,hypothetical protein
400,405788,BAJ32880.1,25.28,1,1,1.25E6,1,1,1,,104981,hypothetical protein KSE_71240 [Kitasatospora setae KM-6054]
450,362733,EJK55266,25.27,1,1,3.2E5,1,1,1,,119056,hypothetical protein THAOC_25019  Thalassiosira oceanica
292,358576,CAN91477.1,25.20,2,2,2.44E8,1,1,3,,56854,hypothetical protein sce1319 [Sorangium cellulosum So ce56]
451,21121,WP_011785473,25.10,2,2,4.33E5,1,1,1,,52433,Fis family transcriptional regulator Marinobacter hydrocarbonoclasticus
517,104676,XP_002185708,25.02,3,3,3.12E5,1,1,1,,34860,transaldolase  Phaeodactylum tricornutum CCAP 1055
360,405780,ETNP_70m_PROKKA_14144,24.74,2,2,1.66E6,1,1,2,,64954,Metallo-beta-lactamase superfamily protein
360,405781,ETNP_70m_PROKKA_17840,24.74,2,2,1.66E6,1,1,2,,63511,Metallo-beta-lactamase superfamily protein
360,405782,ETNP14_68maa_PROKKA_103758,24.74,2,2,1.66E6,1,1,2,,65127,Metallo-beta-lactamase superfamily protein
360,405785,ETNP_90m_PROKKA_144907,24.74,14,14,1.66E6,1,1,2,,8947,hypothetical protein
420,405784,ETNP_120m_PROKKA_266987,24.59,5,5,9.4E5,1,1,1,,14097,Major cold shock protein CspA
399,405761,ETNP14_120maa_PROKKA_79264,23.98,3,3,1.74E5,1,1,1,,46593,Methionine gamma-lyase
399,405762,ETNP_110m_PROKKA_02136,23.98,3,3,1.74E5,1,1,1,,46678,Methionine gamma-lyase
399,405767,ETNP14_68maa_PROKKA_116149,23.98,3,3,1.74E5,1,1,1,,46624,Methionine gamma-lyase
399,394294,ETNP14_120maa_PROKKA_68488,23.98,3,3,1.74E5,1,1,1,,47227,Methionine gamma-lyase
399,394295,ETNP14_120maa_PROKKA_58722,23.98,3,3,1.74E5,1,1,1,,47811,Methionine gamma-lyase
399,394292,NP_85m_PROKKA_12934,23.98,3,3,1.74E5,1,1,1,,47203,Methionine gamma-lyase
399,394293,SAR11cell_DLNKFFIG_09615,23.98,3,3,1.74E5,1,1,1,,47145,L-methionine gamma-lyase
399,394280,ETNP14_68maa_PROKKA_129633,23.98,3,3,1.74E5,1,1,1,,47418,Methionine gamma-lyase
399,394279,SAR11cell_DLNKFFIG_02984,23.98,3,3,1.74E5,1,1,1,,47558,L-methionine gamma-lyase
399,394272,ETNP14_68maa_PROKKA_135186,23.98,3,3,1.74E5,1,1,1,,47595,Methionine gamma-lyase
399,405792,ETNP14_68maa_PROKKA_140349,23.98,3,3,1.74E5,1,1,1,,47525,Methionine gamma-lyase
399,405793,ETNP14_120maa_PROKKA_36967,23.98,3,3,1.74E5,1,1,1,,47654,Methionine gamma-lyase
399,405794,ETNP14_120maa_PROKKA_96465,23.98,3,3,1.74E5,1,1,1,,47922,Methionine gamma-lyase
399,405795,NP_300m_PROKKA_19649,23.98,3,3,1.74E5,1,1,1,,47922,Methionine gamma-lyase
399,405796,ETNP_120m_particle_PROKKA_185998,23.98,3,3,1.74E5,1,1,1,,47839,Methionine gamma-lyase
518,405806,ETNP_90m_PROKKA_51169,23.79,3,3,1.15E5,1,1,1,,34005,1 5-anhydro-D-fructose reductase
518,405807,ETNP_90m_PROKKA_54982,23.79,2,2,1.15E5,1,1,1,,54424,Inositol 2-dehydrogenase
518,405808,ETNP_70m_PROKKA_136566,23.79,1,1,1.15E5,1,1,1,,78219,D-arabitol-phosphate dehydrogenase
453,393907,ETNP14_68mB_PROKKA_22260,23.68,11,11,0E0,1,1,1,,10431,10 kDa chaperonin 1
452,405804,ETNP14_68maa_PROKKA_53076,23.59,2,2,1.75E5,1,1,1,Carbamidomethylation; Methylation(R),38003,F420-dependent glucose-6-phosphate dehydrogenase
452,405805,ETNP_90m_PROKKA_213721,23.59,2,2,1.75E5,1,1,1,Carbamidomethylation; Methylation(R),38003,F420-dependent glucose-6-phosphate dehydrogenase
452,405819,ETNP14_68mB_PROKKA_73068,23.59,3,3,1.75E5,1,1,1,Carbamidomethylation; Methylation(R),31881,F420-dependent glucose-6-phosphate dehydrogenase
519,405832,ETNP_150m_particle_PROKKA_33117,23.07,8,8,1.82E5,1,1,1,,11084,hypothetical protein
519,405833,ETNP_120m_PROKKA_190942,23.07,8,8,1.82E5,1,1,1,,11084,hypothetical protein
520,392889,NP_30m_PROKKA_09697,22.89,12,12,1.62E4,1,1,1,,11039,NADH dehydrogenase subunit I
